image_id,caption,fluency,diversity
imgflip_872,finding coal on minecraft; finding diamonds on minecraft; finding netherite on minecraf; finding amythest geodes next to each other that are large irl,0.48357144,0.53480226
imgflip_155,iphone 13 has two cameras diagonally; iphone 12 has two cameras vertically; they are not the same,0.9628126,0.53480226
imgflip_463,donald - very smart move; ban the press then all public meetings,0.14479683,0.53480226
imgflip_574,when you see james; **** you james,0.5696365,0.53480226
bokete_94229,redscoon.,0.86441106,0.53480226
imgflip_506,we need something that will catch people's attention; ... post an egg; okay,0.92034763,0.53480226
imgflip_219,you get dino nuggies; the guy in front get dino nuggies; the people in the back gets dino nuggies; everybody gets dino nuggies,0.9292818,0.53480226
imgflip_544,middleschool classroom when the teacher leaves,0.9348089,0.53480226
imgflip_116,gary; gary,0.7825521,0.53480226
imgflip_470,uh,0.8065441,0.53480226
imgflip_523,the cubs are the best team in baseball? what year is it?!,0.9254964,0.53480226
imgflip_1774,"the pet shop boys? i don't like them, they're always following me around when i go to buy dog food",0.93005615,0.53480226
imgflip_282,i was told; my emails would be deleted,0.96466285,0.53480226
imgflip_788,what are u in for; i started ww3 and your next,0.48347923,0.53480226
imgflip_276,funimation; saban entertainment,0.9087399,0.53480226
imgflip_195,"console gamer; pc gamer; this game working fine, i'm gonna enjoy the whole walkthrough; this game can't run above 60 fps",0.69325364,0.53480226
imgflip_770,"am i the only 1 watching tv thinking ...
.... well if hillary get in i have to build a bunker tomorrow and if trump gets in i have more time
i`ll start it next week",0.8505668,0.53480226
imgflip_968,what you call it; what i call it; what my brother calls it; what my dad calls it,0.9323711,0.53480226
imgflip_617,there are times i worry if i'm the stupidest person on earth... ...then the internet proves me wrong.,0.96222323,0.53480226
imgflip_1033,i was a dancer on tik tok !,0.7698621,0.53480226
imgflip_790,"santa: *gives me coal*
me: *turns it into a diamond*
santa:",0.8700872,0.53480226
imgflip_754,chuck norris can get blackjack with one card,0.925401,0.53480226
imgflip_395,spotted dick 🇬🇧; spotted dick 🇺🇸,0.88803613,0.53480226
imgflip_389,"girls:
omg just farted hope no one heard that; boys:",0.30025068,0.53480226
imgflip_486,when you finally get the baby down for a nap; and some idiot salesman rings your doorbell,0.9676725,0.53480226
imgflip_136,p &lt; 0.05,0.7960256,0.53480226
imgflip_659,when you enter a server and everyone only speaks spanish and you try joining; a new server but everyone in the new server only speaks spanish and the cycle repeats,0.67448026,0.53480226
imgflip_714,be murderer; camp the gun; get reported; get reported; realize report does nothing,0.2538916,0.53480226
imgflip_824,me in math class on zoom,0.31406748,0.53480226
imgflip_193,am i gonna get a date for valentine's day? it's not going to happen,0.97324353,0.53480226
imgflip_380,hey member raydog; o yhea i member him!,0.2524275,0.53480226
imgflip_213,pimping used to be fun; but now its illegal,0.8979362,0.53480226
imgflip_531,eri is cute,0.975486,0.53480226
imgflip_230,waiting for the next post in; the_think_tank,0.5741516,0.53480226
imgflip_912,managers; people with logical thoughts; karens,0.7458973,0.53480226
imgflip_478,force students to gaming; force students to study; teachers,0.9054797,0.53480226
imgflip_262,did you learn spanish? si; what did it cost? mi familia,0.9230373,0.53480226
imgflip_327,me trying not to post memes every 5 minutes be like:,0.088705644,0.53480226
imgflip_210,the ukraine russia war:; ukraine; russia,0.7407989,0.53480226
imgflip_492,alright me not imposter (purple) has died in navigation. where are you guys? im in the medbay; im in the reactor; im in navigation. and saw blue vented; blue voted. green voted. gray voted; thestupidman was not the imposter (1 impostor left); wait i feel not good,0.055758554,0.53480226
imgflip_166,the silva siblings; noelle; solid &amp; nebra; nozel,0.71557945,0.53480226
imgflip_107,is this juventus?,0.9130319,0.53480226
imgflip_881,you hit; 5 subscribers; 10 subscribers; 70 subscribers; 100 subscribers; 390 subscribers; 500 subscibers; 5k subscribers; 1 million subscribers; 40 million subscribers; 100 million subscribers,0.7921166,0.53480226
imgflip_144,i have tree; look at it,0.34217867,0.53480226
imgflip_340,me in an argument; my mum; dad coming home from work,0.7929372,0.53480226
imgflip_257,did you just; talk about bruno,0.8628366,0.53480226
imgflip_642,run up there and join in on the laugh; at trump,0.40550154,0.53480226
imgflip_827,waiting for life; like,0.3545052,0.53480226
imgflip_306,popeyes; kfc,0.78584665,0.53480226
imgflip_514,mama said you ain’t gotta job; so why you tgif’in???,0.20203139,0.53480226
imgflip_358,good afternoon,0.95956683,0.53480226
imgflip_690,me:trying to sleep at 2am; that new episode of aot:,0.7704311,0.53480226
imgflip_322,worlds manliest unicorn,0.16228674,0.53480226
imgflip_624,your chicken is so raw that it's crossing the road!,0.96312964,0.53480226
imgflip_1508,came back again to make things clear; that he never said it would meet demand,0.54236317,0.53480226
imgflip_520,watching a dude do tricks on his bike then he wrecks,0.9221811,0.53480226
imgflip_225,the future of the world if; imglfip let you have infinite submissions,0.81731975,0.53480226
imgflip_240,"always remember this, carl. never compliment a woman’s mustache. no matter how impressive it is.",0.9653113,0.53480226
imgflip_102,due tomorrow; do tomorrow,0.7569471,0.53480226
imgflip_425,"oh impostor of the vent, what is your wisdom? elephants are the only animals that can't jump",0.93897235,0.53480226
imgflip_426,i want a gf; red,0.8551666,0.53480226
imgflip_232,"spiderman#2
hold up; spiderman#1
ya'll got minecraft; spiderman#3
wait",0.7090138,0.53480226
imgflip_133,tf2 and tetris; roblox,0.34549648,0.53480226
imgflip_381,*slaps red*; this bad boy can be called sus in 0.00000001 seconds,0.8566807,0.53480226
imgflip_346,play cod without getting in to an argument with an 8 year old impossibru!!!,0.81275487,0.53480226
imgflip_1026,people who hit their doggos,0.7265222,0.53480226
imgflip_400,people who put christmas trees up in october,0.950864,0.53480226
imgflip_353,kong is king; godzilla is king; jesus is king,0.9757908,0.53480226
imgflip_393,oh my; there are more posts of fortnite wins then there are useless jokes like this,0.4575377,0.53480226
imgflip_288,math,0.7555798,0.53480226
imgflip_532,who the hell sniffs coke? you're supposed to drink it!,0.97735435,0.53480226
imgflip_153,: me is the only one who did the homework; : people who i have never talked to,0.37482813,0.53480226
imgflip_1031,astronomers after seeing a loosely clumped together group of stars:; wouldnt that make you; an animal,0.7270724,0.53480226
imgflip_572,when i walk into the room this happens every time! soo annoying!,0.5513572,0.53480226
imgflip_1009,"alright, alright! i did the parakeet; you get a full confession, i get a month of dry food, no catnip",0.807498,0.53480226
imgflip_1405,got a cut? rub lemon juice on it to clean out the germs,0.9648637,0.53480226
imgflip_920,when you ace the autism test without studying,0.9429317,0.53480226
imgflip_339,when you watching your; friends roast each other,0.16387331,0.53480226
imgflip_221,fortnite; fortnight,0.8225882,0.53480226
imgflip_427,when you realize all the teletubbies were gay except the green one,0.8943604,0.53480226
imgflip_1313,your mom screaming your full name,0.8605005,0.53480226
imgflip_591,"hotmail; yahoo
email; gmail",0.9180609,0.53480226
imgflip_873,i didn't do anything! you are under arrest,0.94790655,0.53480226
imgflip_459,“democratic socialism”; i do not think it means what you think it means,0.8104017,0.53480226
imgflip_615,"isnt is weird that your having a inmer dialogue with your brain, but you are your brain",0.13369513,0.53480226
imgflip_712,youtube: premium has no ads; people: who actually want to skip the ads,0.7810837,0.53480226
imgflip_573,"you must be made out of copper and tellurium; because you are ""cu""-""te""",0.8043291,0.53480226
imgflip_650,"image tagged in nobody is born cool,anime,aot",0.3703992,0.53480226
imgflip_552,and i was like: you´ve got an extra point; and i drew a point on his notebook,0.7346519,0.53480226
imgflip_390,"marvel infinity war if thanos couldn't snap; marvel
infinity 
war",0.5679261,0.53480226
imgflip_348,telemachus when he gets home safely with his father; telemachus when he finds out the suitors want to kill him now,0.9673122,0.53480226
imgflip_319,what's that glow dad? whitehouse bbq's son. that's all obama cares about on memorial day.,0.67907083,0.53480226
imgflip_317,pixar lamp,0.68398184,0.53480226
imgflip_578,slow down; you are getting old,0.9590205,0.53480226
imgflip_637,how to plant a bomb; f.b.i,0.8442663,0.53480226
imgflip_471,i need you to throw the grenade as far away as you can... i meant after you pulled the damn pin.  you really  are your mother's daughter...!,0.95523995,0.53480226
imgflip_742,fornite has minecraft and star wars stuff,0.40517467,0.53480226
imgflip_577,"when my daddy tells me; &quot;sweetie, i know you're mad at me for putting you in timeout, but you know that touching mommy's &quot;rough day&quot; ice cream is a big no-no.&quot;",0.75081986,0.53480226
imgflip_313,the who's next album is so good; i pity the fool that hasn't heard it,0.83423287,0.53480226
imgflip_460,"i renamed my ipod the titanic; so when i plug it in it says, the titanic is syncing; why?",0.5917047,0.53480226
imgflip_589,when monika deletes all of the waifus; ddlc protag; you underestimate my power,0.63758844,0.53480226
imgflip_294,"what if i told you that one day everything will have had been a meme. one day, ""memes"" will be a meme.",0.87445194,0.53480226
imgflip_1006,ads saying terms and conditions apply,0.7296127,0.53480226
imgflip_291,getting right solution in math class; there is first time for everything,0.11347641,0.53480226
imgflip_602,freinds; !,0.6942006,0.53480226
imgflip_762,there was a spider in there  your welcome.,0.44568032,0.53480226
imgflip_776,when a lemon party ad comes on your computer,0.96024376,0.53480226
imgflip_753,literally anyone: annoys scarlet; scarlet:,0.3865558,0.53480226
imgflip_722,if you divide 69420 by 2 you will get 34710 which can also be used as a dank number; pog,0.8473383,0.53480226
imgflip_360,and why the milk memes still exist,0.8687461,0.53480226
imgflip_194,demons; blanket; everybody as a kid,0.14528297,0.53480226
imgflip_1306,speaks slowly while introducing myself to new asian coworker she's australian and has been here longer then i have,0.078406826,0.53480226
imgflip_188,stupidity in general going up. stonks,0.06311788,0.53480226
imgflip_271,donald trump picked his butt all the way to pizza hut; then i kick in in the nuts,0.6806904,0.53480226
imgflip_422,been here; plotting my revenge.,0.8172045,0.53480226
imgflip_1309,when you've posted 2 memes so you post memes on other streams,0.73351115,0.53480226
imgflip_638,who's better? tiiiiiiiin tooooooooooooooooooooooooooooop!,0.88537204,0.53480226
imgflip_167,people who walk up the stairs normally; people who walk up the stairs 2 steps at a time,0.9364407,0.53480226
imgflip_379,gen z:; someone: *breathes*,0.5389375,0.53480226
imgflip_299,wait a second... pluto isn't a planet?,0.88865924,0.53480226
imgflip_233,mr.beast; money; mr.beast; mr.beast; money,0.8429498,0.53480226
imgflip_551,since no one wants to crop the edges of this picture i'll do it myself!,0.9373823,0.53480226
imgflip_324,today is friday; no one needs to come in tomorrow. have a good weekend.,0.98400015,0.53480226
imgflip_465,me: i really enjoy fortnite; the community,0.70104396,0.53480226
imgflip_341,gotta go fast,0.8827659,0.53480226
imgflip_489,"when you stomp off after an argument with your mom, but you slam the door 1 db too loud.",0.9128542,0.53480226
imgflip_1032,female president; your argument is invalid,0.7777757,0.53480226
imgflip_802,tiktok is fun; what have you done,0.9037598,0.53480226
