image_id,caption,fluency,diversity
sonicdrivein_91,you 've been waiting for this your whole life and now you 're going to be the first one to,0.9620116,0.42698178
sonicdrivein_571,let’ s see how many sandwiches we can fit in our heads,0.9342248,0.42698178
sonicdrivein_572,did you know you can stop at the drive-thru to order food for your husband? he 's,0.9809605,0.42698178
sonicdrivein_1199,is this what they mean when they say running is good for your buns? 🥞,0.9616776,0.42698178
sonicdrivein_98,what’ s the best way to celebrate dr. pepsi’ s birthday? 🤔,0.93865114,0.42698178
sonicdrivein_780,some people may not know this but there is a drive-thru option available at the drive-thru,0.9634664,0.42698178
sonicdrivein_585,what is this dog doing at this sonic? 🤔🤔🤔🤔,0.90931743,0.42698178
sonicdrivein_742,it 's a cold day when you eat a banana ice cream from the grocery store,0.9737289,0.42698178
sonicdrivein_670,i know i’ m not the only one who likes to move to the music today,0.9657079,0.42698178
sonicdrivein_486,i’ m not sure who’ s watching this video but i’ m sure it’,0.91720164,0.42698178
sonicdrivein_784,we found a way to save time and taste the samples we’ re making at the grocery store,0.97420156,0.42698178
sonicdrivein_596,we still don’ t know why our kids eat so much food 🤷‍♀️,0.9602062,0.42698178
sonicdrivein_491,i’ m not sure if i’ m doing it right but i’ m about to play,0.94136924,0.42698178
sonicdrivein_495,i don’ t think they know we’ re doing this 🤷‍♀️,0.9491349,0.42698178
sonicdrivein_496,i guess i still can’ t decide what food i want to eat so i choose a food card �,0.94763273,0.42698178
sonicdrivein_497,when you’ re in the car and the drive-in music comes out 🔥 🔥,0.8889897,0.42698178
sonicdrivein_344,the manager of the music store tells me to come to work in the car but i already had this idea,0.96583563,0.42698178
sonicdrivein_786,we’ re here to solve your drive-thru cravings we’ ve come up with a,0.9664041,0.42698178
sonicdrivein_832,not sure if this is real or just trying to get some in before the season starts,0.8747611,0.42698178
sonicdrivein_505,🤔🤔🤔🤔🤔🤔🤔�,0.86411864,0.42698178
sonicdrivein_522,it’ s valentine’ s day and we’ re starting it off with some sonic,0.91048366,0.42698178
sonicdrivein_1029,they’ ve got a deal on corn dogs this halloween 🎃 they’ re only,0.8551171,0.42698178
sonicdrivein_65,so what do you think is the best way to start the new year?*,0.97029424,0.42698178
sonicdrivein_369,don’ t know if it’ s a good look or if it’ s a bad one,0.8082405,0.42698178
sonicdrivein_690,it 's pretty clear that this is our mom's way of telling us that we all know each other's,0.90048265,0.42698178
sonicdrivein_1502,just wait until you see some of the stuff we have in store for this year… it 's going to,0.95803684,0.42698178
sonicdrivein_1594,this is the only time i ‘ll be running out of the house with a sonic,0.8896878,0.42698178
sonicdrivein_152,can’ t believe we’ re still allowed to buy drinks 🤷‍♀️,0.9356698,0.42698178
sonicdrivein_1220,"has anyone done this? if you 've got a tots, here 's how you do it",0.9170786,0.42698178
sonicdrivein_1017,"i don 't know if it 's because i 've been working all day, but i 've",0.9565531,0.42698178
sonicdrivein_1077,let’ s see what you’ ve got in store for the game day 🙌,0.9300348,0.42698178
sonicdrivein_1094,i 'm sure you didn 't expect this but this is why you 're going to lose this game,0.9406251,0.42698178
sonicdrivein_809,shouldn’ t have ordered so much stuff before the drive-in opened 🤦‍�,0.93458396,0.42698178
sonicdrivein_189,this is what happens when you let a slice of cheeseburger fall into your hands,0.97351754,0.42698178
sonicdrivein_1368,what would you say if we were given the opportunity to wear a toga on tuesday,0.97470367,0.42698178
sonicdrivein_1023,what can we do when we’ ve got food cravings 🤔🤔🤔,0.94177157,0.42698178
sonicdrivein_772,"no matter what you try to do with your kids, they 'll always come up with something better than this",0.97066396,0.42698178
sonicdrivein_297,ethan is the king of the passangers watch the full episode of momfessionals with@ annale,0.70123994,0.42698178
sonicdrivein_898,"there 's a lot of people out there looking at me, but i 'm the one who got the",0.9249757,0.42698178
sonicdrivein_1358,we 've all been waiting for this day for years it 's time to play the game,0.93659276,0.42698178
sonicdrivein_313,do you drink red bull to live or live to drink red bull? wfh lunchbreak wfh,0.7583703,0.42698178
sonicdrivein_507,the end is near your pup’s time to trick-or-treat is now at its end,0.661331,0.42698178
sonicdrivein_2014,when you want to make a meme but you don 't know how to make it so you can only make,0.7086412,0.42698178
sonicdrivein_988,"this is the life of a soccer player, he had a total of 20 people playing the game",0.74154705,0.42698178
sonicdrivein_103,i know you didn’ t know we had this in the store before but it’ s so good,0.8950048,0.42698178
sonicdrivein_135,it’ s the holiday season and we’ re all about the sonic slushies 🎄,0.9432448,0.42698178
sonicdrivein_363,"it’ s been a while since we’ ve been to a drive-thru, so we",0.9724283,0.42698178
sonicdrivein_204,what’ s up with all the buns we’ re making with our cheeseburgers?,0.965958,0.42698178
sonicdrivein_228,"even if we don 't win the race, at least we know we can eat all day long",0.95684683,0.42698178
sonicdrivein_262,“ a sonic run is in order right now ”- me every time i walk out the door,0.651043,0.42698178
sonicdrivein_268,"leave your sonic sun, moon, and stars in the comments",0.5998944,0.42698178
sonicdrivein_272,the straws have arrived and let’ s just say that there’ s a lot of straws,0.9249252,0.42698178
sonicdrivein_277,"the drive-in is the best part of high school, so we’ re taking a pic of the",0.9604402,0.42698178
sonicdrivein_280,let’ s just say there’ s no party like a girl’ s birthday party �,0.9346971,0.42698178
sonicdrivein_293,no judgement here 👀 what happens after you leave the drive-in is up to you 🥤 watch,0.96588326,0.42698178
sonicdrivein_295,@ annalee15 and her mom are all of us watch the full episode of momfessionals now,0.21264473,0.42698178
sonicdrivein_296,"if you’ re seeing this, it’ s your sign you need a break watch the newest episode",0.91237414,0.42698178
sonicdrivein_302,what do we do now? the post-festival blues have arrived what do you think ofthefestival,0.93667257,0.42698178
sonicdrivein_303,not@ annalee15 coming in for some privacy watch the latest episode of momfessionals with ann,0.5522107,0.42698178
sonicdrivein_304,you don’ t know what you’ re going to do until it’ s done watch the,0.16194977,0.42698178
sonicdrivein_308,we teamed up with influencer@ annalee15 to bring you some of her favorite moments from her life,0.9027755,0.42698178
sonicdrivein_310,preparation is key when it comes to choosing your drink selection in the festival festivalcustomizationmusicrecommend,0.8102351,0.42698178
sonicdrivein_311,customize it ahead of time concertjunkie musicfestivallineup customjunkie,0.7835847,0.42698178
sonicdrivein_314,slushie slushie slushie slushie slushie slushie slushie sl,0.8794577,0.42698178
sonicdrivein_316,don’ t you wish you could listen to your music in the car all the time?,0.9701853,0.42698178
sonicdrivein_325,the best new merch of the summer ? it 's all here '' head to sonicswagshop com,0.7097624,0.42698178
sonicdrivein_326,cherry limeade slushie is back in stock head to sonicswagshop com to get yours,0.07519011,0.42698178
sonicdrivein_329,summer just got a whole lot cooler 🌞 head to sonicswagshop com to get some,0.61137074,0.42698178
sonicdrivein_331,school 's out remember to tag us in your photoshoots at the drive-in so we can join,0.92743176,0.42698178
sonicdrivein_333,"don’ t watch this movie at the drive-in, it’ s making you crazy �",0.9503983,0.42698178
sonicdrivein_337,some of our recent fans’ highlights from the past few weeks sonicfanfriday 🤩 tag@,0.77827764,0.42698178
sonicdrivein_339,"it’ s party time 🚨 today only, get 50% off your shakes when you use code",0.6484335,0.42698178
sonicdrivein_341,the summer drink we didn’ t know we needed🍹️ father’ s summer drink collection,0.39159837,0.42698178
sonicdrivein_342,check out the app to see what we’ re talking about 📲,0.939025,0.42698178
sonicdrivein_346,i don’ t know if this is good or bad but i know it’ s a lot of,0.84544796,0.42698178
sonicdrivein_348,who is with me? who is with me? who is with me? who is with me?,0.97259754,0.42698178
sonicdrivein_349,just popping on your feed to let you know it’ s national slush day 🤘,0.9479226,0.42698178
sonicdrivein_354,"like, a little snack, like a little snack, like a little snack, like a little snack",0.8882808,0.42698178
sonicdrivein_359,to celebrate teacher’ s appreciation week we are partnering with@ donorchoose to match all donations to teacher,0.84444267,0.42698178
sonicdrivein_362,✏️calling all educators ✏️ this one’ s for you it’ s time to,0.8539131,0.42698178
sonicdrivein_370,some recent fan highlights 🤩 tag@ sonicdrivein for a chance to be featured in next month�,0.7961917,0.42698178
sonicdrivein_371,guess i’ ll leave my food at home a little more often,0.91344804,0.42698178
sonicdrivein_375,"and yes, it ‘s gonna be a drink, but it ‘s also gonna be you",0.8195353,0.42698178
sonicdrivein_389,the perfect drink to drink with the ladies in the pink drink drink has never been created— until now,0.15908909,0.42698178
sonicdrivein_395,let us know what you’ re drinking today,0.96413225,0.42698178
sonicdrivein_402,i can’ t wait to see what the rest of the summer will look like,0.9720514,0.42698178
sonicdrivein_404,we still can’ t get the ice cream 🍦 so we’ re making it on the,0.6098317,0.42698178
sonicdrivein_405,if this is wrong i don’ t want to be right i’ m going to make some dip,0.8702108,0.42698178
sonicdrivein_409,"today only, we are offering a special discount on our oils for your pets 🐶",0.96890163,0.42698178
sonicdrivein_411,it’ s time to check out the new drive-thru menu @ djseduction,0.96565574,0.42698178
sonicdrivein_413,we’ ve been waiting for this day for a long time 🤤🤤🤤,0.96686137,0.42698178
sonicdrivein_418,"want to elevate your tots game? we got you covered with bbq chip tots, bb",0.5177932,0.42698178
sonicdrivein_423,"havent tried the cherry limeade yet, but it tastes good hbu? drinkhacks hs",0.13763055,0.42698178
sonicdrivein_424,sonic adventures are the best adventures tag your bestie who you’ d like to go to sonic with,0.33889875,0.42698178
sonicdrivein_427,comment your weirdest food or drink game challenge for me to try next time gamegram,0.19580263,0.42698178
sonicdrivein_428,what if i told you we were about to make your life a little bit easier,0.97040266,0.42698178
sonicdrivein_430,what if we told you we were about to change the game what would you say,0.870492,0.42698178
sonicdrivein_435,real ones know it’ s always about the sonic vibe 🤷‍♀️,0.7845608,0.42698178
sonicdrivein_445,when the light hits your steak just right 🤤,0.9318493,0.42698178
sonicdrivein_451,why do you choose sonic? tag@ sonicdrivein for a chance to win a $ 100 sonic gift card,0.9181583,0.42698178
sonicdrivein_454,at least he didn’ t ask for a carhop at the drive-thru carhoplife,0.9079398,0.42698178
sonicdrivein_461,our limited edition midnight tumbler available now at sonicswagshop com only at sonicswag,0.7962891,0.42698178
sonicdrivein_462,⠀⠀⠀⠀⠀⠀⠀�,0.86411864,0.42698178
sonicdrivein_463,new limited edition tumbler available now at midnight at sonicswagshop com limited edition tumbler,0.91433454,0.42698178
sonicdrivein_468,"we don’ t know what looks better, this photo or this photo sonicatnight sonicfanfriday",0.55829513,0.42698178
sonicdrivein_470,a night time drink to celebrate the launch of our new sonic slushies 🍻 check out the story,0.9114362,0.42698178
sonicdrivein_474,it’ s moments like these that keep us up at night,0.97463506,0.42698178
sonicdrivein_477,wrapped with goodness inside and out 🎁 what sonic swag are you hoping to get this year?,0.96157765,0.42698178
sonicdrivein_478,"we’ ve got your sonic tic-tacs in, and they’ re working for you",0.8640411,0.42698178
sonicdrivein_479,"this holiday season, give the gift of a$ 25 sonic gift card and receive a$ 5 ebonus",0.881275,0.42698178
sonicdrivein_482,when the food isn’ t the only thing that’ s coming in hot order your winter swag,0.27477774,0.42698178
sonicdrivein_484,be on the nice list this year with a gift from sonicswagshop com 🎁�,0.7852044,0.42698178
sonicdrivein_485,while we’ re all in the queue for tickets… what flavor do you all want us to bring back,0.94650835,0.42698178
sonicdrivein_487,🎄 it’ s time to order your sonic swag 🎄 sonicswagshop,0.88652843,0.42698178
sonicdrivein_489,@ yellowstone season 5 has taken on a whole new meaning 👀@ yellowstoneworld has taken over @,0.90953857,0.42698178
sonicdrivein_499,what if you don’ t like to eat all of your tots? that’ s why we,0.86872137,0.42698178
sonicdrivein_504,want to get this for less than $1? open the app> go to soft drinks> lemons>,0.795332,0.42698178
sonicdrivein_524,let us know what you’ ve got cooking at home to make us smile at home,0.71714413,0.42698178
sonicdrivein_525,"howl-oween is around the corner, so we’ re treating your pups to something sweet",0.8615967,0.42698178
sonicdrivein_528,"we’ re having a work from home week, so we’ re having a drive-thru",0.94406354,0.42698178
sonicdrivein_532,deck your doggo out in sonic swag for their next trip to the drive-in we’,0.5979771,0.42698178
sonicdrivein_537,shoutout to all our fans who show us love 24/7 keep it coming and we’ ll,0.9303491,0.42698178
sonicdrivein_539,tell all your pup friends that you can order a free wag cup with any app purchase all month,0.32502705,0.42698178
sonicdrivein_541,happy world drink day 🍹 every drink sold today is donated to a local school or non-profit,0.9544822,0.42698178
sonicdrivein_543,have you shopped our new wag shop? visit the link in bio 🐶🐶,0.49350995,0.42698178
sonicdrivein_545,happy national golf lovers day how many holes would this rt 44 last you?,0.6171496,0.42698178
sonicdrivein_546,howl-oween is around the corner and we’ re treating your pups all month long �,0.64071244,0.42698178
sonicdrivein_548,we’ ve got someone who’ s going to eat the whole dinner just to look at the food,0.90013963,0.42698178
sonicdrivein_549,pin it 📌 add our new sonic drive-in pin by searching sonic drive-in in your g,0.3238633,0.42698178
sonicdrivein_553,your next order sprite> add strawberry> add vanilla> add strawberry syrup,0.8972632,0.42698178
sonicdrivein_555,redecorating ✨reveal✨ part 2 featuring the fantasy worlds of your food cravings featuring,0.79252535,0.42698178
sonicdrivein_556,redecorating ✨reveal✨ part 2 featuring the fantasy worlds of your favorite food cravings,0.8548173,0.42698178
sonicdrivein_558,"well, i 'm going to start off by saying `` oh, i 'm so glad i 'm",0.96479124,0.42698178
sonicdrivein_562,"ignore the shirt, it’ s the only clean one i had left at the time",0.752629,0.42698178
sonicdrivein_567,some people like the taste of food on the go so we made a mixin to make your life better,0.6569246,0.42698178
sonicdrivein_570,just what you need after a long day 🍻 we have a sonic drink for just $ 3 �,0.7325802,0.42698178
sonicdrivein_573,@ sonnyswimfans is making us all cry with their relationship stories🥰�,0.53240013,0.42698178
sonicdrivein_575,let’ s take a moment to thank our fans for all the love and support we’ ve been,0.96722645,0.42698178
sonicdrivein_580,you all are showing some serious love for this shake,0.94682616,0.42698178
sonicdrivein_586,"we’ ll do this for you one time, and one time only…",0.9653147,0.42698178
sonicdrivein_588,who knew you could love a bubble so much??,0.8848397,0.42698178
sonicdrivein_590,some people still don’ t know the difference between soda and ice cream 🤷‍♀,0.9745657,0.42698178
sonicdrivein_594,we’ ve all been waiting for this for years now it’ s on sale today only,0.86127913,0.42698178
sonicdrivein_595,🙌 the slush you 've all been waiting for 🙌 pickle juice is back for,0.9613584,0.42698178
sonicdrivein_598,"some people don’ t know the benefits of ice, but i’ m sure it’ s",0.9604605,0.42698178
sonicdrivein_601,this is not what i wanted to do when i got to work this morning but what do you think?,0.9715218,0.42698178
sonicdrivein_604,what’ s the best drink you’ ve ever had? the winner will be announced next week,0.9789361,0.42698178
sonicdrivein_608,praising the movement to raise awareness of the world’ s slushies 🍹,0.89896196,0.42698178
sonicdrivein_610,what’ s your favorite slushie flavor? 🤔🤔🤔,0.9605002,0.42698178
sonicdrivein_614,what is the best food in the world? this is it,0.9485048,0.42698178
sonicdrivein_617,"so, what can we expect to see when we enter the dream world of tots? 🌈",0.96151406,0.42698178
sonicdrivein_618,still haven’ t heard back from @ sonicdrivein but i’ m sure it’ s,0.7319606,0.42698178
sonicdrivein_621,i can’ t wait til i can go to the drive-in after i finish my drink,0.95617723,0.42698178
sonicdrivein_626,"just in time for the new year, get your first sonic drink of the year here 🍻 head to",0.9105397,0.42698178
sonicdrivein_627,"it may not be the best idea ever, but at least it ‘s better than waiting in line for",0.9633239,0.42698178
sonicdrivein_628,just in case there’ s no other way to celebrate Valentine’ s day than with a pop of,0.9436702,0.42698178
sonicdrivein_632,maybe they didn’ t know they were available until they tried them 🤷‍♀️,0.647411,0.42698178
sonicdrivein_633,it ‘s time for that drink of the day but we ‘ re not sure what it is,0.9114853,0.42698178
sonicdrivein_634,are you interested in try our new shake? we’ re going on sale this week,0.93398046,0.42698178
sonicdrivein_644,"if this isn’ t what you’ re looking for, we’ ve got a few more",0.9477459,0.42698178
sonicdrivein_648,what’ s up with your super sonic? 🤔🤔🤔🤔,0.9598836,0.42698178
sonicdrivein_649,what’ s the best way to start your day? a limited-edition selection of sonic drinks �,0.9690127,0.42698178
sonicdrivein_652,the drink of the future🍻 pick your favorite drink and order an extra shot 🍻 that�,0.22062033,0.42698178
sonicdrivein_655,hope you’ re ready for summer 🔥🔥🔥,0.9399999,0.42698178
sonicdrivein_656,"look, we don’ t know what to call this, but it’ s a thing",0.8471326,0.42698178
sonicdrivein_657,what’ s the best way to celebrate the 4th of july? 🤷‍�,0.96652126,0.42698178
sonicdrivein_658,we’ ve come a long way since we’ ve had our slushes 🤷‍,0.85913354,0.42698178
sonicdrivein_660,"we don’ t know how we got into the drive-in, but we’ re going to",0.9681653,0.42698178
sonicdrivein_666,what’ s the best drink to celebrate the 4th of July 🇺🇸? a,0.8406529,0.42698178
sonicdrivein_669,what are you talking about? 🤔🤔🤔🤔🤔�,0.95816183,0.42698178
sonicdrivein_672,what’ s your drink of the year? 🤔🤔🤔🤔,0.96191627,0.42698178
sonicdrivein_673,they’ re on the hunt for some of the best food in the world right now 🤔�,0.9698752,0.42698178
sonicdrivein_676,"now that it 's cool out, let 's get you your first drink of the season",0.96864253,0.42698178
sonicdrivein_685,it 's time to celebrate to to to to to to to to to to to to to to to to,0.86317116,0.42698178
sonicdrivein_695,this is the last time we’ ll be at the sonic drive-thru before it closes forever,0.9770587,0.42698178
sonicdrivein_696,don’ t worry we’ ll be here to watch your drive-in movies too 🥰,0.9202958,0.42698178
sonicdrivein_699,"it’ s all about the drive-in drink menu, so we’ ve listed them all",0.9252098,0.42698178
sonicdrivein_701,what the hell is going on with this guy? he’ s trying to get into the kitchen,0.9829731,0.42698178
sonicdrivein_704,"just in case you didn’ t know, today’ s your last chance to get your",0.9647768,0.42698178
sonicdrivein_705,what better way to start the new year than with a sonic shake? 🤷‍♀️,0.9309449,0.42698178
sonicdrivein_706,"new year, new rules we’ ve got you covered when it comes to our favorite food and drinks",0.90091735,0.42698178
sonicdrivein_708,"we 're at the conference, and we 're trying to get a new pen, but our friend,",0.72377884,0.42698178
sonicdrivein_710,"i 'm sure i 'll have plenty of things to sing about, but i 'd love for you",0.9548869,0.42698178
sonicdrivein_712,"it’ s hard to pick just one song, so i’ m going to go with sonic drive",0.9532677,0.42698178
sonicdrivein_718,"ins& outs of 2024 we don’ t make the rules new year, new us",0.51928085,0.42698178
sonicdrivein_722,this waffle maker is the answer to all your waffle cravings 🥞,0.96026456,0.42698178
sonicdrivein_723,& i 'm going to show you how we 're going to get you through the year and you ',0.73428816,0.42698178
sonicdrivein_724,it’ s midnight here but i’ m making a sonic drink right now,0.88427347,0.42698178
sonicdrivein_725,we’ re in love with our shakes right now you do n’ t,0.51213855,0.42698178
sonicdrivein_726,"if you don’ t know where you are, then you don’ t know where you’",0.8973305,0.42698178
sonicdrivein_728,"@ erica_peterson_ , who 's working in the 's for the first time, is",0.6197994,0.42698178
sonicdrivein_732,"it 's time for a new drink to be released , and we 're sure it 'll be a",0.97424716,0.42698178
sonicdrivein_741,are you looking for an excuse to eat candy all day? this is the one you have been waiting for�,0.9725186,0.42698178
sonicdrivein_743,"siri, what are you doing at the sonic drive-in? watch this video",0.9749084,0.42698178
sonicdrivein_750,we forgot to open the car door when we went to a concert party,0.97511727,0.42698178
sonicdrivein_751,we 've all been feeling a bit tired today so we 're going to take a break and get some,0.96276456,0.42698178
sonicdrivein_753,it’ s finally here the moviepass promo that everyone has been talking about for the last few days,0.8439513,0.42698178
sonicdrivein_755,this is why you shouldn’ t eat while you’ re in the blizzard 🍦�,0.9616335,0.42698178
sonicdrivein_757,"it’ s time for the new year, and we’ re ready to party like it’",0.97711754,0.42698178
sonicdrivein_759,"it’ s always our first order of the day, what’ s your favorite drink?",0.8426835,0.42698178
sonicdrivein_760,it’ s the season to give back to your child with the lowest price of the year 🎁,0.8612191,0.42698178
sonicdrivein_763,what better way to celebrate the 4th of July than with a Reese’ s peanut butter cup ice cream,0.93334585,0.42698178
sonicdrivein_764,what’ s the best way to celebrate Valentine’ s day with your favorite dessert? our ice cream,0.9722526,0.42698178
sonicdrivein_765,just to give you an idea of how much cheese we’ re going to eat when we bite into a,0.9247294,0.42698178
sonicdrivein_766,"it’ s been a while since we’ ve had a drink like this, so let’",0.9429174,0.42698178
sonicdrivein_768,we all can understand why the ice cream sandwich is on sale right now 🤷‍♀️,0.96934277,0.42698178
sonicdrivein_769,can you believe it’ s valentine’ s day already? we can’ t even,0.96487755,0.42698178
sonicdrivein_771,whats your dream ice cream flavor? let us know in the comments,0.3137162,0.42698178
sonicdrivein_773,the moment you realize you’ re dating a foodie is when you find out he’ s a,0.9585508,0.42698178
sonicdrivein_776,can you believe that this is the only time of the year that a Reese 's cup can be a phone,0.9066962,0.42698178
sonicdrivein_778,are you ready for the 4th of July? we are too and this is the best part about being a,0.86421764,0.42698178
sonicdrivein_779,what better way to celebrate the 4th of July than with a ice cream treat? this Reese’ s,0.9151565,0.42698178
sonicdrivein_782,"oh, my god, my dad just came home and said, `` oh, yeah, we 've got",0.95042026,0.42698178
sonicdrivein_783,decided to spend some time in a @ sonic drink today 🥧🥧🥧,0.80114025,0.42698178
sonicdrivein_788,"now available at the end of the month, you can use your wag card to purchase any wag-",0.8157631,0.42698178
sonicdrivein_789,what is the most important part of being a mozzarella stick? it ‘s the second one,0.94086707,0.42698178
sonicdrivein_790,"we’ re still in need of a sonic food pass, so we’ re releasing a new one",0.9363036,0.42698178
sonicdrivein_791,"it’ s been a while since we’ ve had a drive-in, so we’",0.9096184,0.42698178
sonicdrivein_794,this is the perfect way to start your day off right 💕,0.86905545,0.42698178
sonicdrivein_795,"the next time you want to try something new, just ask your boyfriend to write the article for you",0.97857785,0.42698178
sonicdrivein_797,"check out the new waffle fry slush from the waffle fry mobile app , now available at your local",0.9389542,0.42698178
sonicdrivein_807,"we don't want to eat that, so we threw it out the window hope you don't eat it too",0.84029543,0.42698178
sonicdrivein_808,what would you do if you could have a soda and a cake at the same time?,0.9732646,0.42698178
sonicdrivein_810,what is your favorite thing about christmas 🎄 ? 🎄 sonicswag,0.94512224,0.42698178
sonicdrivein_812,"it’ s been a while since we’ ve had a ice cream shake, what’ s",0.7701104,0.42698178
sonicdrivein_820,let us know what you’ re listening to in the drive-in this week sonicdrivein,0.68739635,0.42698178
sonicdrivein_821,oh yeah we have kids too 🤷‍♀️🤷‍♀️,0.8858295,0.42698178
sonicdrivein_825,"i 'm sure you do n't know this, but if you 're the boss, you 'd",0.77278775,0.42698178
sonicdrivein_827,🎃🎃🎃🎃🎃🎃🎃�,0.86411864,0.42698178
sonicdrivein_829,it’ s all about the sonic treats 🎉 this is the only time you can order a sonic,0.93747175,0.42698178
sonicdrivein_830,"one, two, three, four, five, six, seven, eight, nine, 10, 11,",0.79396397,0.42698178
sonicdrivein_834,has anyone else been having a bad day? 🤔 foodvibes only 🤔,0.8076982,0.42698178
sonicdrivein_836,we need your help finding your favorite drink 🍉🍉🍉🍉,0.9674965,0.42698178
sonicdrivein_837,"it 's been a while since we’ ve been getting this much ice cream, but we’",0.92352533,0.42698178
sonicdrivein_838,"now that you’ re all out of the car, what’ s next?",0.9743585,0.42698178
sonicdrivein_840,with a little bit of creativity and a little bit of drive you can come up with a checkered drive,0.9098515,0.42698178
sonicdrivein_841,the need for a treat is real i’ m not sure what i’ m going to do with,0.96953064,0.42698178
sonicdrivein_842,this is my first day back from school and this is what i was thinking when i saw the milkshake,0.9714807,0.42698178
sonicdrivein_843,the best gift for you this holiday season 🎁 🎄 get one of these sonic swag packs,0.9106615,0.42698178
sonicdrivein_844,i can’ t believe how hard i’ ve been working on these flavors 🤤,0.97670287,0.42698178
sonicdrivein_845,let’ s try something new today we’ ve got a new game coming soon you’ ll,0.62913483,0.42698178
sonicdrivein_846,what’ s the best thing you’ ve ever wanted to see on tv?,0.9793345,0.42698178
sonicdrivein_847,"oh my god, what a day we had at the yuma country music festival today",0.97005814,0.42698178
sonicdrivein_848,it 's not every day that you can get a cup of coffee for just $ 4,0.9469461,0.42698178
sonicdrivein_849,just in time for fall 🍃🍃🍃🍃🍃�,0.72084326,0.42698178
sonicdrivein_850,"i know it ’s been a while since we’ re opened, but we do n't have",0.6840693,0.42698178
sonicdrivein_852,what would you like to see this holiday season? 🎄 a sonic ice cream machine 🎄,0.9658709,0.42698178
sonicdrivein_854,there 's a time when i 'm in the car and i 'm not doing anything wrong i ',0.8609477,0.42698178
sonicdrivein_855,we’ re got you covered for all your cool kid needs 🧡 kidswear 🧡,0.59180564,0.42698178
sonicdrivein_856,"it’ s cold out there, so get yourself a sonic gift card to give someone special this holiday season",0.9616693,0.42698178
sonicdrivein_857,who’ s ready for the summer heat? 🔥🔥🔥🔥,0.957162,0.42698178
sonicdrivein_859,does anyone know the true meaning of the boo-boo-boo? this fan thinks it may be,0.9642957,0.42698178
sonicdrivein_860,just need something to get us through the rest of the day,0.9608442,0.42698178
