caption,image_id,fluency,diversity,humor_score,humor
give your son a gift he’ ll love this one from sonicswagshop.com �,sonicdrivein_484,0.9332331,0.39000025,0.0038784830830991,0
what’ s your favorite flavor? 🤔🤔🤔,sonicdrivein_485,0.9647673,0.39000025,0.1738264411687851,0
🎄🎄🎄🎄🎄🎄🎄�,sonicdrivein_487,0.86411864,0.39000025,0.0401268303394317,0
🤔🤔🤔🤔🤔🤔🤔�,sonicdrivein_489,0.86411864,0.39000025,0.0820416212081909,0
it’ s not a diet if it’ s a lifestyle 🤷‍♀️,sonicdrivein_499,0.9062904,0.39000025,0.140943169593811,0
"go to the app, click on the drink you want, and it’ s only $1.99",sonicdrivein_504,0.9236836,0.39000025,0.0097824297845363,0
she’ s going to ask me when i’ m going to open a drive-in restaurant,sonicdrivein_524,0.973026,0.39000025,0.2718546986579895,0
what’ s your favorite sonic treat this summer? we’ ve got you covered with a special sonic,sonicdrivein_525,0.9324158,0.39000025,0.0450256764888763,0
we can’ t be the only ones who are excited for the 4th of july 🇺,sonicdrivein_528,0.9340358,0.39000025,0.2161576896905899,0
"check out our doggo drive-in, where you can take your pup for a drive-in movie",sonicdrivein_532,0.96524775,0.39000025,0.0361537486314773,0
let us know if there’ s anything we can do to make your sonic experience even better we’,sonicdrivein_537,0.64996326,0.39000025,0.0949468314647674,0
"come on in all month long, you can get a free pup cup with every app order",sonicdrivein_539,0.12313145,0.39000025,0.0446419194340705,0
happy teachers day to all the teachers out there 🙏🏼🙏🏼,sonicdrivein_541,0.76670414,0.39000025,0.0330178402364254,0
did you know we now have a dog wag shop? 🐶 🐶 🐶 �,sonicdrivein_543,0.9301241,0.39000025,0.2138892114162445,0
how many holes does it take to play a round of golf? 🤔 what do you think?,sonicdrivein_545,0.97615016,0.39000025,0.0087533621117472,0
are you ready for the new year? we’ re kicking off the season with a new sonic wag,sonicdrivein_546,0.96816224,0.39000025,0.052548099309206,0
"i’ m going to ask you a question, and if you don’ t answer it right,",sonicdrivein_548,0.9732886,0.39000025,0.4577353000640869,0
what’ s your favorite way to use the sonic drive-in app? share it in the comments,sonicdrivein_549,0.9290282,0.39000025,0.0276830960065126,0
"if you’ re looking for a strawberry smoothie, you’ re in the right place",sonicdrivein_553,0.9722092,0.39000025,0.0352824181318283,0
let’ s take a closer look at some of the new menu items coming soon to your cravings �,sonicdrivein_555,0.78557485,0.39000025,0.0085898740217089,0
let’ s take a closer look at the new cravings coming soon to the cravings menu �,sonicdrivein_556,0.67209023,0.39000025,0.0596749223768711,0
"so i 'm going to start off today 's show by saying, `` oh, i 'm so",sonicdrivein_558,0.9470098,0.39000025,0.7029150128364563,1
"i don’ t know why i did n’ t wash it, but it’ s clean",sonicdrivein_562,0.82849437,0.39000025,0.1703249216079712,0
"just in time for the new year, we ‘ve got you covered with our new tots collection",sonicdrivein_567,0.86320204,0.39000025,0.0620958134531974,0
it 's always a good day when you get a free fry with the love of your son or daughter,sonicdrivein_570,0.9628686,0.39000025,0.0070448569022119,0
"if you’ re a fan of sonic stories, you’ re going to love this one from @",sonicdrivein_573,0.9232239,0.39000025,0.1917042285203933,0
we want to thank all our fans for all the love and support we’ ve received over the years we,sonicdrivein_575,0.9724782,0.39000025,0.0058045927435159,0
"you 've all been going crazy over this shake, so i thought i 'd share it with you",sonicdrivein_580,0.9659946,0.39000025,0.0194624438881874,0
"if you’ ve ever asked yourself, “ what would happen if… ” then you’",sonicdrivein_586,0.4545627,0.39000025,0.0782559961080551,0
it’ s the only way i know i’ m pregnant 🤷‍♀️,sonicdrivein_588,0.9373203,0.39000025,0.4032202064990997,0
we don’ t know if it’ s because we’ ve been working there for so long,sonicdrivein_590,0.95900834,0.39000025,0.3088423311710357,0
we’ ve all been there we’ ve all ordered the same thing 🤷‍�,sonicdrivein_594,0.7924786,0.39000025,0.0634573101997375,0
we 've been waiting for this for a long time 🍺 🍺 🍺,sonicdrivein_595,0.94307894,0.39000025,0.0746900886297226,0
we’ ve all been there,sonicdrivein_598,0.93263006,0.39000025,0.1371577382087707,0
this is what we call a dream come true 🙌 what do you think of the new sonic drink menu,sonicdrivein_601,0.9718829,0.39000025,0.004417369607836,0
"it ‘s not just the color of the drink, it ‘s the size of it too",sonicdrivein_604,0.94747955,0.39000025,0.0139297163113951,0
it ‘s all about the movement 🌈🌈🌈🌈�,sonicdrivein_608,0.9534945,0.39000025,0.0189969725906848,0
what’ s your favorite slushy flavor? 🤔🤔🤔,sonicdrivein_610,0.9572341,0.39000025,0.0087778596207499,0
when was the first time you heard the sound of the ringer? it ‘s the sound of a,sonicdrivein_614,0.95900667,0.39000025,0.428581029176712,0
"if you 're in the mood for some tots, we 've got you covered",sonicdrivein_617,0.9642874,0.39000025,0.1082961112260818,0
still haven’ t found a sonic drive-in near me but we’ re working on it,sonicdrivein_618,0.7920003,0.39000025,0.2142282575368881,0
i still can 't figure out how to order the right drink at the drive-in,sonicdrivein_621,0.9775775,0.39000025,0.1670695692300796,0
we’ re here to help you find the perfect drink to pair with your meal this summer 🍵,sonicdrivein_626,0.96540993,0.39000025,0.0246366746723651,0
i still can’ t believe i didn’ t get one when i first came to the store,sonicdrivein_627,0.9650737,0.39000025,0.2852104902267456,0
it’ s been a while since we’ ve had one of these,sonicdrivein_628,0.96909463,0.39000025,0.0228499714285135,0
"just in case you haven’ t tried them yet, we’ ve got you covered",sonicdrivein_632,0.94466615,0.39000025,0.1803672760725021,0
"we ‘re not sure if we ‘re ready for this, but it ‘s time for",sonicdrivein_633,0.97677386,0.39000025,0.0181995145976543,0
are you ready to try our new treat? 🤔🤔🤔🤔,sonicdrivein_634,0.9648205,0.39000025,0.0047649070620536,0
what’ s your favorite drink at sonic? what’ s your favorite drink at sonic?,sonicdrivein_644,0.96115917,0.39000025,0.1777877658605575,0
what’ n’ t you want to try at sonic? 🤔🤔�,sonicdrivein_648,0.78747064,0.39000025,0.0096306093037128,0
we’ re here to help you find your next favorite snack 🍕🍕🍕,sonicdrivein_649,0.9751855,0.39000025,0.055690724402666,0
what’ s your drink of choice when you’ re on the rocks? 🍻�,sonicdrivein_652,0.94533694,0.39000025,0.1358585208654403,0
what’ s your go-to drive-thru drink? 🤔,sonicdrivein_655,0.93398595,0.39000025,0.6504597067832947,1
we all need a little bit of help to figure out what to order 🤷‍♀️,sonicdrivein_656,0.9711685,0.39000025,0.1630008816719055,0
what’ s the best way to celebrate the 4th of july? 🤷‍�,sonicdrivein_657,0.96652126,0.39000025,0.014249674975872,0
what’ s the best thing you’ ve ever ordered from the sonic drive-thru?,sonicdrivein_658,0.9718299,0.39000025,0.1537284106016159,0
we don’ t know why we’ ve been going to the drive-in so much this summer,sonicdrivein_660,0.97718936,0.39000025,0.0310458708554506,0
"if you’ re looking for a drink to celebrate the new year, you can’ t go wrong",sonicdrivein_666,0.96625185,0.39000025,0.0152887646108865,0
"so, what do you think this means? 🤔🤔🤔🤔",sonicdrivein_669,0.9707601,0.39000025,0.1165671721100807,0
"it’ s that time of the year again to celebrate the drink that started it all, the dr.",sonicdrivein_672,0.6493942,0.39000025,0.0228297412395477,0
"if you’ ve ever wanted to try all of sonic’s food at once, this is your",sonicdrivein_673,0.9527135,0.39000025,0.0135663729161024,0
"today is your first day at work, so why not have a cold drink with it?",sonicdrivein_676,0.963659,0.39000025,0.0407189093530178,0
i really want to eat all of the tots but i know i 'm not supposed to,sonicdrivein_685,0.96587366,0.39000025,0.0262361858040094,0
is it time for us to get out of this car? watch the latest episode of sonicscreams,sonicdrivein_695,0.97617173,0.39000025,0.0147635852918028,0
"she’ s right, it’ s hard to be alone in the car when you’ re",sonicdrivein_696,0.93087727,0.39000025,0.2741513252258301,0
our drink order when we’ re at the drive-in,sonicdrivein_699,0.9497995,0.39000025,0.1205551847815513,0
did you hear me? i’ m calling for more fries 🔥🔥🔥,sonicdrivein_701,0.95582175,0.39000025,0.1058764904737472,0
"just in case you didn’ t know, this is how much you’ ll pay for a cup",sonicdrivein_704,0.95588034,0.39000025,0.0537369176745414,0
🤷‍♀️🤷‍♀️🤷‍�,sonicdrivein_705,0.86411864,0.39000025,0.0563956908881664,0
we’ re not sure if this is a good thing or a bad thing 🤷‍�,sonicdrivein_706,0.9655115,0.39000025,0.1192517355084419,0
"just when i thought i 'd never get a chance to meet a pd, here came a smile from",sonicdrivein_708,0.95877016,0.39000025,0.4786350727081299,0
"i love sonic, and i ‘t think i ‘ll ever get enough of it, so i",sonicdrivein_710,0.9739785,0.39000025,0.060193758457899,0
"it 's been a while since i 've been listening to sonic, so i thought i 'd share",sonicdrivein_712,0.9674684,0.39000025,0.0168528370559215,0
we ‘ t make the rules we make the rules we make the rules we make the rules,sonicdrivein_718,0.88286906,0.39000025,0.1648494750261306,0
it 's time to bring back the waffle fries 🥞 it’ s our new menu item,sonicdrivein_722,0.95902777,0.39000025,0.004513731226325,0
what is it like to be the only person in the world without food or drink?,sonicdrivein_723,0.97738624,0.39000025,0.168234720826149,0
it’ s the first day of summer and i’ m drinking a sonic slushie,sonicdrivein_724,0.97302383,0.39000025,0.3041146397590637,0
i can’ t believe i’ m still doing this,sonicdrivein_725,0.96927017,0.39000025,0.0172032453119754,0
"if you don’ t want to be stuck in the bathroom for the rest of the night, at least",sonicdrivein_726,0.97902566,0.39000025,0.0538361370563507,0
"i 'm the first person to say, `` hey, we 're a startup, and we 're",sonicdrivein_728,0.9300426,0.39000025,0.0530893169343471,0
"it 's time for a new drink to come out, and it 's called the peach drink",sonicdrivein_732,0.9842366,0.39000025,0.0222756341099739,0
can you believe it’ s valentine’ s day? here’ s a sweet deal,sonicdrivein_741,0.9423935,0.39000025,0.0032391471322625,0
"siri, where are you? i told you i was going to drive you around, right? ''",sonicdrivein_743,0.92728645,0.39000025,0.6656250953674316,1
"when you left your car door open at the airport, your boss came looking for you",sonicdrivein_750,0.98046756,0.39000025,0.1065590679645538,0
have you ever wanted to be a waffle with a cup of tea? i 've got you covered,sonicdrivein_751,0.9274221,0.39000025,0.0368084833025932,0
we’ ve all been there 🤷‍♀️🤷‍♀,sonicdrivein_753,0.9052976,0.39000025,0.3148925602436065,0
this is what happens when you order a shake after a night of drinking 🍦🍦�,sonicdrivein_755,0.97334087,0.39000025,0.0399950370192527,0
it’ s been a while since we’ ve had this much fun at the drive-thru,sonicdrivein_757,0.98238325,0.39000025,0.0818311646580696,0
this is the order i go in when picking my favorite drink 🤷‍♀️,sonicdrivein_759,0.9437478,0.39000025,0.314805805683136,0
just because it’ s your birthday doesn’ t mean we won’ t give you a free,sonicdrivein_760,0.9454051,0.39000025,0.0495698526501655,0
