,image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4
444,sonicdrivein_1452,when you say that you’ re not afraid to eat your food# getawaywithit# somethingscookin# march5 📷:@ tahrithebengal '' is trending in our readers.,3,1,0.5560126,0.47894847,0.1304347826086956,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
480,sonicdrivein_2168,"when i cook dinner, i always get my permission from my mom.",0,1,0.97426695,0.47894847,0.0,0.0,0.0,0.0
484,sonicdrivein_491,i 'm not afraid to eat my food but i want to eat my food.,2,1,0.9616196,0.47894847,0.0666666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
494,sonicdrivein_78,the blue drink is coming to life in this sonic drink.,3,1,0.8480101,0.47894847,0.2727272727272727,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
533,sonicdrivein_1209,we’ re here to tell you all about the sonic drink of the day.,3,1,0.97623515,0.47894847,0.1395940837566547,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308
535,sonicdrivein_1077,don’ t forget to order a drink at the drive-in.,1,1,0.9828525,0.47894847,0.0332871083698079,7.4066274658958e-309,7.4066274658958e-309,7.4066274658958e-309
553,sonicdrivein_594,we’ re going to make a playlist of all the things we’ ve been doing since the beginning of this year.,0,1,0.97520876,0.47894847,0.0,0.0,0.0,0.0
572,sonicdrivein_532,��️🍪# sonicdrivein# march5 📷:@ jnr.,0,1,0.6712445,0.47894847,0.0,0.0,0.0,0.0
608,sonicdrivein_2100,we’ ve got a new deal.,0,1,0.9818122,0.47894847,0.0,0.0,0.0,0.0
618,sonicdrivein_91,is this what you’ re thinking? 🤔# getawaywithit# somethingscookin# march5 📷:@ jessica@ annalee15 and@ annalee15 📷:@ tsesenshiremarketers '' '' '' '' '' '' '' '' '' '' '',0,1,0.70981586,0.47894847,0.0,0.0,0.0,0.0
652,sonicdrivein_780,i’ m going to tell you what i’ m going to do: i’ m going to tell you what i’ m going to do: i’ m going to tell you what i’ m going to do: i’ m going to tell you what i’ m going to do,0,1,0.9374951,0.47894847,0.0,0.0,0.0,0.0
682,sonicdrivein_786,we’ re going to get serious about getting to the drive-in.,1,1,0.97520524,0.47894847,0.0909090909090909,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
738,sonicdrivein_2181,"no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0,1,0.8792573,0.47894847,0.0,0.0,0.0,0.0
763,sonicdrivein_283,the best car seats in the world.,0,1,0.90566987,0.47894847,0.0,0.0,0.0,0.0
780,sonicdrivein_1435,we’ re not afraid to share our thoughts and opinions.,1,1,0.9698971,0.47894847,0.0272531793034012,6.06403368292093e-309,6.06403368292093e-309,6.06403368292093e-309
807,sonicdrivein_1138,"no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",0,1,0.8792573,0.47894847,0.0,0.0,0.0,0.0
810,sonicdrivein_1755,"no matter how many times we 've been out there, we 'll always come back to the same thing.",2,1,0.9692775,0.47894847,0.0852797615718343,0.0450087630518014,1.802660797265598e-308,1.802660797265598e-308
821,sonicdrivein_344,the trick or treat is to make you feel like you 're tot tot tot to your food’ s goodness.,0,1,0.91271794,0.47894847,0.0,0.0,0.0,0.0
824,sonicdrivein_376,is this what you call when you 're down by the blue moon?# fallontheeats.,1,1,0.8912533,0.47894847,0.0714285714285714,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
834,sonicdrivein_2185,"yes, that 's right, this is my new sonic drive-in.",2,1,0.94168794,0.47894847,0.0665742167396159,7.4066274658958e-309,7.4066274658958e-309,7.4066274658958e-309
902,sonicdrivein_41,not sure what the 's on about but i’ m just saying that bc you got my permission bc i got the# slush# somethingscookin# march5 📷:@ tahrithebengal '' is avail.,0,1,0.10305126,0.47894847,0.0,0.0,0.0,0.0
905,sonicdrivein_497,this is what you get when you’ re sick of a coke breakfasts 😉# cokebreakfasts# blackoutdrinkremix# blackoutdrinkremix ''# blackoutdrinkremix ''# blackoutdrinkremix ''# blackoutdrinkremix ''# blackoutdrinkremix '',1,1,0.87247944,0.47894847,0.0384615384615384,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
920,sonicdrivein_1765,"when i say we have sonic, we mean it.",0,1,0.9414137,0.47894847,0.0,0.0,0.0,0.0
972,sonicdrivein_339,"if you don’ t have to drive the drive-in, you can get the drive-in.",7,1,0.96994174,0.47894847,0.1627835779742918,1.0141753550456513e-308,1.0141753550456513e-308,1.0141753550456513e-308
983,sonicdrivein_1753,the trick or treat for all of your sonic dreams.,5,1,0.76448685,0.47894847,0.2246644820586107,9.997901319273777e-309,9.997901319273777e-309,9.997901319273777e-309
1010,sonicdrivein_528,the weather is so good that we 've got to be out of here…# getawaywithit# somethingscookin# march5 📷:@ tahrithebengal '' is streaming# march5 📷:@ jessica@ annalee15 '' is streaming# march5,0,1,0.64456403,0.47894847,0.0,0.0,0.0,0.0
1030,sonicdrivein_743,"i love this dress, but i still want the perfect sonic.",1,1,0.96869946,0.47894847,0.0045260971243512,1.10779904317048e-309,1.10779904317048e-309,1.10779904317048e-309
1060,sonicdrivein_470,the trick or treat you need to do when you get hungry.# getawaywithit# somethingscookin# march5 📷:@ tahrithebengal# march5 📷:@ jessica@ frankiekendal# march5 📷:@ nicholas.,1,1,0.871119,0.47894847,0.0416666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1106,sonicdrivein_1566,in order to get the same thing you get when you buy the same thing twice:* bites a man* and literally fricking dies* and the entire thing is a dream* and the only one of them is a blue one?????? ?????? no? no? no? no? no? no? no? no?,2,1,0.91256446,0.47894847,0.0408163265306122,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1121,sonicdrivein_1022,one of the few things that can be accomplished with one cup of ice’ s goodness.,0,1,0.86871886,0.47894847,0.0,0.0,0.0,0.0
1193,sonicdrivein_866,we’ ve got a new thing coming.,0,1,0.97912496,0.47894847,0.0,0.0,0.0,0.0
1212,sonicdrivein_529,"the drive-in is always the drive-in, and the drive-in is always the drive-in.",0,1,0.9361894,0.47894847,0.0,0.0,0.0,0.0
1242,sonicdrivein_655,@ annalee15 is coming to the movie theater.,0,1,0.34355548,0.47894847,0.0,0.0,0.0,0.0
1243,sonicdrivein_98,the only reason i have to be this way is if u can get it.,0,1,0.9548007,0.47894847,0.0,0.0,0.0,0.0
1248,sonicdrivein_454,when you say you 're ready for some serious food .. what do you mean? 🤔# getawaywithit# somethingscookin# march5 📷:@ tahrithebengal '' is trending in 📷 hour ! help keep this tag coming.,0,1,0.6058587,0.47894847,0.0,0.0,0.0,0.0
1256,sonicdrivein_759,i 'm going to toss my head around the window.,1,1,0.98009735,0.47894847,0.0904837418035959,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308
1297,sonicdrivein_1737,it 's a little bit like this.,0,1,0.97233737,0.47894847,0.0,0.0,0.0,0.0
