image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor
sonicdrivein_2200,"just a reminder, we’ re not the first to have our lunch at 3pm today.",1,1,1,2,1,1,0.9568109,0.42766252,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1417404115200042,0
sonicdrivein_742,we're not gonna get you a good time today.,0,0,0,-1,1,1,0.97084785,0.42766252,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8256780505180359,1
sonicdrivein_1022,"if you can 't find it on the left side of your head, try saying hello to a unicorn.",0,1,1,2,3,1,0.96452045,0.42766252,0.1578947368421052,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8871654272079468,1
sonicdrivein_1755,"the sweet, creamy flavor of the day is here.",1,1,0,0,1,1,0.97486717,0.42766252,0.02345245419901,4.69650984804505e-309,4.69650984804505e-309,4.69650984804505e-309,0.7918387055397034,1
sonicdrivein_1616,it’ s the thing i can eat with my hands.,0,0,1,0,1,1,0.8935289,0.42766252,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7994756102561951,1
sonicdrivein_78,"if you're looking for a specific sound, just say it.",0,1,1,2,0,1,0.97444123,0.42766252,0.0,0.0,0.0,0.0,0.937456488609314,1
sonicdrivein_1070,you're not the only one who has a little dog in their life.,0,0,0,-1,1,1,0.96897113,0.42766252,0.0415717689605026,1.2025033327569346e-308,1.2025033327569346e-308,1.2025033327569346e-308,0.5523897409439087,1
sonicdrivein_1998,"the first time we get to see a new, so it’ s just going ot be weird.",0,0,0,-1,0,1,0.58893186,0.42766252,0.0,0.0,0.0,0.0,0.2283573895692825,0
sonicdrivein_1459,"you know, i love this mickey flooz.",0,0,0,-1,1,1,0.9757707,0.42766252,0.039493292375652,6.15128447160133e-309,6.15128447160133e-309,6.15128447160133e-309,0.4981762170791626,0
sonicdrivein_80,"it’ s not just me, but this song is one of the best i've ever heard.",0,1,1,2,4,1,0.9471378,0.42766252,0.25,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9042073488235474,1
sonicdrivein_1897,the moment i realized that this is the one with a pic to go along for.,1,1,1,2,0,1,0.90343976,0.42766252,0.0,0.0,0.0,0.0,0.4438382089138031,0
sonicdrivein_290,"you know when you get to the end of a day and your brain is like, "" i cant wait for tomorrow.",1,1,1,2,2,1,0.8882102,0.42766252,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8943736553192139,1
sonicdrivein_1730,this is the summer of our lives.,1,1,1,2,0,1,0.97208065,0.42766252,0.0,0.0,0.0,0.0,0.6547210216522217,1
sonicdrivein_1809,"we’ re not going to get the best of this year, but we are.",0,0,0,-1,2,1,0.9773014,0.42766252,0.009464608450323,1.47416169906746e-309,1.47416169906746e-309,1.47416169906746e-309,0.8308210372924805,1
sonicdrivein_952,we’ re going to have a “ sonic shower” this week.,1,1,1,2,1,1,0.9633655,0.42766252,0.0034457194909962,8.4336783994811e-310,8.4336783994811e-310,8.4336783994811e-310,0.8196212649345398,1
sonicdrivein_558,i can't believe i ’ ve never seen this before.,0,1,1,0,2,1,0.9649734,0.42766252,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7075513005256653,1
sonicdrivein_645,we’ re not going to get a gift for you.,0,0,0,-1,1,1,0.97497183,0.42766252,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.718073844909668,1
sonicdrivein_196,"the one who says, `` i’ m not a kid.",0,1,1,2,1,1,0.9585372,0.42766252,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.99213045835495,1
sonicdrivein_2126,you know what i love about this song? it makes you wanna dance.,0,0,0,-1,0,1,0.9715386,0.42766252,0.0,0.0,0.0,0.0,0.3028859794139862,0
sonicdrivein_789,we’ re going to have a little more fun at the # in your mouth.,0,1,1,2,0,1,0.8412245,0.42766252,0.0,0.0,0.0,0.0,0.138323500752449,0
sonicdrivein_1199,"a few years ago, i was like ""i can do anything if you just tell me what to say.",0,0,0,-1,0,1,0.87066156,0.42766252,0.0,0.0,0.0,0.0,0.933307409286499,1
sonicdrivein_497,this is what we call the biggest thing in this world.,0,0,0,-1,0,1,0.97186446,0.42766252,0.0,0.0,0.0,0.0,0.932592272758484,1
sonicdrivein_1138,"`` i'm sorry, but you don’ t have to be here.",0,0,0,-1,2,1,0.9687316,0.42766252,0.0387663515117203,4.74418974361379e-309,4.74418974361379e-309,4.74418974361379e-309,0.9705331325531006,1
sonicdrivein_780,on the u.,0,0,0,-1,0,1,0.6947358,0.42766252,0.0,0.0,0.0,0.0,0.980822503566742,1
sonicdrivein_2218,the only thing that makes me happy is when i get to the food truck.,0,0,0,-1,1,1,0.97796714,0.42766252,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.938471794128418,1
sonicdrivein_404,when you’ re not hungry and the food is on sale.,0,0,0,-1,0,1,0.9504552,0.42766252,0.0,0.0,0.0,0.0,0.9202026724815368,1
sonicdrivein_2100,the thing i’ m thinking about is what to do with this.,0,0,0,-1,0,1,0.976542,0.42766252,0.0,0.0,0.0,0.0,0.8180408477783203,1
sonicdrivein_41,"the other day i was in the office when my boss came to see me and said, `` you know what? we have a new sandwich roll-up!# sandwichesforlife'' he hadn't told us about it.",1,1,0,0,0,1,0.971648,0.42766252,0.0,0.0,0.0,0.0,0.674310028553009,1
sonicdrivein_2052,you know what i do? you can have a burger and fries with your friend.,1,0,0,-1,1,1,0.9809964,0.42766252,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7461031079292297,1
sonicdrivein_566,this is a big deal.,0,1,1,0,0,1,0.9689817,0.42766252,0.0,0.0,0.0,0.0,0.9600639939308168,1
sonicdrivein_2091,i'm not a fan of dogs.,0,0,0,-1,1,1,0.98124367,0.42766252,0.0266466243466156,3.55744243506706e-309,3.55744243506706e-309,3.55744243506706e-309,0.909590780735016,1
sonicdrivein_2196,it’ s the best time of year for you to celebrate your mom.,0,0,0,-1,1,1,0.9562426,0.42766252,0.0565493446608988,1.6357440907688813e-308,1.6357440907688813e-308,1.6357440907688813e-308,0.7529407143592834,1
sonicdrivein_414,"when you think about it, the whole world is just a text away.",0,0,0,-1,2,1,0.95060533,0.42766252,0.1538461538461538,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,0.8471430540084839,1
sonicdrivein_1376,the first person to be a toast on this show is christopher.,0,0,0,-1,1,1,0.8192423,0.42766252,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6723741888999939,1
sonicdrivein_2112,the ice cream is on the other side.,0,0,0,-1,1,1,0.9765385,0.42766252,0.0217217429313056,3.86659858861305e-309,3.86659858861305e-309,3.86659858861305e-309,0.6080142259597778,1
sonicdrivein_2209,this is the last time i’ ll be posting this pic.,0,0,0,-1,0,1,0.9741576,0.42766252,0.0,0.0,0.0,0.0,0.8228074908256531,1
sonicdrivein_1220,the mom of the house.,0,0,0,-1,1,1,0.7560972,0.42766252,0.0121620125250435,1.35306880681562e-309,1.35306880681562e-309,1.35306880681562e-309,0.8797438144683838,1
sonicdrivein_1821,we all know that you're not a cat.,0,0,0,-1,1,1,0.9785553,0.42766252,0.0278912700185537,4.9648108639081e-309,4.9648108639081e-309,4.9648108639081e-309,0.7308115363121033,1
sonicdrivein_486,i wrote a letter to my sister in law who i have never seen before.,0,0,0,-1,3,1,0.98109025,0.42766252,0.1333333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7301545143127441,1
sonicdrivein_1029,it’ s time to celebrate the month of # holidaygoals.,0,1,1,0,0,1,0.9585324,0.42766252,0.0,0.0,0.0,0.0,0.6062169075012207,1
sonicdrivein_1788,"we have a new scent, we just need to know what it is.",0,0,1,0,0,1,0.9511414,0.42766252,0.0,0.0,0.0,0.0,0.5487072467803955,1
sonicdrivein_85,you know what i’ m going to do? go for a jog.,0,0,0,-1,0,1,0.9849917,0.42766252,0.0,0.0,0.0,0.0,0.5899813175201416,1
sonicdrivein_690,"a new, red- berry slushy that’ s got a hint of watermelon in it.",0,0,0,-1,0,1,0.95577896,0.42766252,0.0,0.0,0.0,0.0,0.7581610679626465,1
sonicdrivein_2095,i'm not a fan of this.,0,0,0,-1,0,1,0.9813276,0.42766252,0.0,0.0,0.0,0.0,0.6999120712280273,1
sonicdrivein_98,"use this to make your own'at home, and it’ s all the way! just add a few more of these items for extra fun.",0,0,0,-1,0,1,0.8499637,0.42766252,0.0,0.0,0.0,0.0,0.3806968927383423,0
sonicdrivein_316,a new episode of this show called '' all things to do with a mom and her son.,0,0,0,-1,1,1,0.8776597,0.42766252,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5241351127624512,1
sonicdrivein_743,we’ re here to help you with your ordering.,1,0,0,0,1,1,0.97617775,0.42766252,0.0022742306349278,4.55429802059484e-310,4.55429802059484e-310,4.55429802059484e-310,0.5740339756011963,1
sonicdrivein_1950,it's a big deal.,0,1,1,0,0,1,0.97332495,0.42766252,0.0,0.0,0.0,0.0,0.672579824924469,1
sonicdrivein_496,1.,0,0,0,-1,0,1,0.8619599,0.42766252,0.0,0.0,0.0,0.0,0.975278913974762,1
sonicdrivein_655,we’ re here to help you get through the summer months with some fun and festive music.,0,0,0,-1,1,1,0.9732255,0.42766252,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.453352689743042,0
sonicdrivein_135,"i’ m not sure if i'm going to go out for a beer, but we can do it together.",0,1,1,0,0,1,0.9787032,0.42766252,0.0,0.0,0.0,0.0,0.5435314178466797,1
sonicdrivein_528,"in the app store, you can find 30% off all items in our shop.",1,0,1,0,1,1,0.91344845,0.42766252,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.3417202234268188,0
sonicdrivein_373,we’ re going to go out for a drive and get some air time.,0,0,1,0,0,1,0.982888,0.42766252,0.0,0.0,0.0,0.0,0.7393110990524292,1
sonicdrivein_2076,"yes, we do.",0,0,0,-1,0,1,0.9608661,0.42766252,0.0,0.0,0.0,0.0,0.843627393245697,1
sonicdrivein_1640,"the last time i ate a hamburger, it was an ice cream sandwich.",1,0,0,-1,2,1,0.9756267,0.42766252,0.0565968371032988,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,0.7395379543304443,1
sonicdrivein_1675,and i'm not going to lie.,0,0,0,0,2,1,0.97319907,0.42766252,0.0231611504076005,1.546058109147204e-309,1.546058109147204e-309,1.546058109147204e-309,0.700825572013855,1
sonicdrivein_491,we are in love with you.,0,0,0,-1,0,1,0.96277106,0.42766252,0.0,0.0,0.0,0.0,0.4795034527778625,0
sonicdrivein_204,we’ re not here to make you wait.,0,1,1,0,0,1,0.9740461,0.42766252,0.0,0.0,0.0,0.0,0.5530234575271606,1
sonicdrivein_89,"what’ s your favorite frozen yogurt flavor? </s> 🤣🤷🏻‍♀️🥤🎉🍦 🍨 🥧
@lizah_wong 👍👌 what is the best ice cream in canada?? pic.",0,0,0,-1,1,1,0.87782234,0.42766252,0.0454545454545454,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2588381171226501,0
sonicdrivein_1358,"i'm not a fan of bacon, but i love the pork chop.",0,0,0,-1,1,1,0.9820332,0.42766252,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.3989619612693786,0
sonicdrivein_1702,"i love you, i'm not a dog.",0,0,0,-1,2,1,0.9436118,0.42766252,0.0006139358516884,4.7811841503735e-311,4.7811841503735e-311,4.7811841503735e-311,0.6122109293937683,1
sonicdrivein_866,what is the sonic app? we’ re going to get you there.,0,0,0,-1,1,1,0.9684875,0.42766252,0.0549367191833703,1.4668590927248608e-308,1.4668590927248608e-308,1.4668590927248608e-308,0.3732593357563019,0
sonicdrivein_1866,"when you're like, oh my god i can hear the air conditioner coming on.",0,0,0,-1,0,1,0.8997704,0.42766252,0.0,0.0,0.0,0.0,0.9235345125198364,1
sonicdrivein_809,"a, and i’ m going to have a special for you.",0,0,1,0,0,1,0.936744,0.42766252,0.0,0.0,0.0,0.0,0.645963728427887,1
sonicdrivein_1944,it’ s the best thing i ever ate.,0,0,1,0,0,1,0.96026355,0.42766252,0.0,0.0,0.0,0.0,0.7864412069320679,1
