caption,image_id,fluency,diversity
what do you want to see in the app this year? vote in the poll below,sonicdrivein_832,0.95528895,0.39000025
🤔🤔🤔🤔🤔🤔🤔�,sonicdrivein_505,0.86411864,0.39000025
"if you’ re a fan of sonic’ s slushies, you know we’ re",sonicdrivein_522,0.9297969,0.39000025
it’ s halloween and we’ ve got a deal on corn dogs all day long at,sonicdrivein_1029,0.94611764,0.39000025
this is what we all wanted to see this is what we all wanted to see this is what we all wanted,sonicdrivein_65,0.8968134,0.39000025
if only i could go back in time and not have gotten this car,sonicdrivein_369,0.9150867,0.39000025
we all have that one person in our life who always knows when we’ ve run out of gas,sonicdrivein_690,0.92704993,0.39000025
we can’ t wait to share this with our friends and family this holiday season 🎄,sonicdrivein_1502,0.962606,0.39000025
this is the last time i’ m going to ask you to get out of the house,sonicdrivein_1594,0.97074103,0.39000025
we can’ t wait to try out the new sonic drive-thru treats 🍕,sonicdrivein_152,0.9623094,0.39000025
"do you want to be a tot? if you do, you ‘ll want to check this out",sonicdrivein_1220,0.9705101,0.39000025
"if you think i 'm the only one who likes the new flavor, you 're wrong i 've",sonicdrivein_1017,0.74365306,0.39000025
let’ s see what you’ ve been cooking up for the new year 🙌,sonicdrivein_1077,0.9597331,0.39000025
i 'm sorry but i 'm sure you 're wrong about this i 'm sure you 're,sonicdrivein_1094,0.84381545,0.39000025
we need your help to decide if we should have a sonic drive thru or not,sonicdrivein_809,0.9674684,0.39000025
what if we told you there was a way to combine two of life’ s favorite foods?,sonicdrivein_189,0.955919,0.39000025
it ‘s that time of year again so we ‘re giving you a little something to help you,sonicdrivein_1368,0.84969085,0.39000025
is it time for a new sonic? 🤔🤔🤔🤔�,sonicdrivein_1023,0.9551646,0.39000025
"no matter how many times you try to get your kids to wear the right shoes, they still love them",sonicdrivein_772,0.9770711,0.39000025
chrissyteigen is here to answer your questions about being the only girl in the family at the drive,sonicdrivein_297,0.9202859,0.39000025
"there 's a lot of people in the room, but only one girl who i 'm trying to get",sonicdrivein_898,0.9082333,0.39000025
"we 've all been there, we 've all been there, we 've all been there",sonicdrivein_1358,0.93001586,0.39000025
breakfastbreakfastbreakfastbreakfastbreakfastbreakfastbreakfastbreakfastbreakfastbreakfastbreakfast,sonicdrivein_313,0.9031919,0.39000025
it’ s time to get your wag on at your favorite @ wagamingshop �,sonicdrivein_507,0.9232711,0.39000025
"when you can say `` no, no, no, no, no, no, no, no, no",sonicdrivein_2014,0.9112225,0.39000025
this is my son's baseball game and he has a total of 16 people in the whole stadium,sonicdrivein_988,0.4904669,0.39000025
"i know you’ ve always wanted to try our new menu, but we don’ t have any",sonicdrivein_103,0.97215277,0.39000025
it’ s the most wonderful time of the year 🎄 🎄 🎄 �,sonicdrivein_135,0.9366332,0.39000025
"if you’ re in the mood for a drive-thru treat, we’ ve got you",sonicdrivein_363,0.9629205,0.39000025
we’ ve all been there 🤷‍♀️🤷‍♀,sonicdrivein_204,0.9052976,0.39000025
we all know how fast we can run when we’ re in a breakfast race,sonicdrivein_228,0.9450349,0.39000025
"“ i ‘ m always on a sonic run, no matter what time of day it is ”",sonicdrivein_262,0.90307707,0.39000025
let us know what you’ re listening to in the comments,sonicdrivein_268,0.88719296,0.39000025
are you ready for round two? the straws are running out and everyone is fighting over them,sonicdrivein_272,0.98315364,0.39000025
our first sonic drive-thru of the year 🍔🍔🍔🍔,sonicdrivein_277,0.94596195,0.39000025
shoutout to all the girls out there who are still wearing sweatpants to school 🤷‍,sonicdrivein_280,0.9414415,0.39000025
watch the full episode of momfessionals here 👇 watch the full episode of momfessionals here,sonicdrivein_293,0.94790727,0.39000025
moments that make you proud of your kids watch the full episode of momfessionals with annalise,sonicdrivein_295,0.9347957,0.39000025
do you need a break from the news? we do too that’ s why we’ re making,sonicdrivein_296,0.5581975,0.39000025
what do you think of the festival’ s lineup so far? let us know in the comments,sonicdrivein_302,0.86446434,0.39000025
watch the all-new episode of momfessionals with amandalee watch here momfessionals,sonicdrivein_303,0.52431357,0.39000025
watch the full episode of momfessionals here 👉 https://www. youtube.com/ watch?,sonicdrivein_304,0.9368533,0.39000025
"we all have a favorite social media influencer, and today we’ re introducing you to one of our",sonicdrivein_308,0.97130877,0.39000025
choose your favorite drink from the app and it’ ll be ready to order when you are,sonicdrivein_310,0.8976766,0.39000025
customize your drink with your favorite music festival musicfestivaldisco musicfestivaldisco music,sonicdrivein_311,0.87452435,0.39000025
we’ ll be ready to hit the slopes in november 🌨🌨�,sonicdrivein_314,0.96261716,0.39000025
is it just me or does the drive-in drive-in drive-in drive-in drive-in,sonicdrivein_316,0.89077705,0.39000025
head to sonicswagshop. com to get your new sonics swag head to sonicsw,sonicdrivein_325,0.74218434,0.39000025
summer is here and so is our new summer collection 🌞 head to sonicswagshop.,sonicdrivein_326,0.9660334,0.39000025
summer is here and so is the new sonics collection 🎉 head to sonicswagshop,sonicdrivein_329,0.9496858,0.39000025
"join us at the drive-in for the last day of the school year on sunday, september",sonicdrivein_331,0.9690983,0.39000025
what’ s your favorite drive-in movie? watch the full episode of drive-in movie with j,sonicdrivein_333,0.9563003,0.39000025
we want to thank you all for all the love and support you’ ve shown us over the last year,sonicdrivein_337,0.9720786,0.39000025
we’ re bringing back the drive-thru for a limited time only 🔥,sonicdrivein_339,0.8763875,0.39000025
this is the drink for you if you’ re looking for a summer drink that’ s safe for,sonicdrivein_341,0.7509893,0.39000025
check out the link in our bio to see what we’ re talking about 🔥,sonicdrivein_342,0.92392796,0.39000025
if you’ re looking for the perfect gift for the man in your life this is it,sonicdrivein_346,0.93766165,0.39000025
i don’ t know why i’ m doing this to myself but i’ m going to,sonicdrivein_348,0.94541895,0.39000025
"it’ s National Slurpee Day, so let’ s celebrate with a little slushy",sonicdrivein_349,0.9484507,0.39000025
"no, no, no, no, no, no, no, no, no, no, no,",sonicdrivein_354,0.8671994,0.39000025
today we are donating 10% of all sales to the teacher’ s union and the children’ s,sonicdrivein_359,0.9431869,0.39000025
it’ s that time of year 🎉🎉🎉🎉�,sonicdrivein_362,0.8700536,0.39000025
"we love hearing from you guys, so feel free to share your favorite sonic moments with us on twitter or inst",sonicdrivein_370,0.94853926,0.39000025
guess i’ ll just have to get used to the smell of my food 🤷‍,sonicdrivein_371,0.9535847,0.39000025
we ca n’ t wait to release our first drink of the day!,sonicdrivein_375,0.92230225,0.39000025
"if you’ ve ever ordered a pink lemonade at a restaurant, you know it’ s the",sonicdrivein_389,0.9529276,0.39000025
what’ s your favorite summer drink? share it with us on instagram,sonicdrivein_395,0.9552364,0.39000025
i can’ t believe i’ m the only one who’ ll be eating all of this,sonicdrivein_402,0.9603932,0.39000025
i still can’ t figure out how to make the drive thru work 🤷‍♀,sonicdrivein_404,0.9750709,0.39000025
i don’ t know why i do this to myself but i’ m gonna do it anyway,sonicdrivein_405,0.94287246,0.39000025
"if you’ re looking for a way to save money on your favorite drinks, we’ ve got",sonicdrivein_409,0.9724373,0.39000025
it’ s time to check out the new drive-thru menu at dashdance restaurant,sonicdrivein_411,0.97476554,0.39000025
i can’ t believe it’ s the end of the drive-thru season 🍔,sonicdrivein_413,0.9754204,0.39000025
are you ready to take your tots game to the next level? we got you covered with our tots,sonicdrivein_418,0.64242107,0.39000025
do you have any drinks that you like that i haven’ t tried yet? i’ d love,sonicdrivein_423,0.9759312,0.39000025
sonic drive-in is the best drive-in in the world and we’ re here to prove,sonicdrivein_424,0.9524743,0.39000025
questions? foodquestions? foodquestions? foodquestions? foodquestions? foodquestions,sonicdrivein_427,0.81264144,0.39000025
what if we told you there was a way to make your life a little bit easier,sonicdrivein_428,0.96817476,0.39000025
what if we told you there was a way to make your tots even tastier,sonicdrivein_430,0.9091446,0.39000025
what’ s the best way to order a cheeseburger at sonic 🤷‍♀,sonicdrivein_435,0.9459891,0.39000025
what do you think of the new grilled cheese sandwich? 🤔🤔🤔,sonicdrivein_445,0.9761139,0.39000025
let us know what you love most about sonic drive-ins by tagging us on insta @ sonicdriveins,sonicdrivein_451,0.93449736,0.39000025
it’ s the only way to get a drink at the drive-thru if you’ re,sonicdrivein_454,0.9073134,0.39000025
our new sonic tumblers are here and they’ re so good we can’ t wait to,sonicdrivein_461,0.9490447,0.39000025
⚡️⚡️⚡️⚡️⚡️�,sonicdrivein_462,0.86411864,0.39000025
get ready for summer with the new sonics tumbler now available at sonicswagshop.com,sonicdrivein_463,0.92778724,0.39000025
this is the best picture we’ ve ever taken of sonic at night sonicfanfriday,sonicdrivein_468,0.7860116,0.39000025
"it ‘s the summer of sonic, and we ‘ re here to help you make the most of",sonicdrivein_470,0.95977324,0.39000025
we’ ve all been there at some point in our lives,sonicdrivein_474,0.94404244,0.39000025
what sonic swag are you hoping to get this holiday season? 🎄🎄🎄,sonicdrivein_477,0.9100501,0.39000025
our new tic-tacs are here and they’ re so good you’ re going to,sonicdrivein_478,0.8755254,0.39000025
what’ s your favorite gift this holiday season? a sonic gift card is just $ 20 and comes with,sonicdrivein_479,0.9163211,0.39000025
when it’ s cold out there’ s nothing better than a warm meal from your favorite restaurant order,sonicdrivein_482,0.97515285,0.39000025
give your son a gift he’ ll love this one from sonicswagshop.com �,sonicdrivein_484,0.9332331,0.39000025
what’ s your favorite flavor? 🤔🤔🤔,sonicdrivein_485,0.9647673,0.39000025
🎄🎄🎄🎄🎄🎄🎄�,sonicdrivein_487,0.86411864,0.39000025
🤔🤔🤔🤔🤔🤔🤔�,sonicdrivein_489,0.86411864,0.39000025
it’ s not a diet if it’ s a lifestyle 🤷‍♀️,sonicdrivein_499,0.9062904,0.39000025
"go to the app, click on the drink you want, and it’ s only $1.99",sonicdrivein_504,0.9236836,0.39000025
she’ s going to ask me when i’ m going to open a drive-in restaurant,sonicdrivein_524,0.973026,0.39000025
what’ s your favorite sonic treat this summer? we’ ve got you covered with a special sonic,sonicdrivein_525,0.9324158,0.39000025
we can’ t be the only ones who are excited for the 4th of july 🇺,sonicdrivein_528,0.9340358,0.39000025
"check out our doggo drive-in, where you can take your pup for a drive-in movie",sonicdrivein_532,0.96524775,0.39000025
let us know if there’ s anything we can do to make your sonic experience even better we’,sonicdrivein_537,0.64996326,0.39000025
"come on in all month long, you can get a free pup cup with every app order",sonicdrivein_539,0.12313145,0.39000025
happy teachers day to all the teachers out there 🙏🏼🙏🏼,sonicdrivein_541,0.76670414,0.39000025
did you know we now have a dog wag shop? 🐶 🐶 🐶 �,sonicdrivein_543,0.9301241,0.39000025
how many holes does it take to play a round of golf? 🤔 what do you think?,sonicdrivein_545,0.97615016,0.39000025
are you ready for the new year? we’ re kicking off the season with a new sonic wag,sonicdrivein_546,0.96816224,0.39000025
"i’ m going to ask you a question, and if you don’ t answer it right,",sonicdrivein_548,0.9732886,0.39000025
what’ s your favorite way to use the sonic drive-in app? share it in the comments,sonicdrivein_549,0.9290282,0.39000025
"if you’ re looking for a strawberry smoothie, you’ re in the right place",sonicdrivein_553,0.9722092,0.39000025
let’ s take a closer look at some of the new menu items coming soon to your cravings �,sonicdrivein_555,0.78557485,0.39000025
let’ s take a closer look at the new cravings coming soon to the cravings menu �,sonicdrivein_556,0.67209023,0.39000025
"so i 'm going to start off today 's show by saying, `` oh, i 'm so",sonicdrivein_558,0.9470098,0.39000025
"i don’ t know why i did n’ t wash it, but it’ s clean",sonicdrivein_562,0.82849437,0.39000025
"just in time for the new year, we ‘ve got you covered with our new tots collection",sonicdrivein_567,0.86320204,0.39000025
it 's always a good day when you get a free fry with the love of your son or daughter,sonicdrivein_570,0.9628686,0.39000025
"if you’ re a fan of sonic stories, you’ re going to love this one from @",sonicdrivein_573,0.9232239,0.39000025
we want to thank all our fans for all the love and support we’ ve received over the years we,sonicdrivein_575,0.9724782,0.39000025
"you 've all been going crazy over this shake, so i thought i 'd share it with you",sonicdrivein_580,0.9659946,0.39000025
"if you’ ve ever asked yourself, “ what would happen if… ” then you’",sonicdrivein_586,0.4545627,0.39000025
it’ s the only way i know i’ m pregnant 🤷‍♀️,sonicdrivein_588,0.9373203,0.39000025
we don’ t know if it’ s because we’ ve been working there for so long,sonicdrivein_590,0.95900834,0.39000025
we’ ve all been there we’ ve all ordered the same thing 🤷‍�,sonicdrivein_594,0.7924786,0.39000025
we 've been waiting for this for a long time 🍺 🍺 🍺,sonicdrivein_595,0.94307894,0.39000025
we’ ve all been there,sonicdrivein_598,0.93263006,0.39000025
this is what we call a dream come true 🙌 what do you think of the new sonic drink menu,sonicdrivein_601,0.9718829,0.39000025
"it ‘s not just the color of the drink, it ‘s the size of it too",sonicdrivein_604,0.94747955,0.39000025
it ‘s all about the movement 🌈🌈🌈🌈�,sonicdrivein_608,0.9534945,0.39000025
what’ s your favorite slushy flavor? 🤔🤔🤔,sonicdrivein_610,0.9572341,0.39000025
when was the first time you heard the sound of the ringer? it ‘s the sound of a,sonicdrivein_614,0.95900667,0.39000025
"if you 're in the mood for some tots, we 've got you covered",sonicdrivein_617,0.9642874,0.39000025
still haven’ t found a sonic drive-in near me but we’ re working on it,sonicdrivein_618,0.7920003,0.39000025
i still can 't figure out how to order the right drink at the drive-in,sonicdrivein_621,0.9775775,0.39000025
we’ re here to help you find the perfect drink to pair with your meal this summer 🍵,sonicdrivein_626,0.96540993,0.39000025
i still can’ t believe i didn’ t get one when i first came to the store,sonicdrivein_627,0.9650737,0.39000025
it’ s been a while since we’ ve had one of these,sonicdrivein_628,0.96909463,0.39000025
"just in case you haven’ t tried them yet, we’ ve got you covered",sonicdrivein_632,0.94466615,0.39000025
"we ‘re not sure if we ‘re ready for this, but it ‘s time for",sonicdrivein_633,0.97677386,0.39000025
are you ready to try our new treat? 🤔🤔🤔🤔,sonicdrivein_634,0.9648205,0.39000025
what’ s your favorite drink at sonic? what’ s your favorite drink at sonic?,sonicdrivein_644,0.96115917,0.39000025
what’ n’ t you want to try at sonic? 🤔🤔�,sonicdrivein_648,0.78747064,0.39000025
we’ re here to help you find your next favorite snack 🍕🍕🍕,sonicdrivein_649,0.9751855,0.39000025
what’ s your drink of choice when you’ re on the rocks? 🍻�,sonicdrivein_652,0.94533694,0.39000025
what’ s your go-to drive-thru drink? 🤔,sonicdrivein_655,0.93398595,0.39000025
we all need a little bit of help to figure out what to order 🤷‍♀️,sonicdrivein_656,0.9711685,0.39000025
what’ s the best way to celebrate the 4th of july? 🤷‍�,sonicdrivein_657,0.96652126,0.39000025
what’ s the best thing you’ ve ever ordered from the sonic drive-thru?,sonicdrivein_658,0.9718299,0.39000025
we don’ t know why we’ ve been going to the drive-in so much this summer,sonicdrivein_660,0.97718936,0.39000025
"if you’ re looking for a drink to celebrate the new year, you can’ t go wrong",sonicdrivein_666,0.96625185,0.39000025
"so, what do you think this means? 🤔🤔🤔🤔",sonicdrivein_669,0.9707601,0.39000025
"it’ s that time of the year again to celebrate the drink that started it all, the dr.",sonicdrivein_672,0.6493942,0.39000025
"if you’ ve ever wanted to try all of sonic’s food at once, this is your",sonicdrivein_673,0.9527135,0.39000025
"today is your first day at work, so why not have a cold drink with it?",sonicdrivein_676,0.963659,0.39000025
i really want to eat all of the tots but i know i 'm not supposed to,sonicdrivein_685,0.96587366,0.39000025
is it time for us to get out of this car? watch the latest episode of sonicscreams,sonicdrivein_695,0.97617173,0.39000025
"she’ s right, it’ s hard to be alone in the car when you’ re",sonicdrivein_696,0.93087727,0.39000025
our drink order when we’ re at the drive-in,sonicdrivein_699,0.9497995,0.39000025
did you hear me? i’ m calling for more fries 🔥🔥🔥,sonicdrivein_701,0.95582175,0.39000025
"just in case you didn’ t know, this is how much you’ ll pay for a cup",sonicdrivein_704,0.95588034,0.39000025
🤷‍♀️🤷‍♀️🤷‍�,sonicdrivein_705,0.86411864,0.39000025
we’ re not sure if this is a good thing or a bad thing 🤷‍�,sonicdrivein_706,0.9655115,0.39000025
"just when i thought i 'd never get a chance to meet a pd, here came a smile from",sonicdrivein_708,0.95877016,0.39000025
"i love sonic, and i ‘t think i ‘ll ever get enough of it, so i",sonicdrivein_710,0.9739785,0.39000025
"it 's been a while since i 've been listening to sonic, so i thought i 'd share",sonicdrivein_712,0.9674684,0.39000025
we ‘ t make the rules we make the rules we make the rules we make the rules,sonicdrivein_718,0.88286906,0.39000025
it 's time to bring back the waffle fries 🥞 it’ s our new menu item,sonicdrivein_722,0.95902777,0.39000025
what is it like to be the only person in the world without food or drink?,sonicdrivein_723,0.97738624,0.39000025
it’ s the first day of summer and i’ m drinking a sonic slushie,sonicdrivein_724,0.97302383,0.39000025
i can’ t believe i’ m still doing this,sonicdrivein_725,0.96927017,0.39000025
"if you don’ t want to be stuck in the bathroom for the rest of the night, at least",sonicdrivein_726,0.97902566,0.39000025
"i 'm the first person to say, `` hey, we 're a startup, and we 're",sonicdrivein_728,0.9300426,0.39000025
"it 's time for a new drink to come out, and it 's called the peach drink",sonicdrivein_732,0.9842366,0.39000025
can you believe it’ s valentine’ s day? here’ s a sweet deal,sonicdrivein_741,0.9423935,0.39000025
"siri, where are you? i told you i was going to drive you around, right? ''",sonicdrivein_743,0.92728645,0.39000025
"when you left your car door open at the airport, your boss came looking for you",sonicdrivein_750,0.98046756,0.39000025
have you ever wanted to be a waffle with a cup of tea? i 've got you covered,sonicdrivein_751,0.9274221,0.39000025
we’ ve all been there 🤷‍♀️🤷‍♀,sonicdrivein_753,0.9052976,0.39000025
this is what happens when you order a shake after a night of drinking 🍦🍦�,sonicdrivein_755,0.97334087,0.39000025
it’ s been a while since we’ ve had this much fun at the drive-thru,sonicdrivein_757,0.98238325,0.39000025
this is the order i go in when picking my favorite drink 🤷‍♀️,sonicdrivein_759,0.9437478,0.39000025
just because it’ s your birthday doesn’ t mean we won’ t give you a free,sonicdrivein_760,0.9454051,0.39000025
do you remember this day when you got a free ice cream? 🍦🍦🍦,sonicdrivein_763,0.9676586,0.39000025
what’ s the most you’ ve ever spent on a Valentine’ s day candy deal?,sonicdrivein_764,0.89166254,0.39000025
we can’ t decide if we want to eat all of these or just a few,sonicdrivein_765,0.9339115,0.39000025
it’ s been a while since we’ ve had one of these,sonicdrivein_766,0.96909463,0.39000025
can you believe it’ s the last day of the year? 🎅🏻‍,sonicdrivein_768,0.9611149,0.39000025
can you believe it’ s valentine’ s day already? 💕💕,sonicdrivein_769,0.95229924,0.39000025
"just because you asked, here’ s a little something for the little ones out there",sonicdrivein_771,0.9659838,0.39000025
can you believe it’ s valentine’ s day already? 💋💋,sonicdrivein_773,0.95229924,0.39000025
does anyone else feel like their phone is always with them? 🤔🤔🤔,sonicdrivein_776,0.90804285,0.39000025
are you ready for the holiday season? 🎄🎄🎄🎄�,sonicdrivein_778,0.970809,0.39000025
do you ever feel like you’ re the only one who eats ice cream for breakfast? 🍦,sonicdrivein_779,0.9720318,0.39000025
"when i told my mom i was going to have a girls' day, she said, `` oh, no",sonicdrivein_782,0.95480007,0.39000025
today is a quiet day in the office and i’ m going to enjoy a drink in the afternoon,sonicdrivein_783,0.97854346,0.39000025
"now thru the end of the year, you can bring your dog to any wag shop and get a free",sonicdrivein_788,0.78702,0.39000025
what do you see when you look at a mozzarella stick ? it ‘s just a bunch of,sonicdrivein_789,0.9719734,0.39000025
what’ s your favorite menu item? 🤔🤔🤔🤔,sonicdrivein_790,0.94947726,0.39000025
"we’ re having a drive-in movie night tonight, what’ s your favorite drive-in",sonicdrivein_791,0.8850128,0.39000025
"if you’ ve never been to a sonic slush, you’ re missing out",sonicdrivein_794,0.90138453,0.39000025
if you’ re looking for something to watch while you’ re at home this is your guide to,sonicdrivein_795,0.9607006,0.39000025
"check out our new drink of the year, the waffle slushie 🥞 it ‘s on",sonicdrivein_797,0.7502639,0.39000025
"if you don’ t want to throw away your cup, don’ t eat it",sonicdrivein_807,0.9732064,0.39000025
is this the only time you’ re allowed to eat a kid’ s snack?,sonicdrivein_808,0.978628,0.39000025
this is the best gift you can give yourself this holiday season 🎄 🎄,sonicdrivein_810,0.9472515,0.39000025
"it’ s been a while since you’ ve been to a drive-in, so what�",sonicdrivein_812,0.92506295,0.39000025
what’ s your favorite sonic drive-in experience? share with us in the comments,sonicdrivein_820,0.804151,0.39000025
"we ’ t know if this is a kid or an adult, but it ’ s time for some",sonicdrivein_821,0.9341642,0.39000025
"if you 're in the kitchen, you 're in the right place if you 're in the right",sonicdrivein_825,0.9360935,0.39000025
🎉🎉🎉🎉🎉🎉🎉�,sonicdrivein_827,0.86411864,0.39000025
"it’ s sonic summer, so we’ ve got you covered with our sonic summer gift guide",sonicdrivein_829,0.9014839,0.39000025
"the next time i go to the store, i 'm going to try something different, i 'm going",sonicdrivein_830,0.95278966,0.39000025
what’ s the one thing you can’ t have at the same time? 🤔�,sonicdrivein_834,0.9543431,0.39000025
we’ re here to help you find your new favorite drink 🍕🍕🍕,sonicdrivein_836,0.9754469,0.39000025
"it ‘s been a while since we ‘ve seen this, but we ‘ve got you",sonicdrivein_837,0.94796365,0.39000025
it’ s time to go back to your favorite sonic drive-thru,sonicdrivein_838,0.9742673,0.39000025
this is the story of how i came up with the idea for the drive-in rollercoaster in the,sonicdrivein_840,0.98231053,0.39000025
i’ m not sure if i should be proud of this or not 🤷‍♀,sonicdrivein_841,0.9771115,0.39000025
this is why i’ m still a little kid i’ m not sure what i’ m,sonicdrivein_842,0.5884317,0.39000025
🎄🎄🎄🎄🎄🎄🎄�,sonicdrivein_843,0.86411864,0.39000025
i know i’ m not the first to think of this but i’ m so proud of my,sonicdrivein_844,0.9197054,0.39000025
let’ s just say we’ re excited for the first day of summer pic,sonicdrivein_845,0.9695389,0.39000025
"i don’ t know about you, but i’ m ready for this to be over",sonicdrivein_846,0.97367984,0.39000025
"i can’ t believe we’ re still in the park, but i’ m having a",sonicdrivein_847,0.946829,0.39000025
"it 's been a while since i 've had a cup of this, but it 's time",sonicdrivein_848,0.9766424,0.39000025
🎄🎄🎄🎄🎄🎄🎄�,sonicdrivein_849,0.86411864,0.39000025
i still can’ t figure out why we don’ t have a drive thru menu yet,sonicdrivein_850,0.9738347,0.39000025
"🎄 it ’s cold outside, but it ’s gonna be even colder inside with a",sonicdrivein_852,0.71236795,0.39000025
when i 'm in the police station and i 'm in a situation where i can 't do anything,sonicdrivein_854,0.9532418,0.39000025
what’ s your kid’ s favorite toy this holiday season? we’ ve got you covered,sonicdrivein_855,0.9131241,0.39000025
it ‘s the gift that keeps on giving 🎁🎁🎁🎁,sonicdrivein_856,0.8646163,0.39000025
🤷‍♀️🤷‍♀️🤷‍�,sonicdrivein_857,0.86411864,0.39000025
do you think i ‘m the only one who likes to play the game on the big screen?,sonicdrivein_859,0.9771451,0.39000025
"we don’ t want to go out, we want to stay in",sonicdrivein_860,0.95769393,0.39000025
"i’ ve come up with a few new ideas for the new year, so let me know what you",sonicdrivein_861,0.95121336,0.39000025
what’ s your favorite sonic toy? we’ re giving away a free sonic toy to one lucky,sonicdrivein_862,0.8515048,0.39000025
