caption,image_id,fluency,diversity
"have you ever wanted to work at mcdonald 's? if you do, we 're giving you the",mcdonalds_switzerland_357,0.8955324,0.40257198
"in this case, she 's the first one to tell you about the new mcdonald 's restaurant in",mcdonalds_switzerland_358,0.97341835,0.40257198
"thanks to our friends at mcdonald 's, we 're giving you the opportunity to try out their new",mcdonalds_switzerland_359,0.95339566,0.40257198
"when you know the answer to a riddle, you can also play the raffle 🤔 do you",mcdonalds_switzerland_360,0.8465663,0.40257198
"do you know this mcdonald 's restaurant in switzerland as well as i do? if you do,",mcdonalds_switzerland_364,0.97905,0.40257198
"what 's better than a milkshake on a hot day? not much, that 's for sure",mcdonalds_switzerland_365,0.9629289,0.40257198
"when it comes to the car, we 're not telling you where it is we 're just telling you",mcdonalds_switzerland_366,0.9295111,0.40257198
what do you think is the best meal of the day? let me know in the comments and i 'll,mcdonalds_switzerland_367,0.88853353,0.40257198
"every week, from october 1 to november 10, you can get a free mcdonald 's",mcdonalds_switzerland_368,0.96878046,0.40257198
thank you to@ mcdonalds_ it 's time to show your love for the mcdonald 's,mcdonalds_switzerland_369,0.89199424,0.40257198
"do not worry, you 're not the only one who 's lost their luggage at the check-in",mcdonalds_switzerland_370,0.96401745,0.40257198
now you 'll know what 's on your mind when you 're at the mcdonald 's restaurant,mcdonalds_switzerland_372,0.97317964,0.40257198
"when you get home after a long day at work, do n't know what you 're going to do",mcdonalds_switzerland_373,0.9415128,0.40257198
"if you 're a fan of the mac & cheese burger, you 're in for a treat this week",mcdonalds_switzerland_374,0.9667768,0.40257198
there 's no better way to start your day than with the mcdonald 's maccaroni hat,mcdonalds_switzerland_376,0.93996495,0.40257198
"at the end of the video, `` it 's all about the meat, the fries and the chocolate ''",mcdonalds_switzerland_377,0.9065106,0.40257198
we ‘re happy to announce that we ‘ve moved to the next step in our sustainability journey,mcdonalds_switzerland_378,0.9739866,0.40257198
it 's hard to get the taste of a mcdonald 's burger in the heat of the moment but,mcdonalds_switzerland_379,0.97541285,0.40257198
here 's how it works if you 're a fan of the mcdonald 's app you 'll,mcdonalds_switzerland_381,0.93931645,0.40257198
celebrating the new year with a mcdonald 's cheeseburger of course it 's not so,mcdonalds_switzerland_382,0.7961593,0.40257198
"`` you 're going to be in the police station? '' `` no, i 'm going to be",mcdonalds_switzerland_383,0.9112045,0.40257198
do you know when your chicken mcflurry is about to melt? 🤔🤔�,mcdonalds_switzerland_384,0.94706935,0.40257198
oh my goodness i can 't believe it i 'm so happy that you 're going to be the,mcdonalds_switzerland_385,0.78608894,0.40257198
"when you order the mcdonald ‘s big mac, you ‘ t know what you ‘ re",mcdonalds_switzerland_386,0.89276946,0.40257198
"what are you going to eat today? if you 'd like to try something new, you can add it",mcdonalds_switzerland_387,0.9764166,0.40257198
"if you 've ever felt like you ‘re missing something, now is the time to try the mc",mcdonalds_switzerland_388,0.96669275,0.40257198
it 's going to be the green one it 's going to be the green one it 's going,mcdonalds_switzerland_389,0.8896059,0.40257198
"when you 're in the mcdonald 's in switzerland, you 're able to say, ``",mcdonalds_switzerland_392,0.9463042,0.40257198
"when i opened the door, it was the first time since i moved in with my boyfriend",mcdonalds_switzerland_393,0.9752805,0.40257198
it 's amazing to see what it 's like to be a kid again after eating all of the b,mcdonalds_switzerland_394,0.9518681,0.40257198
today we 're celebrating the end of the school year with a special breakfast from mcdonald’ s and,mcdonalds_switzerland_395,0.9802665,0.40257198
"at the end of the day, it ‘s always a pleasure to see mr kimberly",mcdonalds_switzerland_398,0.9846165,0.40257198
this is what happens when a @ mcdonalds and a @ krispykrackers are in the same,mcdonalds_switzerland_399,0.9402123,0.40257198
"do you know the mcdonald 's loyalty program? well, here 's your chance to get a free",mcdonalds_switzerland_400,0.9622093,0.40257198
do you know which country i 'm talking about when i 'm talking about the mc donald 't,mcdonalds_switzerland_401,0.35678408,0.40257198
"i 'm sure that many of you will have already seen this photo, and if you 're one of",mcdonalds_switzerland_402,0.88941365,0.40257198
how much money do you think you 'll have in your pocket at the end of the day?,mcdonalds_switzerland_404,0.98123837,0.40257198
now it 's time to find out who 's the best mcdonald 's mcchicken in the,mcdonalds_switzerland_406,0.82464623,0.40257198
"do n't worry about it it 's only for a few seconds if you 're on your phone,",mcdonalds_switzerland_408,0.5673224,0.40257198
"when you were a kid and you looked at the toys in the store and you thought, `` oh my g",mcdonalds_switzerland_410,0.9173793,0.40257198
"the one who knows the song that comes in the middle of the night, the one who makes us laugh so",mcdonalds_switzerland_411,0.9726428,0.40257198
do you know what happens when you go to the grocery store and you don 't have enough money to buy,mcdonalds_switzerland_413,0.9578536,0.40257198
"it 's a new day, a new menu and a new hamburger it 's time to celebrate",mcdonalds_switzerland_414,0.93755645,0.40257198
"it 's like when you bite into a fish and you 're like, oh, that 's so",mcdonalds_switzerland_416,0.9058749,0.40257198
"do n't we all do it? when we order a big meal after a long day at work, we",mcdonalds_switzerland_417,0.70778763,0.40257198
you know that feeling when you order your first coffee of the day at the mcdonald 's drive-th,mcdonalds_switzerland_418,0.91526055,0.40257198
"what would you do if you order a cup of coffee in the morning, like this? '' `` if you",mcdonalds_switzerland_421,0.9080784,0.40257198
cheer up for the summer season in the caribbean with the maryland 's high-quality,mcdonalds_switzerland_422,0.59942156,0.40257198
"when you order a cup of iced tea at the coffee shop, you 're sure you 're going",mcdonalds_switzerland_425,0.9731217,0.40257198
"in this video, you can listen to the song and choose your favorite mcdonald 's menu item to win",mcdonalds_switzerland_426,0.8221646,0.40257198
does anyone know how long it takes to get used to the taste of a mcdonald 's mcflurry,mcdonalds_switzerland_428,0.9530255,0.40257198
"if you 're a hiccup, you 'll taste the smell of the mcflurry in the",mcdonalds_switzerland_429,0.8843181,0.40257198
do n't you think it 's a little strange that they keep you in the same place when you ',mcdonalds_switzerland_430,0.65228957,0.40257198
that 's how it goes when you order a hamburger and it 's really good that 's how,mcdonalds_switzerland_431,0.90751463,0.40257198
today is the last day of the mcdonald 's mcflurry promotion and i 'm going to make,mcdonalds_switzerland_432,0.84987223,0.40257198
"it 's not so bad if you 're in the kitchen, but if you 're on the line",mcdonalds_switzerland_433,0.9684285,0.40257198
"it 's been a long time since you 've tasted our delicious food, but we 're sorry to",mcdonalds_switzerland_434,0.968216,0.40257198
i 'm so excited to share this with you i 'm so excited to share this with you i ',mcdonalds_switzerland_435,0.92655003,0.40257198
"we 're not sure who 's more excited about this iced mocha, but we 're",mcdonalds_switzerland_436,0.9635464,0.40257198
"if you try the burger in the video, it 's so good even if it 's not a burger",mcdonalds_switzerland_437,0.87917733,0.40257198
"even if you 're not a fan of the coffee drink, you 're not going to say no to",mcdonalds_switzerland_439,0.97184813,0.40257198
"it 's going to be a tough week for me , but i 'm going to keep my mouth shut",mcdonalds_switzerland_440,0.9728607,0.40257198
how did you get into the mcdonald ‘s mcdonald ‘s app? find out in this,mcdonalds_switzerland_442,0.7516166,0.40257198
"just like a piece of cheese on your mouth if you 're happy with just one slice, you 're",mcdonalds_switzerland_443,0.8714347,0.40257198
what do you think this is? it 's the apple of the day and you 're going to have,mcdonalds_switzerland_444,0.9578408,0.40257198
are you interested in a job at the mcdonald 's drive-thru? we 're looking for,mcdonalds_switzerland_447,0.97752863,0.40257198
"no matter how much you want to eat at mcdonald 's on a sunday night, your friends will",mcdonalds_switzerland_448,0.9781716,0.40257198
"no matter how hard you try, the hamburger will always come out at the same time as you do",mcdonalds_switzerland_449,0.9702966,0.40257198
just a small piece of cheese on a sandwich in your mouth it 's like you 're in heaven,mcdonalds_switzerland_450,0.7562368,0.40257198
it 's an honor to spend an afternoon in an mcdonald 's with your loved one it 's,mcdonalds_switzerland_453,0.68849665,0.40257198
"today we 're going to try a new mcdougal mcflurry, the one that 's",mcdonalds_switzerland_455,0.96510494,0.40257198
"is it really so bad to want to eat at mcdonald 's? after all, it ‘ s",mcdonalds_switzerland_457,0.96907043,0.40257198
let’ s snack on the @ mcdonald ' s coffee drink with the @ snapprefresh code,mcdonalds_switzerland_460,0.45301273,0.40257198
now you know where all the best places are in your car and you 'll have a lot of fun,mcdonalds_switzerland_461,0.9535472,0.40257198
did you know that you can get a free mcdonald 's meal in every mcdonald 's restaurant in,mcdonalds_switzerland_462,0.96134555,0.40257198
"it 's a little bit later than i 'd like to, but i 'm going to change my",mcdonalds_switzerland_463,0.9709517,0.40257198
there 's never a better time to eat a delicious burger even if it 's not on the menu i,mcdonalds_switzerland_464,0.9616648,0.40257198
"i 'm sure you 've been there too, but who 's the better mom, me or my",mcdonalds_switzerland_466,0.72076577,0.40257198
what 's happening behind the scenes at mcdonald 's? we 've got you covered – we ',mcdonalds_switzerland_467,0.8991254,0.40257198
what 's more romantic than a date with mcdonald 's chicken mcnuggets? we 've got,mcdonalds_switzerland_468,0.9568428,0.40257198
what would you do if you had a burger like this? 🍟🍟🍟�,mcdonalds_switzerland_471,0.97008353,0.40257198
have you ever felt like you 're missing out when you 're on a date with your favorite character?,mcdonalds_switzerland_472,0.9774878,0.40257198
there 's always a way to get the most out of the macdonald 's burger if you don ',mcdonalds_switzerland_475,0.9697156,0.40257198
"even though you 're sure you 're hungry, you 're not sure if you 're going to",mcdonalds_switzerland_476,0.97019875,0.40257198
what 's the best way to choose a mcdonald 's menu? 🤔🤔�,mcdonalds_switzerland_478,0.94856083,0.40257198
it 's time to say goodbye to the mcdonald 's mcnuggets 🍔 we 're,mcdonalds_switzerland_480,0.8577941,0.40257198
"that 's why we 've got a mcdonald 's restaurant in our house, and there 's",mcdonalds_switzerland_481,0.93472916,0.40257198
what do you think? do n't you want to see what happens when i turn into a snowman?,mcdonalds_switzerland_482,0.9498872,0.40257198
there 's no way to beat the taste ofa big burger with a big mac burger taste it for yourself,mcdonalds_switzerland_483,0.73620373,0.40257198
that 's what happens when you don 't pay attention to the menu at mcdonald 's �,mcdonalds_switzerland_484,0.97360355,0.40257198
i 'm going to miss my boyfriend so much now that 's why i 'm crying with this video,mcdonalds_switzerland_486,0.7236969,0.40257198
we all know that sometimes it 's hard to decide what to order at mcdonald 's so we ',mcdonalds_switzerland_487,0.9285718,0.40257198
do you know how many times you can order your favorite mcdonald 's menu? i do n't know,mcdonalds_switzerland_489,0.7176607,0.40257198
we 're counting down to the new month and we 've got a lot of new mcdonald 's,mcdonalds_switzerland_492,0.8296265,0.40257198
"every time you look at the logo on the left of the screen, you 'll be rewarded with a small",mcdonalds_switzerland_493,0.9602151,0.40257198
i 'm sure you 'll understand what i 'm talking about once you 've tried it for a,mcdonalds_switzerland_494,0.9357084,0.40257198
what would you do if you 'm at mcdonald 's and you 'd like to order a mc,mcdonalds_switzerland_495,0.9136517,0.40257198
"it 's no surprise that christmas has come early this year, with our christmas mcdonald 's",mcdonalds_switzerland_496,0.9647719,0.40257198
"it 's the last minute of the year, and you 're about to leave the restaurant with your smile",mcdonalds_switzerland_497,0.96948886,0.40257198
it 's always someone else 's fault if you 've had a fight with your boyfriend or girlfriend,mcdonalds_switzerland_498,0.97675186,0.40257198
did n't you know that i 've been using the mcdonald 's app to find my way to,mcdonalds_switzerland_499,0.71444464,0.40257198
do you know the feeling when you 're so hungry that you can 't decide which mcdonald 's,mcdonalds_switzerland_500,0.90019757,0.40257198
`` it 's hard to choose between the `` big mac '' and the `` meatball '' which one will,mcdonalds_switzerland_501,0.8514123,0.40257198
"do you want to know more about the mcdonald 's kids club? join us, and we 'll",mcdonalds_switzerland_502,0.9768612,0.40257198
i know you 're excited for the new mcdonald 's menu but i have a secret for you i,mcdonalds_switzerland_503,0.9337793,0.40257198
"`` oh, no, no, no, no, no, no, no, no, no, no",mcdonalds_switzerland_504,0.8940614,0.40257198
what do you do when you want to eat the macdonald 's big mac ? do you know how to,mcdonalds_switzerland_505,0.96620065,0.40257198
it 's time to find out who 's got the best burger it 's the mcdonald 's,mcdonalds_switzerland_506,0.1705136,0.40257198
it 's time to give your favorite person a gift that 's why we 're going to give you,mcdonalds_switzerland_507,0.930571,0.40257198
can you guess who will be the first to eat the snack? i 'm sure you 'll have a,mcdonalds_switzerland_508,0.95927376,0.40257198
the chicken mcnuggets at mcdonald 's are so hot that you ' re going to have to choose,mcdonalds_switzerland_509,0.9726141,0.40257198
there 's no way you 're going to be able to keep up with the mcdonald 's mc,mcdonalds_switzerland_510,0.9728829,0.40257198
"i 'm going to go to the store to buy a ticket, and i 'm going to have to",mcdonalds_switzerland_511,0.97427964,0.40257198
it 's time for you to show me what you 've been doing with all the photos you 've,mcdonalds_switzerland_512,0.9771124,0.40257198
"it 's the same as last year 's race, and i 'm going to follow the same route",mcdonalds_switzerland_513,0.9716974,0.40257198
it 's been a while since you 've been craving mcdonald 's? we 're so sorry,mcdonalds_switzerland_514,0.9538469,0.40257198
"are you ready for the mcdonald 's mccdonald 's cup? if you 're not,",mcdonalds_switzerland_515,0.8943077,0.40257198
"when we meet each other for the first time, i 'm sure we 're going to like each other",mcdonalds_switzerland_516,0.9773052,0.40257198
sign up for the newsletter and you 'll be the first to know about the new menu item that 's,mcdonalds_switzerland_517,0.39923632,0.40257198
"if you 're hungry after the mcdonald 's meal, let 's share it with your friends and",mcdonalds_switzerland_518,0.97273004,0.40257198
we all know how hard it can be to get that last bite of your favorite burger and we 're here,mcdonalds_switzerland_519,0.96730405,0.40257198
"mr. takahashi, it 's always like this when you eat at the table with your family",mcdonalds_switzerland_520,0.97576857,0.40257198
"have you ever wondered if you 've always wanted to work for mcdonald 's? well, we '",mcdonalds_switzerland_521,0.96832365,0.40257198
it 's always a good idea to order the big mac with cheese at the mcdonald 's restaurant in,mcdonalds_switzerland_522,0.9831957,0.40257198
"if you 're going to get the big mac, you 're going to have to fight for it",mcdonalds_switzerland_524,0.96382785,0.40257198
"if you 've got the big mcdonald 's logo on your mind, you 've got to choose",mcdonalds_switzerland_526,0.96801615,0.40257198
"the more you use it, the more you 'll love the buttery goodness of the big mac",mcdonalds_switzerland_527,0.96159536,0.40257198
how many times have you visited your favorite fast food restaurant and had to wait in line? it 's so,mcdonalds_switzerland_528,0.97087777,0.40257198
"if you 're a fan of the @ mcdonalds menu, then you 're also a fan of",mcdonalds_switzerland_529,0.96716535,0.40257198
i 'm so excited because today is the first day of school and i 'm going to tell you about,mcdonalds_switzerland_530,0.91263103,0.40257198
now is the perfect time to tell your friends that you 're going to the hospital with your favorite drink,mcdonalds_switzerland_531,0.97297645,0.40257198
it 's always like this at the end of the month when my boyfriend takes my mc donald 's,mcdonalds_switzerland_532,0.84329736,0.40257198
i do n't know if it 's because i 'm hungry or it 's because i 'm,mcdonalds_switzerland_533,0.4695494,0.40257198
how did you feel when you saw the fries in the picture? did you like it or did you want to,mcdonalds_switzerland_534,0.97694707,0.40257198
"because i 'm a fan of the jacuzzi brand, i 'm going to have a hard",mcdonalds_switzerland_535,0.96141994,0.40257198
i 'm sure there 's a lot of people who 'd love to eat at the mcdonald ',mcdonalds_switzerland_536,0.9590837,0.40257198
"now that summer is here, it 's time to celebrate with mcdonald’ s mcflurries",mcdonalds_switzerland_537,0.9426449,0.40257198
"and now let 's take a drink and look like this, ryuzu",mcdonalds_switzerland_538,0.88534504,0.40257198
did you know that the mcdonald 's gift card you 've been saving is worth more than you think,mcdonalds_switzerland_540,0.97399795,0.40257198
it 's time to celebrate the end of the school year with a special gift for all the teachers out there,mcdonalds_switzerland_541,0.976186,0.40257198
"if you 're looking for a job at mcdonald 's, i 'm sure you 'll get",mcdonalds_switzerland_542,0.9704607,0.40257198
"if you think you 're going to get a free burger, you 're in for a big surprise",mcdonalds_switzerland_543,0.9646927,0.40257198
it 's like a movie when you eat the crème brûlée in the crème,mcdonalds_switzerland_545,0.8015907,0.40257198
who knows how long it 'll take me to look like a brown mc donald 't we? '',mcdonalds_switzerland_546,0.3515781,0.40257198
there 's no better way to celebrate the end of the day than with our delicious burgers let 's see,mcdonalds_switzerland_547,0.93434,0.40257198
"it 's true, we all know it 's impossible to eat just one burger at mcdonald 's",mcdonalds_switzerland_548,0.9719462,0.40257198
what do you do when you want to order a snack at your favorite fast food chain but your friends are already,mcdonalds_switzerland_550,0.95917654,0.40257198
it 's not always easy to say no to a mcdonald 's burger but if you do n't,mcdonalds_switzerland_554,0.7200912,0.40257198
"if you 're in a sweet mood today, you 're in for a real treat",mcdonalds_switzerland_556,0.9675028,0.40257198
it 's time to get your hands on @ mcdonald 's delicious mcnuggets 🍔 �,mcdonalds_switzerland_557,0.8524602,0.40257198
do you remember when your mom used to tell you that the big one is bigger than the small one? '',mcdonalds_switzerland_558,0.9657767,0.40257198
what a crazy world we live in even if you 're the only person who 's ever had a negative,mcdonalds_switzerland_559,0.91937035,0.40257198
is this the moment you 've been waiting for? it 's time to try the new mcdonald ',mcdonalds_switzerland_560,0.97189474,0.40257198
"when you hit the ground running with a hot coffee in your hands, the sweet taste of a high-end",mcdonalds_switzerland_561,0.9339559,0.40257198
i love the mcdonald 's breakfast menu so much that i 'm willing to make a compromise with my,mcdonalds_switzerland_562,0.9754562,0.40257198
don 't be surprised if you can 't keep your hands off the delicious mcdonald 's bacon burger,mcdonalds_switzerland_563,0.9646103,0.40257198
i did n't know how to take care of your kids when you 've been taking care of them for,mcdonalds_switzerland_564,0.8096781,0.40257198
"it 's a new year, but it 's time to celebrate with the new hibiscus bread",mcdonalds_switzerland_565,0.9793627,0.40257198
"do n't forget that the fries are crispy and delicious even when they 're cut in half, they '",mcdonalds_switzerland_566,0.6961845,0.40257198
"when you order the burger of the day, you 'll be able to eat it again and again and again",mcdonalds_switzerland_567,0.9539829,0.40257198
"sometimes it 's hard to find the right moment to speak your mind but if you do, be sure to",mcdonalds_switzerland_568,0.96156406,0.40257198
"do you know what 's coming in the new year? well, it 's exactly the same as the",mcdonalds_switzerland_569,0.97490555,0.40257198
"use the app to find the nearest mcdonald 's the more you use it, the more money you make",mcdonalds_switzerland_570,0.933527,0.40257198
even the staff doesn 't know how much is in the mcdonald 's menu it 's enough to,mcdonalds_switzerland_571,0.2740453,0.40257198
who is the best ice cream in the world? let us know in the comments below which one is your favorite,mcdonalds_switzerland_572,0.9428879,0.40257198
it 's always a good idea to order a big mac in switzerland 🥰🥰�,mcdonalds_switzerland_573,0.95316815,0.40257198
do you remember the first time you went to the mcdonald 's drive thru? well now you can do,mcdonalds_switzerland_574,0.91017115,0.40257198
do you know how much it costs to eat at mcdonald 's on the first day of the new year,mcdonalds_switzerland_575,0.97398067,0.40257198
"when you order a mcnugget at mcdonald 's, you 're sure to taste the goodness",mcdonalds_switzerland_576,0.96874845,0.40257198
"on the other side of the flower, there ‘s the young lily, but if you turn your",mcdonalds_switzerland_578,0.8792114,0.40257198
thank you to our fans in switzerland and around the world for supporting the hamburg mcdonald 's hamb,mcdonalds_switzerland_579,0.9224855,0.40257198
do you want to be a smiley face or not? if you do click the ‘like’,mcdonalds_switzerland_580,0.26638737,0.40257198
you 're going to get in trouble if you 're the first one to use the mcguffin,mcdonalds_switzerland_581,0.9523439,0.40257198
what if every time you buy a pack of mcdonald 's you could win $ 5? that 's,mcdonalds_switzerland_582,0.93642926,0.40257198
"if you 'd like to have a little more money in your pocket, go to mcdonald 's and",mcdonalds_switzerland_583,0.98245645,0.40257198
"i 'm going to do this, are you ready? oh, it 's so good",mcdonalds_switzerland_584,0.9481175,0.40257198
do you know where your favorite mcdonald 's location is? let us know in the comments below,mcdonalds_switzerland_585,0.9343407,0.40257198
"i do n't know if it 's just me, but i do n't feel like it 's",mcdonalds_switzerland_586,0.6752609,0.40257198
