image_id,caption,fluency,diversity
imgflip_41,when you lose something and someone says `` where did you lose it? ``; `` if i knew where u found it it would not be lost. '',0.84836185,0.5100895
imgflip_296,i really want; these!$#*%~ $ ! ! !,0.6400276,0.5100895
imgflip_119,my memes are mostly original right? i have the screenshots from my own videos and turn them into daily memes!,0.94390005,0.5100895
imgflip_71,teachers; christmas break comes; teachers;& quot; let 's assign homework for the day th teacher;; why do kids hate us; teachers,0.3881362,0.5100895
imgflip_91,"-if you are not believe in god, thee should you over early morning at outskirts no reason; at case your person is regular prayer, here mind is being waking up by lord himself when his slave, standing flat over capital centre, is hearing massive amounts church 's bells rings through tough curtains",0.03770825,0.5100895
imgflip_262,"did you get everyone in your family a christmas gift? yes, i did; what did i do with all the money in my wallet",0.9482585,0.5100895
imgflip_358,three things you learn as a baby:; 1. bottle calms you down and solves many problems 2. it 's not a big problem to trow up 3. breasts are great.,0.9088099,0.5100895
imgflip_116,"you made a mess, pick it up ... no you, i have to do something else.",0.49953952,0.5100895
imgflip_123,"wile e coyote pervert for wha'? all he does is tryin' to catch tha bird, he no pervert. ai n't nobody got time for it </s>",0.2656502,0.5100895
imgflip_334,"hey girl; if you come into this me shop black friday, all clothes will be 100% off",0.9314689,0.5100895
imgflip_796,"a giant, magical 2000 year old dragon that he enchanted every dragon in the world to like him and almost wiped out an entire race of dragons; a strawberry",0.40153357,0.5100895
imgflip_240,"hey, carl- did you know that there are no merry-go-rounds at playgrounds in the far east? really? weird. why is that? the kids kept getting disoriented!* sigh* i know, dad ...",0.9396854,0.5100895
imgflip_90,"words are violence ; but if you think that, you would n't have survived in any other point in history",0.61937016,0.5100895
imgflip_101,"hey ! i i � some free time! aaaaaaand it’ s gone; crap, thanks a lot homework",0.36284292,0.5100895
imgflip_149,why did humans make the plural word for sky; if really is only one sky??,0.28317305,0.5100895
imgflip_7,"making good memes; me; making bad jokes and a severe lack of a good, creative sense of humor; me",0.7211807,0.5100895
imgflip_327,i have asked my crush to go to the dance with him ; i love the response; please send thoughts and prayers,0.9549706,0.5100895
imgflip_98,if i won a billion dollars in money tery bet probably 'd buy a billion dollars worth of lottery tickets; lol,0.15562038,0.5100895
imgflip_164,there is a documentary about mobile homes. yes there is. i just saw the trailer!,0.94732285,0.5100895
imgflip_354,i do n't like to being in the hospital; but when i do i love how everyone is suddenly a phd,0.16957155,0.5100895
imgflip_143,that feeling when you just take 20 minutes to change all of your passwords; and update your passwords spreadsheet to stay on top of everything,0.6472159,0.5100895
imgflip_48,please subscribe to patatoking46; on youtube# ad at least check it out i make good content on there like i make good memes i i thank you,0.35315245,0.5100895
imgflip_762,when a fireman asks an 80s music fan who started the fire; we didnt start the house it was burning when i was listening to st elmos fire,0.7366031,0.5100895
imgflip_83,judge ; name me: not guilty judge: you 're not guilty? me: thank you very much; me:,0.598923,0.5100895
imgflip_59,when the wife says ur ur into the christmas spirit; so you go down in the storage cellar to find some,0.41413537,0.5100895
imgflip_800,teacher: you know you cant sleep in my class; me i ; if you would would stop talking i could.,0.4825238,0.5100895
imgflip_61,"when i was : , the mom from the& quot; diary of a wimpy kid& quot; books; is marcie from& quot; peanuts& quot;",0.37759513,0.5100895
imgflip_265,"been really sick to eat any thanksgiving food; but i’ ve lost 9 lbs, so i got that going for me, which is nice",0.39795542,0.5100895
imgflip_184,"the day after dad died a cat appeared at my mom 's backdoor. every morning for those last two years he has greeted mom and she has fed him. he never appeared while dad was alive, which to me, means one thing. dad used to kick the cat.",0.9658779,0.5100895
imgflip_415,welcome to imgflip; where you can have deep philosophical discussions in the comments for one meme and argue with an 11 year old like you live in your mothers basement in the comments for one meme; all at the same time,0.42507038,0.5100895
imgflip_519,"gary didn’ t invite me to his birthday party. but he i will, because it’ s going to be his last.",0.90955365,0.5100895
imgflip_38,"& quot; she was new in town and did n't have any friends, until she decided to trust a handsome stranger& quot; to a crime podcasts; hallmark movies",0.25263807,0.5100895
imgflip_89,pov its 3am and you get on the pc; then you remember you have the brightness all the way up,0.26497304,0.5100895
imgflip_67,"`` side effects may cause from like of pain, seizures, and cannibalism ''; people in the ad:",0.54610807,0.5100895
imgflip_465,can you guys stop being a pain in the butt .. for 12 years!!!!!!!!!!!,0.86417997,0.5100895
imgflip_381,this van will fit 75 children and lunch and a bowl of candy and a wifi router; i 'll get it,0.7757272,0.5100895
imgflip_291,go itting school alone now will u get a life or be only you 're whole life; 😥 😥 😥 😢 😢 😢 😢; 😭 😭 😭 😭 😭 😭 😭,0.27743196,0.5100895
imgflip_346,when i get an video ad playing on a website but cant find it to close it; so you x out of the browser completly but still hear the video ad playing,0.41975173,0.5100895
imgflip_27,i may not always sell my 5 year old dresser. but when i will i make sure i list it on facebook marketplace for$ 100 above retail but then say its only been used a couple times ..,0.26108205,0.5100895
imgflip_88,"me, when my kid asks for candy and i say no and it tells my wife and gets the same answer",0.14043425,0.5100895
imgflip_131,"muhammad; best among you is one who is best to his wife, and i am best among you in my dealings with my wife; muhammad wives: you the worst husband",0.47049588,0.5100895
imgflip_424,when my mother asks me to go out side; me after one minute in the cold,0.17112231,0.5100895
imgflip_413,my roomate:* calls the ghostbusters because they think there 's another ghost* me who has been living here for almost 300 years and has n't had a problem once:,0.41620156,0.5100895
imgflip_632,when you have played too much car games and you and too little in real life ..,0.18131448,0.5100895
imgflip_142,makes you turn your clock back; so you have less watch one more hour of 2020,0.083320655,0.5100895
imgflip_247,going into a black hole with air force jordans; coming back out when in reality it has been 100 million of worth reselling the jordans,0.114592575,0.5100895
imgflip_13,ya see since one can use 1 as a variable then this is possible. 1+ 2= 4,0.80330086,0.5100895
imgflip_322,"i miss the good old days. if you wanted to look like this, you did that at home; nowadays, folks try to make this shit look normal in public",0.9765801,0.5100895
imgflip_294,what if i told you; you do n't have to bring kids to drag a home ; just n't want to,0.3907824,0.5100895
imgflip_66,when you comment[ deleted] on your post post so people think your comment is deleted,0.8346485,0.5100895
imgflip_144,the best way to get up votes from s; i is to make something arguable,0.8922038,0.5100895
imgflip_239,"ner ner ner ner ner ner ner ner ner ner ner ner ner ner ner ner , bre dad ner ner ner ner ner; bertmen!",0.65531254,0.5100895
imgflip_170,when the things you think the gym ca n't fix get; even worse after you quit that amp; you feel like shit even more:,0.646534,0.5100895
imgflip_22,for im to make a feature where you can post a photos from your gallery,0.70371026,0.5100895
imgflip_6,that one kid in middle school that annoys everyone by by saying& quot; no cap& quot; and& quot; bussin bussin& quot;,0.35117516,0.5100895
imgflip_232,pov: you and your friends get in trouble and the teacher asked who started it ; cc; jeff; gray,0.8424268,0.5100895
imgflip_9,the annoying sonic kid who shoves their opinion in your face; normal sonic enjoyers; normal people and people that enjoy sonic and don’ t shove their opinion in peoples face. people who say mario is better just look be them.,0.41401884,0.5100895
imgflip_257,"* polio infecting his body* my immune cells having received the vaccine; `` any last words? ``; yes, this is a reminder to get your vaccines",0.70011884,0.5100895
imgflip_146,teacher: what comes before 47? quiet time and 45; every student: well looks like i meeting god in a sec,0.060676552,0.5100895
imgflip_471,you removed microsoft office from my pc and i will hunt you down! you have the word,0.91138035,0.5100895
imgflip_122,me finishing all my homework after a long message to the teachers saying that the due date has been expanded,0.9133988,0.5100895
imgflip_743,slow down : look back in time; reverse time; stop time; control all of time itself,0.87722373,0.5100895
imgflip_395,when your phone goes up 4 %. when charging; when your phone drops 1% when charging,0.86768234,0.5100895
imgflip_498,do n't look up agents of shield season 3 episode 7; worst mistake of my life,0.79368955,0.5100895
imgflip_72,why do i have to wear headphones to drown out the sound off people 's mobiles playing at full volume? when it is they could just wear headphones,0.47918877,0.5100895
imgflip_14,my mom after i stabbed her leg; me not knowing that she lied when she said she could not see my leg,0.7022435,0.5100895
imgflip_174,"when y'all been talking to my phone , she says;& quot; have you met my boyfriend yet?& quot;",0.7612712,0.5100895
imgflip_95,when you see an hot boy; they have a date so you imagine ya 'll dating,0.61679226,0.5100895
imgflip_219,santa be like:; you have your present : you get a present; you get a present; everybody gets a present,0.482985,0.5100895
imgflip_617,when the cashier asks: `` anything else? ``; but nothing else is in my cart i of the money to pay them.,0.13143879,0.5100895
imgflip_298,"i may not make top 10 at the beach. but, i 'm a solid 8 at walmart. memes by jay; i guarantee it",0.6891586,0.5100895
imgflip_859,im back! 1!! 111!! 1! 1! 1 ! i probably wont post as much though,0.54809403,0.5100895
imgflip_312,"oh yes rothnok, magic item float, they all float down here; magic str fail# 3; rothnok str save; party str save",0.30251518,0.5100895
imgflip_193,when the big snotty girl tells you to stay away from& quot; her& quot; man even though she does n't even know the guy; really?,0.28435627,0.5100895
imgflip_172,keep calm; and- oh my god is that blood i told you not to take things out of hand we need to hide the body ; else we’ ll be in huge trouble oh no the police are coming good bye cruel world,0.6082808,0.5100895
imgflip_51,bots; ps now lets try to make the streams a good place for everyone by making it bot free!,0.4419041,0.5100895
imgflip_486,me after you take that first sip of coffee; when you realize it was in the microwave to long,0.3168223,0.5100895
imgflip_183,"hi there is a nuclear bomb coming up n , idk about you ngl gl; if the texts were honest",0.2430546,0.5100895
imgflip_283,i 'll have you know that i watched 50 horror movies in a row; and i watched only about 20 minutes!,0.9113246,0.5100895
imgflip_352,if you can 't to get behind me; your going to have a bad time,0.2991359,0.5100895
imgflip_152,go ahead dexter let go at it again; did you know liberty mutual can customize your car insurance so you can only pay for what you need,0.3942417,0.5100895
imgflip_566,"me:; ho ho ho, that 's get there name on the naughty list forever",0.10591895,0.5100895
imgflip_661,when you discover that you have been driving; with a dead deer next to the front of your car.,0.9060868,0.5100895
imgflip_532,"daddy always said, getting married was just the broken window in ur car; ya start out with a tiny crack and over time the crack expands greatly",0.87706083,0.5100895
imgflip_180,me waiting for my mom to pick up; after missing for clock of 2 seconds,0.04300305,0.5100895
imgflip_84,"he he he, what a joke ; i want to kill you; oh, oh",0.5668836,0.5100895
imgflip_139,my mom calling me by my full name; me getting scared because im in the shower scared im going to have lashes on my body,0.34671494,0.5100895
imgflip_169,how are you( teachers); i 'm tired and stressed ( this work; we 'll let you rest( teachers); well after we post another assignment( teachers),0.8022198,0.5100895
imgflip_134,`` kids these days are so glued to their phones that they have never read any book in their lifes! ``; fanfic readers:,0.81865597,0.5100895
imgflip_43,"dad, how much days till christmas? 3; thx dad, i always wanted a baby; that 's how many days ago i fncked ur mum",0.70521975,0.5100895
imgflip_158,"hello spongebob, this is a message from god. why is there fire underwater? put it out for this instance!",0.95538706,0.5100895
imgflip_82,"a black hedgehog known as the ultimate black ist, a skilled army veteran and a mad titan; one old boi",0.6021123,0.5100895
imgflip_213,teachers and parents: you should always stand up your them! teachers when the kids stand up for themselves:,0.43080443,0.5100895
imgflip_117,dying as someone player those dice puts down his hand after making it past all the minibosses and getting start over and doing it all over again,0.0969938,0.5100895
imgflip_393,"kids are being separated from their parents when their parents drag them thousands of miles across a desert then induce them to commit a crime , it 's a shame there is n't a wall on the border to protect the kids from their unfit parents",0.40316477,0.5100895
imgflip_201,do art because you know read and paint well; do music because i can play brass and sing well; me doing both because we 're supposed to do two optional subjects,0.608511,0.5100895
imgflip_127,when i find out those losers that hold signs on the street where make make 20 dollars a flipping hour,0.37117928,0.5100895
imgflip_425,"imposter of the vent, why am i sus? you keep visiting the vent to ask me , . but others think you 're waiting to vent",0.13629484,0.5100895
imgflip_86,ice 's are dead! ev 's have about will take over the world;& quot; lithium& quot; is the most abundant metal on earth,0.18982245,0.5100895
imgflip_220,when you finally find a use; for the blank piece of paper that you’ ve been staring at for 20mins,0.9128518,0.5100895
imgflip_286,imgflip users when they see a relatable meme:; comment: so true ' </s> the image of 'and that 's a fact',0.6536236,0.5100895
imgflip_24,"i like this meme so , we’ ll make one with it; oh crap, iceu made a meme just like this; i’ m doomed to copyrighted hell!!!",0.64900374,0.5100895
imgflip_40,java edition has customizable superflats; well bedrock has 50+ unique feautres; i dont care we have amplified world generation; why dont you shut out you have a marketplace; java is better than bedrock and thats that,0.1852445,0.5100895
imgflip_77,you show everyone you know your most viewed meme; everyone you told --& gt;; your most seen meme has 2 views,0.6155318,0.5100895
imgflip_56,learn all the things; but if others know it than its less important so really only learn what others do n't know so i look smarter than them,0.12927721,0.5100895
imgflip_243,when you have to do a group assignment and you 're the smartest in a group; but even you do n't know what to do,0.4891537,0.5100895
imgflip_16,"war is coming to the us, the house will be cleaned; you heard the the are ahead",0.13993426,0.5100895
imgflip_280,when your teachers let u learn and and can work on your own; you the real mvp,0.13915807,0.5100895
imgflip_58,"short, sweet is of reparation i want from all the stores that have shelves too high for me to reach without my jedi skills",0.18411814,0.5100895
imgflip_105,me; also me; guys know he posted his first meme; me; also me; see nobody cares,0.11670016,0.5100895
imgflip_226,my parents: we love you more than anything also my dad : me spill a glass of water:,0.1326132,0.5100895
imgflip_407,8 year old me when the rain starts i wants i win the race loses,0.06739343,0.5100895
imgflip_492,aight who 's da imposter; i vote blue; i vote purple; i vote orange; defeat. the jester got voted out,0.82953566,0.5100895
imgflip_97,pov: ur playing capture the flag in school; you have in it and r trying to go to ur base,0.0742535,0.5100895
imgflip_195,directors before:; directors now:; nooo my motion capture is better then marvel; wow the effects made your film look great,0.14027552,0.5100895
imgflip_160,my small chance of making it to school on time without leaving my house and realizing i forgot something,0.9026204,0.5100895
imgflip_1008,you upload a trolling little kids video that goes viral because your crappy principal finds your yt; it was only a warning,0.9383212,0.5100895
imgflip_574,when the driver who cut you off five miles back; needs you to let him back onto the lane,0.75290954,0.5100895
imgflip_68,when you dislocate you knee and your girl left you for a week but you cant cry through any of it because you 're a guy so ur like ...,0.38994545,0.5100895
imgflip_197,this is how i look when; i send some else a funny meme and waiting for their reaction,0.06051909,0.5100895
imgflip_1137,"we know about the coronavirus; you still have to report to , you just let us know when you’ re sick.",0.2667153,0.5100895
imgflip_25,ohio greeting u into the nation 's my country& quot;; you 're trying to resist but you 're mentally forced to join the& quot; country& quot;,0.23794468,0.5100895
imgflip_42,me gan for play slipknot or slayer; to do a diss track of mgk; so he has to find another genre of music to suck at,0.15852584,0.5100895
imgflip_850,"would you like to buy some butter? hello sir! butter? did you see some? yes, the exotic kind; exotic butterrrrrrrs!",0.9603242,0.5100895
imgflip_79,"how many times must i tell you, the king 's musteard needs royal styling gel made from frozen tears of baby asps!",0.37220994,0.5100895
imgflip_93,when the kid in front of me takes the good piece of pizza at school by 7 year old me,0.24023056,0.5100895
imgflip_74,"first, we will yell at our children. then, we will blame them for stuff we did. after that, we will blame our all on their phone and friends, and gaslight them. we are fantastic parents!",0.9110025,0.5100895
imgflip_536,"my school blocking only the images link on imgflip , my my my website:; we do a little trolling",0.23214224,0.5100895
imgflip_882,want me to& quot; prove& quot '; multiple times that i have the item? you 're getting an oversized box with your item filled with packing peanuts.,0.29074803,0.5100895
imgflip_132,"remember kids: abstinence is the surest form of contraception; and if you get pregnant anyway, it may be the child of another!",0.9275777,0.5100895
imgflip_18,# remember . the teacher compliments the class because of how quiet they are; me; the class,0.7096649,0.5100895
imgflip_2,"announcing a launchpad; make a thread of 45 enigmatic, philosophical posts and and out how to artificially boost the price of the egld",0.47746345,0.5100895
imgflip_60,people in my house for making a gingerbread house; me who& quot; made the most damage& quot; to it;* realizes that you did n't make the most damage*,0.1902115,0.5100895
imgflip_124,the smart kid; the answer is 37; the other smart kid; the ' it 's 42,0.47450858,0.5100895
imgflip_10,teacher: picks the person who raised their hand first when you raised yours second; te acher : picks the person who raised their hand second when you raised your hand first,0.8729183,0.5100895
imgflip_37,pov: you could like get to fish out of a taco; but all the meat falls out,0.89607567,0.5100895
imgflip_310,i think it 's safe to say our economy would be in a much better place had biden not attacked in. let us learn and grow from our mistakes as a nation. american citizens unite!,0.8023573,0.5100895
imgflip_130,arguing with any female is like getting arrested for the every law can and will be used against you,0.2290537,0.5100895
imgflip_15,15 year old me explaining that if you get bullied ill come to help; ill get there a**,0.39032677,0.5100895
imgflip_616,"this generation does spend alot of time with technology, part how that is made up of ads and loading screens",0.05016407,0.5100895
imgflip_181,me: is tapping a keyboard to the table; the kid who knows morse code wondering why i want to restore the kalmar union:,0.15693352,0.5100895
imgflip_19,"trump unveils plan to tackle the `` biden border crisis. '' he said, `` far more illegal immigrants have entered the united states; in the last two years than in any time in american history, '' concluding that, `` our country are under invasion. ''",0.46821344,0.5100895
imgflip_20,12 year old me when im angry; im gon na find a new family:(,0.35042423,0.5100895
imgflip_188,when the dr says you have 3 weeks left to live so you rob a bank and the judge gives you 20 lashes; lief spen,0.6107676,0.5100895
imgflip_1041,my note says written but you can hardly read it so the cops thought i was turning myself in so they could arrest me,0.27015722,0.5100895
imgflip_69,what if i told you; that when you upvote you get nothing ! and could technically get all your points by upvoting random memes,0.39899516,0.5100895
imgflip_271,trump is the zika virus; i will put a net up over the country and i will get the mosquitoes to pay for it!,0.6053757,0.5100895
imgflip_207,helpful hint . get the get tire you want if you put your hazard lights on and take a tire off.,0.9106456,0.5100895
imgflip_191,"to the people who are arguing about whether milk or cereal goes first, heck, have toast for breakfast. what about putting toast in at the same time?",0.8809971,0.5100895
imgflip_136,"pov: 8th grader; your so small, you make chipmunks look like titans from attack on titan but, i cant watch attack on titan because you fu* king 11 and 12 and its rated tv ma because you and your 11-12 little a** self is way too small. also i bang your mom. 6th grader:",0.1627683,0.5100895
imgflip_128,me:* tries to fall to see if there is any one inside; everyone at the building:,0.40233517,0.5100895
imgflip_386,euler’ s number to the power of pi times the is if of it is negative one,0.32406783,0.5100895
imgflip_12,ok we are hiring teachers . can on your specialities. principal*; i fail every student. i give detention to every student. i am nice to the children.,0.30048606,0.5100895
imgflip_176,"i do n't know who you are, but if you call me at midnight, i will kill you, and i will kill you ...",0.94421273,0.5100895
imgflip_36,"public schools be damned; and you get a test, and you get a test, and everybody gets a test!",0.958096,0.5100895
imgflip_28,your child’ s life is more certain will be screwed up because of you rather than because of them; parents,0.5058226,0.5100895
imgflip_339,me when im at my friends house and he 's s a </s> me:; entertaining this is.,0.11524027,0.5100895
imgflip_350,face of software engineers after seeing that the ad on matrimonial website where bride 's family explicitly mentioned& quot; software engineers kindly do n't contact us& quot;.,0.054182522,0.5100895
imgflip_44,-bus driver; y u no turning against road laws and just not ride forwardly against traveling cars as shock to the daily morning 's ores?,0.06299872,0.5100895
imgflip_150,"half of my brain saying do not before , , and half of my brain saying do it later",0.4520369,0.5100895
imgflip_319,"dad, how far down do you think they could get it and find out, curiosity killed the cat",0.5258689,0.5100895
imgflip_463,"if you sanction me; i will drop the international space station on you , so said no sane person ever!",0.687226,0.5100895
imgflip_1,sp that to me: oo la la; mom: you do not need it; ad about a toy that looks cool: buy me now and youll get superpowers,0.11737183,0.5100895
imgflip_363,if i had$ 100 dollars each i would make a meme with a title like `` idk what to put here '',0.7741294,0.5100895
imgflip_520,me watching spongebob when my friends are ther. they l leave and i can do what i wanted to do for a long time,0.78929675,0.5100895
imgflip_155,you like gardevoir and lopunny because of romantic( in appropriate terms) attachment; i like gardevoir and lopunny because of emotional attachment due a a the game in a nuzlocke; we are not the same.,0.41540238,0.5100895
imgflip_682,what was that drink you left on my desk? it was my water . . you 're serious? owww my bones ouch oof my boooones.,0.36505637,0.5100895
imgflip_153,usa: capitalism is the best the communalism is a failed system f** k the communalism; also usa when they found their ; the oil; our oil,0.12676477,0.5100895
imgflip_391,me waitin' for this mom to stop talking to her friend; so i can show her the leaf i found outside,0.9368175,0.5100895
imgflip_102,use safety precautions while testing nuclear reactors and make safe nuclear reactors and quick nuclear disaster response time; soviet constitution; make chernobyl; soviet union,0.43101498,0.5100895
imgflip_206,one more hacker takes over my instagram and i 'll make sure i never is deleted; and that is nothing but final,0.6324964,0.5100895
imgflip_299,i hate the casting for the new doctor who! peter capaldi only knows how to swear and b at ! :,0.72154176,0.5100895
imgflip_348,"your crush says hi , it feels like your gon na have the best day of your life; that one negative thing that ruined your entire day",0.6218555,0.5100895
imgflip_5,a solid plan you thought up last night in bed; finding a new stupid plan that sounds cooler but looks fun; entp,0.79959506,0.5100895
imgflip_99,when you get all a points from your report card; and your parents are sad because they do n't get to ground you.,0.3599403,0.5100895
imgflip_341,when something is marked half a much price usually rings up at half of that price,0.7026966,0.5100895
imgflip_753,me:* hits a bee because it got to close to me*; every other bee on the minecraft server:,0.53382045,0.5100895
imgflip_317,a meme without: or me when in it; </s>; meme without me when or: in it,0.572137,0.5100895
imgflip_49,"self love ... in coming; metacognition is the process of thinking about one’ s own thinking; metacognition; it’ s self-knowledge; the knowledge of your own mind and its processes; it’ s powerful knowledge, too, as it’ s what determines how we make our lives better or more productive",0.70435864,0.5100895
imgflip_57,do i always wake up right before my alarm ? or do i only remember the times i wake up right before my alarm?,0.9601065,0.5100895
imgflip_477,"if you like, and comment on this meme, i will like your blog and meme, and follow you.",0.9192796,0.5100895
imgflip_50,"yeah if you could all just come in on boxing day and new yrs, after dinner; it 'd be great",0.40654072,0.5100895
imgflip_313,i pity the fool that does n't realize that when the richest 1% control 99% of media; they can rig elections by only covering candidates that support their agenda,0.51559263,0.5100895
imgflip_199,you just log on and your best friend comes online! they immediately log off.,0.9705564,0.5100895
imgflip_32,karens:; so i to put it on the ground so i can tie my shoe; is this littering?,0.104604594,0.5100895
imgflip_215,oh furrys come out where ever you are; the look of someone who went crazy because they cant take this furry sh* t anymore! </s>,0.51438725,0.5100895
imgflip_96,</s> other woman: the f*** he look gay; the man: thats because i am gay,0.291239,0.5100895
imgflip_138,waiting outside a long line outside in the cold to find out if you 're sick; is going to make you get sick,0.8203682,0.5100895
imgflip_225,society if call of duty were to make more story games; we would need of made vanguard,0.08397293,0.5100895
imgflip_137,you are new to the school and have no where but get at lunch; that one group of kids in the conner of the school; hey come sit here,0.16191791,0.5100895
imgflip_276,mom; me ; a $ video game; mom; me; a$ 500 purse,0.6090522,0.5100895
imgflip_141,cute ; ; t;& lt; -- this is cute cat; he will stomp ur kneecaps if you upvote beg; have a nice day,0.35927492,0.5100895
imgflip_30,im not driving to the zoo; the husband not really cute furry; wtf no daughter of mine is a furry,0.2554679,0.5100895
imgflip_65,you fart ... and say `` do i smell popcorn? '' so your you out a big breath,0.11045415,0.5100895
imgflip_470,i am the most overrated developer in this world; i can easily make brainwashed sheeple bend a knee to me even if i inject my filthy politics in my gaymes; uhh ... highest goty awards!,0.46971846,0.5100895
imgflip_555,failing a test be like:; you did good on the last test so you feel good about this one; it’ s a math test; it’ s 10th grade level but your only in 8th grade; you didn’ t even study; you don’ t know any of the questions; you got a 0; your grade drops from 82% to 47%; you get a bad job; you don’ t get much money; you can’ t get food and starve to death,0.6521193,0.5100895
imgflip_62,me: gets a youtube ad blocker for my it; youtube: still showing ads,0.39902762,0.5100895
imgflip_107,as you can see; this is a pigeon; it are glasses that everyone with glasses are smart,0.16072243,0.5100895
imgflip_306,"person who understands almost every fandom is going to have a few toxic people, but does not hold that against everyone else in the fandom; person who hates an entire fandom simply because a few people are weird or harmful",0.91929144,0.5100895
imgflip_110,the bully: you 're nt bad me </s> you:; say that again. i dare you.,0.81381994,0.5100895
imgflip_324,what you do when your teacher asks to look at your homework that you did n't do ..& quot; this is n't the work your looking for to do ..,0.69853914,0.5100895
imgflip_108,me when i get the highest score in class; this gets a 42%,0.6835007,0.5100895
imgflip_125,how what my mom thinks what i 'm is:; how what i actually look like:,0.4472989,0.5100895
imgflip_349,"you 're just about to recite a poem for class, but the class keeps talking, so you stand there like",0.97416604,0.5100895
imgflip_87,"mom: what idk, ly, and ttyl stand for? son: i don’ t know, love you, i tell you later mom:; oh, ho-ho, you wan na do this the hard way?!",0.52032983,0.5100895
imgflip_506,cus i have none; what my account was going to be; and is is be now,0.25710624,0.5100895
