image_id,caption,fluency,diversity,humor_score,humor
sonicdrivein_1660,"grab a friend, a camera and capture this moment forever. because this 50¢ corn dog deal is over after today",0.79628974,0.6071421,0.0024559795856475,0
sonicdrivein_234,what’s my skincare routine you ask? small classic shakes,0.6924204,0.6071421,0.6462730765342712,1
sonicdrivein_2078,the second week of @sonicdrivein’s limeades for learning voting is almost up! have you voted for your favorite project,0.8734125,0.6071421,0.016277452930808,0
sonicdrivein_2196,"a little #tbt love for sonic founder, troy smith, and his first partner in biz, charlie pappe.",0.8183666,0.6071421,0.1378582715988159,0
sonicdrivein_414,when you first move out of your parents’ house:,0.87979394,0.6071421,0.8729441165924072,1
sonicdrivein_558,i think something is up with our button.,0.93405026,0.6071421,0.4869256913661957,0
sonicdrivein_529,"she’s not a regular mom, she’s a cool mom.",0.8860147,0.6071421,0.9679171442985536,1
sonicdrivein_2208,today is the day! $.50 corn dogs all day at sonic!,0.69018745,0.6071421,0.1386817842721939,0
sonicdrivein_404,"@starbucks inspired us, which era are you? 👀",0.7286476,0.6071421,0.7477081418037415,1
sonicdrivein_1809,kick off summer break with a 50¢ corn dog in hand. 🙏 tag your after school crew and swing by sonic tomorrow for national end of school day.#sonic #corndog #😎 tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 05/24/16 at participating sonic drive-ins while supplies last.,0.4947705,0.6071421,0.0456552654504776,0
sonicdrivein_2112,"hey, central ok! eat at sonic on thursday, 2/20, between 6-11 and we will donate 10% of sales to calm waters. then,",0.57292795,0.6071421,0.0867524296045303,0
sonicdrivein_163,sorry 4 the vegetables i bought rip :(,0.37523636,0.6071421,0.949424922466278,1
sonicdrivein_135,"get in losers, new holiday merch is here ✨ ",0.23821639,0.6071421,0.0652368813753128,0
sonicdrivein_51,the r&d lab really went off with this one,0.9546835,0.6071421,0.7894966006278992,1
sonicdrivein_1866,get a lil wild with an unexpected combo that’s surprisingly delightful. catch a taste of our new wildberry lavender,0.8964255,0.6071421,0.0176380090415477,0
sonicdrivein_1376,"you say “potato,” i say “picasso.” show us your tot art! 🎨",0.61985016,0.6071421,0.3600709736347198,0
sonicdrivein_743,"did you know? our commercials feature real sonic fans trying new items and sharing their unscripted reactions. 🎶 nico, josh and layne, play together in some of nashville's finest honky-tonks nearly every night of the week. and visit their favorite drive-in almost as often!",0.9472109,0.6071421,0.0486264079809188,0
sonicdrivein_1737,"it’s time to celebrate 🎉 get 50¢ corn dogs fri–sun, 5pm–close. all month long  tag #thisishowisonic for the chance to",0.382393,0.6071421,0.0088689783588051,0
sonicdrivein_196,"wake up, it’s the first of the month",0.9484379,0.6071421,0.9769855737686156,1
sonicdrivein_2052,"eat your heart out, candy board games. ",0.46238413,0.6071421,0.4915433526039123,0
sonicdrivein_532,"deck your doggo out in sonic swag for their next trip to the drive-in. our wag shop is now open with toys, costumes, and",0.8685778,0.6071421,0.0032716807909309,0
sonicdrivein_339,"tbh, we have this on repeat today. 🔂 swing by 5/25 to get your half price shakes when you apply code: treat in the app🥤",0.3830476,0.6071421,0.0224786903709173,0
sonicdrivein_821,"a plan where sonic customers win, and hunger pains lose.",0.923689,0.6071421,0.1275509595870971,0
sonicdrivein_594,"you got questions, we have onion rings.",0.94328743,0.6071421,0.3881839215755462,0
sonicdrivein_497,one tot doesn’t make me a bad mom.,0.9067887,0.6071421,0.8743089437484741,1
