image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,benign
sonicdrivein_454,"you know, i’ m not going to be able t do this.",0,1,1,2,0,1,0.97650766,0.46070546,0.0,0.0,0.0,0.0,0.7600175738334656,1,-8.5159235
sonicdrivein_1138,the best way to say hi is a 10-second text message.,0,0,0,-1,2,1,0.97450376,0.46070546,0.0387663515117203,4.74418974361379e-309,4.74418974361379e-309,4.74418974361379e-309,0.6546839475631714,1,-9.191493
sonicdrivein_1660,"♫ '' the day after my birthday, i'm gonna get a little something.",0,0,0,-1,2,1,0.9408383,0.46070546,0.0897916120220883,1.2986542960532383e-308,1.2986542960532383e-308,1.2986542960532383e-308,0.5732819437980652,1,-8.578967
sonicdrivein_234,what are you thinking about? i'm the one who always wears this: .,0,0,0,-1,1,1,0.899044,0.46070546,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.92333984375,1,-6.604521
sonicdrivein_2078,"a, and i am going to get a lot of tips on this.",0,0,0,-1,1,1,0.9505272,0.46070546,0.0484856297382092,1.402493394168772e-308,1.402493394168772e-308,1.402493394168772e-308,0.8830763697624207,1,-8.400574
sonicdrivein_2196,"it’ s the end of our special, so here are some ideas for your next month.",0,0,0,-1,1,1,0.9516151,0.46070546,0.0587133164258422,2.090263448406506e-308,2.090263448406506e-308,2.090263448406506e-308,0.5103263854980469,1,-0.0043686433
sonicdrivein_414,it’ s the only thing that makes me want to eat ice cream.,0,0,0,-1,0,1,0.9721128,0.46070546,0.0,0.0,0.0,0.0,0.7573664784431458,1,-8.7947645
sonicdrivein_558,my favorite way to say hi is @ jacksepticeyes# yourbirthday pic.,0,0,0,-1,1,1,0.9611203,0.46070546,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6763999462127686,1,-8.98845
sonicdrivein_529,"for the first time in 3 years, we got this.",0,1,1,2,0,1,0.96257454,0.46070546,0.0,0.0,0.0,0.0,0.9288323521614076,1,-8.627741
sonicdrivein_2208,i love you and i'm here for the best of them all.,0,0,0,-1,1,1,0.96438694,0.46070546,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8949205875396729,1,-8.911115
sonicdrivein_404,"i'm gon na have to eat this one, so i might as well get it on my way.",0,0,0,-1,0,1,0.9532433,0.46070546,0.0,0.0,0.0,0.0,0.9000468850135803,1,-8.755746
sonicdrivein_1809,"we’ re going to have a special edition of the “ sonic berry tree” podcast, which we hope you all will enjoy.",1,0,0,-1,3,1,0.9648717,0.46070546,0.0348721581699682,5.690162685806633e-309,5.690162685806633e-309,5.690162685806633e-309,0.1017364189028739,0,-7.3794417
sonicdrivein_2112,"i'm not sure if this is the best way to do it, but i am.",0,0,0,-1,1,1,0.96998954,0.46070546,0.0418059390182037,1.395319530596309e-308,1.395319530596309e-308,1.395319530596309e-308,0.9432411789894104,1,-8.5466175
sonicdrivein_163,"if you’ re not, we can do it for free! i want to be the manager of this burger chain.",1,0,0,-1,2,1,0.97963893,0.46070546,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4421460032463074,0,-9.134822
sonicdrivein_135,i'm not sure if i can get it but we’ ll see about that.,0,0,0,-1,1,1,0.9604014,0.46070546,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8685425519943237,1,-8.750168
sonicdrivein_51,a study of the most common words used by 10-year olds in school across ontario.,0,0,0,-1,1,1,0.9667331,0.46070546,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6095131635665894,1,-7.7877164
sonicdrivein_1866,"when you get home and realize your kids are all, on the go? just call me.",0,1,1,2,1,1,0.9751525,0.46070546,0.051814319886275,1.844651018804537e-308,1.844651018804537e-308,1.844651018804537e-308,0.5579928159713745,1,-9.150124
sonicdrivein_1376,and this is a meme.,0,0,0,-1,0,1,0.9636137,0.46070546,0.0,0.0,0.0,0.0,0.8665547370910645,1,-7.837732
sonicdrivein_743,we have a deal on 10 packs of ice cream.,1,1,1,2,1,1,0.94753,0.46070546,0.0033373269960326,7.42579905616274e-310,7.42579905616274e-310,7.42579905616274e-310,0.4235793650150299,0,-7.6497617
sonicdrivein_1737,we’ re not going to make a big splash.,0,0,0,-1,1,1,0.98111904,0.46070546,0.0327305364789008,6.55450749847085e-309,6.55450749847085e-309,6.55450749847085e-309,0.9143550992012024,1,-8.05426
sonicdrivein_196,"i'm not a dog person but i love these little dogs! and they’ re so cute, it makes me want to be one too.",1,1,1,2,0,1,0.9436122,0.46070546,0.0,0.0,0.0,0.0,0.9315060377120972,1,-0.00046885942
sonicdrivein_2052,`` i was thinking of you.,0,0,0,-1,0,1,0.96955216,0.46070546,0.0,0.0,0.0,0.0,0.9436451196670532,1,-8.630921
sonicdrivein_532,the only thing i know for sure is that the can of tuna in a sandwich was made with real meat.,1,1,1,2,6,1,0.9686484,0.46070546,0.2063994999405194,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,0.3264104127883911,0,-9.42656
sonicdrivein_339,this is the last time i’ m going to say this.,0,1,1,2,3,1,0.97334653,0.46070546,0.0763818438604496,6.231692281410567e-309,6.231692281410567e-309,6.231692281410567e-309,0.9349936842918396,1,-8.720368
sonicdrivein_821,"it’ s a, and i got my own copy of this book.",0,0,0,-1,1,1,0.936756,0.46070546,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5930779576301575,1,-5.3413553
sonicdrivein_594,i’ m not sure if you're gonna like this or what but i am.,0,0,0,-1,0,1,0.9267466,0.46070546,0.0,0.0,0.0,0.0,0.906684637069702,1,-8.246999
sonicdrivein_497,@ michealem.,0,0,0,-1,0,1,0.87190366,0.46070546,0.0,0.0,0.0,0.0,0.9146235585212708,1,-0.0007915939
