caption,image_id,funny_score,caption_id
can i get uuuhhhhhhh buzzy fire pls,mcdonaldscanada_182,1.0,caption183
my boss asked whether i knew how to photoshop so i sent this in response xoxo,mcdonaldscanada_183,1.0,caption184
i’m always double dipping my 100% Canadian-raised seasoned chicken nuggs and this is a safe space for me to admit that,mcdonaldscanada_184,1.0,caption185
i’m embracing burrito life this month and i think u should too,mcdonaldscanada_185,1.0,caption186
PSA ur skin care routine pairs well with a late night small fry and 10 chicken nuggies,mcdonaldscanada_186,1.0,caption187
bringing this energy to my next McD’s visit,mcdonaldscanada_187,0.0,caption188
u’ve def thought about what it would be like to be wrapped up like a Breakfast Burrito don’t lie,mcdonaldscanada_188,0.0,caption189
ok i can finally tell u buzzy fire is the only way to say Hot Honey McCrispy,mcdonaldscanada_189,0.0,caption190
"i am officially OOO for the holidays, and i trust u’ll all be very well behaved in my absence - if u need anything pls",mcdonaldscanada_190,1.0,caption191
should this be real so we can hit the bunny hill together?,mcdonaldscanada_191,1.0,caption192
not me putting the “cute” in charcuterie 👉👈,mcdonaldscanada_192,0.0,caption193
"if someone sent u this, it means they want u step up ur wrapping game like @thediymommy",mcdonaldscanada_193,0.0,caption194
send this to ur partner so they can take note,mcdonaldscanada_194,1.0,caption195
“today feels like a McGriddles day” - me to myself every morning,mcdonaldscanada_195,0.0,caption196
this is my date night,mcdonaldscanada_196,1.0,caption197
the more u know… ,mcdonaldscanada_197,1.0,caption198
McD’s but make it coquette,mcdonaldscanada_198,0.0,caption199
a holiday party with grimace? sign me up,mcdonaldscanada_199,1.0,caption200
there’s a little McNugget in everyone... and there’s a McNugget Buddy in every box,mcdonaldscanada_200,0.0,caption201
"i’m rocking with the boot shaped nuggie + bbq, hbu?",mcdonaldscanada_201,1.0,caption202
the ultimate rizz,mcdonaldscanada_202,1.0,caption203
"i hope this is all very clear to u, and if it’s not then small claims court is the only way",mcdonaldscanada_203,1.0,caption204
omg awe wow stop making me blush,mcdonaldscanada_204,0.0,caption205
Herb and Garlic Seasoned Fries are here and idk about u but making them my holiday aesthetic is kinda a vibe,mcdonaldscanada_205,1.0,caption206
"u know the love is real when u write a song about it 
@sarawais  @joshcruddas",mcdonaldscanada_206,0.0,caption207
new mcnugget buddies are coming. can you collect them all? ,mcdonaldscanada_207,0.0,caption208
hope ur ready for some new friends,mcdonaldscanada_208,0.0,caption209
a lot of science has gone into this thank u for asking,mcdonaldscanada_209,1.0,caption210
"pick(le) me, choose me, love me",mcdonaldscanada_210,1.0,caption211
"i will be replying to ur comments covered in nugget dust, okay???",mcdonaldscanada_211,1.0,caption212
the venn diagram of my favourite ppl and ppl who wear Crocs is a circle,mcdonaldscanada_212,1.0,caption213
"out here rating Crocs like i’m not gonna give them all 10/10

Adult sizes only. Available on Crocs.ca while supplies last.",mcdonaldscanada_213,0.0,caption214
"i know u want them allllll but if u HAD to pick…?

*Jibbitz included with purchase.
Adult sizes only. Available on Crocs.ca while supplies last.",mcdonaldscanada_214,0.0,caption215
If u want them u better activate sports mode rn. McDonald’s x Crocs visit our bio to shop now!,mcdonaldscanada_215,0.0,caption216
McDonald’s x Crocs: 11/14,mcdonaldscanada_216,0.0,caption217
for legal reasons (because i know y’all) these aren’t available for purchase,mcdonaldscanada_217,1.0,caption218
i actually had to stop editing this video half-way through to order a McFlurry,mcdonaldscanada_218,0.0,caption219
pika pika,mcdonaldscanada_219,1.0,caption220
why yes my nails do complement my McFlurry 💅 - @wendyrorong,mcdonaldscanada_220,0.0,caption221
is it even spooky szn if ur not trying to collect them all? get urs while u can,mcdonaldscanada_221,1.0,caption222
the Trick ‘N Treat McFlurry has my heart,mcdonaldscanada_222,1.0,caption223
what do u want to see next?,mcdonaldscanada_223,0.0,caption224
"tfw u’ve been waiting all year for ur fave top-hat buddy. Hot tip: peel on pack, then in the app for double the prizes!",mcdonaldscanada_224,0.0,caption225
send this to the cute October babies in ur life,mcdonaldscanada_225,0.5,caption226
it’s national taco day and i didn’t wanna feel left out,mcdonaldscanada_226,0.0,caption227
"so many ways to win, so little time. monopoly is back.",mcdonaldscanada_227,1.0,caption228
@natdoumkos entering her rom com era,mcdonaldscanada_228,0.0,caption229
think there’s someone out there for me?,mcdonaldscanada_229,1.0,caption230
now that’s the type of biology class I would’ve been into,mcdonaldscanada_230,1.0,caption231
"doing my ranch happy dance, what do u want to see us make next?",mcdonaldscanada_231,0.0,caption232
"imitation is the highest form of flattery, and i’d love to be flattered today",mcdonaldscanada_232,0.0,caption233
comment below what u want to see me make next,mcdonaldscanada_233,0.0,caption234
texts that feel like a hug….<3,mcdonaldscanada_234,0.0,caption235
don’t talk to me until i’ve had my McD’s,mcdonaldscanada_235,0.0,caption236
"idc if it’s warm outside - PSL szn has arrived, right @natdoumkos?",mcdonaldscanada_236,0.0,caption237
the highest compliment tbh,mcdonaldscanada_237,1.0,caption238
my body is nuggies at this point and i’m not mad about it,mcdonaldscanada_238,1.0,caption239
doing this with all the McD’s pics i have on my phone,mcdonaldscanada_239,0.0,caption240
me + who??,mcdonaldscanada_240,0.5,caption241
"if u look real close, u’ll see urself in the second pic",mcdonaldscanada_241,1.0,caption242
60% Sprite 40% Fruitopia is the only way don’t come at me,mcdonaldscanada_242,0.0,caption243
"mY thumbbs too big to pussh buttonsss, thanks xbbox",mcdonaldscanada_243,1.0,caption244
don’t ask me about the last one,mcdonaldscanada_244,1.0,caption245
the new universal hand gesture for “coffee plz”,mcdonaldscanada_245,1.0,caption246
"when ur one true love is a McD's Pumpkin Spice Latte, u gotta start making memories",mcdonaldscanada_246,1.0,caption247
a visual representation of my dream last night. and yes that’s a ranch fountain with floating Ranch McCrispy sandwiches,mcdonaldscanada_247,1.0,caption248
"if u haven’t tried the Squishmallows McFlurry yet, wyd?",mcdonaldscanada_248,0.0,caption249
this is how i’m getting thru Mercury retrograde and i will not be taking questions at this time,mcdonaldscanada_249,1.0,caption250
who needs to get a September baby a gift when u can just send them this?,mcdonaldscanada_250,0.0,caption251
i’ll be having 10 nuggies and a sense of achievement thank u,mcdonaldscanada_251,1.0,caption252
"to help Torontonians through Mercury retrograde we did a lil fortune telling machine, and gotta say i saw a lot of fries in the future. Montreal, we’re hitting you next, see u at 463 St Catherine’s St W Sept 8-9",mcdonaldscanada_252,0.0,caption253
the new ranch mccrispy is here. prove ur love for ranch in the comments 👇👇👇👇,mcdonaldscanada_253,0.0,caption254
i’m cusp so i’m getting a QPC and an apple pie and getting the party started,mcdonaldscanada_254,0.5,caption255
"CONTEST CLOSED
🔮GIVEAWAY🔮 if ur looking for light in the darkness, search no further. i wanna help u navigate Mercury retrograde, u just gotta tell me why u NEEEED this Galaxy Lamp and it could be urs*. all u need to do is:
✅follow us
✅comment below
✅manifest good vibes only

* Open to Cdn res. who are the age of majority by August 23/23 with public Instagram and/or TikTok account. Runs 11am ET Aug 23/23 -11:59:59pm ET Sep 6/23. Must follow @mcdonaldscanada or @mcdocanada. Total of 50 prizes avail., ARV: $92.60 ea., limit 1 Entry per person, per platform. Random draw. Skill-test req’d. Link to rules in bio.",mcdonaldscanada_255,0.0,caption256
"i can see ur future, and it involves going to King & Brant on 08/26 and Front & Windsor on 08/27 to get ur future told by our mystical magical machine

#toronto #mcdonaldscanada #torontolife",mcdonaldscanada_256,0.0,caption257
"CONTEST CLOSED
🔮GIVEAWAY🔮 if Mercury retrograde is tiring u out, it’s time to catch some z’s. tell me why u deserve to win this super soft McD’s blanket and sleep mask, and it could be urs*. all u need to do is:
✅follow us
✅comment below
✅manifest good vibes only

* Open to Cdn res. who are the age of majority by August 23/23 with public Instagram and/or TikTok account. Runs 11am ET Aug 23/23 -11:59:59pm ET Sep 6/23. Must follow @mcdonaldscanada or @mcdocanada. Total of 50 prizes avail., ARV: $92.60 ea., limit 1 Entry per person, per platform. Random draw. Skill-test req’d. Link to rules in bio.",mcdonaldscanada_257,0.0,caption258
🔮GIVEAWAY🔮 i’m here to spread good vibes ONLY. why do u need this set in ur life? Tell me below and u could win it for u,mcdonaldscanada_258,0.0,caption259
"my mercury makes me hungry, but my rising really quenches my thirst… what are urs?",mcdonaldscanada_259,1.0,caption260
pov: mercury is going into retrograde and ur friend is using that as an excuse to “try” ur Jr. Chicken,mcdonaldscanada_260,1.0,caption261
which one are u trying and why is it the Root Beer float?,mcdonaldscanada_261,0.0,caption262
**CONTEST CLOSED**,mcdonaldscanada_262,0.0,caption263
brb setting up a meeting about the Vanilla Cone,mcdonaldscanada_263,1.0,caption264
• PALACE McDONALD'S,mcdonaldscanada_264,0.0,caption265
new secret menu unlocked,mcdonaldscanada_265,1.0,caption266
I saved the best one for last DO NOT TOUCH!,mcdonaldscanada_266,1.0,caption267
i’m actually obsessed with the new Squishmallows McFlurry,mcdonaldscanada_267,0.0,caption268
"• PALACE McDONALD’S 
• 8.14",mcdonaldscanada_268,0.0,caption269
the wait time rn is real but at least we are all in it together swifties,mcdonaldscanada_269,1.0,caption270
let’s get it poppin’ @squishmallows 🍦,mcdonaldscanada_270,0.0,caption271
i know u know an August baby who needs to hear all of this,mcdonaldscanada_271,1.0,caption272
new drop. i did it. i got the collab of my dreams. Squishmallows McFlurry® is real and ur going to love it.,mcdonaldscanada_272,0.0,caption273
something about these drinks makes me feel seen,mcdonaldscanada_273,0.0,caption274
i’d like to take this opportunity to remind people that i would never ask for gift cards by DM (i can’t speak for the,mcdonaldscanada_274,1.0,caption275
i need a Big Mac sauce dispenser at home,mcdonaldscanada_275,0.0,caption276
roses are red and my fave Summer Drink Days drinks are cool,mcdonaldscanada_276,1.0,caption277
tag the beverage goblin in ur life,mcdonaldscanada_277,1.0,caption278
sometimes u gotta girl dinner multiple times a week,mcdonaldscanada_278,0.0,caption279
i can't help it ok,mcdonaldscanada_279,1.0,caption280
its World Poutine Day so i’m putting it on everything,mcdonaldscanada_280,0.0,caption281
which car r u getting in?,mcdonaldscanada_281,0.0,caption282
i wish i could digitally stretch my food irl,mcdonaldscanada_282,1.0,caption283
