caption,image_id,funny_score,caption_id
m ➡️ w 2.26,mcdonalds_54,1.0,caption55
everything is about to turn upside down…,mcdonalds_55,1.0,caption56
which one will it be. comment below,mcdonalds_56,1.0,caption57
would this work on you?,mcdonalds_57,1.0,caption58
listeninggggg to BIG by Usher,mcdonalds_58,0.5,caption59
"keys, wallet, burger grill, phone",mcdonalds_59,1.0,caption60
oop,mcdonalds_60,1.0,caption61
my contribution to the orange peel discourse,mcdonalds_61,1.0,caption62
real fans know,mcdonalds_62,1.0,caption63
i waited an entire year to make this joke,mcdonalds_63,1.0,caption64
if u wanna collect all the buddies + the fry guy shoes now is ur chance,mcdonalds_64,0.0,caption65
get in buddies we’re going to mcdonalds to get the kerwin frost box,mcdonalds_65,0.5,caption66
almost forgot to introduce you to the mcnugget legend aka the beloved golden icon of frost way. did u get him yet?,mcdonalds_66,0.0,caption67
me if u even care,mcdonalds_67,1.0,caption68
#Ad JACK FROST COULD NEVER! ✨,mcdonalds_68,0.0,caption69
there’s a little mcnugget in everyone…and there’s a mcnugget buddy in every box,mcdonalds_69,0.0,caption70
Fry Guy is here - available exclusively on kerwinfrost.com 12/11,mcdonalds_70,0.0,caption71
new mcnugget buddies are coming. can you collect them all?,mcdonalds_71,0.0,caption72
hope ur ready for some new friends,mcdonalds_72,0.0,caption73
if u want them u better activate sport mode rn. mcdonald’s x @crocs link in bio,mcdonalds_73,0.0,caption74
comment your fav shape mine’s boot #mcnuggets #kitchenbts,mcdonalds_74,1.0,caption75
i could listen to them talk about the history of mambo sauce over and over again. thank you @arshajones @capitalcityco @chefanthonydc @jaythesoulchef @henryssoulcafe @tinagray24 @Santanakeish for sharing your passion,mcdonalds_75,0.0,caption76
if there were new sauces coming soon would u want me to tell u,mcdonalds_76,0.0,caption77
ITS HIM,mcdonalds_77,0.5,caption78
pika pika,mcdonalds_78,1.0,caption79
convinced my boss to let us design a car for @bubbawallace 🏎️🏁🍟 vote for ur fav in stories,mcdonalds_79,0.0,caption80
"checking in for my appt #mcdonalds #mcnugget #marchanimalhospital
🔈 theesuzieq, shearmadness",mcdonalds_80,1.0,caption81
"mY thumbbs too big to pussh buttonsss, thanks xbbox",mcdonalds_81,1.0,caption82
when ur being mean to me this is who ur being mean to,mcdonalds_82,1.0,caption83
my new favorite part of the kitchen #GenshinImpact #Hutao #saucedispensers #mcdonalds #testkitchen,mcdonalds_83,0.0,caption84
u know who u are,mcdonalds_84,1.0,caption85
let me know in the comments pls,mcdonalds_85,0.0,caption86
have u seen this thief,mcdonalds_86,1.0,caption87
tag a fish fanatic,mcdonalds_87,1.0,caption88
it’s that serious,mcdonalds_88,1.0,caption89
ty for everythinggg time to say goodbye grimace,mcdonalds_89,0.5,caption90
👀,mcdonalds_90,1.0,caption91
when you’re lost in the darkness look for the arches,mcdonalds_91,1.0,caption92
me and my friendss celebrating with my bday meal and shake @ mcds ❤️,mcdonalds_92,0.0,caption93
wanna come 2 my party???? finallyy got my own grimace meal and purple shake :),mcdonalds_93,0.5,caption94
it grimace i’m taking over,mcdonalds_94,1.0,caption95
mommy? sorry mommy? sorry,mcdonalds_95,1.0,caption96
is this how you do it,mcdonalds_96,1.0,caption97
let me know,mcdonalds_97,1.0,caption98
MCD FW23,mcdonalds_98,1.0,caption99
new strawberry shortcake mcflurry just dropped,mcdonalds_99,0.0,caption100
handle with care 🖼️ @dumbglass,mcdonalds_100,0.5,caption101
we’ve all got that one person in our lives that just...,mcdonalds_101,1.0,caption102
are u ready to order,mcdonalds_102,1.0,caption103
undercover agent,mcdonalds_103,1.0,caption104
tag a friend who is just as beautiful💛,mcdonalds_104,1.0,caption105
i read all the comments 🫶,mcdonalds_105,1.0,caption106
pretend that u do not see,mcdonalds_106,1.0,caption107
its going to be a beautiful day,mcdonalds_107,1.0,caption108
i made a meme,mcdonalds_108,1.0,caption109
"vroom vroom see u in @daytona 🍟🍔

#McDPartner #TeamToyota",mcdonalds_109,0.0,caption110
"when i say go share the Cardi B & Offset meal today, this is what i mean",mcdonalds_110,0.0,caption111
"introducing the Cardi B & Offset meal, coming 2.14",mcdonalds_111,0.0,caption112
🤡,mcdonalds_112,1.0,caption113
some say shes still dunking the mcnugget #mcdonalds #mcd #boomerang,mcdonalds_113,1.0,caption114
now entering the year of the rabbit with @karenxcheng,mcdonalds_114,0.0,caption115
"As we remember Rev. Dr. Martin Luther King Jr., we also reflect on the impact of those who marched beside him. We’re",mcdonalds_115,0.0,caption116
comment ur fav item below #throwback #mcdonaldland,mcdonalds_116,1.0,caption117
should Mike tell us about McPizza next? #mcnuggets #mcdonalds,mcdonalds_117,0.0,caption118
instead of art i just have these on my walls,mcdonalds_118,1.0,caption119
im ur biggest fan i’ll follow u until u love me #socialmediamanager #brianfromlegal,mcdonalds_119,1.0,caption120
Mario time!,mcdonalds_121,0.0,caption121
where should grimace go next?,mcdonalds_122,1.0,caption122
did u have any of these toys #happymealtoys #nostalgia,mcdonalds_123,0.0,caption123
writing this caption with freezing fingers #hottakes #roasted,mcdonalds_124,1.0,caption124
"pov: u could win 250,000pts if u tell me which persona you are (swipe for inspo)",mcdonalds_125,0.0,caption125
dibs on #3,mcdonalds_126,1.0,caption126
morning routine #macydaysparade #icecreammachine,mcdonalds_127,1.0,caption127
u are gonna wanna keep scrolling #macysparade,mcdonalds_128,1.0,caption128
its okay to admit it,mcdonalds_129,1.0,caption129
idk what i’m gonna do when the mcrib leaves on 11.20,mcdonalds_130,1.0,caption130
repeat 5-6x times for best results #mcflurry #affirmations,mcdonalds_131,0.0,caption131
like grandma used to make,mcdonalds_132,1.0,caption132
Wakanda Forever,mcdonalds_133,1.0,caption133
i’m literally shaking,mcdonalds_134,1.0,caption134
wishing the mcrib a very “pls noooo” farewell,mcdonalds_135,1.0,caption135
guess who’s coming back,mcdonalds_136,0.0,caption136
sweet dreams bestie,mcdonalds_137,1.0,caption137
cloud is going to McDonald’s. u want anything? #ffvii25th,mcdonalds_138,1.0,caption138
legal did not approve this copy,mcdonalds_139,1.0,caption139
plz discuss,mcdonalds_140,1.0,caption140
been waiting for this one,mcdonalds_141,1.0,caption141
i knew what u meant,mcdonalds_142,1.0,caption142
what can i get u ,mcdonalds_143,1.0,caption143
swipe to see why hamburglar wore a hat all these years,mcdonalds_144,1.0,caption144
weird how all of @kidcudi’s faves are my faves too,mcdonalds_145,0.0,caption145
feel free to drop their @,mcdonalds_146,1.0,caption146
thx @market now i’m imagining a grimace bball team with BIBI halftime show,mcdonalds_147,0.0,caption147
seeing @omar.apollo after using my @innisfreeusa x mcd’s skincare kit is self care,mcdonalds_148,0.0,caption148
@bear performing in a ball pit is all the information i need to know this week is gonna be wild,mcdonalds_149,0.0,caption149
*adds mcdonald’s app to home screen*,mcdonalds_150,0.0,caption150
pov: my tastebuds,mcdonalds_151,1.0,caption151
is it still short king spring,mcdonalds_152,1.0,caption152
my morning mantra 🖼️: @jcrivera,mcdonalds_153,1.0,caption153
just leveled up,mcdonalds_154,1.0,caption154
if u need me i'll be in the comment section,mcdonalds_155,1.0,caption155
you always remember your first car,mcdonalds_156,1.0,caption156
one at a time pls,mcdonalds_157,0.5,caption157
this is a judgement free zone,mcdonalds_158,1.0,caption158
which halo unlock are you most excited for?,mcdonalds_159,1.0,caption159
my childhood in a photo. can you spot the Hamburglar?,mcdonalds_160,1.0,caption160
"get used to seeing these faces, swipe right ⏭ to see the stars of tomorrow @mcdaag",mcdonalds_161,0.0,caption161
🚨it's Szechuan Sauce day🚨,mcdonalds_162,0.0,caption162
"take a dip on 3/31, exclusively on the app while supplies last",mcdonalds_163,0.0,caption163
mentally i am here,mcdonalds_164,0.5,caption164
look what brian from legal sent me,mcdonalds_165,0.0,caption165
"hi from Szechuan Sauce, say it back",mcdonalds_166,0.0,caption166
u should text me about the next sauce drop,mcdonalds_167,0.0,caption167
every. single. time.,mcdonalds_168,1.0,caption168
#shamrockSZN is here ☘️,mcdonalds_169,0.0,caption169
fast cars. hot fries. the mcd's x @23xiracing collection is here (shop at link in bio),mcdonalds_170,0.0,caption170
since the dawn of mcdonald’s sprite,mcdonalds_171,1.0,caption171
bubba x ba da ba ba ba,mcdonalds_172,0.0,caption172
u can't spell fashion without uhhhhhhhhhhhh (link in bio to order),mcdonalds_173,1.0,caption173
i did a meme,mcdonalds_174,1.0,caption174
Happy #LunarNewYear! wishing my besties a year as strong and optimistic as the 🐯 see u in the #McDHallofZodiacs VR,mcdonalds_175,0.0,caption175
its a good joke @xbox,mcdonalds_176,1.0,caption176
“Hate is too great a burden to bear. It injures the hater more than it injures the hated.”,mcdonalds_177,0.0,caption177
me when someone asks for a fry,mcdonalds_178,1.0,caption178
doing great so far,mcdonalds_179,1.0,caption179
i can still taste it,mcdonalds_180,1.0,caption180
have any of these ever happened to you or is just me?,mcdonalds_181,1.0,caption181
i’ve been screaming « I KNOW THEM » at the TV all morning #macysthanksgivingdayparade #grimace,mcdonalds_182,0.0,caption182
Sunday at McDonald’s,mcdonalds_183,1.0,caption183
i call this pop art (lol get it),mcdonalds_184,1.0,caption184
someone needed to see this,mcdonalds_185,1.0,caption185
the perfect NFT doesn’t exi —,mcdonalds_186,1.0,caption186
scroll for spicy stories to tell in the drive thru,mcdonalds_187,1.0,caption187
"if you didn’t have these as a kid, did you even celebrate Halloween?",mcdonalds_188,0.0,caption188
tbt to the OG catch,mcdonalds_189,1.0,caption189
tag an educator you know,mcdonalds_190,1.0,caption190
late night convos hit differently here,mcdonalds_191,1.0,caption191
mark ur calendars,mcdonalds_192,1.0,caption192
comment if you would’ve invited me,mcdonalds_193,1.0,caption193
tiktok made me do it,mcdonalds_194,1.0,caption194
happy #moonfestival 🌙,mcdonalds_195,0.0,caption195
he’s been doing this for years,mcdonalds_196,1.0,caption196
scary story time,mcdonalds_197,1.0,caption197
tiny purse is perfect for a single McNugget. prove me wrong,mcdonalds_198,1.0,caption198
send to someone who needs some ✨positivity✨in their feed,mcdonalds_199,1.0,caption199
unless you have a really good idea...,mcdonalds_200,1.0,caption200
one Saweetie for every time i’ve had her meal this week 🍟 ,mcdonalds_201,0.0,caption201
Saweetie Meal drip has dropped. Link in bio.,mcdonalds_202,0.0,caption202
swipe for some really good ideas,mcdonalds_203,0.0,caption203
this is the future people want,mcdonalds_204,1.0,caption204
me waiting for #TheSaweetieMeal to drop on 8.9,mcdonalds_205,0.0,caption205
which bestie r u bringing? tag ‘em in the comments 👇,mcdonalds_206,0.0,caption206
swipe to see what’s under this lid,mcdonalds_207,0.0,caption207
tap in ❄️,mcdonalds_208,0.0,caption208
take necessary precautions,mcdonalds_209,0.0,caption209
don’t ask me to marry you unless our wedding is gonna look like this ,mcdonalds_210,1.0,caption210
can yall spot the difference ,mcdonalds_211,0.5,caption211
that’s not all folks! tap to shop more Tune Squad merch from the McD's x @diamondsupplyco #SpaceJamMovie Collection,mcdonalds_212,0.0,caption212
art history 101 peeps where you at?,mcdonalds_213,1.0,caption213
which McDonald’s era are you?,mcdonalds_214,1.0,caption214
"Hungry, doc? order a Happy Meal in the App for a chance to win a jersey from the McD’s x @diamondsupplyco #SpaceJamMovie",mcdonalds_215,0.0,caption215
iykyk,mcdonalds_216,1.0,caption216
reading this from the drive thru,mcdonalds_217,1.0,caption217
my boss told me i need to take my job more seriously so i made this,mcdonalds_218,1.0,caption218
bestie im copping these. get em while they’re hot in Weverse Shop: [link in bio],mcdonalds_219,0.0,caption219
BTS x McD saucy collection drops 6.16,mcdonalds_220,1.0,caption220
moms really know how to humble u,mcdonalds_221,1.0,caption221
if you need me i’ll be in this adorable mini McDonald’s,mcdonalds_222,1.0,caption222
"[McD x BTS Logo Collection Drop] gonna run to Weverse Shop, want anything? [link in bio]",mcdonalds_223,0.0,caption223
BTS Meal is here are u on the way yet,mcdonalds_224,0.0,caption224
BTS x McD: Jung Kook the Golden Maknae meets the Golden Arches,mcdonalds_225,1.0,caption225
BTS x McD: V looking vvv fresh,mcdonalds_226,1.0,caption226
"BTS x McD: Jimin feelin cool, might keep this forever",mcdonalds_227,1.0,caption227
BTS x McD: j-hope asked u to dance,mcdonalds_228,1.0,caption228
BTS x McD: nothing sweeter than SUGA,mcdonalds_229,1.0,caption229
"BTS x McD: Jin checking in, still handsome",mcdonalds_230,1.0,caption230
BTS x McD: would u share a fry with RM?,mcdonalds_231,1.0,caption231
BTS Meal drops 5.26...swipe to guess who’s who,mcdonalds_232,0.0,caption232
Girl With The McNugget Earring,mcdonalds_233,1.0,caption233
POV: u were waiting for a sign to turn on notifications #BTSMeal,mcdonalds_234,0.0,caption234
caught in 4k,mcdonalds_235,1.0,caption235
"fries sun, tangy BBQ sauce moon, straw wrapper rising",mcdonalds_236,1.0,caption236
u decide which one is spicier on 5.26. ,mcdonalds_237,0.0,caption237
historians just discovered the reason Mona Lisa was smiling is because she ordered fries,mcdonalds_238,1.0,caption238
interior design peaked in 1976,mcdonalds_239,1.0,caption239
Coming This May: The BTS Meal,mcdonalds_240,1.0,caption240
nice to meet you,mcdonalds_241,1.0,caption241
this is what my dreams look like,mcdonalds_242,1.0,caption242
so THAT’s what the tiny pocket is for,mcdonalds_243,1.0,caption243
do you hear that sound? it’s every copywriter in the world whispering a reverent “i’m lovin’ it” under their breath,mcdonalds_244,0.0,caption244
grandparents pls keep this energy,mcdonalds_245,1.0,caption245
good luck 23 ,mcdonalds_246,0.0,caption246
We stand against Asian hate.,mcdonalds_247,0.0,caption247
but if they were real…would you buy one?,mcdonalds_248,1.0,caption248
golden arches but make it fashion,mcdonalds_249,0.5,caption249
if u can do this u can have my job,mcdonalds_250,1.0,caption250
"the question isn’t if this is a word, the question is why haven’t you gotten one yet",mcdonalds_251,1.0,caption251
our new Crispy Chicken Sandwich is coming 2.24 and it deserves a word this big,mcdonalds_252,0.0,caption252
"you can say it again @rosschastain, you drive the McDonald’s car",mcdonalds_253,0.0,caption253
guys my website is really coming along: CHKNDrop.com,mcdonalds_254,1.0,caption254
tag someone who needs to know the Shamrock Shake is back today 💚,mcdonalds_255,0.0,caption255
wishing you a golden start to the #LunarNewYear!,mcdonalds_256,0.0,caption256
swipe to see what’s coming back on the menu in summer 2021,mcdonalds_257,1.0,caption257
POV: u got the aux,mcdonalds_258,0.0,caption258
this is a hard scientific fact,mcdonalds_259,1.0,caption259
it’s called fashion look it up,mcdonalds_260,1.0,caption260
feeling nostalgic,mcdonalds_261,0.5,caption261
what's the magic word?,mcdonalds_262,1.0,caption262
Join us as we celebrate Dr. King’s legacy with,mcdonalds_263,0.0,caption263
gonna be his year. i can feel it,mcdonalds_264,0.0,caption264
pls pull forward to the speaker,mcdonalds_265,1.0,caption265
ya’ll really gonna scroll past without saying YEE HAA? #tbt,mcdonalds_266,1.0,caption266
this (bbq) drip tho. tap to shop merch so you’ll never forget those fleeting McRib memories,mcdonalds_267,0.0,caption267
you don’t know how much we missed you #tbt,mcdonalds_268,0.5,caption268
welcome to McDonald’s what can I get you?,mcdonalds_269,1.0,caption269
TODAY’S THE DAY WHO’S COMING WITH ME,mcdonalds_270,1.0,caption270
your daily dose of feels,mcdonalds_271,1.0,caption271
paint me like one of your french fries,mcdonalds_272,1.0,caption272
thinking about these a lot lately @fallguysgame,mcdonalds_273,1.0,caption273
link in bio ,mcdonalds_274,1.0,caption274
thy McRib shall returneth 12.2,mcdonalds_275,1.0,caption275
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,mcdonalds_276,1.0,caption276
"Diamonds ✔️ emeralds ✔️ rubies ✔️ this final, limited-edition set of @jbalvin meal 14K gold chains could be yours if you",mcdonalds_277,0.0,caption277
OREO McFlurry on ice 💎 ,mcdonalds_278,0.0,caption278
"yes folks, there’s an opportunity to win this fry chain just like the one @jbalvin wore in our TV ad. This 14k gold fries and ruby fry box could be yours

Head over to @ntwrk for more details.

Si amigos, hay una oportunidad de ganar la cadena de papitas, igual a la que usó @jbalvin en nuestro comercial. Estas papitas de oro de 14k en su cajita de ruby pueden ser tuya.

Dirígete hacía @ntwrk para más detalles.",mcdonalds_279,0.0,caption279
"A blinged-out Big Mac just like @jbalvin’s from our TV ad can be yours 👀 be on the lookout for more bling

Head over to @ntwrk for more details 

La cadena de la Big Mac, igual a la que usó @jbalvin en nuestro comercial, puede ser tuya 👀Sigue conectado con nosotros para ver más bling 

Dirígete hacía @ntwrk para más información",mcdonalds_280,0.0,caption280
Grimace lives rent free in my mind,mcdonalds_281,1.0,caption281
we know why you’re here. @JBALVIN merch now available ⚡️,mcdonalds_282,1.0,caption282
"weird flex, but ok.",mcdonalds_283,1.0,caption283
The @jbalvin meal is art 🍔 🍟 ⚡️,mcdonalds_284,0.5,caption284
"my taste buds after that first bite of the Big Mac. amirite, @JBALVIN?

No hay nada como el primer mordisco de una Big Mac. ¿Sí o Sí, @JBALVIN?",mcdonalds_285,0.0,caption285
merch for la familia,mcdonalds_286,0.0,caption286
which @jbalvin are you? i’m lower right,mcdonalds_287,0.0,caption287
“What can we get you today?” @JBalvin: ...,mcdonalds_288,0.0,caption288
Always Big Mac. Never Not Big Mac. the @jbalvin meal is here.,mcdonalds_289,0.0,caption289
I’ll just leave this here...,mcdonalds_290,1.0,caption290
"when you realize the Travis Scott meal is available in restaurants, but only $6 in the App",mcdonalds_291,1.0,caption291
the perfect merch to wear while you eat the Travis Scott Meal doesn’t exi—,mcdonalds_292,1.0,caption292
makes you wonder: does Cactus Jack say “I sent me” when he orders?,mcdonalds_293,0.0,caption293
please pull up to t̶h̶e̶ ̶n̶e̶x̶t̶ ̶w̶i̶n̶d̶o̶w̶  shop.travisscott.com,mcdonalds_294,1.0,caption294
say Cactus Jack sent you 🌵 the @travisscott meal is here. tap to order.,mcdonalds_295,1.0,caption295
technically not until 9/8 but we’ll be ready,mcdonalds_296,1.0,caption296
Cactus Jack is coming 🌵 ,mcdonalds_297,1.0,caption297
🌵🍔,mcdonalds_298,1.0,caption298
the struggle is real,mcdonalds_299,1.0,caption299
you really gonna scroll past without saying howdy?,mcdonalds_300,1.0,caption300
9.16,mcdonalds_301,0.0,caption301
the hottest news you’ll see on your feed today: Spicy Chicken McNuggets are coming 9.16,mcdonalds_302,1.0,caption302
this is legally binding,mcdonalds_303,0.0,caption303
They were all one of us.,mcdonalds_304,0.0,caption304
They were one of us: Trayvon Martin. Michael Brown. Alton Sterling. Botham Jean. Atatiana Jefferson. Ahmaud Arbery. George Floyd.,mcdonalds_305,0.0,caption305
A note from our family to yours... ⠀⠀⠀⠀⠀⠀⠀⠀ Un mensaje de nuestra familia a la suya...,mcdonalds_306,0.0,caption306
How cool is that?!😍 Thanks gegette_and_co for visiting our McDrive!🐴 We hope the grass for your horse was just as tasty,mcdonalds_switzerland_0,0.0,caption1
"For me, it's a deal breaker.",mcdonalds_switzerland_1,1.0,caption2
Sweet tooth alert! Please give a warm welcome to the Frappé Cappuccino Caramel 🎉,mcdonalds_switzerland_2,0.0,caption3
POV: you have a free menu with your loyalty points and your friends don’t.,mcdonalds_switzerland_3,1.0,caption4
"Which shape do you prefer? Mine is the bell 🔔

Thank you @sh.kurtaj and @liebestorten_bern from the Köniz McDonald's: challenge completed!",mcdonalds_switzerland_4,0.0,caption5
"So, this McDonald's you MUST recognize. Tell me in the comments where it is, and we'll see if you're a real OG.",mcdonalds_switzerland_5,0.0,caption6
"The people who do that, we see you 👀",mcdonalds_switzerland_6,0.0,caption7
"Follow me, I'll take you to a wonderfully tasty place.",mcdonalds_switzerland_7,1.0,caption8
You know the drill: good taste knows no age. That's why the 1955 is making a comeback!,mcdonalds_switzerland_8,0.0,caption9
My pupils right now...,mcdonalds_switzerland_9,1.0,caption10
Excuse my French.,mcdonalds_switzerland_10,1.0,caption11
Here we go for a new season! Grimace has already binge watched it all. How about you?,mcdonalds_switzerland_11,0.0,caption12
"Festival season is well underway in Switzerland, and I've remixed a few iconic movie posters with McDonald's flavor. Do",mcdonalds_switzerland_12,1.0,caption13
I'll call it ''shooting fries night''.,mcdonalds_switzerland_13,1.0,caption14
"Imagine this car at the Street Parade, how would you call it? I'd say ""Technuggets"".",mcdonalds_switzerland_14,1.0,caption15
@randomfoodaddict knows how to enjoy her day properly!,mcdonalds_switzerland_15,0.0,caption16
"""Je voudrais un Menu Big Mac, s'il vous plaît."" ",mcdonalds_switzerland_16,1.0,caption17
Those curls!!! 🤤,mcdonalds_switzerland_17,1.0,caption18
"With the Summer deals can have two delicious products for only Fr. 5.-. Which one will you choose? Sweet, salty, or both? 

Conditions on mcdonalds.ch",mcdonalds_switzerland_18,0.0,caption19
How to have a delicious national day! 🇨🇭🎉,mcdonalds_switzerland_19,1.0,caption20
Fries Friends Forever <3,mcdonalds_switzerland_20,0.0,caption21
Is there a smile on your Happy Meal® box or has it been stolen as well?,mcdonalds_switzerland_21,0.0,caption22
"""Yeah, I'm used to eating spicy food."" I see you!",mcdonalds_switzerland_22,1.0,caption23
"This one is brand new and really nice! So, do you know where this restaurant is? ",mcdonalds_switzerland_23,0.0,caption24
"🚨 Contest Alert! 🚨 Win a Signed Tennis Racket 🎾✨

Hey, tennis family! To celebrate the 10th anniversary of the sponsorship program for young talents by McDonald’s, @mcdonalds_switzerland and I are giving away amazing prizes today 🎁 The main prize is my original tennis racket, with which I defeated Stefanos Tsitsipas at the US Open 2023. 🎾

How to Enter:
1️⃣ Like this post 👍
2️⃣ Tag your sports buddy in the comments 👥
3️⃣ Follow @mcdonalds_switzerland 📲

🕔 Deadline: The contest ends on Tuesday, August 9, 2024, at 5:00 PM.

🏅 Winner Announcement: We’ll announce the lucky winners by Wednesday, August 14, in the comments. Stay tuned!�

This contest is hosted by Dominic Stricker in collaboration with McDonald's Switzerland. Note: This contest is not affiliated with Meta.

🤞 Good luck everyone! 

#atp #atptour #tennis #mcdonalds #sportsponsorship",mcdonalds_switzerland_24,0.0,caption25
You don't even need to choose between sweet and salty. It's easier than finding your OOTD!,mcdonalds_switzerland_25,0.5,caption26
A little evening camping by Léman Lake with Chicken McNuggets and my favorite sauce. Who would you share (or not) your,mcdonalds_switzerland_26,0.0,caption27
It's cool like a summer breeze. Can you guess the product?,mcdonalds_switzerland_27,1.0,caption28
The app is what you need!,mcdonalds_switzerland_28,0.5,caption29
"Hungry, short on time, but still want to enjoy your lunch? Here is my life hack.",mcdonalds_switzerland_29,0.0,caption30
"Which one is your favorite?🤤

Thanks to @sh.kurtaj and her team at the Bern Westside's McDonald’s for sharing this awesome video with us! 

#McFamilySwitzerland",mcdonalds_switzerland_30,0.0,caption31
We all need to spice up our lives.,mcdonalds_switzerland_31,1.0,caption32
Who should invite you for a Spicy McCrispy? And will they be able to handle it?🔥,mcdonalds_switzerland_32,0.0,caption33
"A little treat and a good deed: every time you eat a Heart Donut, Fr. 1.– is donated to the Ronald McDonald Foundation, which provides temporary housing for families of hospitalized children 🫶🍩",mcdonalds_switzerland_33,0.0,caption34
"🎤🔥 Get the party started before the mega star concert! McDonald's on Hohlstrasse, near Letzipark, is waiting for you",mcdonalds_switzerland_34,0.0,caption35
The biggest news of all is that the minions sneaked into the Happy Meal®!,mcdonalds_switzerland_35,0.0,caption36
Should we rename it “the International KitKat® Donut Day”?,mcdonalds_switzerland_36,1.0,caption37
"What will you choose with our Summer Deals? 

Thanks to @F.messina17 and her team at the McDonald’s Cheseaux for sharing this awesome video with us!

#McFamilySwitzerland",mcdonalds_switzerland_37,0.0,caption38
Aura +5000 if you bring the Fr. 1.- hamburgers on the Swiss game days.,mcdonalds_switzerland_38,0.0,caption39
Summer in style with the McFlurry Torino® 🕶️,mcdonalds_switzerland_39,0.0,caption40
"If hamburglar could steal @kodda.ink 's tattoo, he would!",mcdonalds_switzerland_40,0.5,caption41
To each their own style...,mcdonalds_switzerland_41,1.0,caption42
