caption,image_id,fluency,diversity
do you remember when you were little and you wanted to go to the mcdonald 's with your friends?,mcdonalds_switzerland_165,0.97330725,0.43812713
"there 's no doubt that this is the egg of the day, but is there a little bird inside?",mcdonalds_switzerland_59,0.9751854,0.43812713
what do you think will happen when you 're at the mcdonald 's after a long day at the,mcdonalds_switzerland_54,0.9701558,0.43812713
"watch the video to see the real reason why the hamburger menu is so popular 1, 2, 3,",mcdonalds_switzerland_52,0.75866765,0.43812713
it 's always nice to give back to your friends and family with a meal at mcdonald 's but,mcdonalds_switzerland_285,0.9672762,0.43812713
"do you know this mcdonald 's restaurant in switzerland as well as i do? if you do,",mcdonalds_switzerland_364,0.97905,0.43812713
have you ever wondered what would happen if mcdonald 's gave you a whole bag of mcdonald 's,mcdonalds_switzerland_273,0.9719936,0.43812713
it ‘s not always easy to tell the difference between a big mac and a big mac nachos,mcdonalds_switzerland_330,0.961066,0.43812713
do you like the new mcdonald 's menu? 🤔 🤔 🤔 �,mcdonalds_switzerland_293,0.94897705,0.43812713
"i do n't know if it 's just me, but i do n't feel like it 's",mcdonalds_switzerland_586,0.6752609,0.43812713
how many times have you visited your favorite fast food restaurant and had to wait in line? it 's so,mcdonalds_switzerland_528,0.97087777,0.43812713
"that 's why we 've got a mcdonald 's restaurant in our house, and there 's",mcdonalds_switzerland_481,0.93472916,0.43812713
it 's time to say goodbye to the mcdonald 's mcnuggets 🍔 we 're,mcdonalds_switzerland_480,0.8577941,0.43812713
"is it really so bad to want to eat at mcdonald 's? after all, it ‘ s",mcdonalds_switzerland_457,0.96907043,0.43812713
"no matter how much you want to eat at mcdonald 's on a sunday night, your friends will",mcdonalds_switzerland_448,0.9781716,0.43812713
are you interested in a job at the mcdonald 's drive-thru? we 're looking for,mcdonalds_switzerland_447,0.97752863,0.43812713
"the one who knows the song that comes in the middle of the night, the one who makes us laugh so",mcdonalds_switzerland_411,0.9726428,0.43812713
"when you know the answer to a riddle, you can also play the raffle 🤔 do you",mcdonalds_switzerland_360,0.8465663,0.43812713
today we 're celebrating the end of the school year with a special breakfast from mcdonald’ s and,mcdonalds_switzerland_395,0.9802665,0.43812713
there is no such thing as a bad deal at mcdonald 's that 's why we 've put,mcdonalds_switzerland_645,0.71606046,0.43812713
who 's the coolest mom in the family? we 're seeing a lot of you and your dog in,mcdonalds_switzerland_632,0.7084771,0.43812713
once you 've said `` you 've done it right '' you ca n't stop here 's a,mcdonalds_switzerland_625,0.46947592,0.43812713
"when i asked you if you were going to pass the test, did you know that you 're actually going",mcdonalds_switzerland_623,0.96927565,0.43812713
do you remember the good old days when you could order a mcflurry at the mcdonald 's?,mcdonalds_switzerland_596,0.97711724,0.43812713
"you do n't know what you 're going to taste but if you do , you 're going to",mcdonalds_switzerland_617,0.6648649,0.43812713
"he, he, he, he, he, he, he, he, he, he, he,",mcdonalds_switzerland_677,0.72782505,0.43812713
"there 's nothing like the taste of a big, juicy burger you 're going to have to wait a",mcdonalds_switzerland_676,0.95442814,0.43812713
who 's going to be the center of attention now that she 's at the top of the line?,mcdonalds_switzerland_673,0.9713381,0.43812713
"the chicken has the right to eat the last piece of the pizza if you 're lucky, you 'll",mcdonalds_switzerland_672,0.9632325,0.43812713
today we 're going to show you the power of the burger,mcdonalds_switzerland_668,0.9694289,0.43812713
"at the end of the video, `` it 's all about the meat, the fries and the chocolate ''",mcdonalds_switzerland_377,0.9065106,0.43812713
check out the menu for the mcdonald 's mcflurries in the mcdonald 's app for,mcdonalds_switzerland_232,0.74393183,0.43812713
"even if you 're not in the mood for a sweet treat, we all know that it 's time",mcdonalds_switzerland_234,0.98366135,0.43812713
we are celebrating the launch of the new mcdonald 's app by giving away a gift card to one lucky,mcdonalds_switzerland_242,0.94658333,0.43812713
"they 're always waiting for me to go to the airport with a ticket in my back, but i '",mcdonalds_switzerland_236,0.9681267,0.43812713
"if you 're really in love with the mcdonald 's app, you 'll know that you can",mcdonalds_switzerland_248,0.9677742,0.43812713
head to the menu in the top right of the screen and click on ' hamburger menu ' to see the,mcdonalds_switzerland_251,0.695137,0.43812713
"when you go to a mcdonald 's restaurant and order a hamburger, do you know what happens when",mcdonalds_switzerland_262,0.9711501,0.43812713
"no, no, no, no, no, no, no, no, no, no, no,",mcdonalds_switzerland_256,0.8671994,0.43812713
"well, we 're sure that you 're going to be able to tell us which mcdonald 's",mcdonalds_switzerland_230,0.9569005,0.43812713
are you ready for summer vacation? 🤔 do you remember the last time this happened? 🤔,mcdonalds_switzerland_227,0.97781074,0.43812713
"now that the weather is getting colder, you 'll want to switch to mcdonald 's mccafe",mcdonalds_switzerland_730,0.9512352,0.43812713
there 's no way you 're going to get through all those big buns without getting bored,mcdonalds_switzerland_716,0.95940876,0.43812713
you never know what you 're going to get until you open the burger menu you 'll see,mcdonalds_switzerland_714,0.9453893,0.43812713
"no matter how many times i tell you, there 's no such thing as a mcdonald 's burger",mcdonalds_switzerland_715,0.9642772,0.43812713
"do n't worry, this is how it 's really like to eat the meatball burger in real life",mcdonalds_switzerland_683,0.9296584,0.43812713
when you order the same burger for the 5th time 🍟 🍟 🍟 �,mcdonalds_switzerland_693,0.8678644,0.43812713
"it 's not a big deal if you do it at mcdonald 's, but at least it '",mcdonalds_switzerland_696,0.9737728,0.43812713
"after eating the burger, the chef 's order will be delivered to the user, and he 'll be",mcdonalds_switzerland_699,0.95158195,0.43812713
"when you try a mcflurry for the first time, you probably think, `` oh my god, this",mcdonalds_switzerland_681,0.96218824,0.43812713
"when it 's cold and dark, it 's hard to find something to eat that will make you feel",mcdonalds_switzerland_682,0.97759503,0.43812713
"do you like the mcdonald 's mcdonald 's menu? if you do, i have a little",mcdonalds_switzerland_655,0.9416517,0.43812713
if you 're a chicken mcnugget fan you 're going to be so happy when you get,mcdonalds_switzerland_746,0.95632493,0.43812713
today is the last day of the summer holidays let 's celebrate with a cup of coffee and a smile,mcdonalds_switzerland_748,0.9701236,0.43812713
"in the end, it 's the same price, no matter how many buns you eat it 's",mcdonalds_switzerland_858,0.44967875,0.43812713
what do you think about the new mcdonald 's chicken fries? 🤔 🤔,mcdonalds_switzerland_859,0.9526543,0.43812713
when it comes to the mcdonald 's mcdonald 's mcdonald 's mcdonald 's mc,mcdonalds_switzerland_768,0.88471,0.43812713
"wait, there 's another one 🍟 🍟 🍟 🍟 🍟",mcdonalds_switzerland_868,0.7594922,0.43812713
what 's the first thing that comes to your mind when you hear the word `` christmas gift ''?,mcdonalds_switzerland_902,0.97264916,0.43812713
i 'm sure that you 've all had the same experience as me when i 'm driving home after,mcdonalds_switzerland_1037,0.9586426,0.43812713
it 's hard to choose just one meal at mcdonald 's but it 's even harder to choose,mcdonalds_switzerland_1056,0.9656266,0.43812713
"when there 's a mcdonald 's in a city, there 's a good chance that there will",mcdonalds_switzerland_1132,0.96241033,0.43812713
what if we turned off the fries at the mcdonald 's restaurant? what would you do?,mcdonalds_switzerland_1138,0.9776397,0.43812713
can you guess where this mcdonald 's is located? let us know in the comments if you know the,mcdonalds_switzerland_1168,0.6349069,0.43812713
"if you 're in need of a cup of tea, this is what i 'm talking about",mcdonalds_switzerland_1196,0.9722449,0.43812713
it 's not just about the mcdonald 's sauce it 's about the power of the fry cook,mcdonalds_switzerland_1197,0.9549001,0.43812713
what 's more important to you - your food or your family? this is what happens when you join the,mcdonalds_switzerland_1203,0.97817117,0.43812713
"every time you order a mcdonald 's coffee, it 's going to taste so good because it '",mcdonalds_switzerland_1209,0.96448696,0.43812713
"once you 've eaten the burger, you 'll know what 's best for you even if you '",mcdonalds_switzerland_1215,0.95202076,0.43812713
i 'm happy that so many people are volunteering their time to help the children at the playground,mcdonalds_switzerland_1219,0.9817817,0.43812713
"if you want to get closer to the big one, this is your lucky day it 's time to get",mcdonalds_switzerland_1591,0.9464687,0.43812713
"do you know who the new queen is? if you do n't, i 'm afraid i 'll",mcdonalds_switzerland_1612,0.9334031,0.43812713
"you, you, you, you, you, you, you, you, you, you, you,",mcdonalds_switzerland_1656,0.71565306,0.43812713
"there 's no way you 're going to make it to the end of the bottle, so",mcdonalds_switzerland_1842,0.97235143,0.43812713
i 'm sure everyone who 's ever eaten at mcdonald 's has looked like this at the end,mcdonalds_switzerland_1871,0.9209735,0.43812713
"every time you eat a mcdonald 's apple pie, this is the kind of girl who would eat it",mcdonalds_switzerland_1882,0.95787144,0.43812713
"`` i 'm in love, but there 's no one to give me a hug, so i decided",mcdonalds_switzerland_1883,0.9634967,0.43812713
"`` i 'm sorry, but i 'm here to help you, but i 'm not able to",mcdonalds_switzerland_1886,0.9600753,0.43812713
"i 'm so happy i 'm going to put some money in the bag, and i 'm going",mcdonalds_switzerland_1904,0.97388047,0.43812713
did you know there 's a mcdonald 's in every city? that 's why we 're,mcdonalds_switzerland_1934,0.95037884,0.43812713
i do n't know if it 's cold or not but i do n't want to be in the,mcdonalds_switzerland_1948,0.6295061,0.43812713
"yes, this is what i 'm going to do to you when i came back home",mcdonalds_switzerland_1962,0.96950454,0.43812713
"i 'm going to put my child in this chair, and i 'm going to call it the child",mcdonalds_switzerland_1985,0.94064254,0.43812713
how cool is it to celebrate the arrival of christmas with your loved ones with the arrival of the mcdonald,mcdonalds_switzerland_2001,0.93545806,0.43812713
"have you ever wondered if you 've got a secret love for mc donald 't worry, it '",mcdonalds_switzerland_2006,0.4013102,0.43812713
"we 're all guilty of doing it from time to time, but we 're also guilty of not using",mcdonalds_switzerland_2014,0.95925313,0.43812713
"watch out, there 's a big reward at the end of the mcdonald 's big mcdonald '",mcdonalds_switzerland_2016,0.6534084,0.43812713
i 'm always happy when there 's a mcdonald 's on my way home i 've got,mcdonalds_switzerland_2020,0.8602262,0.43812713
look at me i 'm sorry i do n't know how i can help you but i do n't,mcdonalds_switzerland_2025,0.51169163,0.43812713
"if you 're going to get married this month, you 're going to get a call from me soon",mcdonalds_switzerland_2026,0.97416097,0.43812713
"now that you 've seen how much better you look when you 're sitting next to the dinner table,",mcdonalds_switzerland_2031,0.9741155,0.43812713
that 's what happens when you eat at mcdonald 's for three days what do you think?,mcdonalds_switzerland_2032,0.93767655,0.43812713
it 's like that when you eat the steak that 's on the bone it 's just like the,mcdonalds_switzerland_2035,0.7639674,0.43812713
"so, now you know how to order the mcdonald 's coffee? ''",mcdonalds_switzerland_2039,0.883039,0.43812713
this is what happens when you order a mcdonald 's coffee with your favourite football player - and thanks to,mcdonalds_switzerland_2041,0.95031023,0.43812713
"for the first time, they 'll see your name in the store, and it 's always the same",mcdonalds_switzerland_2042,0.95652056,0.43812713
"it does n't matter how you eat it, it 's always going to come out like this",mcdonalds_switzerland_2043,0.84637654,0.43812713
"no matter how many times you eat it, you 're going to taste the taste of the ketchup and",mcdonalds_switzerland_2044,0.97740376,0.43812713
"i 'm not sure who 's responsible for this, but i 'm sure you 're not the",mcdonalds_switzerland_2045,0.9700219,0.43812713
"even if you 're not a fan of the sweet drink, you 're going to want to try it",mcdonalds_switzerland_2050,0.97285426,0.43812713
"and now, i 'm going to ask you to come home and sit in the car and listen to a",mcdonalds_switzerland_2052,0.94815856,0.43812713
"now that you 've decided to sit in the restaurant, you 'll be able to choose the amount of",mcdonalds_switzerland_2054,0.9642494,0.43812713
i 'm sure you 'll enjoy this drink as much as i 'm enjoying the one i 'm,mcdonalds_switzerland_2064,0.9446138,0.43812713
"if you did n't take your son to the store for a week, he 'd be dead by now",mcdonalds_switzerland_2065,0.9066235,0.43812713
it 's a new experience for me '' `` i 'm so happy that i 'm wearing the ``,mcdonalds_switzerland_2069,0.8421964,0.43812713
