image_id,caption,fluency,diversity
sonicdrivein_1307,"dear santa,

all i want for christmas is a sonic gift card, thank youuuuuuuu.

love,
hungry",0.81437665,0.5296938
sonicdrivein_1528,"rev your engines because the @fayetteville_z_club is ready to roll out! 🚘 this import car club takes their meetups to sonic summer nights to show off their rides while sipping on 1/2 price floats. 😋
-
the eclectic bunch is made up of active military members and even moms who all share a ❤️of car culture. #mysonicsummer",0.7016315,0.5296938
sonicdrivein_1863,"these hot dogs are heatin’ up, just like this deal. 🔥",0.84452426,0.5296938
sonicdrivein_1733,here’s the deal: you bring your tots and we’ll bring ours! 👨‍👩‍👧‍👦 tag #thisishowisonic and you might be featured like,0.43598136,0.5296938
sonicdrivein_277,100000% certain these two are meant to be 🥲,0.8793459,0.5296938
sonicdrivein_262,"“a sonic run is in order rn” - me everyday, all the time, no matter what im doing",0.26688766,0.5296938
sonicdrivein_1350,our oreo® a la mode has no bad angles. 📸: @eatingatx,0.76834494,0.5296938
sonicdrivein_1783,"national ice cream day to-do list: grab all the sweet treats. 😝 tag your crew and head to sonic.

#sonic #icecream #🍦#nationalicecreamday",0.8199785,0.5296938
sonicdrivein_1965,"dream life: at the end of every rainbow, there is a delicious slush. #slush #nom #thirsty #delicious",0.89781934,0.5296938
sonicdrivein_872,sometimes our menu needs pairing up like zodiac signs. ♎,0.8265694,0.5296938
sonicdrivein_905,"don’t worry, try another 2 for next time. 😌",0.6503112,0.5296938
sonicdrivein_1629,"the heart wants what it wants. lots and lots of cheeseburgers.
ours are half-priced all day tomorrow.

single-patty cheeseburgers only. no limit. tax not included. add-ons cost extra. cannot be combined with other offers. offer valid tuesday, 6/6/17, at participating sonic drive-ins while supplies last.",0.37338543,0.5296938
sonicdrivein_1037,fresh air and fresh drinks. join a sonic crew today. #howwesonic,0.8240656,0.5296938
sonicdrivein_1686,"burritos. burgers. dogs. wings. tots. if you can’t choose one, choose them all.",0.95855564,0.5296938
sonicdrivein_1823,tag the friend who’d be your wingman any time. then bring ‘em to sonic tomorrow for ½ price boneless wings.6 & 12 piece boneless wings only. tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 05/5/16 at participating sonic drive-ins while supplies last.,0.18781117,0.5296938
sonicdrivein_314,slush machine is packed & we’re headed to centeroo. ✌🏼🌸✨👽#seeyouatbonnaroo,0.6834445,0.5296938
sonicdrivein_1595,that feeling when you make it to sonic happy hour just in time for a mango iced tea! 😛,0.8867561,0.5296938
sonicdrivein_1688,50¢ corn dogs and ice-cold drinks go together like road trips and best friends. tag the crew you’re heading to sonic,0.8980365,0.5296938
sonicdrivein_2233,"check out this cute pumpkin, and then go to sonic and check out a corn dog!",0.9453673,0.5296938
sonicdrivein_1931,the taste of warmer days is only a bite away with a footlong quarter pound hot dog and tots for $3.99. #sonic #tbt #flqp #🌭,0.73357344,0.5296938
sonicdrivein_1140,here’s a pirate filled with sweet treasure. 🍬 download the blast cupstumes with the link in bio to make your trick or treat blasts even spookier. 🎃,0.4427633,0.5296938
sonicdrivein_917,"every talent takes practice, even tot-catching. 🙌 tag @agt @sonicdrivein and use #sonictalentchallenge to showcase your talent at the drive-in. 

watch america’s got talent tuesdays & wednesdays 8/7c on nbc.",0.8940187,0.5296938
sonicdrivein_1601,making it to happy hour 2 mins before it ends is an art! 💪,0.7803948,0.5296938
sonicdrivein_750,"introducing nico, josh and layne🤘🎸fun fact: we feature real life sonic customers like these three friends (and band mates) in our commercials. be on the lookout for some more behind-the-scenes footage. 👀",0.9124068,0.5296938
sonicdrivein_1910,"today only, knock out winter chill with a hot deal on 50¢ grilled cheese at sonic. please mention when ordering. limit 5. tax & add-ons extra. only on 12/30.

#cheesy #grilledcheese #sonic #winterwarme",0.33951086,0.5296938
sonicdrivein_2010,"the best part of making your own ""super breakfast toaster"" is the extra side of toast at the end. #sonicdiy #sonic #yum",0.8566163,0.5296938
sonicdrivein_1981,it's #nationalhotdogday! celebrate the right way with a $1 premium beef chili cheese coney or all american dog.* #merica,0.79431415,0.5296938
sonicdrivein_1178,"each week, discover a new spotify playlist inspired by a sonic drink! this week is blue raspberry, a sour playlist that",0.9149836,0.5296938
sonicdrivein_1459,sonic summertime dreaming. 💭are you ready for some summer sun at the drive-in? ☀️ 📸: @xoaleeeee,0.80652016,0.5296938
sonicdrivein_843,"‘tis the season of giving gifts. 🎁 what sonic swag would you bundle up, for the sonic lover in your life?",0.7300723,0.5296938
sonicdrivein_2013,experimenting with mind-blowing flavor combinations is just another day at the sonic offices. #sonic #slush #yum #😍 #🍬,0.9169506,0.5296938
sonicdrivein_560,what should we name our fantasy team?,0.933624,0.5296938
sonicdrivein_539,tell all your pup friends that you can order a free wag cup with any app purchase all oct.,0.19621794,0.5296938
sonicdrivein_1704,melty cheese meets toasty bread—a true match made in heaven. stop into sonic for 50¢ grilled cheese on 12/21 🧀🍞❤️ limit 5. mention when ordering. tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 12/21/16 at participating sonic drive-ins while supplies last,0.16893362,0.5296938
sonicdrivein_840,get a free route 44 drink with purchase when you use the code jass444 in the sonic app. 🥤 #sonicroute444 #sonicdrivein,0.81295747,0.5296938
sonicdrivein_1598,how cool are these cups and bags designed by @tadcarpenter? head to sonic for a treat that tastes like summer in a cup!,0.78370386,0.5296938
sonicdrivein_1226,"hey class of 2020! tag @sonicdrivein in a post of your senior car decor with #sonicgradsweepstakes and you could get some limited edition swag or even a $1,500 valuedictorian scholarship! plus, if you stop by in the afternoon through 5/27, we’ll be bumping graduation tunes in your honor!
no purchase necessary. 16+, grad hs seniors ends 5/27. rules/eligibility: link in bio.",0.47010943,0.5296938
sonicdrivein_1840,we’re feeding your feed with this dulce de leche square shake. get a new creamery shake in the same flavor 1/2 price after 8 pm at sonic. #squareshakes #shakebreak,0.6108676,0.5296938
sonicdrivein_2209,"we watched with sadness as monday's tornado struck moore, ok, just a few miles from sonic hq.",0.9548176,0.5296938
sonicdrivein_795,we leave our tiktok alone for a second … 🔥 #sonicdrivein #music #freestylerap #craving,0.78836066,0.5296938
sonicdrivein_1248,"no matter where teachers' desks may be, they go above and beyond to #keepkidslearning! we donated $500k, and you can",0.884337,0.5296938
sonicdrivein_2190,double your love for @netfeather's entry into our #doubledogdare yet? just use the hashtag and tag @sonicdrivein to,0.66583675,0.5296938
sonicdrivein_1463,wishing you a day of sweetness! which one of our treats do you ❤️ most?,0.8149229,0.5296938
sonicdrivein_1638,two is always better than one...especially at sonic. grab two drinks at happy hour at half the price to double your,0.503443,0.5296938
sonicdrivein_135,"get in losers, new holiday merch is here ✨ ",0.23821639,0.5296938
sonicdrivein_778,sounds like a good excuse to have a double stuf oreo® waffle cone.,0.9249756,0.5296938
sonicdrivein_504,want to get this for ½ price? open the app > go to soft drinks > sprite > peach > mango > real lemons,0.63261724,0.5296938
sonicdrivein_932,our sonic cups are perfect for keeping your drinks extra cool. #thisishowwesummer,0.75956833,0.5296938
sonicdrivein_1866,get a lil wild with an unexpected combo that’s surprisingly delightful. catch a taste of our new wildberry lavender,0.8964255,0.5296938
sonicdrivein_1012,"warm chili and cheese goodness, crispy fried onion crunch, and allllll of the southwest flavor we could pack on top of our 100% all beef patty. try a twisted texan cheeseburger or footlong coney today.

try one at 1/2 price when you order online or in the sonic app.",0.79374105,0.5296938
sonicdrivein_1152,it’s national mozz stick day! we recommend taking a 5-minute cheese stretch once in awhile. 🧀😋,0.90410304,0.5296938
sonicdrivein_2128,"thinking of ditching your resolution? never! unless your resolution is ""to give up eating delicious food."" in that case, give that up immediately!! #ditchyourresolutionday",0.88692045,0.5296938
sonicdrivein_991,"can’t 👀 look 👀 away! sonic’s all-new bursting bubbles slushes will mesmerize you with every sip. 

*bursting bubbles are not suitable for children 3 years or under due to possible choking hazard. limited time only at sonic drive-ins.",0.47452384,0.5296938
sonicdrivein_1300,fritos® chili cheese jr. wraps are back?!!? *cue cheese pull*,0.82805485,0.5296938
sonicdrivein_1264,planning my sonic road sip through louisiana right now... any other stop suggestions?,0.4419696,0.5296938
sonicdrivein_903,sign me up for some double trouble. 🍔🍔 #nationaldoublecheeseburgerday,0.84357107,0.5296938
sonicdrivein_951,"red, white, & blue have never looked this good. 😍",0.88350874,0.5296938
sonicdrivein_1934,give thanks for your crew. tag 'em to share the love. #sonic #friendsgiving #ultimatechickensandwich #🙌,0.8243764,0.5296938
sonicdrivein_505,test your circle. bring up steak butter bacon cheeseburgers.,0.93176186,0.5296938
sonicdrivein_772,put your knowledge to the test with our sonic crossword! comment below all the words that you can guess👇,0.8721285,0.5296938
sonicdrivein_1869,get more crunch for less green when our premium jr. deluxe cheeseburgers are just 89¢ this wednesday.,0.6078579,0.5296938
sonicdrivein_788,who’s a good boy? you are! 🐶,0.9454691,0.5296938
sonicdrivein_1689,"on february 1st, give your squad a reason to celebrate. bring them each a 50¢ corn dog from sonic for best friends day.",0.97346276,0.5296938
sonicdrivein_1380,we only roll with the best. one of these talented carhops will win the coveted sonic skate off title! who will it be?! 🤔,0.9219843,0.5296938
sonicdrivein_1887,roll out with our regular breakfast burrito and green mountain coffee in under 2 minutes.,0.8634671,0.5296938
sonicdrivein_1286,we’re big fans of tender moments! 😉 text delish to 876642 to get 1/2 price 3 or 5 piece crispy tenders all day 2/6!,0.07079292,0.5296938
sonicdrivein_1172,📣 our fall voting campaign is back to help public school teachers! kick it off with a large drink or slush offer with,0.5156639,0.5296938
sonicdrivein_1892,"celebrate groundhog day tomorrow with a deeelish deal: ½ price cheeseburgers.

single-patty cheeseburgers only. tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 2/2/16 at participating sonic drive-ins while supplies last.

#sonic #cheeseburger #🍔",0.8041376,0.5296938
sonicdrivein_634,which type of person are you?🍦🍨 #nationalicecreamday,0.8869078,0.5296938
sonicdrivein_462,"⚠️flash warning⚠️ but  why is this such a vibeeee? get our limited edition midnight tumbler on sonicswagshop.com🥤#nye #sonictumbler""",0.62778133,0.5296938
sonicdrivein_776,who needs a phone when you got a double stuf oreo® waffle cone?,0.8210792,0.5296938
sonicdrivein_1639,"sharing is caring so grab the crew for crispy, golden 50¢ corn dogs all day today. good things come to those who sonic.",0.3311972,0.5296938
sonicdrivein_1734,spice up your day with the new sonic fiery ultimate chicken sandwich. then cool it down with a refreshing vanilla lime dr pepper.,0.97370183,0.5296938
sonicdrivein_1914,"a deal worth shouting about: 50¢ grilled cheese at sonic, all day this wednesday. please mention when ordering. limit 5. tax & add-ons extra. only on 12/30.

#cheesy #grilledcheese #sonic #winterwarmer",0.38427845,0.5296938
sonicdrivein_204,gotta try it before someone catches the mistake!!,0.894321,0.5296938
sonicdrivein_331,school's out!! remember to tag us in your prom & grad photoshoots at the drive-in so we can join in the fun 🤩,0.91604984,0.5296938
sonicdrivein_2125,pretty please with a cherry on top! #icecreamsocial,0.74757,0.5296938
sonicdrivein_1662,"our golden, crispy corn dogs are 50¢ tomorrow all day long, and that’s something we can all cheers to. tag a friend",0.8929305,0.5296938
sonicdrivein_2024,a little messy. a lot delicious. #sonicdiy #😍,0.8569408,0.5296938
sonicdrivein_1212,summer’s got lemonberry slush float on my mind. 🍓🍦🍋 sound on for some slush vibes! 🔉,0.24128798,0.5296938
sonicdrivein_2094,"#repost from @superjuiceokc - ""if you build it, they will come."" thanks, @myriad gardens for partnering on",0.6411782,0.5296938
sonicdrivein_821,"a plan where sonic customers win, and hunger pains lose.",0.923689,0.5296938
sonicdrivein_669,"turn up the fun with our new sour patch kids slush float. #funnersummer sour patch kids is a trademark of mondelēz international group  used under license. mobile ordering available at select locations; hours may vary. $2.99 is for medium size only. limited time only at participating sonic® drive-ins. ™ & © 2022 america’s drive-in brand properties llc.""",0.5454555,0.5296938
sonicdrivein_1596,raise your hand if you use ketchup or mustard to write things on your hot dog 🙋,0.8926298,0.5296938
sonicdrivein_849,"when you think of these months at the drive-in, you think of … ? 📅",0.93892455,0.5296938
sonicdrivein_1880,"tomorrow at sonic, it’s all about the washingtons. come snag $1 hot dogs all day.  #sonic #hotdogs #🌭",0.8058085,0.5296938
sonicdrivein_1090,our items are leveling up! 🎮 which item would you want in a fight? 👾,0.9456368,0.5296938
sonicdrivein_430,ok now what if we put them together………..,0.5020349,0.5296938
sonicdrivein_973,think you can do it all? ✅,0.90962696,0.5296938
sonicdrivein_1858,"it’s about time you snuck in. give your tastebuds the vip treatment with the ultimate chicken club, made with premium",0.42707866,0.5296938
sonicdrivein_1961,variety is the slush of life. #nom #thirsty #slush #sonic,0.8559918,0.5296938
sonicdrivein_954,"1, 2, 3, 4!
we want slushes, drinks, and more! 

#thisishowwesummer",0.7866278,0.5296938
sonicdrivein_925,"🚨 it’s nerf® or nothing at the drive-in! 🚨 complete your nerf® collection when you order a wacky pack® kids meal and get ready for battle!

nerf® is a trademark of hasbro used with permission.",0.76128894,0.5296938
sonicdrivein_1258,"the cheese is back! 🧀mark your calendars for thursday, march 26! 
you can use the sonic app for contactless ordering and payment or simply place your order at the drive-in for this deal.

limit 5 per customer. tax not included. includes 4 pc. (small) mozzarella sticks. valid only on thursday, march 26, 2020, at participating sonic® drive-in locations while supplies last. not good in conjunction with combos or any other offers. not valid with third party delivery services. tm & © feb 2020 america’s drive-in brand properties llc",0.75337815,0.5296938
sonicdrivein_69,"sometimes when we work on our assignments, genius strikes",0.9603523,0.5296938
sonicdrivein_1791,"two halves make a whole. a whole lotta deliciousness. our cones are 1⁄2 price for ice cream cone day, tomorrow at sonic.

tax not included. add-ins cost extra. cannot be combined with other offers. offer valid 07/07/16 at participating sonic drive-ins while supplies last.

#sonic #icecream #🍦#icecreamconeday #treatyoself",0.33850425,0.5296938
sonicdrivein_1552,"“it’s more environmentally friendly, better for you and of course, above all, delicious.” - scott uehlein, vp product",0.885539,0.5296938
sonicdrivein_2070,the (corn) dog days are not over.,0.9600945,0.5296938
sonicdrivein_1712,"you know what's more delicious than full price drinks? 1/2 price drinks. enjoy america's happy hour℠ at sonic, everyday",0.3490966,0.5296938
sonicdrivein_1841,this square shake is modeled after sonic's vanilla bean creamery shake. it’s layered with likes. add your like now and take a #shakebreak with 1/2 price shakes after 8 pm. #squareshakes,0.7104004,0.5296938
sonicdrivein_955,you have to choose: cup or cone? 🍦🍨 #nationalicecreamday,0.7268211,0.5296938
sonicdrivein_1146,it’s cuffing season. 👀 pair these items together for a unique sonic date. 💕,0.8706541,0.5296938
sonicdrivein_2112,"hey, central ok! eat at sonic on thursday, 2/20, between 6-11 and we will donate 10% of sales to calm waters. then,",0.57292795,0.5296938
sonicdrivein_2031,"👨: to me, you're perfect. 👩: ...babe.👨",0.86965483,0.5296938
sonicdrivein_1935,shake up your typical lunch with the juicy ultimate chicken sandwich. #sonic #lunch #weekend,0.9359172,0.5296938
sonicdrivein_1049,slush serenade is back! we’re calling this new one “lemon drop”. stream it on our soundcloud! 🍋🍋,0.9154888,0.5296938
sonicdrivein_80,just know we are very proud of this one,0.9347637,0.5296938
sonicdrivein_690,don't keep mom from her emotional support ice.,0.5808597,0.5296938
sonicdrivein_280,something lite with main characters of the moment #zodiac,0.21377204,0.5296938
sonicdrivein_2224,have you planned ahead for your minty shake break at sonic tomorrow? half price shakes all day including our seasonal,0.6370124,0.5296938
sonicdrivein_2203,how many times will we see you today?,0.970721,0.5296938
sonicdrivein_2156,have a friend who needs a smile? share a cheesecake bite!,0.94835716,0.5296938
sonicdrivein_196,"wake up, it’s the first of the month",0.9484379,0.5296938
sonicdrivein_588,who knew you could love a little bubble so much??,0.8577252,0.5296938
sonicdrivein_1740,so your week was a mixed bag? we’ve got just the thing to put it over the top. 🎉,0.51292545,0.5296938
sonicdrivein_1752,hit the open road this weekend with a sonic slush and your favorite partner-in-crime.,0.9483292,0.5296938
sonicdrivein_797,what better way to celebrate #nationalmilkday than to sip on a shake! 🥛,0.9024006,0.5296938
sonicdrivein_2222,"the sonic groundhog is up and at it again! in addition to seeing 1/2 price footlongs in your future, he's making",0.82911783,0.5296938
sonicdrivein_1277,"$1 hot dogs comin’ in hot! swing by thursday, february 27 for this 🔥deal! *tax not included. see menu for details. offer valid only on february 27, 2020 at participating sonic® drive-in locations.",0.5471641,0.5296938
sonicdrivein_2177,how are you celebrating #nationalsmileweek? our tots are having a great time bringing joy to all who meet them.,0.9385555,0.5296938
sonicdrivein_2086,the mystery disappearing slush is coming and you can only get it by visiting sonic on 8/21. check out the link in our bio for more details. and more trinicorns.,0.84554976,0.5296938
sonicdrivein_2208,today is the day! $.50 corn dogs all day at sonic!,0.69018745,0.5296938
sonicdrivein_1750,what's better than football & wings? nothing. get your bogo boneless wings today.,0.7940166,0.5296938
sonicdrivein_706,"this is perfect, perfect, perfect ✨",0.9231067,0.5296938
sonicdrivein_962,it is getting hot 🥵 and we have to cool down anyway we can. 🏊,0.9396504,0.5296938
sonicdrivein_1923,"they don’t call ‘em hot dogs for nothin’. warm up for the winter solstice with ½ price footlong quarter pound hot dogs, all day on 12/17.",0.5040001,0.5296938
sonicdrivein_1101,2020 was a year filled with amazing music: listen to our spotify playlist for the top hits and underrated bops! 🎧🎉,0.7974873,0.5296938
sonicdrivein_1043,"want to be featured on our next board? tag us in your photo enjoying sonic, and you might be pinned 📌next.",0.81275433,0.5296938
sonicdrivein_1661,"it’s the weekend and we can’t stop smiling either, @juliarmartin_ 😬",0.71416086,0.5296938
sonicdrivein_1164,"each week, discover a new spotify playlist inspired by a sonic drink! want a lil’ sunshine? then brighten up your day",0.9460155,0.5296938
sonicdrivein_2052,"eat your heart out, candy board games. ",0.46238413,0.5296938
sonicdrivein_346,ai can understand a lot but it can’t understand game 💅 just sayin’,0.23860174,0.5296938
sonicdrivein_313,do you drink red bull slush to work or work to drink red bull slush? #wfhlife #middaybreak #lunchbreak,0.8017882,0.5296938
sonicdrivein_2114,wr cannot tell a lie - already had hot dogs for breakfast and lunch. probably will head back for dinner and maybe,0.3469979,0.5296938
sonicdrivein_1789,"with the $5 sonic boom box, you can snag all your faves without breaking the bank.#sonic #hotdog #cheeseburger #teamtots #teamfries #boombox",0.8267508,0.5296938
sonicdrivein_2014,all you need to survive is a little #👄 #🎤 #📺 and #🍦. #lipsyncbattle,0.7974298,0.5296938
sonicdrivein_1174,sonic® and slime™ make a real good time. play with the nickelodeon slime™ toys when you order a wacky pack® kids meal! 🤪,0.87487304,0.5296938
sonicdrivein_1151,"our red button’s swingin’ on by! they love the monkey bars, but the red button can’t wait to hang out with their wacky pack friends. who will we see next? 🤸",0.89505696,0.5296938
sonicdrivein_1183,need a lil’ romance? we’ve got your back for some fresh date-night fun. 💞,0.8826906,0.5296938
sonicdrivein_1904,"oh, we’ve got buns, hun. they’re toasted golden, with 100% beef patties and all the fixins' in between.

and these jr. deluxe cheeseburgers are only 79¢ all day today, 1/14.

please mention when ordering. limit 5. tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 1/14/16 at participating sonic drive-ins while supplies last. 

#sonic #🍔 #✨",0.55744874,0.5296938
sonicdrivein_1640,"grab a friend or two for a corn dog or five. it doesn’t matter who you bring, just get them to sonic for 50¢ corn dogs",0.5335966,0.5296938
sonicdrivein_1162,"we’re feeling a lil’ blue, so here’s a slush serenade remix for you, slowed down with a splash of reverb. how’re you feeling today? 💖",0.95008516,0.5296938
sonicdrivein_1994,a letter so good they had to say it twice. #mmblast #sonic #yum #icecream #🍦,0.8875015,0.5296938
sonicdrivein_1154,we went back in time to find our sonic items as works of art. 🎨 which artists reimagined our menu? 🖼️,0.8694561,0.5296938
sonicdrivein_65,we're just two single moms who work one job!,0.9607161,0.5296938
sonicdrivein_837,our route 444 cooler has traveled all over to see fans go big! what drink would you put in a #sonicroute444 ? #sonicdrivein #route44,0.6724456,0.5296938
sonicdrivein_1921,leave the big guy the treat he really wants.,0.97019124,0.5296938
sonicdrivein_842,get a free route 44 drink with purchase when you use code sloane444 in the sonic app. 🥤 #sonicroute444 #sonicdrivein,0.7837492,0.5296938
sonicdrivein_389,"the perfect drink to sip while watching the grease: rise of the pink ladies premiere doesn’t exi-channel your inner pink lady in the sonic app 💁‍♀️ sprite 👉 add cherry 👉 add vanilla 👉 add cream watch grease: rise of the pink ladies april 6 on paramount+! © 2023 paramount pictures. all rights reserved. paramount pictures  grease: rise of the pink ladies and all related titles  logos and characters are trademarks of paramount pictures.""",0.8716788,0.5296938
sonicdrivein_1760,hit refresh and escape to paradise with flavors like piña colada and strawberry daiquiri. experience one of our new island breeze frozen drinks today 🏖,0.7300903,0.5296938
sonicdrivein_1882,"happy valentine's day! celebrate with 2 can dine for $9.99, where you and your sweetheart both get what you want.",0.5183757,0.5296938
sonicdrivein_461,our limited edition midnight tumbler inspired by those sonic nights. 🌙 only available at sonicswagshop.com,0.9211041,0.5296938
sonicdrivein_1673,stop by sonic and gear up for a weekend adventure. ,0.9575792,0.5296938
sonicdrivein_1167,let’s play couples bingo! get 5 in a row and treat your partner to a delicious shake! 🥤,0.9238957,0.5296938
sonicdrivein_1169,"each week, discover a new spotify playlist inspired by a sonic drink! this week, a hype playlist that’s ready to pop. 🍇 ",0.8911078,0.5296938
sonicdrivein_2079,congratulations to all the classrooms who received funding in week 1 of @sonicdrivein’s limeades for learning! make sure,0.91147393,0.5296938
sonicdrivein_1682,four flavors. four tasteful performances. one award-winning price. grab any footlong coney with tots for only $3.99 at sonic.,0.33202896,0.5296938
sonicdrivein_1238,"it’s almost #teacherappreciationmonth! teachers need our help right now, so we’ve donated $1m for teachers and their",0.89150715,0.5296938
sonicdrivein_993,"we’re taking our bursting bubbles on the road! first stop: oklahoma city! 💫 find us at scissortail park, on june 16th from 12 - 8pm.",0.7321135,0.5296938
sonicdrivein_1940,"congrats on the win, @easymoneysniper. keep the #wings coming! link to full video in profile.",0.78317606,0.5296938
sonicdrivein_2169,celebrate national back to work day with sonic! 1/2-price breakfast burritos on tuesday. all. day.,0.7644563,0.5296938
sonicdrivein_1027,meet jenna & zack - former coworkers at sonic. these two fell in love with their jobs... and each other. they've been,0.93190914,0.5296938
sonicdrivein_1282,who needs fancy when you know their favorites?,0.9521512,0.5296938
sonicdrivein_1465,"“hold my drink, this is my song!” what’s your #1 song to listen to at the drive-in? 🚘🎶 📸: @aubreysatticco",0.78238076,0.5296938
sonicdrivein_2080,vote for local teacher projects to earn sonic limeades for learning funding! head to limeadesforlearning.com and pick a,0.84471494,0.5296938
sonicdrivein_1968,brighten up your monday with a nerds* slush. #truth #yum #slush,0.8038556,0.5296938
sonicdrivein_660,don't sleep on the new sour patch kids slush float 🍉🍦,0.90400696,0.5296938
sonicdrivein_1095,a kiss on the cheek just as sweet as our drinks. 🥰🥰,0.908812,0.5296938
sonicdrivein_1001,"so many choices, all of them delicious. 😋 use our flow chart to figure out your craving. 📈",0.9199639,0.5296938
sonicdrivein_1430,"we’ve got a red bull® drink for every groove. try the new red bull® slush, cherry limeade red bull® slush or sip",0.60744035,0.5296938
sonicdrivein_1194,the cheesiest of peppers are coming your way! 🧀🌶️ text hooray to 876642 to get $1.49 small ched ‘r’ peppers!,0.2421268,0.5296938
sonicdrivein_1826,go dog go! hightail it to sonic for an unstoppable deal at america’s hot dog headquarters. snag $1 hot dogs made with premium beef all day tomorrow.limit 5. mention when ordering. includes only 6-inch chili cheese coney and all-american hot dogs. tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 04/28/16 at participating sonic drive-ins while supplies last.#sonic #hotdog #🙌 #hotdoghq,0.4603417,0.5296938
sonicdrivein_2044,"brb: ""delicious"" is being made in the sonic test kitchen.",0.9533728,0.5296938
sonicdrivein_1266,another deal you can’t miss! text delish to 876642 to get $1.99 footlong chili cheese coneys all day on 3/5! limit 5. ,0.16141517,0.5296938
sonicdrivein_1633,"cheeseburgers are happiness held together by toasty buns. grab your crew tonight and every tuesday 5pm to close for our mouthwatering half-priced cheeseburgers at sonic family night. you go with sonic like a burger and its bun.

single-patty cheeseburgers only. no limit. tax not included. add-ons cost extra. cannot be combined with other offers. offer valid tuesdays at participating sonic® drive-ins while supplies last.",0.5045373,0.5296938
sonicdrivein_482,when the food isn’t the only thing that’s coming in hot. order your winter swag at sonicswagshop.com 🎄,0.83523685,0.5296938
sonicdrivein_1297,"a #3, cherry limeade with a side of drama, kicking off 2020 just right. where’s your nearest drive-in theater? 🎥",0.7652975,0.5296938
sonicdrivein_1122,"lights are up: december, we’re ready for you. 🎄👀",0.87228286,0.5296938
sonicdrivein_486,i love the taste of hypocrisy in the morning.,0.98047274,0.5296938
sonicdrivein_408,the most important messages are quick to type.,0.971387,0.5296938
sonicdrivein_1865,…is don’t talk about the 🆕 ultimate chicken club—unless you tell all your friends. then get your hands on this brioche,0.761811,0.5296938
sonicdrivein_645,where we get our ice. it's chill.,0.8638112,0.5296938
sonicdrivein_1415,the good times keep stacking up at the drive-in. sandwich a little sonic between all your summer fun. 🤠,0.8834577,0.5296938
sonicdrivein_712,was a mood. still a mood. ,0.8006323,0.5296938
sonicdrivein_633,asking the crowd! where would you take your customized cup?,0.9270697,0.5296938
sonicdrivein_1047,"solve our mystery! we found this riddle at the drive-in, but we’re stuck on the answer. what could it be? 🕵️",0.9528679,0.5296938
sonicdrivein_2158,"""you may say i'm a dreamer, but i'm not the only one."" happy birthday, john lennon.",0.97674733,0.5296938
sonicdrivein_2235,"and, the gold medal goes to  the greenbrier gold diggers of greenbrier, tn! 1st place team medal in the dr pepper sonic",0.53412586,0.5296938
sonicdrivein_1538,talk about dinner goals. what’s in your ideal sonic dinner spread? 📸@swaveyhippy.,0.8492551,0.5296938
