g_fc_loss,g_con_loss,g_unc_loss,d_con_r2f_loss,d_con_f2r_loss,d_con_f_loss,d_con_m_loss,d_unc_r_loss,d_unc_f_loss,d_unc_m_loss,,
0.010986328,0.216796875,0.247070313,0.209960938,0.203125,0.243164063,0.75,0.625,0.240234375,0.66015625,,21.11111111
0.010375977,0.208007813,0.243164063,0.205078125,0.19921875,0.240234375,0.80078125,0.62890625,0.255859375,0.65625,,21.74117647
0.012084961,0.208984375,0.275390625,0.212890625,0.201171875,0.228515625,0.79296875,0.64453125,0.23828125,0.6640625,,20.04040404
0.01385498,0.212890625,0.2578125,0.206054688,0.202148438,0.271484375,0.828125,0.62109375,0.251953125,0.66015625,,16.98678414
0.028564453,0.20703125,0.29296875,0.215820313,0.201171875,0.265625,0.7578125,0.65625,0.243164063,0.671875,,8.752136752
0.011047363,0.212890625,0.25,0.203125,0.200195313,0.248046875,0.78125,0.64453125,0.229492188,0.66796875,,20.95027624
0.010742188,0.215820313,0.30859375,0.211914063,0.19921875,0.22265625,0.734375,0.6640625,0.263671875,0.6640625,,24.40909091
0.010498047,0.22265625,0.267578125,0.20703125,0.201171875,0.2421875,0.84375,0.640625,0.201171875,0.66796875,,23.34883721
0.013183594,0.212890625,0.26953125,0.205078125,0.200195313,0.248046875,0.828125,0.625,0.26953125,0.64453125,,18.2962963
0.00958252,0.2109375,0.263671875,0.20703125,0.201171875,0.241210938,0.81640625,0.66796875,0.2890625,0.65234375,,24.76433121
0.010070801,0.21875,0.490234375,0.23046875,0.20703125,0.240234375,0.828125,0.609375,0.240234375,0.66015625,,35.2
0.017211914,0.21875,0.33984375,0.22265625,0.205078125,0.2265625,0.7734375,0.640625,0.255859375,0.66796875,,16.22695035
0.017944336,0.208984375,0.29296875,0.208984375,0.201171875,0.234375,0.79296875,0.63671875,0.2265625,0.66796875,,13.98639456
0.011291504,0.215820313,0.2578125,0.208984375,0.201171875,0.223632813,0.70703125,0.625,0.20703125,0.65625,,20.97297297
0.011657715,0.208984375,0.291015625,0.212890625,0.202148438,0.2265625,0.78515625,0.6484375,0.185546875,0.65625,,21.44502618
0.007110596,0.20703125,0.26171875,0.205078125,0.202148438,0.232421875,0.80078125,0.66015625,0.217773438,0.65625,,32.96137339
0.008911133,0.208984375,0.26953125,0.212890625,0.202148438,0.231445313,0.7578125,0.64453125,0.200195313,0.66015625,,26.84931507
0.012329102,0.206054688,0.26171875,0.2109375,0.19921875,0.225585938,0.7421875,0.6484375,0.231445313,0.65625,,18.97029703
0.012329102,0.2109375,0.3359375,0.224609375,0.202148438,0.228515625,0.76171875,0.64453125,0.228515625,0.6640625,,22.17821782
0.012573242,0.205078125,0.200195313,0.203125,0.204101563,0.2265625,0.79296875,0.65234375,0.21875,0.6484375,,16.11650485
0.010986328,0.208007813,0.271484375,0.20703125,0.202148438,0.228515625,0.7734375,0.64453125,0.217773438,0.65234375,,21.82222222
0.008544922,0.212890625,0.25,0.208007813,0.19921875,0.22265625,0.79296875,0.640625,0.19921875,0.66015625,,27.08571429
0.010498047,0.216796875,0.326171875,0.21875,0.201171875,0.217773438,0.81640625,0.6484375,0.227539063,0.66796875,,25.86046512
0.012390137,0.220703125,0.3359375,0.21484375,0.200195313,0.21875,0.78125,0.6640625,0.208007813,0.65625,,22.46305419
0.009338379,0.20703125,0.216796875,0.202148438,0.19921875,0.2109375,0.78125,0.63671875,0.204101563,0.65625,,22.69281046
0.007263184,0.20703125,0.21875,0.204101563,0.201171875,0.211914063,0.83203125,0.6328125,0.197265625,0.65625,,29.31092437
0.0078125,0.2109375,0.333984375,0.2109375,0.201171875,0.216796875,0.765625,0.63671875,0.209960938,0.6484375,,34.875
0.009765625,0.212890625,0.233398438,0.208007813,0.201171875,0.219726563,0.7421875,0.609375,0.216796875,0.65625,,22.85
0.013183594,0.208984375,0.235351563,0.212890625,0.200195313,0.216796875,0.71875,0.6484375,0.216796875,0.66015625,,16.85185185
0.011108398,0.20703125,0.255859375,0.208984375,0.201171875,0.219726563,0.796875,0.64453125,0.211914063,0.66015625,,20.83516484
0.010375977,0.213867188,0.298828125,0.215820313,0.200195313,0.220703125,0.73046875,0.62109375,0.193359375,0.6640625,,24.70588235
0.008300781,0.20703125,0.24609375,0.20703125,0.200195313,0.2109375,0.7578125,0.66796875,0.197265625,0.65625,,27.29411765
0.011413574,0.21875,0.26171875,0.212890625,0.201171875,0.217773438,0.828125,0.62890625,0.186523438,0.65625,,21.04812834
0.006591797,0.2109375,0.287109375,0.208984375,0.201171875,0.220703125,0.765625,0.6328125,0.20703125,0.66015625,,37.77777778
0.010070801,0.208984375,0.247070313,0.208984375,0.201171875,0.215820313,0.89453125,0.6484375,0.182617188,0.65625,,22.64242424
0.010131836,0.2109375,0.283203125,0.21484375,0.200195313,0.21484375,0.7578125,0.63671875,0.19921875,0.65234375,,24.38554217
0.006347656,0.208007813,0.3125,0.208984375,0.19921875,0.21484375,0.7578125,0.62109375,0.19140625,0.6640625,,41
0.007354736,0.2109375,0.259765625,0.212890625,0.201171875,0.220703125,0.78125,0.62890625,0.213867188,0.66015625,,32
0.009277344,0.2109375,0.237304688,0.205078125,0.200195313,0.215820313,0.8046875,0.6640625,0.192382813,0.66015625,,24.15789474
0.008972168,0.212890625,0.267578125,0.211914063,0.201171875,0.20703125,0.8203125,0.640625,0.212890625,0.65625,,26.7755102
0.007598877,0.215820313,0.283203125,0.2109375,0.202148438,0.220703125,0.8125,0.6171875,0.239257813,0.65234375,,32.83534137
0.008422852,0.208984375,0.2578125,0.205078125,0.202148438,0.2109375,0.7421875,0.6640625,0.196289063,0.65625,,27.71014493
0.006011963,0.2109375,0.271484375,0.206054688,0.201171875,0.2109375,0.8671875,0.6484375,0.21484375,0.66015625,,40.12182741
0.007629395,0.21875,0.298828125,0.216796875,0.19921875,0.212890625,0.76953125,0.65625,0.20703125,0.66796875,,33.92
0.007080078,0.2109375,0.2734375,0.205078125,0.200195313,0.209960938,0.70703125,0.625,0.206054688,0.66015625,,34.20689655
0.012573242,0.205078125,0.224609375,0.205078125,0.201171875,0.2109375,0.890625,0.63671875,0.178710938,0.66015625,,17.08737864
0.006652832,0.212890625,0.244140625,0.208984375,0.200195313,0.22265625,0.8046875,0.65625,0.197265625,0.66015625,,34.34862385
0.004852295,0.21484375,0.25390625,0.208984375,0.201171875,0.2265625,0.7890625,0.6171875,0.19140625,0.65625,,48.30188679
0.011962891,0.20703125,0.271484375,0.211914063,0.200195313,0.2109375,0.8671875,0.6484375,0.204101563,0.65234375,,20
0.008056641,0.208984375,0.21875,0.208007813,0.204101563,0.20703125,0.7109375,0.6484375,0.213867188,0.6484375,,26.54545455
0.009216309,0.220703125,0.233398438,0.204101563,0.201171875,0.221679688,0.8046875,0.63671875,0.220703125,0.66796875,,24.63576159
0.008239746,0.2109375,0.28125,0.213867188,0.202148438,0.208007813,0.8359375,0.65234375,0.209960938,0.65625,,29.86666667
0.010620117,0.2109375,0.23046875,0.208007813,0.200195313,0.211914063,0.80078125,0.65234375,0.224609375,0.6640625,,20.7816092
0.00958252,0.208984375,0.221679688,0.205078125,0.201171875,0.21875,0.8203125,0.640625,0.19921875,0.6640625,,22.47133758
0.0078125,0.20703125,0.244140625,0.21484375,0.200195313,0.21875,0.76953125,0.625,0.174804688,0.6640625,,28.875
0.008972168,0.2109375,0.251953125,0.20703125,0.206054688,0.216796875,0.796875,0.671875,0.22265625,0.6484375,,25.79591837
0.01184082,0.2109375,0.247070313,0.212890625,0.201171875,0.2109375,0.79296875,0.63671875,0.225585938,0.66796875,,19.34020619
0.009277344,0.2109375,0.227539063,0.205078125,0.201171875,0.2109375,0.74609375,0.6171875,0.174804688,0.65234375,,23.63157895
0.00769043,0.212890625,0.2109375,0.204101563,0.201171875,0.208984375,0.6953125,0.62890625,0.209960938,0.66796875,,27.55555556
0.006408691,0.212890625,0.2890625,0.212890625,0.201171875,0.211914063,0.7890625,0.64453125,0.224609375,0.65234375,,39.16190476
0.007995605,0.212890625,0.259765625,0.215820313,0.200195313,0.208007813,0.7578125,0.640625,0.20703125,0.66015625,,29.55725191
0.007751465,0.209960938,0.25,0.208984375,0.201171875,0.2109375,0.875,0.6328125,0.1875,0.65625,,29.66929134
0.008056641,0.213867188,0.25390625,0.205078125,0.203125,0.208984375,0.65234375,0.60546875,0.197265625,0.65234375,,29.03030303
0.009765625,0.208007813,0.227539063,0.203125,0.201171875,0.211914063,0.7265625,0.6328125,0.213867188,0.65625,,22.3
0.008178711,0.21484375,0.232421875,0.205078125,0.200195313,0.211914063,0.7578125,0.6640625,0.204101563,0.66015625,,27.34328358
0.007354736,0.2109375,0.229492188,0.20703125,0.202148438,0.21484375,0.8125,0.65625,0.239257813,0.640625,,29.94190871
0.006103516,0.216796875,0.245117188,0.206054688,0.203125,0.2109375,0.78515625,0.63671875,0.202148438,0.6796875,,37.84
0.006469727,0.21484375,0.232421875,0.209960938,0.201171875,0.208984375,0.78515625,0.64453125,0.189453125,0.6640625,,34.56603774
0.011230469,0.212890625,0.29296875,0.208984375,0.201171875,0.212890625,0.7578125,0.64453125,0.209960938,0.66796875,,22.52173913
0.006469727,0.208007813,0.243164063,0.211914063,0.19921875,0.212890625,0.80859375,0.6484375,0.208984375,0.6640625,,34.86792453
0.004608154,0.212890625,0.2421875,0.212890625,0.200195313,0.208984375,0.76953125,0.62890625,0.23046875,0.66015625,,49.37748344
0.008361816,0.208007813,0.228515625,0.20703125,0.201171875,0.2109375,0.72265625,0.62890625,0.193359375,0.65625,,26.10218978
0.007019043,0.211914063,0.26953125,0.212890625,0.200195313,0.212890625,0.78515625,0.62109375,0.211914063,0.66015625,,34.29565217
0.011230469,0.209960938,0.23046875,0.209960938,0.200195313,0.213867188,0.7578125,0.65234375,0.190429688,0.65625,,19.60869565
0.007995605,0.208007813,0.229492188,0.208984375,0.19921875,0.208007813,0.82421875,0.65625,0.22265625,0.65234375,,27.35877863
0.014282227,0.208984375,0.251953125,0.2109375,0.201171875,0.21484375,0.80078125,0.65234375,0.200195313,0.65234375,,16.13675214
0.008056641,0.212890625,0.236328125,0.206054688,0.200195313,0.215820313,0.8125,0.640625,0.213867188,0.63671875,,27.87878788
0.00592041,0.2109375,0.227539063,0.205078125,0.201171875,0.213867188,0.7265625,0.64453125,0.184570313,0.66015625,,37.03092784
0.006408691,0.208984375,0.217773438,0.2109375,0.201171875,0.208007813,0.78125,0.64453125,0.185546875,0.68359375,,33.2952381
0.0078125,0.209960938,0.25390625,0.2109375,0.19921875,0.213867188,0.76953125,0.65625,0.202148438,0.671875,,29.6875
0.005126953,0.21484375,0.294921875,0.212890625,0.205078125,0.219726563,0.78125,0.64453125,0.209960938,0.65625,,49.71428571
0.005493164,0.208984375,0.2734375,0.208984375,0.204101563,0.211914063,0.7890625,0.61328125,0.200195313,0.64453125,,43.91111111
0.004150391,0.208984375,0.23828125,0.206054688,0.201171875,0.209960938,0.76171875,0.6328125,0.171875,0.6640625,,53.88235294
0.008728027,0.209960938,0.237304688,0.208984375,0.201171875,0.209960938,0.75,0.63671875,0.211914063,0.671875,,25.62237762
0.004577637,0.208007813,0.251953125,0.20703125,0.201171875,0.211914063,0.7421875,0.66796875,0.227539063,0.66796875,,50.24
0.009887695,0.2109375,0.21484375,0.204101563,0.201171875,0.2109375,0.83984375,0.6171875,0.1953125,0.67578125,,21.5308642
0.008666992,0.211914063,0.241210938,0.2109375,0.201171875,0.216796875,0.7265625,0.6171875,0.197265625,0.65234375,,26.14084507
0.005340576,0.216796875,0.240234375,0.209960938,0.200195313,0.215820313,0.7890625,0.6171875,0.20703125,0.6640625,,42.78857143
0.005615234,0.208984375,0.25390625,0.20703125,0.201171875,0.208984375,0.7890625,0.63671875,0.19921875,0.66796875,,41.2173913
0.004882813,0.213867188,0.23828125,0.208007813,0.201171875,0.212890625,0.81640625,0.6484375,0.18359375,0.65625,,46.3
0.003601074,0.220703125,0.265625,0.205078125,0.201171875,0.208007813,0.73046875,0.63671875,0.1796875,0.66796875,,67.52542373
0.00680542,0.20703125,0.23046875,0.20703125,0.201171875,0.2109375,0.828125,0.66015625,0.221679688,0.65625,,32.14349776
0.00680542,0.206054688,0.251953125,0.205078125,0.201171875,0.208007813,0.75390625,0.625,0.217773438,0.65234375,,33.65022422
0.004425049,0.2109375,0.229492188,0.208984375,0.201171875,0.208007813,0.765625,0.65234375,0.224609375,0.65234375,,49.76551724
0.007415771,0.212890625,0.240234375,0.204101563,0.201171875,0.208007813,0.828125,0.671875,0.1953125,0.6640625,,30.55144033
0.006774902,0.21875,0.241210938,0.208007813,0.201171875,0.211914063,0.78515625,0.65625,0.20703125,0.66796875,,33.94594595
0.004150391,0.208007813,0.240234375,0.20703125,0.201171875,0.209960938,0.77734375,0.62109375,0.200195313,0.6640625,,54
0.007751465,0.208007813,0.229492188,0.208007813,0.201171875,0.205078125,0.796875,0.6640625,0.206054688,0.67578125,,28.22047244
0.006469727,0.216796875,0.241210938,0.20703125,0.202148438,0.205078125,0.79296875,0.6015625,0.192382813,0.67578125,,35.39622642
0.005065918,0.215820313,0.240234375,0.208007813,0.201171875,0.2109375,0.77734375,0.62890625,0.189453125,0.6640625,,45.01204819
0.010986328,0.2109375,0.243164063,0.209960938,0.200195313,0.206054688,0.7890625,0.640625,0.212890625,0.6484375,,20.66666667
0.004211426,0.208984375,0.19921875,0.203125,0.206054688,0.208984375,0.7578125,0.64453125,0.216796875,0.64453125,,48.46376812
0.005645752,0.212890625,0.224609375,0.205078125,0.201171875,0.206054688,0.7578125,0.625,0.211914063,0.66796875,,38.74594595
0.004730225,0.21484375,0.22265625,0.2109375,0.19921875,0.208984375,0.86328125,0.6171875,0.208984375,0.66015625,,46.24516129
0.007507324,0.208007813,0.23046875,0.206054688,0.201171875,0.206054688,0.78515625,0.65234375,0.205078125,0.671875,,29.20325203
0.006744385,0.20703125,0.231445313,0.208007813,0.200195313,0.208984375,0.73046875,0.66015625,0.232421875,0.671875,,32.50678733
0.004516602,0.209960938,0.225585938,0.2109375,0.200195313,0.204101563,0.7421875,0.6328125,0.182617188,0.65234375,,48.21621622
0.004089355,0.2109375,0.245117188,0.2109375,0.19921875,0.208007813,0.80078125,0.6640625,0.2109375,0.65625,,55.76119403
0.005523682,0.208984375,0.229492188,0.205078125,0.201171875,0.20703125,0.76953125,0.640625,0.202148438,0.6484375,,39.69060773
0.007232666,0.208984375,0.206054688,0.203125,0.19921875,0.211914063,0.7890625,0.640625,0.205078125,0.65625,,28.69198312
0.007324219,0.20703125,0.227539063,0.205078125,0.201171875,0.203125,0.75390625,0.6484375,0.203125,0.6640625,,29.66666667
0.005645752,0.208007813,0.229492188,0.206054688,0.201171875,0.208984375,0.78125,0.63671875,0.186523438,0.67578125,,38.74594595
0.008056641,0.2109375,0.22265625,0.20703125,0.201171875,0.208984375,0.7578125,0.6484375,0.203125,0.66015625,,26.90909091
0.005493164,0.208984375,0.23828125,0.208007813,0.201171875,0.206054688,0.7734375,0.63671875,0.203125,0.66796875,,40.71111111
0.007720947,0.2109375,0.287109375,0.212890625,0.206054688,0.2109375,0.71875,0.6484375,0.213867188,0.65625,,32.25296443
0.005371094,0.208984375,0.232421875,0.2109375,0.200195313,0.205078125,0.77734375,0.66796875,0.19140625,0.65234375,,41.09090909
0.007385254,0.209960938,0.2578125,0.208984375,0.19921875,0.209960938,0.80078125,0.62890625,0.198242188,0.65625,,31.66942149
0.004211426,0.20703125,0.2265625,0.203125,0.206054688,0.205078125,0.75390625,0.625,0.202148438,0.64453125,,51.47826087
0.005310059,0.2109375,0.208007813,0.208007813,0.201171875,0.209960938,0.78515625,0.65625,0.221679688,0.66796875,,39.44827586
0.004394531,0.20703125,0.243164063,0.2109375,0.19921875,0.216796875,0.81640625,0.63671875,0.198242188,0.66015625,,51.22222222
0.007171631,0.208984375,0.247070313,0.209960938,0.203125,0.21484375,0.71875,0.62890625,0.194335938,0.671875,,31.79574468
0.004455566,0.208007813,0.241210938,0.206054688,0.200195313,0.209960938,0.76953125,0.6484375,0.197265625,0.671875,,50.4109589
0.010559082,0.2109375,0.23828125,0.212890625,0.201171875,0.20703125,0.8125,0.6640625,0.194335938,0.67578125,,21.2716763
0.003997803,0.216796875,0.232421875,0.208007813,0.202148438,0.212890625,0.83203125,0.6484375,0.1875,0.64453125,,56.18320611
0.004180908,0.208007813,0.215820313,0.20703125,0.200195313,0.204101563,0.7734375,0.6328125,0.204101563,0.66796875,,50.68613139
0.00402832,0.208984375,0.20703125,0.203125,0.200195313,0.2109375,0.75,0.62890625,0.200195313,0.671875,,51.63636364
0.004760742,0.203125,0.21484375,0.20703125,0.203125,0.205078125,0.7421875,0.65234375,0.19140625,0.64453125,,43.8974359
0.003265381,0.2109375,0.22265625,0.208984375,0.201171875,0.209960938,0.7890625,0.65234375,0.21875,0.6484375,,66.39252336
0.005828857,0.208984375,0.244140625,0.206054688,0.201171875,0.20703125,0.78125,0.66015625,0.197265625,0.68359375,,38.86910995
0.004455566,0.208984375,0.236328125,0.208984375,0.202148438,0.208007813,0.72265625,0.62890625,0.205078125,0.65234375,,49.97260274
0.004852295,0.212890625,0.229492188,0.20703125,0.19921875,0.20703125,0.828125,0.65625,0.178710938,0.671875,,45.58490566
0.003936768,0.20703125,0.19140625,0.20703125,0.202148438,0.20703125,0.89453125,0.65234375,0.205078125,0.66796875,,50.60465116
0.004211426,0.208984375,0.213867188,0.20703125,0.201171875,0.205078125,0.765625,0.66015625,0.189453125,0.6640625,,50.20289855
0.028198242,0.2109375,0.2578125,0.205078125,0.200195313,0.206054688,0.796875,0.65625,0.194335938,0.65625,,8.311688312
0.004760742,0.208984375,0.212890625,0.206054688,0.203125,0.208007813,0.7890625,0.65234375,0.1953125,0.66796875,,44.30769231
0.005432129,0.208984375,0.234375,0.206054688,0.201171875,0.2109375,0.73046875,0.65234375,0.1953125,0.66796875,,40.80898876
0.004425049,0.20703125,0.21875,0.208984375,0.201171875,0.204101563,0.78515625,0.62890625,0.201171875,0.65625,,48.11034483
0.004394531,0.208007813,0.23046875,0.209960938,0.201171875,0.2109375,0.77734375,0.65625,0.2265625,0.65625,,49.88888889
0.005523682,0.20703125,0.215820313,0.205078125,0.203125,0.204101563,0.73828125,0.61328125,0.19921875,0.68359375,,38.27624309
0.004760742,0.205078125,0.239257813,0.20703125,0.201171875,0.209960938,0.7578125,0.65234375,0.202148438,0.66015625,,46.66666667
0.003173828,0.206054688,0.232421875,0.206054688,0.201171875,0.20703125,0.79296875,0.625,0.212890625,0.66015625,,69.07692308
0.004364014,0.211914063,0.235351563,0.208984375,0.201171875,0.20703125,0.734375,0.65234375,0.22265625,0.6484375,,51.24475524
0.002471924,0.209960938,0.213867188,0.206054688,0.201171875,0.2109375,0.7578125,0.625,0.202148438,0.65625,,85.72839506
0.006744385,0.206054688,0.190429688,0.206054688,0.19921875,0.20703125,0.7578125,0.640625,0.19140625,0.66796875,,29.39366516
0.00390625,0.208007813,0.213867188,0.208007813,0.200195313,0.20703125,0.71875,0.6328125,0.193359375,0.67578125,,54
0.00491333,0.209960938,0.217773438,0.208007813,0.200195313,0.208984375,0.83984375,0.6484375,0.196289063,0.65234375,,43.52795031
0.006225586,0.2109375,0.279296875,0.205078125,0.202148438,0.208984375,0.79296875,0.62109375,0.190429688,0.65234375,,39.37254902
0.008117676,0.206054688,0.213867188,0.20703125,0.206054688,0.208984375,0.81640625,0.62890625,0.189453125,0.66015625,,25.86466165
0.008422852,0.206054688,0.21484375,0.206054688,0.19921875,0.20703125,0.8203125,0.64453125,0.204101563,0.65625,,24.98550725
0.003829956,0.20703125,0.203125,0.204101563,0.203125,0.20703125,0.8125,0.6015625,0.209960938,0.6328125,,53.54581673
0.004302979,0.206054688,0.23046875,0.20703125,0.203125,0.205078125,0.89453125,0.640625,0.185546875,0.66015625,,50.72340426
0.003570557,0.208984375,0.21484375,0.205078125,0.201171875,0.206054688,0.78125,0.66015625,0.194335938,0.65625,,59.35042735
0.003005981,0.208007813,0.208007813,0.204101563,0.200195313,0.208984375,0.86328125,0.65234375,0.202148438,0.6640625,,69.19796954
