,image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4
331,sonicdrivein_780,mark your calendars for the next few months with# innercitymirror# innercitymirror# cybermonday# march5 📷:@ innercitymirror 📷:@ theredstonepug 📷:@ theredstonepugmark your calendars for the next few months with# sonicdr,0,1,0.8493835,0.5666537,0.0,0.0,0.0,0.0
370,sonicdrivein_496,"me and co-op the kids all the time, so we’ re doing it 👉# getawaywithit# somethingscookin# march5 📷:@ tkimchi.",0,1,0.4150128,0.5666537,0.0,0.0,0.0,0.0
381,sonicdrivein_1927,the sonic moon is upon us.,2,1,0.932724,0.5666537,0.0118913311157508,7.93772700255334e-310,7.93772700255334e-310,7.93772700255334e-310
458,sonicdrivein_1809,a sonic corn dog is upon us.,4,1,0.94544894,0.5666537,0.0009227177038974,0.00026912599697,3.5929513230174e-311,3.5929513230174e-311
483,sonicdrivein_2209,question: what if i told you i was afraid of dogs? pam claims that she’ s the only one who believes that . . . ?# taxidermyappreciationday# sillypamper# feedtherich# march5 📷:@ kimchi.,0,1,0.8075861,0.5666537,0.0,0.0,0.0,0.0
485,sonicdrivein_788,"introducing the sonic dog , a sonic box ! </s> </s> </p> </td> </tr> </tbody> </html> </td> </tr> </tbody> </html> </td> </tr> </tbody> </html> </td> </tr> </tbody",1,1,0.9318694,0.5666537,0.037037037037037,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
490,sonicdrivein_1821,an ebonus is a friend and we can get a free drink too.,3,1,0.8557385,0.5666537,0.0897916120220883,1.2986542960532383e-308,1.2986542960532383e-308,1.2986542960532383e-308
545,sonicdrivein_1138,who’ s up to trick or treat your pup this year? 🎄 get your free wag cup with any app purchase today at sonicswagshop.,7,1,0.21505785,0.5666537,0.2468905030930957,0.0736071065122273,0.0384764420404824,1.8834843577582417e-308
573,sonicdrivein_1616,"“ i’ m hungover from last night 🤩# photoshoots# gradseason5 📷:@ annalee15 sun., aug.",0,1,0.720919,0.5666537,0.0,0.0,0.0,0.0
577,sonicdrivein_2052,the ultimate proof that you can make a masterpiece.,0,1,0.9538383,0.5666537,0.0,0.0,0.0,0.0
590,sonicdrivein_491,is this what we mean when we say we’ re treating your tot to a cheeseburger? 💅🏼# pediclover# pediclover# pediclover# dogfoodie# pediclover# dogfoodie# eatatchain# happynational# march5 �,0,1,0.74717915,0.5666537,0.0,0.0,0.0,0.0
601,sonicdrivein_1199,is this what they mean when they say running is good for your buns? 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔 🍔,1,1,0.94478476,0.5666537,0.032258064516129,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
605,sonicdrivein_1220,add some bite to your meal.,1,1,0.97237045,0.5666537,0.0190931406654479,2.54901889028941e-309,2.54901889028941e-309,2.54901889028941e-309
608,sonicdrivein_41,not me getting my fill of sonic drink at the drive-in.,0,1,0.5795858,0.5666537,0.0,0.0,0.0,0.0
647,sonicdrivein_1022,no need to order the shakes when ordering sonic.,3,1,0.87774694,0.5666537,0.1531419413453089,1.022256390985498e-308,1.022256390985498e-308,1.022256390985498e-308
653,sonicdrivein_2112,</s> and tell us what you think about the new sonic drink.,2,1,0.9612054,0.5666537,0.0724330347511797,9.670131127031886e-309,9.670131127031886e-309,9.670131127031886e-309
662,sonicdrivein_196,you’ re all ready for somethin’ coming for ya? 👀# march5 📷:@ tkimchi.,0,1,0.6637628,0.5666537,0.0,0.0,0.0,0.0
666,sonicdrivein_528,"we’ ve got some etiquette rules you can follow 👀 but first, we’ ll make a sonic drink.",1,1,0.9695607,0.5666537,0.0555555555555555,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
671,sonicdrivein_1459,just popping in to sonic to chat about sonic.,1,1,0.88088715,0.5666537,0.0510473137817696,1.022256390985498e-308,1.022256390985498e-308,1.022256390985498e-308
681,sonicdrivein_952,we woke up to some sonic goodness.,1,1,0.96547794,0.5666537,0.0004712151079912,7.3394189296757e-311,7.3394189296757e-311,7.3394189296757e-311
707,sonicdrivein_1640,some of the best beef jerky you have ever had.,1,1,0.9539676,0.5666537,0.0201896517994655,4.49234664313549e-309,4.49234664313549e-309,4.49234664313549e-309
718,sonicdrivein_2218,a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a 's a,23,1,0.7514807,0.5666537,0.0222222222222222,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
725,sonicdrivein_1282,night sky blue 🌊 what we’ ve all been up to this year.,0,1,0.90799224,0.5666537,0.0,0.0,0.0,0.0
741,sonicdrivein_690,have fun playing tag team competition at the beach!! </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s> </s>,0,1,0.9617058,0.5666537,0.0,0.0,0.0,0.0
757,sonicdrivein_2126,the only way to get the sonic cup is to order a sonic cup with your food.,5,1,0.84900856,0.5666537,0.2091787683300648,1.9781123889553905e-308,1.9781123889553905e-308,1.9781123889553905e-308
759,sonicdrivein_655,i 'm a sucker for sonic mixes but i’ ve yet to experience the full vibes of the limeade line-up.,1,1,0.9478927,0.5666537,0.05,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
793,sonicdrivein_316,"if you’ re feeling weird, you’ re probably not the only one who can’ t understand me.",1,1,0.9742948,0.5666537,0.0588235294117647,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
795,sonicdrivein_1788,🤩 the sonic nights are coming to a sonic drive-in.,0,1,0.9511166,0.5666537,0.0,0.0,0.0,0.0
805,sonicdrivein_2091,we’ re taking a moment to let you in on a little something special.,4,1,0.9735935,0.5666537,0.1729538029297262,1.7958965995989704e-308,1.7958965995989704e-308,1.7958965995989704e-308
822,sonicdrivein_78,the slush you 've all been waiting for 💅🏼# middayshine# sonicdrinks# nationaldrinksremix ''# nationaldrinks ''# bluesy ''# bluesyland ''# bluesyland ''# bluesyland ''# bluesyland ''# bluesyland ''# blues,1,1,0.74062085,0.5666537,0.0357142857142857,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
829,sonicdrivein_809,i woke up this morning and i ate breakfast too.,0,1,0.95591724,0.5666537,0.0,0.0,0.0,0.0
838,sonicdrivein_1866,the blue bull slinger is gone.,0,1,0.9767925,0.5666537,0.0,0.0,0.0,0.0
843,sonicdrivein_1944,slush sprite </s> add sprite </s> add sprite </s> add sprite </s> add sprite </s> add sprite </s> add sprite </s> add sprite </s> add sprite </s> add sprite </s> add sprite </s> add sprite </s> add sprite </s> add,0,1,0.96291244,0.5666537,0.0,0.0,0.0,0.0
860,sonicdrivein_404,✨ the full flavor of our ™ drink available for purchase on sonicswagshop.,0,1,0.7920758,0.5666537,0.0,0.0,0.0,0.0
878,sonicdrivein_1675,we know what you’ re thinking.,0,1,0.97087777,0.5666537,0.0,0.0,0.0,0.0
895,sonicdrivein_2185,want to celebrate sonic drive-in? head to sonicdrivein.,3,1,0.9015788,0.5666537,0.0492279188010485,4.38143020931725e-309,4.38143020931725e-309,4.38143020931725e-309
924,sonicdrivein_1358,⭕❌tic tot toe is a sonic treat ! 🍔😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍�,0,1,0.8732408,0.5666537,0.0,0.0,0.0,0.0
937,sonicdrivein_1175,"when we say we 're treating your sweet tooth, we mean it.",0,1,0.9536841,0.5666537,0.0,0.0,0.0,0.0
975,sonicdrivein_645,finally got a chance to see the inner workings of your inner bubble.,0,1,0.9729934,0.5666537,0.0,0.0,0.0,0.0
976,sonicdrivein_1702,"when you order an entire chicken breast steak, you’ re going to want to cook it.",1,1,0.9758817,0.5666537,0.0074645605166699,2.657471755342055e-309,2.657471755342055e-309,2.657471755342055e-309
989,sonicdrivein_89,"when you order a mango limeade shake, you’ re going to want it.",0,1,0.9712613,0.5666537,0.0,0.0,0.0,0.0
1002,sonicdrivein_1755,a halloween is upon us.,2,1,0.9275603,0.5666537,0.010929488978917,6.07973005345788e-310,6.07973005345788e-310,6.07973005345788e-310
1003,sonicdrivein_204,was this a good thing? 🤩hopefully not.,0,1,0.9610062,0.5666537,0.0,0.0,0.0,0.0
1021,sonicdrivein_2196,tuesday is n't a day but it’ s a feeling.,2,1,0.4971971,0.5666537,0.0496585303791409,1.1049389779851533e-308,1.1049389779851533e-308,1.1049389779851533e-308
1030,sonicdrivein_2100,"to celebrate our new year, we’ re launching a limited edition sonic double cheeseburger with a mango peppercorn ranch grilled cheese and a patty made from scratch.",2,1,0.96856964,0.5666537,0.074074074074074,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1037,sonicdrivein_1678,a wild and crazy corn dog that can’ t be satisfied with just one bite.,5,1,0.9469364,0.5666537,0.1829372120313421,0.0392008311495733,1.221146424717419e-308,1.221146424717419e-308
1041,sonicdrivein_1730,"when we say we want to eat a piece of food, that’ s what we mean.",0,1,0.9446793,0.5666537,0.0,0.0,0.0,0.0
1043,sonicdrivein_566,"the best sonic drink of them all, the@ danielleweson.",0,1,0.4109713,0.5666537,0.0,0.0,0.0,0.0
1049,sonicdrivein_1950,does this burger have to be good to order? no? ok ... then we’ ve got a new thing coming.,2,1,0.9605447,0.5666537,0.0951229424500714,2.116555725899446e-308,2.116555725899446e-308,2.116555725899446e-308
1054,sonicdrivein_789,is this what we mean when we say we 're leaning towards a cheeseburger? 🌊# sonicfanfriday# soniccheeseburger# nationalcheeseburgerday ''# cheeseburgerday ''# nationalcheeseburgerday ''# cheeseburgerday ''# nationalcheeseburgerday,3,1,0.90360296,0.5666537,0.0384615384615384,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1082,sonicdrivein_1029,a& m& a and i’ m all of a and i’ m all of a and i’ m all of a and i’ m all of a and i’ m all of a and i’ m all of a and i’ m all of a and i’ m all,8,1,0.6485763,0.5666537,0.0204081632653061,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1084,sonicdrivein_290,"mark your calendars for the next bite of ice cream treat🥤🍔# getawaywithit# somethingscookin# march5 📷:@ thewilliamsfamilton<|endoftext|>The new year is here, and the new year is coming to a lot of people.",2,1,0.94190544,0.5666537,0.064516129032258,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1103,sonicdrivein_2076,we 're going to make a tot out of you.,1,1,0.97427183,0.5666537,0.0449328964117221,9.997901319273777e-309,9.997901319273777e-309,9.997901319273777e-309
1119,sonicdrivein_80,i’ m not afraid to ask for a drink when i’ m out.,0,1,0.97862303,0.5666537,0.0,0.0,0.0,0.0
1130,sonicdrivein_866,have you ever felt the need to grow your game? 📲 avail.,2,1,0.6216412,0.5666537,0.1098734383667406,1.4668590927248608e-308,1.4668590927248608e-308,1.4668590927248608e-308
1167,sonicdrivein_2095,treat your friends who live in the drive-in and you’ ll get a bite to eat.,1,1,0.97210175,0.5666537,0.051814319886275,1.844651018804537e-308,1.844651018804537e-308,1.844651018804537e-308
1191,sonicdrivein_414,this is what i mean when i say we are treating your order# paycheque# boardgamegeek# boardgameinformer# boardgameinfriday# march5 📷:@ boardgamegeek_remix ''# boardgameinfriday ''# boardgameinfriday ''# boardgamein,2,1,0.7907099,0.5666537,0.0769230769230769,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1193,sonicdrivein_1897,pov: me imagining the future.,0,1,0.789967,0.5666537,0.0,0.0,0.0,0.0
