image_id,caption,fluency,diversity
mcdonalds_switzerland_172,"i mean you can eat our donuts, but imagine…",0.85478246,0.5135314
mcdonalds_switzerland_248,even a cat can order his favorite burger with order&pay.,0.8393666,0.5135314
mcdonalds_switzerland_69,"know which burger it is? even pixelized, it looks so delicious...",0.9365462,0.5135314
mcdonalds_switzerland_273,i count on you for the translation!,0.9422212,0.5135314
mcdonalds_switzerland_828,may the force be with you – especially at home. #maythe4thbewithyou,0.74682075,0.5135314
mcdonalds_switzerland_693,nothing like a hot take-away bag to keep you warm.,0.95858115,0.5135314
mcdonalds_switzerland_201,"you know the game, but this time we go international 👀​",0.89406395,0.5135314
mcdonalds_switzerland_153,nessi ? is it you at the @masked.singer.switzerland ?,0.19778596,0.5135314
mcdonalds_switzerland_713,good news: today is #worldtelevisonday. how about a movie and mcdelivery?,0.7949569,0.5135314
mcdonalds_switzerland_31,we all need to spice up our lives.,0.97697693,0.5135314
mcdonalds_switzerland_80,"there are those who use order&pay, and there are the others...",0.9087459,0.5135314
mcdonalds_switzerland_699,"and a good, crispy, crunchy, creamy, soft morning to you.",0.8494588,0.5135314
mcdonalds_switzerland_262,what do you think about a little mcdo apero?,0.9423886,0.5135314
mcdonalds_switzerland_668,"one burger, one picture, one word: juicy.",0.89563227,0.5135314
mcdonalds_switzerland_672,"fries before guys and nuggets before, well, anything really!",0.73013,0.5135314
mcdonalds_switzerland_173,which one will it be for you?,0.88942695,0.5135314
mcdonalds_switzerland_73,a 100% satisfying post. thanks to the mcflurry® torino® and oreo®.​,0.6323328,0.5135314
mcdonalds_switzerland_714,"so close, you can almost taste it",0.9518677,0.5135314
mcdonalds_switzerland_1,"for me, it's a deal breaker.",0.9675442,0.5135314
mcdonalds_switzerland_623,road trip advice: always keep your tank and your bellies full.,0.9696261,0.5135314
mcdonalds_switzerland_794,"and if she says no, ask dad.",0.9594383,0.5135314
mcdonalds_switzerland_203,the meaningful look you get when you receive your order.​,0.9687697,0.5135314
mcdonalds_switzerland_774,"a few floors less, but a lot tastier.",0.88189006,0.5135314
mcdonalds_switzerland_716,"tell us, which burger makes your taste buds sing?",0.952308,0.5135314
mcdonalds_switzerland_6,"the people who do that, we see you 👀",0.82584274,0.5135314
mcdonalds_switzerland_205,on which side are you? dip or spoon?​,0.87138736,0.5135314
mcdonalds_switzerland_332,🤫 something very cheesy is coming soon. prepare yourself.,0.9765572,0.5135314
mcdonalds_switzerland_265,only people using order&pay in the app can relate.,0.78280354,0.5135314
mcdonalds_switzerland_596,swipe to see the probably longest french fry that ever existed!,0.7864289,0.5135314
mcdonalds_switzerland_54,"all i need is mcdelivery, sun and friends!",0.40703514,0.5135314
mcdonalds_switzerland_227,oops. when you're looking for an excuse to get a mcdo.,0.9572796,0.5135314
mcdonalds_switzerland_696,the only ice cold you should be feeling this winter 😏,0.9482189,0.5135314
mcdonalds_switzerland_681,"indulge now, remember the new year’s resolutions later. 🤭",0.89092004,0.5135314
mcdonalds_switzerland_864,best. job. ever. #scienceiscool 📸 via http://mcd.to/6170151my,0.83966446,0.5135314
mcdonalds_switzerland_628,when you get mcdonald’s instead of a haircut.,0.92974174,0.5135314
mcdonalds_switzerland_632,curtains up! who's the star on your stage?💛,0.7615848,0.5135314
mcdonalds_switzerland_118,the only thing in my mind since it’s back.,0.5715973,0.5135314
mcdonalds_switzerland_27,it's cool like a summer breeze. can you guess the product?,0.9054653,0.5135314
mcdonalds_switzerland_234,june is a month of love. let the heat flow...,0.970828,0.5135314
mcdonalds_switzerland_169,your friendship is really being challenged here. ,0.9669553,0.5135314
mcdonalds_switzerland_59,"it’s fresh, fresh, exciting apple schorle by @ramseier_ch . 🎶",0.677245,0.5135314
mcdonalds_switzerland_178,are you ready for some freestyle action on the big ramp?,0.9837276,0.5135314
mcdonalds_switzerland_22,"""yeah, i'm used to eating spicy food."" i see you!",0.8593232,0.5135314
mcdonalds_switzerland_676,everyone is different. which burger type are you?,0.95059574,0.5135314
mcdonalds_switzerland_285,so everyone knew about this hack except for me?,0.95612687,0.5135314
mcdonalds_switzerland_230,"you know the routine. so, which mcdo is it?",0.77506673,0.5135314
mcdonalds_switzerland_904,"""how you doin'?"" - joey tribianni, 1994 - 2004",0.92502725,0.5135314
mcdonalds_switzerland_617,i grab my mcflurry ragusa to go and sit outside.,0.075071014,0.5135314
mcdonalds_switzerland_129,now it’s time for you to fall in love again. ,0.97200507,0.5135314
mcdonalds_switzerland_220,you know the drill –  where is this mcdonald's located?,0.96805346,0.5135314
mcdonalds_switzerland_19,how to have a delicious national day! 🇨🇭🎉,0.7939997,0.5135314
mcdonalds_switzerland_330,only read the caption if you guessed the riddle!,0.89470905,0.5135314
mcdonalds_switzerland_16,"""je voudrais un menu big mac, s'il vous plaît."" ",0.8664835,0.5135314
mcdonalds_switzerland_712,"oh big mac, you make my earf quake.",0.84617454,0.5135314
mcdonalds_switzerland_271,pov: mcdo social media manager during lunch break.,0.6451842,0.5135314
mcdonalds_switzerland_677,any closer and you’d end up with foam on your nose.,0.96584696,0.5135314
mcdonalds_switzerland_528,"what’s in the bag? stay tuned!
#snipesxmcdonalds #snipesknows #imlovinit #smallmomentsmakeabigdifference
@snipes_zuerich",0.77191734,0.5135314
mcdonalds_switzerland_793,no muscle pain the next day from eating a sundae either.,0.9193447,0.5135314
mcdonalds_switzerland_45,swiss match day mean fr. 1.- hamburger for me!,0.22975644,0.5135314
mcdonalds_switzerland_117,pov: you almost never get pick(l)ed…😢,0.7530206,0.5135314
mcdonalds_switzerland_181,the comforting thing: you can find it everywhere in switzerland!,0.9435279,0.5135314
mcdonalds_switzerland_673,look what we can do if we stick snowflakes together 😍,0.9399139,0.5135314
mcdonalds_switzerland_50,"honestly, you don't even need a sign, it's already a banger.",0.8437474,0.5135314
mcdonalds_switzerland_256,the real red carpet star of the festival de cannes.,0.878838,0.5135314
mcdonalds_switzerland_683,say chääs! shouldn’t every day be a (swiss) cheese day?,0.9068012,0.5135314
mcdonalds_switzerland_222,brb: you'll find me by the pool.,0.98275924,0.5135314
mcdonalds_switzerland_251,started with one burger now we're here. happy burger day!,0.9091514,0.5135314
mcdonalds_switzerland_586,"""big tasty – it's a lifestyle! #bigtastyvariations​",0.61366516,0.5135314
mcdonalds_switzerland_706,find the mistake. and eat it.,0.9346399,0.5135314
mcdonalds_switzerland_360,"i know you all can relate. don't lie, i'm watching you.",0.9646207,0.5135314
mcdonalds_switzerland_730,these pretty drinks will turn heads and warm hearts.,0.96820796,0.5135314
mcdonalds_switzerland_654,the last fry is not for sharing! who agrees?,0.87336683,0.5135314
mcdonalds_switzerland_682,or do you have a different opinion? 😍,0.95484704,0.5135314
mcdonalds_switzerland_457,tag someone who doesn’t share their fries. 🍟,0.928835,0.5135314
mcdonalds_switzerland_715,happy to introduce to you: the yummiest news of this month.,0.79033935,0.5135314
mcdonalds_switzerland_163,my brain and i every night before falling asleep.,0.061714426,0.5135314
mcdonalds_switzerland_835,video calling your parents be like...,0.30653015,0.5135314
mcdonalds_switzerland_411,who's ready for the festival season? i sure am! #sundae #festivalseason,0.91279817,0.5135314
