image_id,caption,humor_score,humor
sonicdrivein_505,&quot; i ’ ve got a surprise for you.&gt;&lt;/span>&amp;#x201c; what is it?&gt;&#39; 👩‍💻👨‍🎤🧑🏼‍♂⬇️🤔&#85746;</s> 🥳🍦�,0.016326598823070526,0
sonicdrivein_430,it’ s time for a new “ what do you look like right now? 🤔 🧟‍♂⬇🏼💖” 😄📷.,0.015464961528778076,0
sonicdrivein_470,"what’ s your go-to comfort food when you need it the most? 🤔 # sonicdrivein 🎧🍲🚶‍♂⬇🏾🤩""
Certainly! Here are a set of mathematical questions and their corresponding detailed answers based on the extract provided, focusing primarily on probability:

### Question 1:",0.05927780643105507,0
sonicdrivein_808,celebrating 10th anniversary of sonic drive-in with a free ice cream sundae.,0.0006273913313634694,0
sonicdrivein_478,what’ s your go-to snack? 🤔 tweet us & we might feature it in a future post.,0.028091035783290863,0
sonicdrivein_742,it’ s time for a new &quot; drink of the day.& quot;&amp;#08217;%3cdrinkoftheday%3d.,0.03332150727510452,0
sonicdrivein_344,we’ ve all been there 🤷‍♂️🤴🍦🥤🚶🏼💰👨 👩 🧑 💸🎮 & ⏳⬇🔄📱 📺 🎉🌟 🍲☕ 🥗 😎😀🙌 🙋‍♀️🙅‍,0.009779728949069977,0
sonicdrivein_414,"it’ s been 10 years since we first met, but it feels like just yesterday.",0.027999259531497955,0
sonicdrivein_1029,it’ s time to celebrate the 10th anniversary of our app! 🎉🎁👩🧑🏼‍♀️ 👨 🦸󠹀⬇️ pic.,0.0284006055444479,0
sonicdrivein_560,"it’ s 2019, so what are you wearing? 🤷‍♀️🧑🏼💃🤸‍🌈👩🍀🥳 👨🎤 🦄⛰️ ⏱📲 💪😎 😅 🙌🙋‍�￾☮ ☯ �",0.009374045766890049,0
sonicdrivein_634,it’ s time to celebrate 2019 with a sour cream sundae! 🍦🍨🧑🏼‍♂️🤷🏻‍♀️💰# summertimefun ⛅⬇👀 pic.,0.04694262146949768,0
sonicdrivein_495,"i’ ve got a surprise in store for you today, so don' t wait any longer to check it out 👀 🥳🍦🚶‍♂️🤷🏼👩🏻💻# lollapalooza2019 '' 🍰🥤🎉📸https://t.",0.025865809991955757,0
sonicdrivein_446,"if you’ re looking for something to munch on, check out our menu.",0.022297866642475128,0
sonicdrivein_54,"we’ ve got something for you, too!# sonicdrivein drive-ins 🚗🛽🍦🥤🎶📸👩🏼‍♂️ pic.",0.014921208843588829,0
sonicdrivein_705,"i’ ve been hearing a lot of people talking about the 2019 holiday season, and i thought it would be fun to see what you guys had in store for us.",0.031126633286476135,0
sonicdrivein_1368,we’ ve got a new menu item for you this week.,0.023671099916100502,0
sonicdrivein_411,we’ ll never know for sure.,0.005725803319364786,0
sonicdrivein_369,we’ ve got a special treat just for you.,0.007779204286634922,0
sonicdrivein_457,i've got something to tell you 🤫 what is it? 🍪🍇🚶‍♂⬛️🤷 let’ s see if we can figure this out.,0.009313571266829967,0
sonicdrivein_152,we’ ve got a surprise for you.,0.005744162015616894,0
sonicdrivein_585,it’ s time for the sour cream sundae.,0.004123978316783905,0
sonicdrivein_1337,"🧟‍♂⬇🏼👀 what’ s your go-to comfort food when you need it the most? 🩺🍲🥤# sonicdrivein 24/7""
### Mathematical Questions and Corresponding Detailed Answers Based on the Extract:

#### Question 1
**What percentage of Sonic Drive In customers",0.02093992941081524,0
sonicdrivein_566,"it’ s all about the what, when and where.",0.005758234299719334,0
sonicdrivein_189,don’ t you just have to know what we're talking about when it comes to ordering a drink.,0.028299514204263687,0
sonicdrivein_69,"we know you’ re looking forward to the first day of school, so here are 10 tips on how we can make it even more fun for everyone.",0.05823846533894539,0
sonicdrivein_41,don’ t know what to do with all of this food.,0.010231069289147854,0
sonicdrivein_98,it’ s 2:15 am and you still haven' t decided what to eat for dinner.,0.0390864834189415,0
sonicdrivein_280,it ’ s time for a new season of sonic the hedgehog! 🎅🎄 check it out 👀 https://bit.,0.02623249962925911,0
sonicdrivein_497,"we’ ve got 10,234 memes to choose from… 🤷‍♂⛅️ check them all out 👇 https://t.",0.021114446222782135,0
sonicdrivein_522,"we’ ve all been waiting for this to happen, and it finally happened.",0.012190904468297958,0
sonicdrivein_790,it’ s 2019 and we still don' t know what it will be like next year.,0.012287567369639874,0
sonicdrivein_905,"we’ ve got 10 of our favorite recipes for you to try at home! what are your go-tos? 🤔🥤🍦🧀🤩🎅# sonicdriveinsummer25 💪🏼👨‍💻📸 pic, tweet or snap a photo and let us know how it turns out using the hashtag",0.025437092408537865,0
sonicdrivein_376,"i ’ d like to know what you think of the new sonic logo, but i don' t have time right now 🤷‍♂⏳🤣🚨 pic.",0.0211869515478611,0
sonicdrivein_572,it’ s time for a change! 🎉🎂🥤🍦🚶‍♀️💃🏼👩🏻🤔.,0.03118053637444973,0
sonicdrivein_645,don’ t forget to check out all of our @ sonicdrive-in posts on social media.,0.03536374494433403,0
sonicdrivein_404,you’ ll be able to hear me when i say &quot; it' s gonna rain.& quot;; ⤵⬇👨‍🏫🧔♻️🎶🥳🍦☁🌪 🌃 🏠 👀# summerfunday 🎉 pic.,0.018248651176691055,0
sonicdrivein_524,"we’ ve got 10% off your next purchase when you bring in a friend using the promo code; so what are we waiting for? 🔥🍦🥤# sonicdrivein""
### Mathematical Questions and Corresponding Detailed Answers Related to Sonic Drive-In's Promo Code Offer

#### Question 1: What percentage discount is being offered on",0.030565738677978516,0
sonicdrivein_788,what do you get when u go out to eat with your friends? 🤔🤷‍♀️🧑🏼💃🍽️🎉🥤😎👩🏻🔵 &amp; 👨⚙# sonicdrivein 🚗 pic.,0.013084040954709053,0
sonicdrivein_1181,"we’ ve all heard it before, but we don' t always know what to do with the rest of our time.",0.051103610545396805,0
sonicdrivein_798,what do you get when u go to the drive-in on a hot summer’ s day? 🍦🍟🚶‍♂⬇️🤔# sonicdriveinyourlife pic.,0.037921417504549026,0
sonicdrivein_901,me when i’ m thinking of a fun way to spend my 30 minutes at the drive-in this summer.# summertimefun# icecreamdriveinsummer ☀️🍦🚴‍♂⬇🏾 pic.,0.032897524535655975,0
sonicdrivein_163,"it’ s time for a new sonic drink, and i think it has to be this one! 🚶‍♂⬇🧑🏼🤩 # summer2019 is here 👀 pic.",0.021170184016227722,0
sonicdrivein_143,i’ ll never be able to have a 24/7 schedule.,0.017006156966090202,0
sonicdrivein_373,it ’ s time to see if you can beat me in a game of hide and seek! 👀👈🕵🏼‍♂️🤔? 🧑🏻🎶# annalee2017 🎉📸 pic.,0.019098708406090736,0
sonicdrivein_534,"i ’ d love to see you at the drive-in, but we can only do it if everyone is wearing a mask and social distancing 👀👈🏽# covid19driveinyouremagazine! 🏃‍♂️🚦🍔🥤🎶 🎉📸 📷 ⛅⬇",0.03593476489186287,0
sonicdrivein_789,"it’ s all in the name, right? 🤔🤷🏼‍♂️🧑👩🏻🎶# sonicdrivein'🚗""
It seems like there might have been a mix-up as this extract is not related to mathematics or STEM topics but rather appears more aligned with pop culture references and memes.",0.01736432872712612,0
sonicdrivein_277,"we’ ve got 10 of the best things you can do for your body in just a few simple steps, so get out there and make them happen! 🥤💪🏼🚴‍♀️🥳🍽️🤸🏻""
### Questions Based on Webpage Extract with Detailed Answers:

**Question 1:** What",0.03890141844749451,0
sonicdrivein_413,it’ s time for a new take on the “ what do you order with your drink? ” challenge.,0.01975291594862938,0
sonicdrivein_644,"we’ ve all heard it before, and we've said the same thing countless times.",0.01804412342607975,0
sonicdrivein_670,"it’ s time for a new &lt;b></ b>&gt;<i class=&quot;&amp;#8217;</i><sup>3</sup>&#960;&#x5c4d;</p>\n<a href=""https://t.",0.023454422131180763,0
sonicdrivein_903,"it ’ s time for a new season of the show, and we want you to help us decide what it will look like this year.",0.060192544013261795,0
sonicdrivein_760,what if i told you there ’ s an app for that? 🤔 check it out on the play store! 🖤👨🏼‍💻🤩🚶🏻♀️🎉# sonicdrivein2019 🌊🥳🍦☕⛹️🌟 🎥📷 📸 👀,0.01633359305560589,0
sonicdrivein_753,"it’ s time for the &quot; what do we have in this bag?& quot;&amp;#x201cshampoo, conditioner and body wash.& quot;. 👀👁🏽🧪💦🎉 🎂🥤🍿# sonicdriveinsummer 🚗 pic.",0.021820515394210815,0
sonicdrivein_316,we’ re proud to announce that we now have a limited-time offer.,0.014103432185947895,0
sonicdrivein_893,"we’ ve all heard it before, but what if we told you there was more than one way to get a sonic drive-in experience at home? 🎧🎶🍦# summerdriveinshortsummerfun📸https://t.",0.027584200724959373,0
sonicdrivein_690,"we’ ve all heard it before, but what if we told you there' s more than one way to order your ice cream.",0.0248248353600502,0
sonicdrivein_57,we know you’ ve been waiting for this moment.,0.0058388784527778625,0
sonicdrivein_697,when you’ re trying to figure out how long it will be before your favorite song comes on the radio.,0.027015911415219307,0
sonicdrivein_712,"we’ ve all heard it before, but we don' t know what to do with it now!# sonicdrivein2019 🎧🎶🚴‍♂⬇🏾⚡💰 🦅🥤🍲👨 👩 💪📸 📷🤔 🤣 ⛄️",0.019768599420785904,0
sonicdrivein_196,we’ ve got a surprise for you! 🎁 head on over to our shop and check it all out.,0.02942991815507412,0
sonicdrivein_706,"we don’ t care what you eat, but we do want to know where it comes from.",0.02000342309474945,0
sonicdrivein_726,"it’ s time for a new season, and we want you to be part of it too! 🎉🎃# summeroffun ⛅⬇️🍦🥤🧑🏼‍♀️🤩 pic.",0.016162794083356857,0
sonicdrivein_402,"if you’ re looking for a fun way to end the day, check it out! 👀 https://t.",0.012117303907871246,0
sonicdrivein_1384,"we' ve all been there 🤔, and we know what it’ s like to be hungry after a long day at work or school.",0.04702598601579666,0
sonicdrivein_283,"don’ t you worry, we know what to do with all of this extra time at home ⏳⬇🏼💃🍦🥤🎈# sonicdriveinsummer20 🧑‍♂️🚗 pic.",0.01854865998029709,0
sonicdrivein_2031,you’ ve got 30 seconds to make a good impression on your crush.,0.019042566418647766,0
sonicdrivein_486,it ’ s time to make a difference in your life.,0.00742690684273839,0
sonicdrivein_135,we’ ve all been there 🤷‍♂️🤣.,0.00591327715665102,0
sonicdrivein_877,we’ ve got something special for you.,0.005485152825713158,0
sonicdrivein_590,"we’ ve got a brand-new flavor of sour patch kids this fall, and we ‘ d love for you to check it out! 🤩🥤🍃# summer2019 is here 😎👀🎂 pic.",0.025155246257781982,0
sonicdrivein_37,it’ s 2:45 am and i still don' t know what to make for dinner.,0.01947767287492752,0
sonicdrivein_1594,"if you’ re looking for a fun way to pass the time, why don' t check it out.",0.02321980521082878,0
sonicdrivein_2052,"we’ ve all been there 🤩, but this time it means more than just a little bit of ice cream on the side! 🥛# summertimefun ⏰🍦🤣⬇🏃🚶‍♂️ pic.",0.02184249646961689,0
sonicdrivein_832,we’ ve all been there.,0.005130276549607515,0
sonicdrivein_89,i ’ ve got a surprise in store for you today! 🎅🎁 check it out here: bit.,0.020228344947099686,0
sonicdrivein_1199,it’ s time for a new way to enjoy your morning coffee.,0.01789703406393528,0
sonicdrivein_409,don’ t have time for a run? we got you covered.,0.01691940240561962,0
sonicdrivein_290,it’ s time for the 2019 holiday season! ⏳🎄 🎅⬛🍦🥤🧀👨‍💻 👩🏽 pic.,0.013322369195520878,0
sonicdrivein_85,what’ s your favorite way to &quot; finish off the day.&amp;#8217;&lt;/img/&gt; 🤩🤔🧑🏼‍♂️🍦🥤🎶💃 💖👨 👩 🏆 🥳😎 😭 🙌🙅‍♀️🌟,0.0297702644020319,0
sonicdrivein_80,it’ s time to get creative in the kitchen! ⏰ how do you like your ice cream on sundae day? 🤩 pic.,0.0639830082654953,0
sonicdrivein_596,i can’ t tell you how excited i am to announce that we're releasing a brand new flavor of sonic hot chocolate this week.,0.03349088877439499,0
sonicdrivein_1094,i’ d like to take a moment and thank all of you for your support.,0.021845413371920586,0
sonicdrivein_228,"we’ ve got a little something for you all today, just in time to celebrate the 20th anniversary of this place.# sonicdrivein# summerfunday@ larry_anderson&amp;lisa_mcdonalds

""
### Questions and Answers Related to Sonic Drive-In's Summer Fun Day Promotions
1.",0.02831925079226494,0
sonicdrivein_850,"it’ s time for a & quot; new year, new you.",0.013236355036497116,0
sonicdrivein_691,"🍦🎉🚶‍♂⛹️💃🏼👩🏻⚽ do you know what we’ ve got in store for y'all? 🍕🥤🤔📸 🥳😎 &amp;#x2013; a new, limited-time flavor of ice cream.",0.008425198495388031,0
sonicdrivein_784,"it’ s time for a new &quot; what do we have today?&gt;&amp;#8217;, so here it is.",0.021511733531951904,0
