image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4
sonicdrivein_1467,"i'm not a fan of the sound, but i do love this song.",0,0,0,,1,1,0.9797743,0.40118188,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_486,the 10th anniversary of the sonic seven is here! get your tickets now.,1,0,0,,3,1,0.9496555,0.40118188,0.23076923076923078,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_808,"the best way to celebrate the holidays is with a sonic drink! 🍒🎉# holidaydrink, our favorite drinks are all out for sale from december through march.",1,0,1,,2,1,0.9585666,0.40118188,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_2201,the best way to celebrate your 50th birthday is with a special surprise.,0,0,0,,1,1,0.98072857,0.40118188,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_522,the best way to celebrate the holidays is with a hot chocolate shake.,1,0,0,,1,1,0.9795233,0.40118188,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_430,we’ re all about the sonic boom.,1,0,0,,0,1,0.9720381,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_864,the best time of the year is here! get your hands on our new # summerfuns at sonic.,0,0,0,,3,1,0.9107982,0.40118188,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_566,we’ re excited to announce our new sonic drive-in experience! get your tickets now and enjoy the latest # sonicdriveinshop.,1,0,0,,0,1,0.938144,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_1909,"the best ice cream in the world is coming to sonic, and it’ s free! head over for a scoop today.",1,0,0,,0,1,0.96205527,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_2171,the 10th annual sonic concert is coming to the end of may! 🎧🎶 get your tickets now at www.,1,0,0,,0,1,0.94184536,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_505,the best way to get a taste of our new sonic ice cream is by ordering the 1/2 pint.,1,0,0,,0,1,0.97325915,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_2107,we’ re not just going to be a party.,0,0,0,1,0,1,0.97887015,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_649,we’ re not going to tell you what we think of this year.,0,0,0,,1,1,0.97140884,0.40118188,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1289,"the best way to make a delicious, healthy dessert is with our new "" sonic ice cream maker.",1,0,0,,0,1,0.91273236,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_706,the sonic 50 is the ultimate all-in-one device that’ s got everything you need to make your life easier.,1,0,0,,1,1,0.95068955,0.40118188,0.05263157894736841,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1199,we’ re not just going to be a party.,0,0,0,1,0,1,0.97887015,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_89,we’ re not just going to be a party.,0,0,0,1,0,1,0.97887015,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_85,this is the best time of year to celebrate with your favorite sonic drink.,1,0,0,,0,1,0.9697473,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_41,the best thing about a hot dog is the taste.,1,0,0,,0,1,0.9794901,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_1606,the best part about this new year is the chance to get a free sonic 50¢ slush.,1,0,0,,2,1,0.95784396,0.40118188,0.11764705882352941,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1379,the best way to get your hands on a new sonic is by ordering the 10-pack deal.,1,0,1,,1,1,0.97108287,0.40118188,0.0588235294117647,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_901,the best part of a day at the beach is getting your hands wet.,0,0,0,,2,1,0.9830267,0.40118188,0.07142857142857141,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_373,we’ re not going to be the only ones who can make it through this year.,1,1,1,,1,1,0.9787557,0.40118188,0.0625,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_2180,"what’ s your favorite ice cream flavor? 🍦# sonicdrivein 10-25% off all orders by thursday, march 3rd.",1,0,0,,0,1,0.84825516,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_478,we’ re not here to make you feel bad.,0,0,0,,1,1,0.9771377,0.40118188,0.11111111111111109,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1349,a new year is here! 🎉🎁🍻# 10amdrinkyourwayto24hourdelivery.,1,0,0,,0,1,0.85019225,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_98,the # sonicdrivein is here! get your free ride to the next stop in new orleans.,1,0,0,,0,1,0.8386566,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_470,the best part of a day is the time we spend with our loved ones.,1,1,1,,3,1,0.97833955,0.40118188,0.13333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_2200,the best way to celebrate your birthday is with a sonic drink.,1,0,0,1,1,1,0.9800702,0.40118188,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_531,the best part of a day is the ice cream.,1,0,0,,2,1,0.97811866,0.40118188,0.10000000000000002,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_51,the best part of the day is here! our new # sonicdrivein app lets you order your favorite drinks and food from anywhere in town.,1,0,0,,2,1,0.970641,0.40118188,0.04000000000000001,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_2125,"the 10 best-selling new year’ s deals of all time are here! get your favorite drinks, snacks and more for just a few dollars.",1,0,0,,1,1,0.9318078,0.40118188,0.041666666666666664,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_712,the best way to get a taste of the world is with our 10-course tasting menu.,0,0,0,,1,1,0.9729181,0.40118188,0.0625,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1018,the best part of the day is here! # summerdaysummerday.,1,0,1,,2,1,0.9506977,0.40118188,0.2,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_567,what’ s the best way to celebrate your birthday? with a sonic drive-in! 🎉🎈🍦# sonicdriveinsummer 2019.,1,0,0,,1,1,0.93777907,0.40118188,0.0625,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_2203,"when you’ re not sure what to do with your leftover food, check out these 10 creative ways.",0,0,0,,0,1,0.9620876,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_290,"we’ re not just talking about the best-in-the-world sonic, we're also giving you a sneak peek at our new limited edition.",1,0,0,,0,1,0.96651065,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_1368,the best ice cream in the world is here! 🍦# sonicdrivein 1025.,1,0,0,,0,1,0.9158785,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_690,the best part about this is that it’ s a 10- second blast of flavor.,1,0,0,,0,1,0.95190275,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_1002,the 10th annual sonic concert is coming to the beach this weekend.,1,0,0,,2,1,0.9772549,0.40118188,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_572,the 10 best ways to celebrate your birthday this year.,1,0,0,,3,1,0.9482569,0.40118188,0.3,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1921,the sonic 50 is the perfect way to get your kids excited for summer.,1,0,0,,2,1,0.95999587,0.40118188,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_234,we’ re not just going to be a little bit more than 10 minutes.,0,0,0,,0,1,0.9402649,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_601,we’ re all set to celebrate the end of summer with a sonic drink! # hotdogday 🎉🍔🥤🎈 pic.,0,0,0,,1,1,0.937201,0.40118188,0.05555555555555554,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_644,we're all set to celebrate the 50th anniversary of sonic with a special limited edition.,1,0,0,,1,1,0.9765726,0.40118188,0.06666666666666667,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_91,the best part about this recipe is that it’ s a great way to celebrate the holidays.,1,0,1,,3,1,0.97797924,0.40118188,0.17647058823529413,0.0625,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_596,the sonic 50 is the best deal of all time.,1,0,1,,0,1,0.78330797,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_558,you can’ t be a good friend to someone who doesn't have the same sense of humor as you.,0,0,1,,0,1,0.9751417,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_277,the best time of the year is here! 🎃🎅🍦🥳 # summerfunday.,0,0,0,,0,1,0.92089546,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_402,the sonic 50 is the ultimate all-in-one device for your next road trip.,0,0,0,,0,1,0.93709695,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_495,we’ re all in it together.,0,0,0,1,0,1,0.9632408,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_333,the 10th annual sonic concert is coming to the end of march.,1,0,0,1,2,1,0.9678389,0.40118188,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_524,we’ re excited to bring you the best of sonic 50 cent and all our new songs.,1,0,0,,1,1,0.93352157,0.40118188,0.0588235294117647,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_945,we’ re all about the best of 2018.,0,0,0,,1,1,0.9585287,0.40118188,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_2031,the sonic seven is back! the 50¢ tickets are now available at all of our participating locations.,1,0,0,,0,1,0.9495697,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_528,the best part about this year is the sonic 50th anniversary! we’ re excited to see what new games and features will be coming out in september.,1,0,0,,0,1,0.9540573,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_457,"i’ m so excited to see you! 👀# sonicdrivein, we have a ton of merch for sale.",1,0,0,,0,1,0.9696577,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_37,the sonic is back! we’ re excited to bring you the latest and greatest in our new “ sonic” line of ice cream cones.,1,0,0,,2,1,0.90305364,0.40118188,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1272,we’ re all set to get our hands on the new sonic drive-in experience.,1,0,1,,1,1,0.9703544,0.40118188,0.07142857142857141,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_103,what’ s the best way to celebrate your birthday? with a sonic drink! 🍹🎉# @sonicdrinkshop pic.,1,0,0,,0,1,0.93790466,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_618,the 10th annual sonic concert is coming to the end of march.,1,0,0,1,0,1,0.9678389,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_791,the best part of the day is when you get to see your friends and family.,0,0,0,1,0,1,0.9774763,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_204,the best way to celebrate the 2018 holiday season is with a sonic drink.,1,0,0,,2,1,0.968708,0.40118188,0.07142857142857141,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1930,the best of the season! 10/25.,1,0,1,,0,1,0.8220681,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_78,the best way to celebrate your birthday is with a sonic drink.,1,0,1,1,3,1,0.9800702,0.40118188,0.25,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_534,what’ s the best way to celebrate your 30th birthday? with a sonic drink! we have all of our faves in one shot.,1,0,0,,0,1,0.9309226,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_1983,the best part of a day is the time you spend with your family.,0,0,0,,2,1,0.9805566,0.40118188,0.14285714285714285,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_2115,we’ re not talking about a hot dog.,1,1,1,,0,1,0.9663166,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_369,the sonic 50 is the ultimate car for a new year.,1,0,0,,0,1,0.8893242,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_784,we’ re all set to celebrate the end of summer with a sonic blast.,1,0,0,,0,1,0.97296923,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_1946,the 10 best things to do in new orleans this summer.,0,0,0,,0,1,0.9416389,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_280,we’ re not going to be able to say “ i love you” on our first date.,1,1,1,,0,1,0.9661849,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_905,we’ re not talking about the “ sonic boom” of a plane.,1,0,0,,0,1,0.9538783,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_446,the 10th annual sonic bowl is coming to new orleans this weekend.,1,0,0,,0,1,0.9674681,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_529,we’ re not done! ''# sonicdrivein' is the official hashtag for our drive-ins.,1,0,0,,1,1,0.94688654,0.40118188,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_912,the sonic boom is coming! get your tickets now for the 10th anniversary of sonic.,1,0,0,,3,1,0.94544154,0.40118188,0.13333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1270,the # best-of-2019 is here! check out the top picks for this year’ s most popular songs.,0,0,0,,1,1,0.9339532,0.40118188,0.0588235294117647,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1039,"the best part of the day is when you get to enjoy a delicious, healthy meal with your family.",0,0,0,,1,1,0.98005533,0.40118188,0.05263157894736841,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_65,the 10 best-selling books of all time.,0,0,0,,0,1,0.83711433,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_491,the best part of the day is when you get to see your friends and family.,0,0,0,1,0,1,0.9774763,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_955,the best way to get a 50¢ drink is at the drive-in.,1,0,0,,1,1,0.9813503,0.40118188,0.08333333333333333,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_411,we’ re all in this together.,0,0,0,1,1,1,0.9578045,0.40118188,0.10108844328543891,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308
sonicdrivein_363,the best way to celebrate the end of summer is with a sonic drink.,1,0,0,,1,1,0.9789756,0.40118188,0.07142857142857141,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_189,what’ s your favorite ice cream flavor? 10/25.,1,0,0,,1,1,0.9093578,0.40118188,0.12500000000000003,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1337,we’ re going to be a little bit more adventurous this week.,1,1,1,,0,1,0.98279935,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_570,the best way to get a new look is with sonic! # sonicdrivein for the first time today.,1,0,0,,0,1,0.88876617,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_697,"the sonic 10 is back! get your hands on the new, redesigned version of this classic car.",1,0,0,,3,1,0.9684156,0.40118188,0.11764705882352941,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_1246,it’ s a great time of year to celebrate with your family and friends.,0,0,0,,1,1,0.9798163,0.40118188,0.07142857142857141,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_634,"the best part of the day is a delicious, creamy ice cream cone.",1,0,1,,1,1,0.9827588,0.40118188,0.07692307692307693,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_832,"the sonic 50 is the ultimate all-in-one, and it’ s got a ton of features.",1,0,0,,1,1,0.88883334,0.40118188,0.06666666666666667,2.2250738585072626e-308,2.2250738585072626e-308,2.2250738585072626e-308
sonicdrivein_760,the best way to celebrate the end of summer is with a refreshing margarita.,0,0,0,,0,1,0.98004776,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_594,we’ re not just going to be a party.,0,0,0,,0,1,0.97887015,0.40118188,0.0,0.0,0.0,0.0
sonicdrivein_228,the best part of summer is the ice cream.,1,0,0,,0,1,0.9790274,0.40118188,0.0,0.0,0.0,0.0
