image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,b_clip,humor_score,humor,humor_score_,humor_
sonicdrivein_1077,sometimes it 's just a 've 're 're 're 're 's time to get your vibes right.,3,1,0.73712695,0.5505144,0.1394714758202644,1.7585612308455557e-308,1.7585612308455557e-308,1.7585612308455557e-308,-9.289899,0.7061756253242493,1,0.7061756253242493,1
sonicdrivein_454,not sure if this is a thing but i do love it🥤# getawaywithit# somethingscookin# march5 📷:@ tahrithebengalley . bio 0_000:00_n_eats: 0_000:00_n_f: 0_,0,1,0.5349525,0.5505144,0.0,0.0,0.0,0.0,-0.049627073,0.0331677868962287,0,0.0331677868962287,0
sonicdrivein_470,"if you don’ t like the sonic drink, you can always get a free sonic drink at sonic.",1,1,0.9592779,0.5505144,0.0555555555555555,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-8.679799,0.0193759314715862,0,0.0193759314715862,0
sonicdrivein_2112,i’ ve made a new tuesday and i’ ve got a new thing coming.,1,1,0.95523673,0.5505144,0.0403370087148399,1.25653953070478e-308,1.25653953070478e-308,1.25653953070478e-308,-8.70658,0.8441234230995178,1,0.8441234230995178,1
sonicdrivein_344,did you know that you can get a free tumbler too? that you can get a free drink too? that you can get a free calendar too? that you can get a free calendar app too? that you can get a free calendar app for your phone too? that you can get a free calendar app for your tablet too,6,1,0.96806574,0.5505144,0.0166666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-8.510755,0.1583948731422424,0,0.1583948731422424,0
sonicdrivein_788,we know you’ re going to want to keep your eyes open for the new sonic this year.,0,1,0.979714,0.5505144,0.0,0.0,0.0,0.0,-7.8803105,0.1637362241744995,0,0.1637362241744995,0
sonicdrivein_2185,it’ s a good day and a miss… what’ s your favorite moment of the year?# msfhc# seasonshowslife# msfhc2# calendardaylooks_like_this# calendarbreak# calendar_looks_like_this# calendar_looks_like_,0,1,0.88304466,0.5505144,0.0,0.0,0.0,0.0,-0.00069987116,0.0368973575532436,0,0.0368973575532436,0
sonicdrivein_234,not sure if this is a compliment or a compliment.,0,1,0.96398497,0.5505144,0.0,0.0,0.0,0.0,-9.631803,0.9201169013977052,1,0.9201169013977052,1
sonicdrivein_558,we’ re here to let you in on the’ s secret.,0,1,0.8384574,0.5505144,0.0,0.0,0.0,0.0,-8.6532,0.545310914516449,1,0.545310914516449,1
sonicdrivein_1998,"not sure if this is a sonic drink, but it’ s a sonic 🥤# sonicdrinkremix# alohaslush# aloha# btsnowlover# sunriselover# sunriselover# sonicdrinkremix A photo posted by sonicdrinkremix ? (@ sonicdr",0,1,0.901576,0.5505144,0.0,0.0,0.0,0.0,-0.8617411,0.008838995359838,0,0.008838995359838,0
sonicdrivein_2168,"it’ s all you’ re have’ s to eat’ s great breakfast , right? 🤔# getawaywithit# somethingscookin# march5 📷:@ kimchi.",2,1,0.4715288,0.5505144,0.0951229424500714,2.116555725899446e-308,2.116555725899446e-308,2.116555725899446e-308,-6.33964,0.1752923429012298,0,0.1752923429012298,0
sonicdrivein_1566,this is what you get when you order a grilled cheese double burger with a side of fries and 2 sides of mushrooms 😌# partytime# partytime# partytime# march5 📷:@ partytimebombadams 📷:@ partytimebombadams 📷:@ partytimebombadams,1,1,0.9438616,0.5505144,0.0294117647058823,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-8.55507,0.1342674940824508,0,0.1342674940824508,0
sonicdrivein_1018,steve and co.,0,1,0.4852955,0.5505144,0.0,0.0,0.0,0.0,-8.844248,0.100784420967102,0,0.100784420967102,0
sonicdrivein_1163,vi’ s all of us who are afraid to say hi to someone.,1,1,0.79497945,0.5505144,0.0448958060110441,1.2986542960532383e-308,1.2986542960532383e-308,1.2986542960532383e-308,-7.9057384,0.3866729438304901,0,0.3866729438304901,0
sonicdrivein_690,we’ ve got a new app coming that will let you do the deed for us💅🍑here🤣: http://idonttakecharge.,0,1,0.90417606,0.5505144,0.0,0.0,0.0,0.0,-9.03135,0.3993757367134094,0,0.3993757367134094,0
sonicdrivein_1084,"introducing you to the love of warm and savory bites, this warm treat is coming to you all day this week at the lovely folks at 🌊# snowshoesideasideasideasideasideasideasideasideasideasideasideasideasideasideasideaside",2,1,0.7757729,0.5505144,0.0357142857142857,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-5.9895372,0.093137040734291,0,0.093137040734291,0
sonicdrivein_1307,"the moment we say we love you, we say it.",0,1,0.9658104,0.5505144,0.0,0.0,0.0,0.0,-8.917151,0.4252561628818512,0,0.4252561628818512,0
sonicdrivein_1666,"anagram of sonic cheese 🌊 to celebrate the sonic cheese blackout, we’ re taking a look at the sonic cheese blackout.",0,1,0.95253736,0.5505144,0.0,0.0,0.0,0.0,-6.98322,0.0038176735397428,0,0.0038176735397428,0
sonicdrivein_1996,just in case someone sees something blue 🌊 make sure you don’ t drink it 🌊# bluemirror ⚡️# bluemirrorappreciationday# jnr.,0,1,0.82385063,0.5505144,0.0,0.0,0.0,0.0,-8.871635,0.040662333369255,0,0.040662333369255,0
sonicdrivein_532,it doesn't matter if you don't have it.,0,1,0.97493786,0.5505144,0.0,0.0,0.0,0.0,-9.40736,0.2598437368869781,0,0.2598437368869781,0
sonicdrivein_283,i’ ve got a new one coming 🤩 watch the full episode of dadfessionals with@ annalee15 now on youtube 🍔# sonicswagaless ''‍♂️# sonicswagaless ''# sonicswagaless '' '' '' '' '' '',1,1,0.80842483,0.5505144,0.032258064516129,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-0.00016378015,0.0124914227053523,0,0.0124914227053523,0
sonicdrivein_2201,picked up some great sonic vibes this week.,0,1,0.9684644,0.5505144,0.0,0.0,0.0,0.0,-8.77305,0.0623535811901092,0,0.0623535811901092,0
sonicdrivein_1821,not me but i do like to think so.,1,1,0.9291181,0.5505144,0.0327305364789008,6.55450749847085e-309,6.55450749847085e-309,6.55450749847085e-309,-8.498981,0.8833573460578918,1,0.8833573460578918,1
sonicdrivein_2181,we’ re going to make a new sonic cup of food.,1,1,0.97704846,0.5505144,0.0577033108127528,1.412335412826535e-308,1.412335412826535e-308,1.412335412826535e-308,-6.1025996,0.1331932842731475,0,0.1331932842731475,0
sonicdrivein_1866,the sonic blast of sonic rock is upon us.,1,1,0.94104385,0.5505144,0.0365769986453228,7.32478711575271e-309,7.32478711575271e-309,7.32478711575271e-309,-8.930738,0.505039632320404,1,0.505039632320404,1
sonicdrivein_1919,the spirit of the present holiday season is celebrating by launching a sonic chain of superhero costumes.,2,1,0.9571627,0.5505144,0.1109262522182205,2.0979623842800395e-308,2.0979623842800395e-308,2.0979623842800395e-308,-8.151691,0.0560634136199951,0,0.0560634136199951,0
sonicdrivein_1376,autumn leaves fallin' down and we’ re taking a bite out of it.,0,1,0.9623953,0.5505144,0.0,0.0,0.0,0.0,-9.49664,0.8320543169975281,1,0.8320543169975281,1
sonicdrivein_1120,sips compliment on the food and we’ ve got something new coming 🥤# sipsislife# strengthanddrivein# march5 📷:@ sydbrouswilliams.,1,1,0.43264273,0.5505144,0.0555555555555555,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-4.8042083,0.0027891795616596,0,0.0027891795616596,0
sonicdrivein_196,when you wake up feeling like you belong in the middle of nowhere.,3,1,0.9648111,0.5505144,0.2307692307692307,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-9.506585,0.9917598366737366,1,0.9917598366737366,1
sonicdrivein_80,it’ s fall and y’ s time to celebrate with a blast of summer goodness.,1,1,0.9223454,0.5505144,0.0666666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-9.004858,0.5969211459159851,1,0.5969211459159851,1
sonicdrivein_1755,this is what you’ re told.,1,1,0.97124016,0.5505144,0.0098027452737383,1.308709935012045e-309,1.308709935012045e-309,1.308709935012045e-309,-7.7686515,0.7756348252296448,1,0.7756348252296448,1
sonicdrivein_2087,we’ re going to make a trick or treat for you🎧 here🤩# birthdaycrunchedelizabeth# march5 📷:@ annalee1599.,1,1,0.7173989,0.5505144,0.0587133164258422,2.090263448406506e-308,2.090263448406506e-308,2.090263448406506e-308,-9.071838,0.3815596103668213,0,0.3815596103668213,0
sonicdrivein_1765,it’ s time for a change.,1,1,0.97300017,0.5505144,0.0115805752038002,1.546058109147204e-309,1.546058109147204e-309,1.546058109147204e-309,-8.974885,0.7273836135864258,1,0.7273836135864258,1
sonicdrivein_1471,#@ jessica_williams’ s day is coming🥤📷:@ jessica_williams_ or watch the full episode of the’ s video on youtube.,2,1,0.5367962,0.5505144,0.0940535249878459,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,-7.9909782,0.0634891390800476,0,0.0634891390800476,0
sonicdrivein_830,@ sonicdrivein and@ tkimchi to celebrate our new➤ food’ s day.,0,1,0.6463435,0.5505144,0.0,0.0,0.0,0.0,-0.00042143522,0.006471998989582,0,0.006471998989582,0
sonicdrivein_1435,"sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip",13,1,0.9158541,0.5505144,0.0377358490566037,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-9.66843,0.4231407642364502,0,0.4231407642364502,0
sonicdrivein_1452,"personally, i’ ve been a bit of a hater.",0,1,0.9818486,0.5505144,0.0,0.0,0.0,0.0,-8.03913,0.7261074185371399,1,0.7261074185371399,1
sonicdrivein_556,someone’ s going to want to share a cheeseburger with@ susanhughes.,0,1,0.96422476,0.5505144,0.0,0.0,0.0,0.0,-8.85635,0.0834161788225174,0,0.0834161788225174,0
sonicdrivein_1333,golden hour is upon us.,0,1,0.8767595,0.5505144,0.0,0.0,0.0,0.0,-9.049443,0.392583280801773,0,0.392583280801773,0
sonicdrivein_1567,the sonic service is a sonic snack.,0,1,0.918088,0.5505144,0.0,0.0,0.0,0.0,-8.922734,0.1071275696158409,0,0.1071275696158409,0
sonicdrivein_1209,it’ s all about the jesus out there 🥤 and you’ ll want to share it with your friends too 🤩# getawaywithit# somethingscookin# march5 📷:@ jessica_sillitna.,4,1,0.7712325,0.5505144,0.1538461538461538,0.04,2.225073858507262e-308,2.225073858507262e-308,-0.0009827552,0.0082726925611495,0,0.0082726925611495,0
sonicdrivein_339,you’ re gon na have to try the rts rtsdrive to get the full blast of sonic rts 🧀️# rtsdrinkremix ''# packn rts# march5 📷:@ sonicdrivein# march5 📷:@ thewilliamsfamilton '',6,1,0.41812873,0.5505144,0.1333333333333333,0.0344827586206896,2.225073858507262e-308,2.225073858507262e-308,-0.0009495279,0.1015725806355476,0,0.1015725806355476,0
sonicdrivein_1459,im not sure if this stream is legit 🤷‍♀️ watch the full episode of momfessionals with@ momfessionals now on youtube.,1,1,0.9149175,0.5505144,0.05,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-8.493217,0.0054967715404927,0,0.0054967715404927,0
sonicdrivein_2080,it 's always the plan to give back to the ❤️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️�,2,1,0.7295657,0.5505144,0.0962206075454636,1.1775387717450385e-308,1.1775387717450385e-308,1.1775387717450385e-308,-9.413302,0.2004772126674652,0,0.2004772126674652,0
sonicdrivein_529,we’ ve got a thing for you.,1,1,0.97928876,0.5505144,0.1073538990107551,1.6720924800836196e-308,1.6720924800836196e-308,1.6720924800836196e-308,-9.546262,0.9087382555007936,1,0.9087382555007936,1
sonicdrivein_1258,i’ m a little confused by the 's ur tot 's mozz sticks.,2,1,0.45405295,0.5505144,0.0004803320385968,6.947032706154e-311,6.947032706154e-311,6.947032706154e-311,-0.018484244,0.2049249559640884,0,0.2049249559640884,0
