image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,b_clip,humor_score,humor
sonicdrivein_789,it’ s a toss up 🤩# nationalsofinstagram# sofinstagram# inhumor# inhumorpopcorn# inhumorpopcorn# inhumorpopcorn# inhumorpopcorn# inhumorpopcorn# inhumorpopcorn# inhumorpopcorn,0,1,0.88991994,0.5741713,0.0,0.0,0.0,0.0,-1.5778583,0.087822213768959,0
sonicdrivein_2181,we’ re going to make a new sonic cup of food.,1,1,0.97704846,0.5741713,0.0577033108127528,1.412335412826535e-308,1.412335412826535e-308,1.412335412826535e-308,-6.1025996,0.1331932842731475,0
sonicdrivein_1866,the sonic blast of sonic rock is upon us.,1,1,0.94104385,0.5741713,0.0365769986453228,7.32478711575271e-309,7.32478711575271e-309,7.32478711575271e-309,-8.930738,0.505039632320404,1
sonicdrivein_821,we’ re launching a new style of music called '@ tkpop.,1,1,0.96494085,0.5741713,0.0909090909090909,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-2.1428082,0.1461319029331207,0
sonicdrivein_1376,autumn leaves fallin' down and we’ re taking a bite out of it.,0,1,0.9623953,0.5741713,0.0,0.0,0.0,0.0,-9.49664,0.8320543169975281,1
sonicdrivein_196,when you wake up feeling like you belong in the middle of nowhere.,3,1,0.9648111,0.5741713,0.2307692307692307,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-9.506585,0.9917598366737366,1
sonicdrivein_80,it’ s fall and y’ s time to celebrate with a blast of summer goodness.,1,1,0.9223454,0.5741713,0.0666666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-9.004858,0.5969211459159851,1
sonicdrivein_2138,sometimes the only thing that’ s good about a bacon’ s dip is its crunch.,3,1,0.9752289,0.5741713,0.1026834238065184,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308,-8.897485,0.5233017206192017,1
sonicdrivein_2196,s not sure what they are saying.,0,1,0.6323558,0.5741713,0.0,0.0,0.0,0.0,-8.250505,0.7391409277915955,1
sonicdrivein_1755,this is what you’ re told.,1,1,0.97124016,0.5741713,0.0098027452737383,1.308709935012045e-309,1.308709935012045e-309,1.308709935012045e-309,-7.7686515,0.7756348252296448,1
sonicdrivein_1765,it’ s time for a change.,1,1,0.97300017,0.5741713,0.0115805752038002,1.546058109147204e-309,1.546058109147204e-309,1.546058109147204e-309,-8.974885,0.7273836135864258,1
sonicdrivein_135,he’ s the man who inspired me to make this chili cheese dip.,0,1,0.9776793,0.5741713,0.0,0.0,0.0,0.0,-7.3870935,0.4800624847412109,0
sonicdrivein_1435,"sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip on the side, sip",13,1,0.9158541,0.5741713,0.0377358490566037,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-9.66843,0.4231407642364502,0
sonicdrivein_1452,"personally, i’ ve been a bit of a hater.",0,1,0.9818486,0.5741713,0.0,0.0,0.0,0.0,-8.03913,0.7261074185371399,1
sonicdrivein_1209,it’ s all about the jesus out there 🥤 and you’ ll want to share it with your friends too 🤩# getawaywithit# somethingscookin# march5 📷:@ jessica_sillitna.,4,1,0.7712325,0.5741713,0.1538461538461538,0.04,2.225073858507262e-308,2.225073858507262e-308,-0.0009827552,0.0082726925611495,0
sonicdrivein_1069,does this sound familiar? please share it with your friends 🤩# fallowebay# sunriseappeekit# snowshoes# fallowebay# sunriseappeekit# sunrisenow# !# appeekit# sunrisenow# !# appeekit# sunrisenow# !# app,2,1,0.9344756,0.5741713,0.0799999999999999,0.0416666666666666,2.225073858507262e-308,2.225073858507262e-308,-0.0009028411,0.1379428058862686,0
sonicdrivein_339,you’ re gon na have to try the rts rtsdrive to get the full blast of sonic rts 🧀️# rtsdrinkremix ''# packn rts# march5 📷:@ sonicdrivein# march5 📷:@ thewilliamsfamilton '',6,1,0.41812873,0.5741713,0.1333333333333333,0.0344827586206896,2.225073858507262e-308,2.225073858507262e-308,-0.0009495279,0.1015725806355476,0
sonicdrivein_1459,im not sure if this stream is legit 🤷‍♀️ watch the full episode of momfessionals with@ momfessionals now on youtube.,1,1,0.9149175,0.5741713,0.05,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-8.493217,0.0054967715404927,0
sonicdrivein_2080,it 's always the plan to give back to the ❤️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️�,2,1,0.7295657,0.5741713,0.0962206075454636,1.1775387717450385e-308,1.1775387717450385e-308,1.1775387717450385e-308,-9.413302,0.2004772126674652,0
sonicdrivein_163,sometimes they even order a double cheeseburger with tots 🥤# burgerloversday — annalee15 📷:@ annalee15 🍔:@ annalee15 🍔:@ annalee15 🍔:@ annalee15 🍔:@ ann,0,1,0.78411,0.5741713,0.0,0.0,0.0,0.0,-3.402399,0.6580646634101868,1
sonicdrivein_529,we’ ve got a thing for you.,1,1,0.97928876,0.5741713,0.1073538990107551,1.6720924800836196e-308,1.6720924800836196e-308,1.6720924800836196e-308,-9.546262,0.9087382555007936,1
sonicdrivein_899,"is this what you 've been saying all week? '@ reba_sarah</s> , '@ reba_sarah@ live.",0,1,0.84232104,0.5741713,0.0,0.0,0.0,0.0,-6.3615313,0.145683616399765,0
sonicdrivein_1944,the solar system is a solar system.,1,1,0.951076,0.5741713,0.0167598808706072,2.61043809578189e-309,2.61043809578189e-309,2.61043809578189e-309,-0.0008886679,0.3153083026409149,0
sonicdrivein_2078,"is this what we are thinking? 💅❤️ to help us out, we need your help ! ❤️ on our tumbler: http://www.",2,1,0.90041316,0.5741713,0.0952380952380952,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-8.355968,0.096942014992237,0
