image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,b_clip,humor_score,humor
sonicdrivein_234,not sure if this is what you mean when you say happy hour is happy hour but it is 🤷‍♀️ </s> </li> </ul> </li> </table> </td> </tr> </tbody> </table> </td> </tr> </tbody> </table,2,1,0.901321,0.56179017,0.0303030303030303,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-9.432417,0.5525045990943909,1
sonicdrivein_1737,what do you do when you don’ t even know what you’ re doing?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!?!,0,1,0.9064215,0.56179017,0.0,0.0,0.0,0.0,-6.547082,0.806900680065155,1
sonicdrivein_2208,we thought this would be a great opportunity to share some of our thoughts with you.,0,1,0.972728,0.56179017,0.0,0.0,0.0,0.0,-8.613286,0.9062293171882628,1
sonicdrivein_1138,it’ s a trick or treat win a sonic double cheeseburger too 👌# getawaywithit# somethingscookin# march5 📷:@ sonicwagner 📷:@ sonicwagner 📷:@ sonicwagner# march5 📷:@,3,1,0.756698,0.56179017,0.1058102156113267,0.0736071065122273,0.0384764420404824,1.8834843577582417e-308,-5.506029,0.098935529589653,0
sonicdrivein_2209,"if you don’ t want to mess up your mommy’ s day then don’ t worry, we’ ve got you covered.",0,1,0.9621444,0.56179017,0.0,0.0,0.0,0.0,-1.1438733,0.8093509078025818,1
sonicdrivein_566,"have’ s got no sugar, no calories, and zero guilt when it comes to eating out 🤩# getawaywithit# somethingscookin# march5 📷:@ kevincenteater .

# getawaywithit# somethingscookin# march5 📷",0,1,0.72823507,0.56179017,0.0,0.0,0.0,0.0,-1.4037653,0.5711734890937805,1
sonicdrivein_2168,"it’ s all you’ ve got to eat’ s good breakfast , right?# getawaywithit# somethingscookin# march5 📷:@ tahrithebengalley# march5 📷:@ thewilliamsfamilton# march5 📷",2,1,0.57680106,0.56179017,0.0869565217391304,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-0.52007866,0.0742429569363594,0
sonicdrivein_1566,this one is for you 😌# getawaywithit# somethingscookin# march5 📷:@ thewilliamsfamilton 📷:@ thewilliamsfamilton# march5 📷:@ thewilliamsfamilton 📷:@ thewilliamsfam,0,1,0.7931062,0.56179017,0.0,0.0,0.0,0.0,-5.5115194,0.4177790582180023,0
sonicdrivein_690,we’ ve got something we’ ve been waiting for so we’ ve got something we’ ve been waiting for.,0,1,0.9662498,0.56179017,0.0,0.0,0.0,0.0,-8.590425,0.890464186668396,1
sonicdrivein_1223,this is what you get when you order your food at the drive-in 😌# getawaywithit# somethingscookin# march5 📷:@ kimchi.,2,1,0.8811378,0.56179017,0.0430226464322088,9.09421376051032e-309,9.09421376051032e-309,9.09421376051032e-309,-0.0013349678,0.1644004732370376,0
sonicdrivein_532,"if this isn't your thing, you can always get it at your local store.# summerswingsday# getawaywithit# somethingscookin# march5 📷:@ tahrithebengalley 📷:@ thewilliamsfamilton 📷:@ thewilliam",2,1,0.7451804,0.56179017,0.0416666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-4.5884566,0.0399067550897598,0
sonicdrivein_283,i’ m the only one who doesn’ t drink chili cheese 🤩# getawaywithit# somethingscookin# march5 📷:@ jessica_sillitna 🤩# getawaywithit# somethingscookin# march5 📷:@,0,1,0.88195664,0.56179017,0.0,0.0,0.0,0.0,-8.465661,0.0260034445673227,0
sonicdrivein_1022,it doesn’ t matter if you don’ t like it 😌 we’ ve got a new thing coming 🤔 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 👀 �,1,1,0.90156955,0.56179017,0.0256410256410256,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-1.467454,0.8790320158004761,1
sonicdrivein_789,it doesn’ t matter if it’ s cheese toe 🤩# nationalsofinstagram# sofinstagram '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '',0,1,0.7223624,0.56179017,0.0,0.0,0.0,0.0,-0.3511578,0.0872046574950218,0
sonicdrivein_2181,this is what we mean when we say we’ re cutting out the middle man.,0,1,0.9736964,0.56179017,0.0,0.0,0.0,0.0,-0.000766103,0.2266369313001632,0
sonicdrivein_1866,does this mean that we 're taking a sonic break? 🌊# sonicbreak# march5 📷:@ tahrithebengalley 📷:@ march5 📷:@ sonicbreak# march5 📷:@ tahrithebengalley 📷,1,1,0.9221128,0.56179017,0.0434782608695652,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-0.00012146689,0.2903446853160858,0
sonicdrivein_821,we’ re launching a new style of music called '@ sonicdrivein.,1,1,0.9611215,0.56179017,0.0909090909090909,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-0.08596991,0.1959929913282394,0
sonicdrivein_1376,autumn leaves fallin' in love with us 🌊🏼 we’ re taking a look at tot costumes from around the web ! 🌊#❤️#❤️#❤️#❤️#❤️#❤️#❤️#❤️#,2,1,0.8573012,0.56179017,0.0909090909090909,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-0.00067044667,0.3973236978054046,0
sonicdrivein_196,"when you wake up in the middle of the night feeling like you belong in a haunted house, you don’ t want to miss out on this special moment with your friends 👌# getawaywithit# somethingscookin# march5 📷:@ tahrithebengalley . link .",4,1,0.90741587,0.56179017,0.0975609756097561,0.025,2.225073858507262e-308,2.225073858507262e-308,-9.001666,0.8713093996047974,1
sonicdrivein_80,it’ s fall and y’ ve got somethin’ coming for you🎁@ annalee15 📷:@ annalee15 📷:@ annalee15 📷:@ annalee15 📷:@ annalee15 📷:@,0,1,0.6440241,0.56179017,0.0,0.0,0.0,0.0,-0.59008265,0.8765760064125061,1
sonicdrivein_2138,sometimes it’ s hard to decide between a large tots or a small tots.,3,1,0.9521775,0.56179017,0.0651134311897167,1.0141753550456513e-308,1.0141753550456513e-308,1.0141753550456513e-308,-8.4836645,0.7828550338745117,1
sonicdrivein_2196,is this what they mean when they say he 's a 'videogamer'? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no? no,1,1,0.9478735,0.56179017,0.027027027027027,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-0.0002039463,0.9809359312057496,1
sonicdrivein_1755,this is what you’ re going to get for your dog this year.,1,1,0.97679365,0.56179017,0.0356437976331673,1.0310310703092875e-308,1.0310310703092875e-308,1.0310310703092875e-308,-8.598373,0.7449938654899597,1
sonicdrivein_1765,it’ s time for a bite to celebrate the all-new season of ❤️⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰,2,1,0.91518766,0.56179017,0.0769876800554723,1.113471283070591e-308,1.113471283070591e-308,1.113471283070591e-308,-9.417444,0.2508911788463592,0
sonicdrivein_135,he’ s the man who inspired all of us🥤 and we’ ve got somethin’ coming for you🍔🍔# nationalchampionshipseason# march5 📷:@ thewilliamsfamilton 📷:@ thewilliamsfamilton A photo posted,0,1,0.9038573,0.56179017,0.0,0.0,0.0,0.0,-0.0006729484,0.0251381453126668,0
sonicdrivein_1435,is this what it’ s like to sip a coke? 🤔# sipsofinstagram ⚡️@ josephschelton 📷:@ sipsofinstagram 💅:@ sipsofinstagram 📷:@ josephschelton_v,0,1,0.9405777,0.56179017,0.0,0.0,0.0,0.0,-7.8468657,0.0124913286417722,0
sonicdrivein_1452,"at the drive-in, they’ re giving away a free tumbler too 🤩# getawaywithit# somethingscookin# march5 📷:@ tahrithebengal.",0,1,0.57442534,0.56179017,0.0,0.0,0.0,0.0,-9.134957,0.0547728948295116,0
sonicdrivein_1209,"it’ s not just a slush, it’ s a slush too 🥤# getawaywithit# somethingscookin# march5 📷:@ jessica_sillitna

# getawaywithit# somethingscookin# march5 📷",0,1,0.82450736,0.56179017,0.0,0.0,0.0,0.0,-4.2605233,0.03708091750741,0
sonicdrivein_1069,is this what we mean when we say we 're 't afraid of cats? 🥤🍔# livefreekimchi# fall 📷:@ tahrithebengalley 📷:@ kimchi 🥤🍔# fall 📷:@ seans,1,1,0.7980019,0.56179017,0.04,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-0.00051068136,0.1723893731832504,0
sonicdrivein_339,we’ ve got something you’ ll want to blast with your friends soon 🚀# getawaywithit# somethingscookin# march5 📷:@ sonicdrivein 📷:@ thewilliamsfamilton 📷:@ thewilliamsfamilton 📷,2,1,0.8061874,0.56179017,0.0799324547590948,2.134267386369317e-308,2.134267386369317e-308,2.134267386369317e-308,-1.3504459,0.1596075743436813,0
sonicdrivein_1459,# summertime is upon us 🤷‍♀️ watch the full episode of momfessionals with@ annalee15 now on youtube 🤷‍♀️# momfessionals ''# momfessionals ''# dadfessionals ''# sonfessionals ''# sonf,2,1,0.81219393,0.56179017,0.074074074074074,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,-0.225201,0.0318060107529163,0
sonicdrivein_2080,take a look at what we’ ve accomplished so far:# ❤️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️�,1,1,0.92481136,0.56179017,0.0481103037727318,1.1775387717450385e-308,1.1775387717450385e-308,1.1775387717450385e-308,-9.1548815,0.3964450657367706,0
sonicdrivein_163,don’ t you hate when someone orders a drive-in burger? 🤔# getawaywithit# somethingscookin# march5 📷:@ thewilliamsfamilton 🤔# getawaywithit# somethingscookin# march5 📷:@ thewill,0,1,0.854592,0.56179017,0.0,0.0,0.0,0.0,-5.321742,0.6282686591148376,1
sonicdrivein_529,"we’ ve got something you’ re looking forward to this summer 🤩# getawaywithit# somethingscookin# march5 📷:@ franckleflambert<|endoftext|>(CNN) President Donald Trump has tapped former national security adviser Michael Flynn to serve as his national security adviser,",0,1,0.974872,0.56179017,0.0,0.0,0.0,0.0,-0.00037138717,0.4246862232685089,0
sonicdrivein_899,is this what we’ ve been saying all this time? we’ ve been saying that for a while now.,0,1,0.9827403,0.56179017,0.0,0.0,0.0,0.0,-8.482776,0.3534402847290039,0
sonicdrivein_1944,"the solar eclipse is upon us, and we’ re going to need a solar eclipse to celebrate it.",3,1,0.95973766,0.56179017,0.133456233819468,1.7816998627591863e-308,1.7816998627591863e-308,1.7816998627591863e-308,-7.7759023,0.0629824995994567,0
sonicdrivein_2078,is this what we are imagining? 💅🏼️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️�,1,1,0.96259904,0.56179017,0.0257274731639931,4.00718695878539e-309,4.00718695878539e-309,4.00718695878539e-309,-8.272282,0.348601222038269,0
