image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,humor_score_,humor_
sonicdrivein_1376,autumn leaves fallin' in love with us 🌊🏼 we’ re taking a look at tot costumes from around the web ! 🌊#❤️#❤️#❤️#❤️#❤️#❤️#❤️#❤️#,2,1,0.8573012,0.5522114,0.0909090909090909,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,0.3973236978054046,0,0.3973236978054046,0
sonicdrivein_1120,leadership asked us to create a playlist for you.,0,1,0.96671116,0.5522114,0.0,0.0,0.0,0.0,0.0198748745024204,0,0.0198748745024204,0
sonicdrivein_196,"when you wake up in the middle of the night feeling like you belong in a haunted house, you don’ t want to miss out on this special moment with your friends 👌# getawaywithit# somethingscookin# march5 📷:@ tahrithebengalley . link .",4,1,0.90741587,0.5522114,0.0975609756097561,0.025,2.225073858507262e-308,2.225073858507262e-308,0.8713093996047974,1,0.8713093996047974,1
sonicdrivein_80,it’ s fall and y’ ve got somethin’ coming for you🎁@ annalee15 📷:@ annalee15 📷:@ annalee15 📷:@ annalee15 📷:@ annalee15 📷:@,0,1,0.6440241,0.5522114,0.0,0.0,0.0,0.0,0.8765760064125061,1,0.8765760064125061,1
sonicdrivein_1755,this is what you’ re going to get for your dog this year.,1,1,0.97679365,0.5522114,0.0356437976331673,1.0310310703092875e-308,1.0310310703092875e-308,1.0310310703092875e-308,0.7449938654899597,1,0.7449938654899597,1
sonicdrivein_2087,we’ ve got a trick or treat for you🥤🍔🕸⛰️🍔🕸⛰️🍔🕸⛰️🍔# getawaywithit# somethingscookin# march5 📷:@ ann,0,1,0.62128925,0.5522114,0.0,0.0,0.0,0.0,0.3064925670623779,0,0.3064925670623779,0
sonicdrivein_1765,it’ s time for a bite to celebrate the all-new season of ❤️⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰⛰,2,1,0.91518766,0.5522114,0.0769876800554723,1.113471283070591e-308,1.113471283070591e-308,1.113471283070591e-308,0.2508911788463592,0,0.2508911788463592,0
sonicdrivein_1471,i’ ve got no self control when it comes to watching video games.,0,1,0.98155415,0.5522114,0.0,0.0,0.0,0.0,0.6554309725761414,1,0.6554309725761414,1
sonicdrivein_830,⭐️‍♀️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️�,0,1,0.86411864,0.5522114,0.0,0.0,0.0,0.0,0.8047058582305908,1,0.8047058582305908,1
sonicdrivein_1435,is this what it’ s like to sip a coke? 🤔# sipsofinstagram ⚡️@ josephschelton 📷:@ sipsofinstagram 💅:@ sipsofinstagram 📷:@ josephschelton_v,0,1,0.9405777,0.5522114,0.0,0.0,0.0,0.0,0.0124913286417722,0,0.0124913286417722,0
sonicdrivein_1452,"at the drive-in, they’ re giving away a free tumbler too 🤩# getawaywithit# somethingscookin# march5 📷:@ tahrithebengal.",0,1,0.57442534,0.5522114,0.0,0.0,0.0,0.0,0.0547728948295116,0,0.0547728948295116,0
sonicdrivein_556,someone’ s going to need a cheeseburger for this one🥤# cheeseburgersofinstagram . watch the full episode of uncleanandwichinsider right now on youtube .# uncleanandwichinsider . subscribe to uncleanandwichinsider to get the full episode of uncleanand,6,1,0.8525384,0.5522114,0.1428571428571428,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,0.017150267958641,0,0.017150267958641,0
sonicdrivein_1333,golden hour is upon us.,0,1,0.8767595,0.5522114,0.0,0.0,0.0,0.0,0.392583280801773,0,0.392583280801773,0
sonicdrivein_1567,we’ re going to take a look at some of the sonic snacks that we’ ve been dreaming about for a while now.,0,1,0.98072976,0.5522114,0.0,0.0,0.0,0.0,0.049046516418457,0,0.049046516418457,0
sonicdrivein_1209,"it’ s not just a slush, it’ s a slush too 🥤# getawaywithit# somethingscookin# march5 📷:@ jessica_sillitna

# getawaywithit# somethingscookin# march5 📷",0,1,0.82450736,0.5522114,0.0,0.0,0.0,0.0,0.03708091750741,0,0.03708091750741,0
sonicdrivein_339,we’ ve got something you’ ll want to blast with your friends soon 🚀# getawaywithit# somethingscookin# march5 📷:@ sonicdrivein 📷:@ thewilliamsfamilton 📷:@ thewilliamsfamilton 📷,2,1,0.8061874,0.5522114,0.0799324547590948,2.134267386369317e-308,2.134267386369317e-308,2.134267386369317e-308,0.1596075743436813,0,0.1596075743436813,0
sonicdrivein_1459,# summertime is upon us 🤷‍♀️ watch the full episode of momfessionals with@ annalee15 now on youtube 🤷‍♀️# momfessionals ''# momfessionals ''# dadfessionals ''# sonfessionals ''# sonf,2,1,0.81219393,0.5522114,0.074074074074074,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308,0.0318060107529163,0,0.0318060107529163,0
sonicdrivein_2080,take a look at what we’ ve accomplished so far:# ❤️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️⛰️�,1,1,0.92481136,0.5522114,0.0481103037727318,1.1775387717450385e-308,1.1775387717450385e-308,1.1775387717450385e-308,0.3964450657367706,0,0.3964450657367706,0
sonicdrivein_529,"we’ ve got something you’ re looking forward to this summer 🤩# getawaywithit# somethingscookin# march5 📷:@ franckleflambert<|endoftext|>(CNN) President Donald Trump has tapped former national security adviser Michael Flynn to serve as his national security adviser,",0,1,0.974872,0.5522114,0.0,0.0,0.0,0.0,0.4246862232685089,0,0.4246862232685089,0
sonicdrivein_1258,it’ s time for ft.,1,1,0.79991263,0.5522114,1.2352122671160728e-08,1.37421926e-315,1.37421926e-315,1.37421926e-315,0.1650137603282928,0,0.1650137603282928,0
