prompt,label,image
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_25
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_63876
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_18
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_105593
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_99632
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_472
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_76
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_19
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_3
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_46
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_108076
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_35
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_24632
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_98424
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",crazy-girlfriend-meme-heh
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_68106
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_2611
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_67124
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_9842
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_77720
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_5
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_106548
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_61
"<b>, <start_of_turn>, ara, ot, only, inal, lean, w, gh, ries, ster, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_79274
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_7
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_677
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_113338
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_11
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_41383
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_33672
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",imgflip_821
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_35424
"<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec.","<b>, <start_of_turn>, ara, ot, only, lean, w, ster, gh, ries, je, arch, ff, Z, TEXT, zy, �, pl, system, bea, lan, made, take, _, true, C, </tr>, ner, dec",bokete_107342
