image_id,caption,fluency,diversity,humor_score,humor
sonicdrivein_2091,"phooey, rain! see you next week for ghostbusters in okc. repost from @myriadgardens --- a decision. #sonicsummermovies",0.8678138,0.53012776,0.0518478825688362,0
sonicdrivein_866,today’s horoscoop🍦: remember to treat yourself and your sweet tooth with our mocha crunch blast—a deliciously cool,0.21195783,0.53012776,0.0878465548157692,0
sonicdrivein_135,"get in losers, new holiday merch is here ✨ ",0.23821639,0.53012776,0.0652368813753128,0
sonicdrivein_1138,who’s at the door? it’s our trick or treat blast! are you dressing up for halloween? 🎃  visit the link in bio to get our downloadable cupstume patterns!,0.7231827,0.53012776,0.0241119526326656,0
sonicdrivein_2209,"we watched with sadness as monday's tornado struck moore, ok, just a few miles from sonic hq.",0.9548176,0.53012776,0.466281533241272,0
sonicdrivein_78,the fourth is strong with this one 😮‍💨,0.35629883,0.53012776,0.9440529346466064,1
sonicdrivein_1821,join @easymoneysniper and thank a teacher using #thanksteach & sonic will donate up to $1 million to public school teachers.,0.7998362,0.53012776,0.0251395646482706,0
sonicdrivein_528,"if you didn’t know, now you know.",0.94480306,0.53012776,0.6414105296134949,1
sonicdrivein_1640,"grab a friend or two for a corn dog or five. it doesn’t matter who you bring, just get them to sonic for 50¢ corn dogs",0.5335966,0.53012776,0.0201859828084707,0
sonicdrivein_1070,running on empty? stop on by to get yourself a chicken slinger! and thanks for spending gas money on us. 🥰⛽🥰,0.88002336,0.53012776,0.0052283676341176,0
sonicdrivein_1998,"they're here. 79c. medium famous slushes at sonic, today only. ",0.56014544,0.53012776,0.0378610156476497,0
sonicdrivein_780,eating a corn dog in outer space? 👀,0.9261232,0.53012776,0.5698944926261902,1
sonicdrivein_373,who knew ai had such good taste? #ai,0.81464785,0.53012776,0.5966485142707825,1
sonicdrivein_1459,sonic summertime dreaming. 💭are you ready for some summer sun at the drive-in? ☀️ 📸: @xoaleeeee,0.80652016,0.53012776,0.00817203335464,0
sonicdrivein_80,just know we are very proud of this one,0.9347637,0.53012776,0.9244897961616516,1
sonicdrivein_1897,"for flavor as 🔥 as your winning streak, pop sonic’s sriracha seasoned jumbo popcorn chicken.",0.28136203,0.53012776,0.0047848829999566,0
sonicdrivein_1788,"come by for happy hour. @hoflaherty’s crew knows, you gotta snag ‘em all.tag #thisishowisonic and you could be featured.",0.37456483,0.53012776,0.0404906049370765,0
sonicdrivein_1950,"you can have your cake and ice cream, too. try our 3 new flavors: vanilla birthday cake, @oreo cake, and strawberry",0.8844914,0.53012776,0.0109086949378252,0
sonicdrivein_290,reminder to check in on your group chats today,0.9089121,0.53012776,0.7527779936790466,1
sonicdrivein_1702,do cheese and bread make the ultimate couple? we think so. grab a 50¢ grilled cheese on 12/21 and taste for yourself 🧀🍞❤️ limit 5. mention when ordering. tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 12/21/16 at participating sonic drive-ins while supplies last,0.20689821,0.53012776,0.0065091089345514,0
sonicdrivein_1730,can one ever really have too many corn dogs? 🤔 get 50c corn dogs fri-sun after 5pm and find out for yourself! ,0.5644951,0.53012776,0.1243032813072204,0
sonicdrivein_1358,"seasons may change, but tots are forever. happy fall! 🍂#totumn",0.79775214,0.53012776,0.0115398215129971,0
sonicdrivein_2100,"who wants celebrate tax filing <or, drown tax sorrow> in sonic drinks or slushes? <raises hand> 1/2-price all day today!",0.259513,0.53012776,0.0150673333555459,0
sonicdrivein_89,our social media manager (me) is wildin,0.87779725,0.53012776,0.6898430585861206,1
sonicdrivein_1809,kick off summer break with a 50¢ corn dog in hand. 🙏 tag your after school crew and swing by sonic tomorrow for national end of school day.#sonic #corndog #😎 tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 05/24/16 at participating sonic drive-ins while supplies last.,0.4947705,0.53012776,0.0456552654504776,0
sonicdrivein_952,"struggling to decide your order? 🤔 then check the time: our clock will tell you what to get. ⏰

9am - 12pm: bacon egg & cheese breakfast burrito
12pm - 3pm: crave cheeseburger
3pm - 6pm: corn dog
6pm - 9pm: red, white, & blue slush float",0.8089659,0.53012776,0.1811692714691162,0
sonicdrivein_2076,congratulations to the sonic limeades for learning classrooms who were funded over the weekend! didn’t see your project,0.8261202,0.53012776,0.0872805044054985,0
sonicdrivein_558,i think something is up with our button.,0.93405026,0.53012776,0.4869256913661957,0
sonicdrivein_1220,tots off to you 2020 seniors! congrats on 4 years of hard work and a lifetime of memories! 🎉🎉,0.44180828,0.53012776,0.0196854565292596,0
sonicdrivein_2052,"eat your heart out, candy board games. ",0.46238413,0.53012776,0.4915433526039123,0
sonicdrivein_404,"@starbucks inspired us, which era are you? 👀",0.7286476,0.53012776,0.7477081418037415,1
sonicdrivein_1866,get a lil wild with an unexpected combo that’s surprisingly delightful. catch a taste of our new wildberry lavender,0.8964255,0.53012776,0.0176380090415477,0
sonicdrivein_486,i love the taste of hypocrisy in the morning.,0.98047274,0.53012776,0.4352050125598907,0
sonicdrivein_2112,"hey, central ok! eat at sonic on thursday, 2/20, between 6-11 and we will donate 10% of sales to calm waters. then,",0.57292795,0.53012776,0.0867524296045303,0
sonicdrivein_491,"ahhh yes, gold, my favorite color.",0.8886177,0.53012776,0.5227729678153992,1
sonicdrivein_2218,"so, are you going to eat both halves or share with a bud?",0.63030183,0.53012776,0.6247379183769226,1
sonicdrivein_1199,there’s only one thing running through my mind. 🏃🥤🏃,0.9506423,0.53012776,0.8771194219589233,1
sonicdrivein_645,where we get our ice. it's chill.,0.8638112,0.53012776,0.4851623177528381,0
sonicdrivein_1029,eating a corn dog's an emotional roller coaster. 🎢,0.7777296,0.53012776,0.6753845810890198,1
sonicdrivein_196,"wake up, it’s the first of the month",0.9484379,0.53012776,0.9769855737686156,1
sonicdrivein_690,don't keep mom from her emotional support ice.,0.5808597,0.53012776,0.8466271758079529,1
sonicdrivein_743,"did you know? our commercials feature real sonic fans trying new items and sharing their unscripted reactions. 🎶 nico, josh and layne, play together in some of nashville's finest honky-tonks nearly every night of the week. and visit their favorite drive-in almost as often!",0.9472109,0.53012776,0.0486264079809188,0
sonicdrivein_41,it’s giving gold medal ????? #xgamesmode,0.2066515,0.53012776,0.8954898715019226,1
sonicdrivein_1675,"not all heroes wear capes. some are dressed in chili and cheese...with a sidekick of tots. at $3.99, you can count on",0.80908114,0.53012776,0.012471423484385,0
sonicdrivein_85,every wrap has its own special qualities 🤗,0.9287988,0.53012776,0.3728173375129699,0
sonicdrivein_2126,downside to working out your tastebuds with a buddy? they'll want a bite of your salsa verde breakfast burrito.,0.9686091,0.53012776,0.0045763766393065,0
sonicdrivein_789,our mozz stick lovers: we see you. 👀❤️ #nationalcheeseloversday,0.8008718,0.53012776,0.0211365334689617,0
sonicdrivein_98,m&m blast on canvas by sonic (e. 1953),0.82646734,0.53012776,0.8129003643989563,1
sonicdrivein_497,one tot doesn’t make me a bad mom.,0.9067887,0.53012776,0.8743089437484741,1
