,image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4
567,sonicdrivein_1220,the straws have arrived and i 'm just dreaming about them 🎁🎄🏼🍫🍫🍫🍫🍫🍫🍫🍫🍫🍫🍫🍫🍫🍫🍫,1,1,0.957537,0.50324816,0.0465029288141705,1.2416694149812216e-308,1.2416694149812216e-308,1.2416694149812216e-308
587,sonicdrivein_496,"no matter how many times we try to eat our food, we’ ll still be satisfied with 5 bites.",1,1,0.93009835,0.50324816,0.0526315789473684,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
607,sonicdrivein_742,cheat code: you’ re taking a photo with this photo# soniccheat# soniccheat# alberta 💅💅💅# alberta 💅# nationaltatertotday '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '',2,1,0.81674165,0.50324816,0.0526315789473684,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
623,sonicdrivein_1755,"no matter how many times we try to eat our food, we always end up with the same result.",2,1,0.97147614,0.50324816,0.0852797615718343,0.0450087630518014,1.802660797265598e-308,1.802660797265598e-308
625,sonicdrivein_85,we’ re taking a look at the sonic drive-in and we’ ll show you what we’ ve accomplished so far.,0,1,0.97462565,0.50324816,0.0,0.0,0.0,0.0
646,sonicdrivein_2095,"singer& salsa artist ⅐ in the artist is partnering with educators and local nonprofits to support teachers and classrooms through the purchase of our new digital media platform, which will be announced in time for a live stream.",4,1,0.8284828,0.50324816,0.0789473684210526,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
661,sonicdrivein_196,the only cheese i have left.,1,1,0.9749921,0.50324816,0.1194218850956315,1.594335087959687e-308,1.594335087959687e-308,1.594335087959687e-308
664,sonicdrivein_404,we asked you for your favorite sonic drink of the day.,0,1,0.97203255,0.50324816,0.0,0.0,0.0,0.0
676,sonicdrivein_1950,the flavor 👀 is 🎁 that’ s what you’ re talking about 💅🏼# flavor 📸 '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '',0,1,0.74590385,0.50324816,0.0,0.0,0.0,0.0
685,sonicdrivein_1730,the trick or treat blasts coming your way.,0,1,0.8267049,0.50324816,0.0,0.0,0.0,0.0
688,sonicdrivein_866,creamy goodness is coming to the corner.,1,1,0.86820143,0.50324816,0.0342358623488251,5.33241256350767e-309,5.33241256350767e-309,5.33241256350767e-309
709,sonicdrivein_2209,how dare trump use words like `` tax season '' and `` national '' to describe his tax cuts.,0,1,0.9472135,0.50324816,0.0,0.0,0.0,0.0
727,sonicdrivein_952,we’ ve got something new coming.,0,1,0.98294246,0.50324816,0.0,0.0,0.0,0.0
729,sonicdrivein_373,social media team is out to get you out of bed.# sleep# workhumor# workhumor# workhumor# workhumor# workhumor# workhumor# workhumor# workhumor# workhumor# workhumor# workhumor# workhumor# workhumor# work,0,1,0.94530284,0.50324816,0.0,0.0,0.0,0.0
773,sonicdrivein_1944,wrapped with goodness 🤩 tag@ totchos 🥤 watch the full episode of momfessionals with@ annalee15 now on youtube where@ momfessionals '' is the only sound in our app.,2,1,0.7190587,0.50324816,0.0714285714285714,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
782,sonicdrivein_743,i got the wrong one.,1,1,0.9671349,0.50324816,8.19469957959573e-05,9.11690590644e-312,9.11690590644e-312,9.11690590644e-312
799,sonicdrivein_788,e’ ll add a sonic drive-in in the future.,1,1,0.9118671,0.50324816,0.111111111111111,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
810,sonicdrivein_1702,the perfect breakfast to eat on a hot day.,3,1,0.95817286,0.50324816,0.0035028868218009,2.33825456894963e-310,2.33825456894963e-310,2.33825456894963e-310
821,sonicdrivein_1998,a must-have for any summer drink queue.,0,1,0.8532145,0.50324816,0.0,0.0,0.0,0.0
825,sonicdrivein_316,not me taking the mickey out of my mouth in the app is a sign of serious food ..# foodislife# droolingmouthlover# droolingmouthlover# getawaywithit# somethingscookin# march5 📷:@ thewilliamsfamiliestater '' '' '' '',2,1,0.57777137,0.50324816,0.032258064516129,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
864,sonicdrivein_645,the perfect drink for a party.,0,1,0.9738877,0.50324816,0.0,0.0,0.0,0.0
866,sonicdrivein_2091,"`` what 's new this year? we teamed up with sonic to bring you the full episode of our new series, `` the blast!! '' click the link in our bio to stream it now.",2,1,0.8683754,0.50324816,0.0571428571428571,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
876,sonicdrivein_2126,is this what you’ re talking about to get your best deal? 💅💅💅💅💅💅💅💅💅💅💅💅💅💅💅💅💅�,2,1,0.90999424,0.50324816,0.0969712594764184,1.402493394168772e-308,1.402493394168772e-308,1.402493394168772e-308
880,sonicdrivein_1070,"if you’ re seeing this, it’ s your chance.",0,1,0.966942,0.50324816,0.0,0.0,0.0,0.0
912,sonicdrivein_2112,is it time for a new year? 🤩# yearmath# festivalseason# musicfestivals# musicfestivals# festival-season# festival-name# festival-name# festival-name# festival-name# festival-name# festival-name# festival-name# festival-name# festival-name# festival,0,1,0.9295883,0.50324816,0.0,0.0,0.0,0.0
949,sonicdrivein_1282,happy holidays everyone.,0,1,0.84810174,0.50324816,0.0,0.0,0.0,0.0
957,sonicdrivein_204,who’ s up to finding the perfect sandwich for the occasion 🤩# getawaywithit# somethingscookin# march5 📷:@ tkacobaines ''&# getawaywithit# march5 📷:@ nykacobaines ''&# get,2,1,0.62516284,0.50324816,0.0416666666666666,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
967,sonicdrivein_1678,"alright, we’ re just saying “ here to show you how great we are.",1,1,0.96061873,0.50324816,0.0349672613969252,1.0892663493304385e-308,1.0892663493304385e-308,1.0892663493304385e-308
975,sonicdrivein_1866,happy birthday to you and all you need to do for your birthday this year.,0,1,0.725824,0.50324816,0.0,0.0,0.0,0.0
1030,sonicdrivein_1029,"when you want to dance, we suggest you try the shakes.",0,1,0.9748674,0.50324816,0.0,0.0,0.0,0.0
1046,sonicdrivein_80,the cherry limeade pool is a must-have for anyone who wants to party pool.,0,1,0.93597084,0.50324816,0.0,0.0,0.0,0.0
1076,sonicdrivein_41,not@ annalee15 entering her first date to date.,0,1,0.41935152,0.50324816,0.0,0.0,0.0,0.0
1092,sonicdrivein_2200,`` what if i told you we were going to make your trip to the drive-in? '' `` what if i told you we were going to make your trip to the drive-in? '' `` what if i told you we were going to make your trip to the drive-in? '' `` what if i told you we,4,1,0.9593071,0.50324816,0.0172413793103448,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1101,sonicdrivein_528,"happy hour, happy hour, happy hour, happy hour, happy hour, happy hour, happy hour, happy hour, happy hour, happy hour, happy hour, happy hour, happy hour.",0,1,0.91915625,0.50324816,0.0,0.0,0.0,0.0
1104,sonicdrivein_2218,add some flavor to your dinner plans 💅🏼# dinnertreatit# march5 📷:@ tkacoweenicariot '' is the sonic morningbreak# march5 📷:@ kimchi.,1,1,0.6792978,0.50324816,0.05,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1105,sonicdrivein_2196,loose cup of hot dog with a side of fries.,1,1,0.761879,0.50324816,0.0496585303791409,1.1049389779851533e-308,1.1049389779851533e-308,1.1049389779851533e-308
1112,sonicdrivein_1821,"we had to make a plan for dinner, and i didn’ t mention it until i was in the mood.",3,1,0.9753939,0.50324816,0.15,2.225073858507262e-308,2.225073858507262e-308,2.225073858507262e-308
1117,sonicdrivein_1640,swipe to view the full episode of the podcast here.,1,1,0.85517865,0.50324816,0.0201896517994655,4.49234664313549e-309,4.49234664313549e-309,4.49234664313549e-309
1141,sonicdrivein_558,"don’ t worry, we didn’ t have to wait for you.",0,1,0.96869475,0.50324816,0.0,0.0,0.0,0.0
1162,sonicdrivein_491,i 'm not afraid to admit it to myself but i’ m a little afraid to admit it to myself 😅# nationalcheeseburgerday '' which is exactly what we’ ve been doing since friday night 😅# nationalcheeseburgerday '' which is exactly what we’ ve been doing,0,1,0.9509132,0.50324816,0.0,0.0,0.0,0.0
1164,sonicdrivein_89,"we’ re treating your pups right now with a sonic treat, and they’ re getting them at a discount code: sonicdrinkremix.",0,1,0.9370499,0.50324816,0.0,0.0,0.0,0.0
1184,sonicdrivein_135,it’ s all 's a dance.,0,1,0.33414593,0.50324816,0.0,0.0,0.0,0.0
1195,sonicdrivein_1138,no need to wait for this one.,2,1,0.9585312,0.50324816,0.0142248766765325,1.10779904317048e-309,1.10779904317048e-309,1.10779904317048e-309
1197,sonicdrivein_376,is this a red bull slush? i saw one.,0,1,0.9716351,0.50324816,0.0,0.0,0.0,0.0
