image_id,caption,fluency,diversity,humor_score,humor
sonicdrivein_1084,"from mmm to ohmm, we’ve found sonic serenity. 😌 what’s your favorite yoga pose? 🧘",0.9444412,0.6386499,0.0122025152668356,0
sonicdrivein_690,don't keep mom from her emotional support ice.,0.5808597,0.6386499,0.8466271758079529,1
sonicdrivein_2087,from bikini bottom to your local sonic. spongebob squarepants and his friends from @nickelodeontv are now here!,0.93570936,0.6386499,0.0320201218128204,0
sonicdrivein_788,who’s a good boy? you are! 🐶,0.9454691,0.6386499,0.391543984413147,0
sonicdrivein_1471,all of the late night laughter and sonic runs with friends made for one memorable year. thank you for choosing sonic,0.94415843,0.6386499,0.0095248818397521,0
sonicdrivein_344,here’s a hint: it might have strawberries in it,0.93366027,0.6386499,0.6440834999084473,1
sonicdrivein_1077,raise your hand ✋ if you think it would be pretty cool if you could add us to your group chat.,0.95762396,0.6386499,0.0783808827400207,0
sonicdrivein_655,"win or lose, you can always use a post-game slush🥤⚾️",0.88329726,0.6386499,0.1205012649297714,0
sonicdrivein_1120,we had cherry limeade on repeat. 🔁 what did your #sonic2020 look like?,0.9481755,0.6386499,0.0028329351916909,0
sonicdrivein_2181,congrats to our grand prize #doubledogdare winners! @lparrinelli @jusserv @tia_lorraine pls email your name and mailing,0.24373312,0.6386499,0.0006827539764344,0
sonicdrivein_2080,vote for local teacher projects to earn sonic limeades for learning funding! head to limeadesforlearning.com and pick a,0.84471494,0.6386499,0.009091779589653,0
sonicdrivein_1635,"🍦 🚨  alert 🚨 🍦  shakes and ice cream slushes are half-off all day today! start your weekend early and head to sonic with your squad! 
offer valid only on may 25, 2017, at participating sonic ® drive-in restaurants while supplies last. limit 5. tax not included. add-ins cost extra. this offer cannot be combined with any other offers or discounts.",0.77549565,0.6386499,0.0060074212960898,0
sonicdrivein_454,at least he didn’t ask the carhop how high he can hop. #carhoplife #dadjokes,0.77700025,0.6386499,0.1162910833954811,0
sonicdrivein_234,what’s my skincare routine you ask? small classic shakes,0.6924204,0.6386499,0.6462730765342712,1
sonicdrivein_556,redecorating ✨reveal✨ part 1 featuring the fantasy worlds of your food cravings. be on the lookout 👀 for more sonic places in our new commercials.,0.8366374,0.6386499,0.0012761293910443,0
sonicdrivein_558,i think something is up with our button.,0.93405026,0.6386499,0.4869256913661957,0
sonicdrivein_529,"she’s not a regular mom, she’s a cool mom.",0.8860147,0.6386499,0.9679171442985536,1
sonicdrivein_1258,"the cheese is back! 🧀mark your calendars for thursday, march 26! 
you can use the sonic app for contactless ordering and payment or simply place your order at the drive-in for this deal.

limit 5 per customer. tax not included. includes 4 pc. (small) mozzarella sticks. valid only on thursday, march 26, 2020, at participating sonic® drive-in locations while supplies last. not good in conjunction with combos or any other offers. not valid with third party delivery services. tm & © feb 2020 america’s drive-in brand properties llc",0.75337815,0.6386499,0.003231200389564,0
sonicdrivein_1163,classrooms look a little different this year and learning supplies are needed now more than ever! help teachers in your,0.882057,0.6386499,0.0059849377721548,0
sonicdrivein_1333,"cold brew or witches brew? hmmm, we promise it’s chilling! 🧙‍♀️⚡ drink if you dare. available 11/4!!",0.3756469,0.6386499,0.0110923377797007,0
sonicdrivein_1809,kick off summer break with a 50¢ corn dog in hand. 🙏 tag your after school crew and swing by sonic tomorrow for national end of school day.#sonic #corndog #😎 tax not included. add-ons cost extra. cannot be combined with other offers. offer valid 05/24/16 at participating sonic drive-ins while supplies last.,0.4947705,0.6386499,0.0456552654504776,0
sonicdrivein_2112,"hey, central ok! eat at sonic on thursday, 2/20, between 6-11 and we will donate 10% of sales to calm waters. then,",0.57292795,0.6386499,0.0867524296045303,0
sonicdrivein_1996,let your slush be colorful and your tastebuds...even more colorful. #sonic #slush #candy #candyslush #yum #🍬,0.8090288,0.6386499,0.0397256761789321,0
sonicdrivein_1866,get a lil wild with an unexpected combo that’s surprisingly delightful. catch a taste of our new wildberry lavender,0.8964255,0.6386499,0.0176380090415477,0
sonicdrivein_1376,"you say “potato,” i say “picasso.” show us your tot art! 🎨",0.61985016,0.6386499,0.3600709736347198,0
sonicdrivein_743,"did you know? our commercials feature real sonic fans trying new items and sharing their unscripted reactions. 🎶 nico, josh and layne, play together in some of nashville's finest honky-tonks nearly every night of the week. and visit their favorite drive-in almost as often!",0.9472109,0.6386499,0.0486264079809188,0
sonicdrivein_196,"wake up, it’s the first of the month",0.9484379,0.6386499,0.9769855737686156,1
sonicdrivein_1664,"when shakes and new ice cream slushes are half-off after 8pm every day, you’ll have every reason to bring a friend, or 3—or all of them. tag your crew and we’ll see you all at sonic!",0.85507894,0.6386499,0.005776279605925,0
sonicdrivein_532,"deck your doggo out in sonic swag for their next trip to the drive-in. our wag shop is now open with toys, costumes, and",0.8685778,0.6386499,0.0032716807909309,0
sonicdrivein_1821,join @easymoneysniper and thank a teacher using #thanksteach & sonic will donate up to $1 million to public school teachers.,0.7998362,0.6386499,0.0251395646482706,0
sonicdrivein_1018,perfect in the bag or on the board. 😍,0.81861687,0.6386499,0.154674232006073,0
sonicdrivein_1712,"you know what's more delicious than full price drinks? 1/2 price drinks. enjoy america's happy hour℠ at sonic, everyday",0.3490966,0.6386499,0.0024277891498059,0
sonicdrivein_339,"tbh, we have this on repeat today. 🔂 swing by 5/25 to get your half price shakes when you apply code: treat in the app🥤",0.3830476,0.6386499,0.0224786903709173,0
sonicdrivein_830,"join the crime-fighting action in gotham citytm by collecting all 10 batmantm heroes, villains, & gadgets with your next wacky pack® kids meal. 🦇🦸 sonic® toys are for children ages 3 and up. one toy per wacky pack® kids meal purchase. toy may vary with order. featured toys available for a limited time and while supplies last. only at participating sonic drive-ins. ™ & © 2021 america’s drive-in brand properties llc. batman and all related characters and elements © & ™ dc. (s21)""",0.49450752,0.6386499,0.0215162560343742,0
sonicdrivein_2201,where is chef clas and what is he doing?,0.94426465,0.6386499,0.3063542544841766,0
sonicdrivein_1459,sonic summertime dreaming. 💭are you ready for some summer sun at the drive-in? ☀️ 📸: @xoaleeeee,0.80652016,0.6386499,0.00817203335464,0
sonicdrivein_1307,"dear santa,

all i want for christmas is a sonic gift card, thank youuuuuuuu.

love,
hungry",0.81437665,0.6386499,0.0655015781521797,0
sonicdrivein_594,"you got questions, we have onion rings.",0.94328743,0.6386499,0.3881839215755462,0
sonicdrivein_1567,"there’s no such thing as too cheesy! right, @themacncheeseguru? 😉 🧀",0.7112023,0.6386499,0.0355128198862075,0
