image_id,caption,fluency,diversity,humor_score,humor
sonicdrivein_1866,get a lil wild with an unexpected combo that’s surprisingly delightful. catch a taste of our new wildberry lavender,0.8964255,0.62809086,0.0176380090415477,0
sonicdrivein_91,"the best day of the year, lads",0.892658,0.62809086,0.582893967628479,1
sonicdrivein_1094,can you figure out the hidden messages?,0.9771638,0.62809086,0.4986056983470917,0
sonicdrivein_1376,"you say “potato,” i say “picasso.” show us your tot art! 🎨",0.61985016,0.62809086,0.3600709736347198,0
sonicdrivein_743,"did you know? our commercials feature real sonic fans trying new items and sharing their unscripted reactions. 🎶 nico, josh and layne, play together in some of nashville's finest honky-tonks nearly every night of the week. and visit their favorite drive-in almost as often!",0.9472109,0.62809086,0.0486264079809188,0
sonicdrivein_311,customize it in the app. save it. thank me later. #concertjunkie #musicfestivallineup,0.91857743,0.62809086,0.0069344108924269,0
sonicdrivein_325,"6 of the infinite ways to wear your new summer merch😎 head to sonicswagshop.com to get yours today!""",0.71598935,0.62809086,0.031775064766407,0
sonicdrivein_196,"wake up, it’s the first of the month",0.9484379,0.62809086,0.9769855737686156,1
sonicdrivein_926,sit back & relax with a sonic cup in your hand. 🥤 #thisishowwesummer,0.76952285,0.62809086,0.0312366019934415,0
sonicdrivein_1793,"grab your party hat & a frozen lemonade, then tag #thisishowisonic for a chance to be featured.@britnymichelle & her daughter are all set for the fourth. #🇺🇸 #4thofjuly",0.7265676,0.62809086,0.0126074086874723,0
sonicdrivein_532,"deck your doggo out in sonic swag for their next trip to the drive-in. our wag shop is now open with toys, costumes, and",0.8685778,0.62809086,0.0032716807909309,0
sonicdrivein_339,"tbh, we have this on repeat today. 🔂 swing by 5/25 to get your half price shakes when you apply code: treat in the app🥤",0.3830476,0.62809086,0.0224786903709173,0
sonicdrivein_1678,"are you #teamketchup or #teammustard? rep your side today with a 50¢ corn dog at sonic. 
tax and add-ons extra. see menu for details.",0.586078,0.62809086,0.0021530778612941,0
sonicdrivein_791,"each future’s different, but equally delicious. 🔮",0.8677554,0.62809086,0.1189154013991355,0
sonicdrivein_830,"join the crime-fighting action in gotham citytm by collecting all 10 batmantm heroes, villains, & gadgets with your next wacky pack® kids meal. 🦇🦸 sonic® toys are for children ages 3 and up. one toy per wacky pack® kids meal purchase. toy may vary with order. featured toys available for a limited time and while supplies last. only at participating sonic drive-ins. ™ & © 2021 america’s drive-in brand properties llc. batman and all related characters and elements © & ™ dc. (s21)""",0.49450752,0.62809086,0.0215162560343742,0
sonicdrivein_2201,where is chef clas and what is he doing?,0.94426465,0.62809086,0.3063542544841766,0
sonicdrivein_1307,"dear santa,

all i want for christmas is a sonic gift card, thank youuuuuuuu.

love,
hungry",0.81437665,0.62809086,0.0655015781521797,0
sonicdrivein_594,"you got questions, we have onion rings.",0.94328743,0.62809086,0.3881839215755462,0
sonicdrivein_546,howl-oween is around the corner and we’re treating your pups all month long. 🐶 visit the new sonic wag shop at,0.7591978,0.62809086,0.0153509266674518,0
sonicdrivein_1567,"there’s no such thing as too cheesy! right, @themacncheeseguru? 😉 🧀",0.7112023,0.62809086,0.0355128198862075,0
