image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,benign
sonicdrivein_1755,"this is the perfect recipe for a healthy, delicious and satisfying breakfast.",0,1,1,2,3,1,0.9715547,0.4615127,0.0999624135862118,8.89695013215885e-309,8.89695013215885e-309,8.89695013215885e-309,0.5311063528060913,1,-8.931434
sonicdrivein_1998,"a little bit of this, a lot more with that.",0,0,0,-1,0,1,0.18753903,0.4615127,0.0,0.0,0.0,0.0,0.5039399862289429,1,-9.102894
sonicdrivein_2168,"you know, we’ re going to be the best thing since sliced bread.",0,1,1,2,1,1,0.8696679,0.4615127,0.0415717689605026,1.2025033327569346e-308,1.2025033327569346e-308,1.2025033327569346e-308,0.7171481847763062,1,-9.44861
sonicdrivein_1084,we’ re here to show you how we think.,0,0,0,0,1,1,0.97264683,0.4615127,0.0570463465591768,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308,0.6328949928283691,1,-8.405059
sonicdrivein_690,"the red- berry, the cherry.",1,0,0,-1,0,1,0.61152166,0.4615127,0.0,0.0,0.0,0.0,0.7187875509262085,1,-0.0056700585
sonicdrivein_2087,this is what the i have to eat with a sandwich# food truck for 20 people.,0,0,0,-1,1,1,0.08516426,0.4615127,0.0587133164258422,2.090263448406506e-308,2.090263448406506e-308,2.090263448406506e-308,0.9268327951431274,1,-7.5457263
sonicdrivein_788,"it's not just the smell of a dog’ s breath mint, it is so much better! and we can hear your voice on our app.",0,0,0,-1,1,1,0.9407813,0.4615127,0.04,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0153163475915789,0,-9.201958
sonicdrivein_1471,"when i ask my friend if they’ re going to the mall with me, and she says no.",0,0,0,-1,3,1,0.9522835,0.4615127,0.141080287481769,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,0.675935685634613,1,-7.035314
sonicdrivein_344,"i love you, because i am the one that always knows what to do and how it does.",0,0,0,-1,1,1,0.9634664,0.4615127,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.841524064540863,1,-9.354804
sonicdrivein_1077,"and you? :m and that’s a question we have to ask ourselves every day! it seems like everyone has their own little unicorn in the app store, so why not mine?!#youallhaveyourunicorns@thejokefactory 🤩🤪😊👌🏻🦄🙏🏽🌈😂🐾💕",0,0,0,-1,2,1,0.82813454,0.4615127,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2032389938831329,0,-0.0006400682
sonicdrivein_655,"when you’ re about to make a decision, just say this.",0,1,1,2,1,1,0.97748905,0.4615127,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9552592039108276,1,-8.909285
sonicdrivein_1120,"a friend of mine who’ s a bit crazier than me, and i'm not sure if they like this meme.",0,0,0,-1,0,1,0.8961218,0.4615127,0.0,0.0,0.0,0.0,0.0684141814708709,0,-8.2126465
sonicdrivein_2181,"when i was 16 and my mom told me to go get a dog, he said.",1,1,1,2,2,1,0.96304506,0.4615127,0.125,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5227832198143005,1,-0.0009155849
sonicdrivein_2080,i’ m going to be buying a new phone.,0,0,0,-1,2,1,0.9802412,0.4615127,0.0817509869269871,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,0.7578427791595459,1,-0.600161
sonicdrivein_1635,this is the best thing i’ve ever made.,0,0,0,-1,1,1,0.95840913,0.4615127,0.0001658475538783,2.9521844530573e-311,2.9521844530573e-311,2.9521844530573e-311,0.5882395505905151,1,-8.552168
sonicdrivein_454,"you know, i’ m not going to be able t do this.",0,1,1,2,0,1,0.97650766,0.4615127,0.0,0.0,0.0,0.0,0.7600175738334656,1,-8.5159235
sonicdrivein_234,what are you thinking about? i'm the one who always wears this: .,0,0,0,-1,1,1,0.899044,0.4615127,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.92333984375,1,-6.604521
sonicdrivein_556,"when you see a dog in the wild, it's not like this.",0,0,0,-1,2,1,0.97504133,0.4615127,0.056410904184457,7.531105694135595e-309,7.531105694135595e-309,7.531105694135595e-309,0.5791108012199402,1,-0.0004191712
sonicdrivein_558,my favorite way to say hi is @ jacksepticeyes# yourbirthday pic.,0,0,0,-1,1,1,0.9611203,0.4615127,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6763999462127686,1,-8.98845
sonicdrivein_529,"for the first time in 3 years, we got this.",0,1,1,2,0,1,0.96257454,0.4615127,0.0,0.0,0.0,0.0,0.9288323521614076,1,-8.627741
sonicdrivein_1258,"i'm gonna be the first to say, u know what i mean.",0,0,0,-1,1,1,0.9255281,0.4615127,0.0001480086288111,3.9519615696156e-311,3.9519615696156e-311,3.9519615696156e-311,0.231134608387947,0,-8.50564
sonicdrivein_1163,"you know, when you’ re not in the mood for a hot dog and french fries but something else.",1,0,0,-1,3,1,0.9326852,0.4615127,0.1497993915815426,2.110993164779763e-308,2.110993164779763e-308,2.110993164779763e-308,0.1803159862756729,0,-7.634034
sonicdrivein_1333,"a day after thanksgiving, we're giving you a gift that will make your dog wag its tail.",0,0,0,-1,1,1,0.9734948,0.4615127,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0642331913113594,0,-8.983425
sonicdrivein_1809,"we’ re going to have a special edition of the “ sonic berry tree” podcast, which we hope you all will enjoy.",1,0,0,-1,3,1,0.9648717,0.4615127,0.0348721581699682,5.690162685806633e-309,5.690162685806633e-309,5.690162685806633e-309,0.1017364189028739,0,-7.3794417
sonicdrivein_2112,"i'm not sure if this is the best way to do it, but i am.",0,0,0,-1,1,1,0.96998954,0.4615127,0.0418059390182037,1.395319530596309e-308,1.395319530596309e-308,1.395319530596309e-308,0.9432411789894104,1,-8.5466175
sonicdrivein_1996,"in the first episode, we're going to do a little something.",0,0,0,-1,0,1,0.9688625,0.4615127,0.0,0.0,0.0,0.0,0.5716387033462524,1,-8.80343
sonicdrivein_1866,"when you get home and realize your kids are all, on the go? just call me.",0,1,1,2,1,1,0.9751525,0.4615127,0.051814319886275,1.844651018804537e-308,1.844651018804537e-308,1.844651018804537e-308,0.5579928159713745,1,-9.150124
sonicdrivein_1376,and this is a meme.,0,0,0,-1,0,1,0.9636137,0.4615127,0.0,0.0,0.0,0.0,0.8665547370910645,1,-7.837732
sonicdrivein_743,we have a deal on 10 packs of ice cream.,1,1,1,2,1,1,0.94753,0.4615127,0.0033373269960326,7.42579905616274e-310,7.42579905616274e-310,7.42579905616274e-310,0.4235793650150299,0,-7.6497617
sonicdrivein_196,"i'm not a dog person but i love these little dogs! and they’ re so cute, it makes me want to be one too.",1,1,1,2,0,1,0.9436122,0.4615127,0.0,0.0,0.0,0.0,0.9315060377120972,1,-0.00046885942
sonicdrivein_1664,the only thing i can do is take a drink and eat my food.,0,0,0,-1,2,1,0.9732935,0.4615127,0.0296783124490858,4.622550603655005e-309,4.622550603655005e-309,4.622550603655005e-309,0.5997377634048462,1,-9.086297
sonicdrivein_532,the only thing i know for sure is that the can of tuna in a sandwich was made with real meat.,1,1,1,2,6,1,0.9686484,0.4615127,0.2063994999405194,1.928867353251809e-308,1.928867353251809e-308,1.928867353251809e-308,0.3264104127883911,0,-9.42656
sonicdrivein_1821,you know what i mean.,0,0,0,-1,0,1,0.9761401,0.4615127,0.0,0.0,0.0,0.0,0.8381470441818237,1,-8.577349
sonicdrivein_1018,a dog that can run on the sand.,0,0,0,-1,2,1,0.94109535,0.4615127,0.2206242256461488,0.1260709860835136,1.9636207881546135e-308,1.9636207881546135e-308,0.2048832476139068,0,-0.0006287505
sonicdrivein_1712,it's a good time to eat some candy.,0,0,0,-1,0,1,0.97564596,0.4615127,0.0,0.0,0.0,0.0,0.246719405055046,0,-9.829918
sonicdrivein_339,this is the last time i’ m going to say this.,0,1,1,2,3,1,0.97334653,0.4615127,0.0763818438604496,6.231692281410567e-309,6.231692281410567e-309,6.231692281410567e-309,0.9349936842918396,1,-8.720368
sonicdrivein_830,"we're not sure if it was a good thing or bad, but we just had to stop the pandemic.",0,0,0,-1,2,1,0.96610415,0.4615127,0.0036256820696207,7.66403987275304e-310,7.66403987275304e-310,7.66403987275304e-310,0.5711211562156677,1,-8.837566
sonicdrivein_2201,soo much to late for a snack? '' the first thing i do is take out my phone and start eating it.,0,0,0,-1,2,1,0.7653168,0.4615127,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0946733653545379,0,-8.497732
sonicdrivein_1459,"and then i saw this mic on the floor, so we just 'll keep it up.",0,0,0,-1,1,1,0.9533696,0.4615127,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5505213737487793,1,-9.105493
sonicdrivein_1307,i'm not going to tell you what i did today.,0,0,0,-1,1,1,0.9769182,0.4615127,0.0548811636094026,1.221146424717419e-308,1.221146424717419e-308,1.221146424717419e-308,0.5036296844482422,1,-4.116641
sonicdrivein_594,i’ m not sure if you're gonna like this or what but i am.,0,0,0,-1,0,1,0.9267466,0.4615127,0.0,0.0,0.0,0.0,0.906684637069702,1,-8.246999
sonicdrivein_1567,"i was n’ t sure i 'd like to try this, but my son said he heard about the new jingle.",0,0,0,-1,0,1,0.96205544,0.4615127,0.0,0.0,0.0,0.0,0.2745683789253235,0,-0.9429271
