image_id,overfit,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,b_clip,b_bita,f_bita,f_clip,h_gt,h_bita,h_clip,benign
sonicdrivein_1176,0,1.,0,1,0.8619599,0.42719504,0.0,0.0,0.0,0.0,0.2198985666036605,0,-9.027199,-7.826071,0.89147455,0.8977077,0.009213556535542,0.0822396427392959,0.1353909522294998,-8.072624
sonicdrivein_1666,0,the # atos robot is coming to the us.,0,1,0.93161756,0.42719504,0.0,0.0,0.0,0.0,0.2814634144306183,0,-6.98322,-7.859708,0.944193,0.95253736,0.0407729037106037,0.3755115568637848,0.0349070839583873,-0.0020153467
sonicdrivein_1765,1,"for # shakespeare’ s birthday, we were thinking of a lil bit more serious.",1,1,0.5744604,0.42719504,0.0403370087148399,1.25653953070478e-308,1.25653953070478e-308,1.25653953070478e-308,0.1948738098144531,0,-8.974885,-8.615779,0.96146137,0.97300017,0.0188845414668321,0.2076535671949386,0.6179149150848389,-7.770624
sonicdrivein_1755,1,"this is the perfect recipe for a healthy, delicious and satisfying breakfast.",3,1,0.9715547,0.42719504,0.0999624135862118,8.89695013215885e-309,8.89695013215885e-309,8.89695013215885e-309,0.548495888710022,1,-7.7686515,-8.605178,0.9735246,0.97124016,0.1719454377889633,0.4976269006729126,0.7836074829101562,-8.931434
sonicdrivein_1774,0,"when i asked my mom if she wanted to buy a new pair of shoes, her reply was `` no.",2,1,0.95964,0.42719504,0.0818730753077982,1.8217363958297824e-308,1.8217363958297824e-308,1.8217363958297824e-308,0.191394492983818,0,-0.00044800734,-8.753961,0.97352284,0.9373292,0.0091719012707471,0.0788456723093986,0.0287119578570127,-8.8398285
sonicdrivein_1029,0,what are you thinking about the new # tuckeejam this year? it’ s not just for a few days.,1,1,0.9121802,0.42719504,0.0526315789473684,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6716275811195374,1,-8.065754,-8.867893,0.94611764,0.97774,0.8679983615875244,0.8209208846092224,0.9140352606773376,-3.380475
sonicdrivein_1998,0,"a little bit of this, a lot more with that.",0,1,0.18753903,0.42719504,0.0,0.0,0.0,0.0,0.2204223722219467,0,-0.8617411,-9.333666,0.9825586,0.901576,0.0407427214086055,0.2244161814451217,0.0090857241302728,-9.102894
sonicdrivein_316,0,"when you get a coke and an ice cream sandwich, just call it the frickin' milkshake# mtnroll pic.",1,1,0.90346086,0.42719504,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6171862483024597,1,-9.087227,-8.701866,0.89077705,0.97828615,0.2876799404621124,0.4419590532779693,0.3670053780078888,-9.669794
sonicdrivein_1167,0,"what do you think?, it’ s the same thing we get for our annual birthday party.",1,1,0.9226041,0.42719504,0.0551560564115372,1.9636207881546135e-308,1.9636207881546135e-308,1.9636207881546135e-308,0.187121108174324,0,-8.311546,-0.638014,0.9723193,0.9694467,0.0083386600017547,0.0757443010807037,0.2240668088197708,-7.2876573
sonicdrivein_2168,0,"you know, we’ re going to be the best thing since sliced bread.",1,1,0.8696679,0.42719504,0.0415717689605026,1.2025033327569346e-308,1.2025033327569346e-308,1.2025033327569346e-308,0.7738007307052612,1,-6.33964,-8.52523,0.9766898,0.4715288,0.2926501631736755,0.6887897849082947,0.474105954170227,-9.44861
sonicdrivein_1518,0,"if you’ re not already there, i'm here for the cherry coke.",1,1,0.9642548,0.42719504,0.0016589451731444,4.4295306449527e-310,4.4295306449527e-310,4.4295306449527e-310,0.2379628121852874,0,-6.57978,-9.190177,0.9761801,0.8844599,0.0250761676579713,0.1411350667476654,0.1148482486605644,-9.224786
sonicdrivein_1749,0,"i love you, my friend.",0,1,0.9762695,0.42719504,0.0,0.0,0.0,0.0,0.7875313758850098,1,-1.6565735,-8.866283,0.97615904,0.89024436,0.1714003384113311,0.5329996347427368,0.4822117686271667,-8.978643
sonicdrivein_1639,0,"we’ re not talking about a dog, we're talkin baby dogs.",0,1,0.93695825,0.42719504,0.0,0.0,0.0,0.0,0.6989349126815796,1,-6.3651533,-2.5012703,0.9637087,0.94954866,0.1061076521873474,0.5932878851890564,0.5841262936592102,-0.0072531477
sonicdrivein_566,0,this is the time of year when we get our waters out for all.,1,1,0.9641399,0.42719504,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7062699198722839,1,-6.118685,-8.727539,0.8557574,0.5795651,0.7686981558799744,0.5087669491767883,0.5400657653808594,-8.042487
sonicdrivein_1582,0,you know what i’ m going to do? </s> you don.,3,1,0.97240067,0.42719504,0.0668871711220804,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,0.498390257358551,0,-7.506545,-8.037345,0.9077751,0.9534173,0.0516984090209007,0.3588484525680542,0.4539569020271301,-7.671471
sonicdrivein_1102,0,the guy who's not in the room.,3,1,0.95848805,0.42719504,0.0142248766765325,0.0082978447279773,1.10779904317048e-309,1.10779904317048e-309,0.7974117398262024,1,-9.603456,-8.978608,0.9618451,0.9607423,0.0440667122602462,0.2899390757083893,0.3686826229095459,-0.0015032907
sonicdrivein_742,0,"the day after today's birthday party, we got a new dog.",1,1,0.98136055,0.42719504,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9001181721687317,1,-7.8248973,-0.05037412,0.80633146,0.9433647,0.6221206188201904,0.6473439335823059,0.8763396739959717,-0.0020845844
sonicdrivein_1084,0,we’ re here to show you how we think.,1,1,0.97264683,0.42719504,0.0570463465591768,1.142391010069532e-308,1.142391010069532e-308,1.142391010069532e-308,0.2900778353214264,0,-5.9895372,-8.456084,0.97021896,0.7757729,0.0373725593090057,0.1251225620508194,0.0820814371109008,-8.405059
sonicdrivein_423,0,🤷's your turn to be the one that gets me up in a day.,0,1,0.7287428,0.42719504,0.0,0.0,0.0,0.0,0.720452070236206,1,-8.169597,-2.6558645,0.9759312,0.5942483,0.32430300116539,0.8372561931610107,0.7561617493629456,-8.842422
sonicdrivein_690,0,"the red- berry, the cherry.",0,1,0.61152166,0.42719504,0.0,0.0,0.0,0.0,0.9614438414573668,1,-9.03135,-9.450677,0.92704993,0.90417606,0.9780027270317078,0.9099583029747008,0.6965561509132385,-0.0056700585
sonicdrivein_2087,0,this is what the i have to eat with a sandwich# food truck for 20 people.,1,1,0.08516426,0.42719504,0.0587133164258422,2.090263448406506e-308,2.090263448406506e-308,2.090263448406506e-308,0.5902948379516602,1,-9.071838,-7.943587,0.9360334,0.7173989,0.1400950849056244,0.5682191848754883,0.2403596639633178,-7.5457263
sonicdrivein_1797,0,and i’ m # what you want to know.,1,1,0.62463415,0.42719504,0.0009349641654667,1.8723278908991e-310,1.8723278908991e-310,1.8723278908991e-310,0.1224898993968963,0,-0.0007384672,-6.112982,0.8912871,0.9195207,0.0033326391130685,0.0357357859611511,0.0180574990808963,-5.8376126
sonicdrivein_788,0,"it's not just the smell of a dog’ s breath mint, it is so much better! and we can hear your voice on our app.",1,1,0.9407813,0.42719504,0.04,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1190123036503791,0,-7.8803105,-8.907169,0.78702,0.979714,0.568965494632721,0.2476626634597778,0.2913244068622589,-9.201958
sonicdrivein_1471,0,"when i ask my friend if they’ re going to the mall with me, and she says no.",3,1,0.9522835,0.42719504,0.141080287481769,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,0.5812867879867554,1,-7.9909782,-8.652041,0.9722076,0.5367962,0.050406128168106,0.0675219893455505,0.0420710816979408,-7.035314
sonicdrivein_899,0,"when you see this, just know that it is the best thing ever.",2,1,0.9608725,0.42719504,0.0897916120220883,0.0486371231786311,1.2986542960532383e-308,1.2986542960532383e-308,0.3721402287483215,0,-6.3615313,-0.07996868,0.77053183,0.84232104,0.0161874033510684,0.2788004577159881,0.1613454520702362,-9.3772955
sonicdrivein_344,0,"i love you, because i am the one that always knows what to do and how it does.",1,1,0.9634664,0.42719504,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8614848852157593,1,-8.510755,-7.557733,0.96992344,0.96806574,0.7516195774078369,0.5257589221000671,0.3630757331848144,-9.354804
sonicdrivein_543,0,it’ s my first bite of pizza i've had in a while.,1,1,0.97046834,0.42719504,0.0465029288141705,1.2416694149812216e-308,1.2416694149812216e-308,1.2416694149812216e-308,0.6102741360664368,1,-9.686949,-8.564346,0.9301241,0.9779595,0.1035859286785125,0.2138892114162445,0.3538416028022766,-9.008433
sonicdrivein_1077,0,"and you? :m and that’s a question we have to ask ourselves every day! it seems like everyone has their own little unicorn in the app store, so why not mine?!#youallhaveyourunicorns@thejokefactory 🤩🤪😊👌🏻🦄🙏🏽🌈😂🐾💕",2,1,0.82813454,0.42719504,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0673892125487327,0,-9.289899,-8.886791,0.9597331,0.73712695,0.1398626416921615,0.2281262725591659,0.4108398258686065,-0.0006400682
sonicdrivein_917,0,"we’ re all, and we just want to know what you think.",2,1,0.9695294,0.42719504,0.0371883600247383,4.9648108639081e-309,4.9648108639081e-309,4.9648108639081e-309,0.4133419096469879,0,-0.03932395,-7.4207706,0.9465963,0.83395,0.0154956886544823,0.3366620242595672,0.0377582795917987,-8.119241
sonicdrivein_1197,0,the best way to get rid of a lot's trash is by putting it in the dumpster.,2,1,0.98026705,0.42719504,0.1176470588235294,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.357437402009964,0,-9.047859,-9.806065,0.9358769,0.96624595,0.0396112240850925,0.0689755231142044,0.1802882403135299,-8.099545
sonicdrivein_1022,0,an's that you can order on the same day and get a discount.,4,1,0.68463635,0.42719504,0.2442838947132157,1.7665365515873297e-308,1.7665365515873297e-308,1.7665365515873297e-308,0.6674730777740479,1,-5.072174,-0.0012667497,0.9594202,0.8224969,0.6094361543655396,0.6729799509048462,0.2638330161571502,-8.194616
sonicdrivein_491,0,"yes, i don't like the idea of a dog.",1,1,0.9727361,0.42719504,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7221758961677551,1,-5.342836,-8.825123,0.9215853,0.5854877,0.7994069457054138,0.4811142385005951,0.1298711150884628,-0.00077896763
sonicdrivein_655,0,"when you’ re about to make a decision, just say this.",1,1,0.97748905,0.42719504,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9095994234085084,1,-6.121105,-7.5527225,0.93398595,0.92557496,0.5350160002708435,0.6504597067832947,0.5654076337814331,-8.909285
sonicdrivein_753,0,"no, no.",0,1,0.9106942,0.42719504,0.0,0.0,0.0,0.0,0.7623175382614136,1,-3.1593444,-7.476687,0.9052976,0.9655159,0.4368695914745331,0.3148925602436065,0.6066258549690247,-6.521898
sonicdrivein_1120,0,"a friend of mine who’ s a bit crazier than me, and i'm not sure if they like this meme.",0,1,0.8961218,0.42719504,0.0,0.0,0.0,0.0,0.0436973050236702,0,-4.8042083,-9.079705,0.96699476,0.43264273,0.0115058273077011,0.0177426803857088,0.0029232092201709,-8.2126465
sonicdrivein_486,0,i got a new job.,1,1,0.9846868,0.42719504,0.0898657928234443,9.997901319273777e-309,9.997901319273777e-309,9.997901319273777e-309,0.665647029876709,1,-8.493552,-8.687699,0.9809372,0.87128913,0.5391566157341003,0.4408565461635589,0.4138891398906708,-9.513898
sonicdrivein_1692,0,the dog’ s food.,0,1,0.7354105,0.42719504,0.0,0.0,0.0,0.0,0.4726823270320892,0,-9.360502,-9.102555,0.97301733,0.9844936,0.0085270144045352,0.0407927595078945,0.3639813363552093,-9.026811
sonicdrivein_1778,0,the following is what i think the's are thinking about when they see their burgers.,1,1,0.9652672,0.42719504,0.0365874424062684,1.221146424717419e-308,1.221146424717419e-308,1.221146424717419e-308,0.2776582241058349,0,-7.767277,-7.276803,0.9520491,0.35678694,0.0198991131037473,0.2944861054420471,0.0336999967694282,-9.189754
sonicdrivein_997,0,you can grill it for 2 hours and then freeze the whole thing.,3,1,0.9224164,0.42719504,0.018227959867922,1.75753746982809e-309,1.75753746982809e-309,1.75753746982809e-309,0.2308231741189956,0,-0.0014849599,-9.430615,0.9759754,0.94917655,0.0152767226099967,0.081286035478115,0.0853918641805648,-0.25635734
sonicdrivein_1944,0,it’ s a thing.,0,1,0.9109249,0.42719504,0.0,0.0,0.0,0.0,0.5642715096473694,1,-0.0008886679,-0.0010075261,0.81005615,0.951076,0.0320106334984302,0.4441685378551483,0.4480910301208496,-8.958246
sonicdrivein_1069,0,when we’ re not watching the tv show “ how to make it” and our son gets his own house.,1,1,0.72979486,0.42719504,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4771770238876343,0,-0.0009028411,-8.240567,0.9551269,0.9344756,0.2036970108747482,0.7523154020309448,0.2598336338996887,-1.6186838
sonicdrivein_2181,1,"when i was 16 and my mom told me to go get a dog, he said.",2,1,0.96304506,0.42719504,0.125,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7828420400619507,1,-6.1025996,-1.0424052,0.86411864,0.97704846,0.0083271348848938,0.1741012632846832,0.3007174730300903,-0.0009155849
sonicdrivein_2080,0,i’ m going to be buying a new phone.,2,1,0.9802412,0.42719504,0.0817509869269871,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,0.8168731331825256,1,-9.413302,-9.171104,0.96752834,0.7295657,0.0599518455564975,0.3577035367488861,0.7506300806999207,-0.600161
sonicdrivein_1795,0,"when we got to the mall, i was so confused.",2,1,0.9693505,0.42719504,0.0330597776443173,3.678022350221663e-309,3.678022350221663e-309,3.678022350221663e-309,0.2625548243522644,0,-0.003101541,-7.218755,0.910848,0.91743726,0.0066655832342803,0.1582215875387191,0.018342426046729,-9.049508
sonicdrivein_1635,0,this is the best thing i’ve ever made.,1,1,0.95840913,0.42719504,0.0001658475538783,2.9521844530573e-311,2.9521844530573e-311,2.9521844530573e-311,0.3206913471221924,0,-9.658383,-8.868226,0.9491299,0.9465282,0.0085073001682758,0.057046603411436,0.1465494036674499,-8.552168
sonicdrivein_1199,0,"when the ice cream is gone, i'll be able to get a good deal on ""sour cherries and vanilla swirl"". this isn't my first time making sour cherry sundaes.",1,1,0.95460045,0.42719504,0.0344827586206896,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6795769929885864,1,-0.0027341386,-8.504925,0.9715623,0.8368568,0.8403518199920654,0.6702431440353394,0.691354513168335,-0.0061895824
sonicdrivein_807,0,a lot of it.,1,1,0.6457876,0.42719504,0.0124467670919659,1.10779904317048e-309,1.10779904317048e-309,1.10779904317048e-309,0.6214984059333801,1,-9.140787,-8.837183,0.9732064,0.96891654,0.0558589771389961,0.2154924422502517,0.4789817035198211,-8.830868
sonicdrivein_290,0,"yes, we have a # sweet-and more! so make sure to like it and share this post with your friends.",2,1,0.9088235,0.42719504,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.3592260777950287,0,-8.293055,-8.881895,0.7318799,0.1467209,0.4905631244182586,0.6193264126777649,0.428869217634201,-8.933948
sonicdrivein_2095,0,i'm not gonna do it.,0,1,0.97327834,0.42719504,0.0,0.0,0.0,0.0,0.8351479172706604,1,-7.1911097,-6.9800873,0.95640326,0.71675116,0.0990402773022651,0.5750784873962402,0.1557316780090332,-8.987202
sonicdrivein_2138,0,"when it comes to the food, we’ ll be more selective.",1,1,0.96977925,0.42719504,0.0254606146201498,6.231692281410567e-309,6.231692281410567e-309,6.231692281410567e-309,0.726715624332428,1,-8.897485,-0.0004491989,0.80629766,0.9752289,0.1711846143007278,0.6591820120811462,0.7436567544937134,-9.283676
sonicdrivein_759,0,1.,0,1,0.8619599,0.42719504,0.0,0.0,0.0,0.0,0.6477218866348267,1,-7.5915017,-9.003873,0.9437478,0.9585945,0.1397700011730194,0.314805805683136,0.5575301647186279,-8.2130375
sonicdrivein_454,0,"you know, i’ m not going to be able t do this.",0,1,0.97650766,0.42719504,0.0,0.0,0.0,0.0,0.7995576858520508,1,-0.049627073,-8.649438,0.9073134,0.5349525,0.2360671907663345,0.2732037305831909,0.0763435736298561,-8.5159235
sonicdrivein_69,0,"dude, you know what i love to do is eat my food.",0,1,0.9734201,0.42719504,0.0,0.0,0.0,0.0,0.658721923828125,1,-7.5514894,-9.138273,0.9462301,0.6075404,0.4633829295635223,0.3135930001735687,0.2342999726533889,-9.571109
sonicdrivein_1946,0,"when you’ re hungry and need a little something to munch on, this # sandwichbag is the perfect pick me up.",2,1,0.7068493,0.42719504,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0625926479697227,0,-9.473077,-9.795329,0.96262854,0.3045707,0.2473478317260742,0.0555259585380554,0.2811848819255829,-4.8657527
sonicdrivein_2200,0,what do you think of this? we’ re talking the first video game with a mic.,2,1,0.93279314,0.42719504,0.125,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1048215553164482,0,-0.05787831,-8.677289,0.9426441,0.9655362,0.1170521900057792,0.0796955451369285,0.012223495170474,-8.317844
sonicdrivein_2091,0,i'm not a robot.,1,1,0.9716315,0.42719504,0.0096935519579305,8.6275476230692e-310,8.6275476230692e-310,8.6275476230692e-310,0.6195968389511108,1,-8.663728,-5.5340195,0.9734274,0.9450822,0.0326969660818576,0.2045910060405731,0.47040456533432,-9.553589
sonicdrivein_1054,0,1.,0,1,0.8619599,0.42719504,0.0,0.0,0.0,0.0,0.5061368346214294,1,-8.582595,-7.8542776,0.9567037,0.89675957,0.0183126144111156,0.3621969521045685,0.369463562965393,-8.0850935
sonicdrivein_1138,0,the best way to say hi is a 10-second text message.,2,1,0.97450376,0.42719504,0.0387663515117203,4.74418974361379e-309,4.74418974361379e-309,4.74418974361379e-309,0.3161206841468811,0,-8.904881,-9.12307,0.96181524,0.3578911,0.0058735767379403,0.0246982965618371,0.0100744580850005,-9.191493
sonicdrivein_1938,0,it’ s all about the same as a big bowl of ice cream.,0,1,0.9419558,0.42719504,0.0,0.0,0.0,0.0,0.3987012803554535,0,-7.8861747,-9.573443,0.9497332,0.96288675,0.0429270900785923,0.4514451622962951,0.2453533113002777,-9.404202
sonicdrivein_1623,0,it's like the most dramatic halloween movies ever.,0,1,0.9570659,0.42719504,0.0,0.0,0.0,0.0,0.3797100782394409,0,-9.469459,-0.0009371418,0.6319054,0.7534199,0.010031203739345,0.0780116245150566,0.0425868518650531,-5.613356
sonicdrivein_308,0,10/25 is a day to get your butt in the car.,2,1,0.9322947,0.42719504,0.0130220431753642,1.59362543196208e-309,1.59362543196208e-309,1.59362543196208e-309,0.7302992939949036,1,-9.448942,-8.9455185,0.97130877,0.9670952,0.0973468497395515,0.2737659513950348,0.6001080274581909,-8.719455
sonicdrivein_1660,0,"♫ '' the day after my birthday, i'm gonna get a little something.",2,1,0.9408383,0.42719504,0.0897916120220883,1.2986542960532383e-308,1.2986542960532383e-308,1.2986542960532383e-308,0.1823433637619018,0,-0.0008412636,-7.2555456,0.94857615,0.9751105,0.0022015140857547,0.0133556947112083,0.1336771249771118,-8.578967
sonicdrivein_234,0,what are you thinking about? i'm the one who always wears this: .,1,1,0.899044,0.42719504,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7736119031906128,1,-9.631803,-9.936812,0.9825727,0.96398497,0.4901062846183777,0.9056721329689026,0.913477659225464,-6.604521
sonicdrivein_877,0,"yes, we’ re going to have a pep rally tomorrow.",0,1,0.9823186,0.42719504,0.0,0.0,0.0,0.0,0.357054591178894,0,-7.206455,-8.958186,0.97925055,0.15603608,0.1698112189769745,0.1345543712377548,0.0349674150347709,-9.405261
sonicdrivein_2078,0,"a, and i am going to get a lot of tips on this.",1,1,0.9505272,0.42719504,0.0484856297382092,1.402493394168772e-308,1.402493394168772e-308,1.402493394168772e-308,0.6111581921577454,1,-8.355968,-9.16094,0.9681425,0.90041316,0.0786281451582908,0.6279332637786865,0.2276586592197418,-8.400574
sonicdrivein_2196,0,"it’ s the end of our special, so here are some ideas for your next month.",1,1,0.9516151,0.42719504,0.0587133164258422,2.090263448406506e-308,2.090263448406506e-308,2.090263448406506e-308,0.500733494758606,1,-8.250505,-8.31252,0.96744686,0.6323558,0.3322010636329651,0.7943938970565796,0.8191778659820557,-0.0043686433
sonicdrivein_1090,0,the new diet is here.,0,1,0.968765,0.42719504,0.0,0.0,0.0,0.0,0.1922521293163299,0,-9.181762,-9.170115,0.95917577,0.97309923,0.0264640599489212,0.0696741342544555,0.1250200271606445,-9.536995
sonicdrivein_556,0,"when you see a dog in the wild, it's not like this.",2,1,0.97504133,0.42719504,0.056410904184457,7.531105694135595e-309,7.531105694135595e-309,7.531105694135595e-309,0.4750504493713379,0,-8.85635,-7.916903,0.67209023,0.96422476,0.0075897979550063,0.0596749223768711,0.1135551035404205,-0.0004191712
sonicdrivein_1164,0,when the munchkin is all grown up and they're playing this game.,1,1,0.93503505,0.42719504,0.0393638793950845,1.051050468137224e-308,1.051050468137224e-308,1.051050468137224e-308,0.4927926361560821,0,-0.19705664,-8.52851,0.9730392,0.92439824,0.0101756304502487,0.1105481535196304,0.0197378937155008,-7.7532644
sonicdrivein_780,0,a's the one who gets to eat all of it.,0,1,0.95108134,0.42719504,0.0,0.0,0.0,0.0,0.913853645324707,1,-8.033701,-9.414882,0.96706676,0.9761378,0.6449217200279236,0.4800138175487518,0.7020963430404663,-8.163278
