image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,benign
sonicdrivein_1077,when you’ ve got 20 questions in your head and no idea where to look for the answer.,0,1,1,2,2,1,0.9302968,0.40566188,0.0940535249878459,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,0.5993102788925171,1,-8.993242
sonicdrivein_655,i'm going to tell you a few things that i know for sure.,0,0,0,-1,2,1,0.96842825,0.40566188,0.1538461538461538,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9610275030136108,1,-8.733499
sonicdrivein_2181,"when you’ re about to leave the house and think, “ i need ice cream but there is none left.",1,1,0,2,2,1,0.8569685,0.40566188,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1679157167673111,0,-8.262999
sonicdrivein_454,"we're going to have a ton of food on the drive-thru this morning, so i’m not sure what we can do about it.",1,1,1,2,2,1,0.9782884,0.40566188,0.0869565217391304,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1822625994682312,0,-8.145323
sonicdrivein_529,it's not just me.,0,0,0,-1,1,1,0.9735407,0.40566188,0.0716261992150475,6.374943338305425e-309,6.374943338305425e-309,6.374943338305425e-309,0.9045972228050232,1,-9.34197
sonicdrivein_1809,you ’ ll be able to get a taste of the world with just one bite.,0,1,1,2,4,1,0.9799886,0.40566188,0.026349806140466,2.34521059279541e-309,2.34521059279541e-309,2.34521059279541e-309,0.7198317646980286,1,-8.641299
sonicdrivein_1866,when you’ re not sure what to do with your kids after a long day at work.,0,1,1,0,2,1,0.9699526,0.40566188,0.1045893841650324,1.9781123889553905e-308,1.9781123889553905e-308,1.9781123889553905e-308,0.5812757611274719,1,-8.630288
sonicdrivein_1376,i'm not sure if i like this but there’s something in the back of it that makes me think so.,0,1,1,2,1,1,0.944969,0.40566188,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9443762302398682,1,-8.891861
sonicdrivein_743,there’ s a 10- minute wait for your order to be ready when you walk in.,1,1,1,2,1,1,0.9714556,0.40566188,0.0108608714656528,3.86659858861305e-309,3.86659858861305e-309,3.86659858861305e-309,0.6095452308654785,1,-8.551299
sonicdrivein_196,"it's not like we’ re going to have a party this weekend, is it? but i don't think so! let me know what you guys are up for and then maybe we can get together later in the week.",0,0,0,-1,1,1,0.9766198,0.40566188,0.0256410256410256,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.9003816246986389,1,-9.108692
sonicdrivein_532,"when i opened the can of dog food, it's not even close to what they say on the label.",0,0,0,-1,3,1,0.9471271,0.40566188,0.0809074238519721,1.7102374408358077e-308,1.7102374408358077e-308,1.7102374408358077e-308,0.710101842880249,1,-9.723964
sonicdrivein_339,"we've got to get through this, and we do n’t know what it looks like until the end.",0,0,0,-1,4,1,0.95664734,0.40566188,0.1506243506678778,0.0398711516473794,1.5081763730657666e-308,1.5081763730657666e-308,0.8823065161705017,1,-7.4864655
sonicdrivein_234,"don't know what to do with this, so here are a few things you might like: </s></p><img src=""https://i.",0,0,0,-1,1,1,0.7671463,0.40566188,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8898158073425293,1,-0.043294027
sonicdrivein_1022,"if you can 't make it through the first hour, don’ t worry too much about what happens after that.",0,0,0,-1,2,1,0.97955906,0.40566188,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8952145576477051,1,-8.1936
sonicdrivein_2052,you know what i'm going to do.,0,0,0,-1,0,1,0.974312,0.40566188,0.0,0.0,0.0,0.0,0.7984663248062134,1,-8.304018
sonicdrivein_1737,"it's not just me, it’ s all of us.",0,0,0,-1,1,1,0.95864284,0.40566188,0.0327305364789008,6.55450749847085e-309,6.55450749847085e-309,6.55450749847085e-309,0.8202970027923584,1,-8.243051
sonicdrivein_2208,it's time for you to make your first purchase of the year.,0,0,1,0,1,1,0.9791773,0.40566188,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8200474977493286,1,-8.5873575
sonicdrivein_135,"it's not like we need to go out for dinner, but i do n’t know.",0,0,0,-1,0,1,0.94668233,0.40566188,0.0,0.0,0.0,0.0,0.8334345817565918,1,-8.310044
sonicdrivein_497,"10 of the 25 people who showed up at our booth this morning, but they didn't say a thing.",0,0,0,-1,1,1,0.90139264,0.40566188,0.0526315789473684,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7492602467536926,1,-6.253273
sonicdrivein_404,"yes, there's an app for that! 👍👌🤷‍♂️🙄🥳😉# happyhippie pic.",1,0,0,0,0,1,0.93160963,0.40566188,0.0,0.0,0.0,0.0,0.7630535364151001,1,-8.396081
sonicdrivein_2080,"i'm not going to ask you for anything, but here’s what i want.",0,0,1,0,2,1,0.978454,0.40566188,0.1047249843574439,1.5146353626711476e-308,1.5146353626711476e-308,1.5146353626711476e-308,0.8432506918907166,1,-8.500424
sonicdrivein_2078,i'm going to ask you a few things.,0,0,0,-1,1,1,0.97594225,0.40566188,0.0316049494755933,5.625867750206837e-309,5.625867750206837e-309,5.625867750206837e-309,0.7000654339790344,1,-8.452907
sonicdrivein_690,what do you want to eat today? </s> pic.,0,0,0,-1,0,1,0.8753484,0.40566188,0.0,0.0,0.0,0.0,0.8387004137039185,1,-8.537946
sonicdrivein_1138,"yes, it's my mom.",0,1,0,0,0,1,0.95941067,0.40566188,0.0,0.0,0.0,0.0,0.8730092644691467,1,-8.353739
sonicdrivein_344,i'm so excited for my new shoes.,0,0,0,-1,0,1,0.9677931,0.40566188,0.0,0.0,0.0,0.0,0.6649513840675354,1,-2.37941
sonicdrivein_2196,"it's not just me, it’ s all of you.",0,0,0,-1,0,1,0.95302325,0.40566188,0.0,0.0,0.0,0.0,0.9558999538421632,1,-6.0407453
sonicdrivein_821,"there’ s nothing wrong with this, but there's something special about it.",0,0,0,-1,0,1,0.9810534,0.40566188,0.0,0.0,0.0,0.0,0.8095251321792603,1,-8.050925
sonicdrivein_566,"we're here to help you find your perfect ice cream flavor, but we do n’t know what it is yet.",1,0,0,-1,0,1,0.9668386,0.40566188,0.0,0.0,0.0,0.0,0.4826548993587494,0,-6.736227
sonicdrivein_2209,"when you’ re about to buy a new phone and see an ad that says, “ this will make your life so much better.",0,0,0,-1,1,1,0.9647911,0.40566188,0.0416666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6133241057395935,1,-0.0041376464
sonicdrivein_163,"i'm not sure if we’ re going to get in, but let me know what you think.",0,0,0,-1,0,1,0.9732309,0.40566188,0.0,0.0,0.0,0.0,0.8691108822822571,1,-8.567513
sonicdrivein_1660,♫ i've been thinking about it for a long time.,0,0,0,-1,1,1,0.9817926,0.40566188,0.0367879441171442,8.18558927632837e-309,8.18558927632837e-309,8.18558927632837e-309,0.6992045044898987,1,-8.358376
sonicdrivein_899,"i've seen this before, so i know you ca n’t do it all by yourself.",0,0,0,-1,0,1,0.94391996,0.40566188,0.0,0.0,0.0,0.0,0.7134878635406494,1,-3.5276008
sonicdrivein_51,"when i was 10 years old, my mom told me not to ask for more ice cream when there’ s only one left in the freezer.",0,0,0,-1,2,1,0.971307,0.40566188,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.6378992795944214,1,-4.6848583
sonicdrivein_290,"you know when you’ re about to order a burger and the cashier says, “ we only have one left on this menu.",1,1,1,0,2,1,0.9296023,0.40566188,0.0869565217391304,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.8315265774726868,1,-7.6500688
sonicdrivein_1069,it’ s 10:35 in the morning.,0,0,1,0,0,1,0.9687292,0.40566188,0.0,0.0,0.0,0.0,0.9385470747947692,1,-7.7771697
sonicdrivein_2138,"when it's time to choose a dog breed for your new puppy, there are so many options.",0,0,0,-1,3,1,0.9762166,0.40566188,0.1102296578824013,1.389858404389205e-308,1.389858404389205e-308,1.389858404389205e-308,0.3583761751651764,0,-0.0008095801
sonicdrivein_1223,you know what i like to do when we go out for a drink with our friends.,0,0,0,-1,4,1,0.98276746,0.40566188,0.0769525683981948,7.27706880223216e-309,7.27706880223216e-309,7.27706880223216e-309,0.7777571678161621,1,-8.212959
sonicdrivein_1459,it's mickey.,0,0,0,-1,0,1,0.9738448,0.40566188,0.0,0.0,0.0,0.0,0.6056877970695496,1,-0.017768607
sonicdrivein_1367,"it's not just a meme, it’ s real.",0,0,0,-1,2,1,0.95505357,0.40566188,0.0716261992150475,6.374943338305425e-309,6.374943338305425e-309,6.374943338305425e-309,0.4114159047603607,0,-4.7574477
sonicdrivein_789,"we're going to have a good time, but we’ re not sure what it is.",0,0,0,-1,0,1,0.9798211,0.40566188,0.0,0.0,0.0,0.0,0.667391836643219,1,-8.190487
sonicdrivein_1944,it's time for me to get back on track.,0,0,0,-1,1,1,0.97929686,0.40566188,0.0262085647761888,5.24843931172429e-309,5.24843931172429e-309,5.24843931172429e-309,0.4065126478672027,0,-8.549422
sonicdrivein_1813,couldn't find anything like this.,0,0,0,-1,0,1,0.8769045,0.40566188,0.0,0.0,0.0,0.0,0.8513538241386414,1,-7.2717414
