image_id,caption,fitCount,gtNum,fluency,diversity,humor_score,humor,overfit,b_clip,b_bita,f_bita,f_clip,benign,h_gt,h_bita,h_clip,index,b_minus,f_minus,h_minus
mcdonalds_switzerland_629,"it's a big sign, but it s not your fault.",2,1,0.9705015,0.4007058,0.629366397857666,1,0,-8.438391,-7.790027,0.95450664,0.96476895,-0.018259762,0.1911435723304748,0.2413512915372848,0.0773351043462753,180.0,8.420131238,0.015994860000000055,0.5520312935113907
mcdonalds_switzerland_13,"houston, i know you love the variety of my favourite meals.",0,1,0.9617614,0.4007058,0.7930169701576233,1,0,-0.00037913286,-0.26533353,0.9220934,0.8935735,-0.4469877,0.8708801865577698,0.7303797602653503,0.242438867688179,423.0,-0.44660856713999997,0.03966800000000004,0.5505781024694443
mcdonalds_switzerland_1904,i am here to tell you that this is the only way we can get it done.,0,1,0.97072685,0.4007058,0.7247628569602966,1,0,-9.232263,-9.315488,0.97388047,0.9743312,-9.127985,0.2548812329769134,0.5669882893562317,0.1765818744897842,496.0,0.10427799999999898,-0.003153619999999968,0.5481809824705124
mcdonalds_switzerland_693,`` i'm glad you know that.,1,1,0.9609419,0.4007058,0.5475932359695435,1,0,-8.3959465,-7.216774,0.8678644,0.9012002,-7.877421,0.2035445421934127,0.0775428190827369,0.0453069098293781,269.0,0.5185255000000009,0.09307750000000004,0.5022863261401653
mcdonalds_switzerland_725,"i love you, i don't know if it was the cat or a dog.",1,1,0.9234309,0.4007058,0.801392138004303,1,0,-9.297199,-9.332954,0.94373727,0.8897848,-0.0005494039,0.6049346923828125,0.2504341900348663,0.3068363070487976,453.0,9.296649596100002,-0.020306369999999907,0.49455583095550537
mcdonalds_switzerland_453,i'm not going to say anything about it.,0,1,0.974361,0.4007058,0.4956956505775451,0,0,-8.177782,-9.526899,0.68849665,0.92771614,-8.846482,0.0347488485276699,0.073615662753582,0.0446272268891334,101.0,-0.6686999999999994,0.28586435,0.4510684236884117
mcdonalds_switzerland_1985,"the first one: when you're in a restaurant and there is no glass on the table, it will get stuck to your fingers.",2,1,0.9609042,0.4007058,0.4895044863224029,0,0,-8.572565,-0.21984145,0.94064254,0.9653733,-7.981997,0.1147257313132286,0.5551868081092834,0.0438485369086265,94.0,0.5905680000000011,0.02026165999999996,0.4456559494137764
mcdonalds_switzerland_1888,the question is not whether we should get an answer from the app.,0,1,0.9645209,0.4007058,0.495324045419693,0,0,-5.1315684,-8.397089,0.929477,0.94124377,-9.322176,0.0496517196297645,0.2122520953416824,0.0585185699164867,305.0,-4.190607600000001,0.03504390000000002,0.4368054755032063
mcdonalds_switzerland_769,you can 't have a good time if you are not seeing all the food on your menu.,0,1,0.9687007,0.4007058,0.8334348201751709,1,0,-9.591755,-7.7587233,0.78847134,0.9337111,-9.225011,0.7951762676239014,0.8329904675483704,0.3990020155906677,406.0,0.36674399999999885,0.18022936,0.4344328045845032
mcdonalds_switzerland_716,"i'm sorry, but you don’t need to worry about it.",0,1,0.97985774,0.4007058,0.5704089999198914,1,0,-9.000248,-9.643161,0.95940876,0.8607433,-8.143231,0.1244865953922271,0.2853581309318542,0.1424586921930313,336.0,0.857016999999999,0.02044898000000006,0.42795030772686005
mcdonalds_switzerland_1919,"you're right, you ca n’t eat it.",0,1,0.8567999,0.4007058,0.4386659860610962,0,0,-2.2267857,-9.604136,0.8061491,0.608307,-8.677911,0.0140896411612629,0.1096549853682518,0.0174197573214769,153.0,-6.451125299999999,0.050650799999999996,0.4212462287396193
mcdonalds_switzerland_358,""" how are you?"" is a question that we all ask every day.",1,1,0.97366184,0.4007058,0.4359455108642578,0,0,-1.8957345,-7.9899325,0.97341835,0.8695139,-8.19186,0.0209284257143735,0.1339386403560638,0.0173356886953115,506.0,-6.2961255000000005,0.00024349000000001286,0.4186098221689463
mcdonalds_switzerland_242,there are a lot of ways to get the attention.,1,1,0.97737044,0.4007058,0.5655983686447144,1,0,-9.402374,-9.109825,0.94658333,0.95885456,-9.315689,0.3973227143287658,0.0241226702928543,0.1643901914358139,304.0,0.08668499999999923,0.030787110000000006,0.40120817720890045
mcdonalds_switzerland_584,"yes, you are a better lover.",1,1,0.9477992,0.4007058,0.4585209190845489,0,0,-0.00071726344,-8.500251,0.9481175,0.8944404,-7.9976673,0.0161265842616558,0.255296915769577,0.0755368992686271,426.0,-7.9969500365599995,-0.0003182999999999936,0.3829840198159218
mcdonalds_switzerland_841,"when the sale is over, i 'll be there to help you find your perfect fit.",1,1,0.9782048,0.4007058,0.7661040425300598,1,0,-7.70756,-8.614296,0.94351596,0.40116566,-8.394123,0.6861779093742371,0.9075731635093688,0.3947844803333282,334.0,-0.6865630000000005,0.03468883999999994,0.3713195621967316
mcdonalds_switzerland_367,"yes, i'm not a vegan.",0,1,0.9714437,0.4007058,0.3845874667167663,0,0,-9.443942,-9.385091,0.88853353,0.91012675,-8.782044,0.008251211605966,0.0391468033194541,0.0192566514015197,14.0,0.661897999999999,0.08291017,0.3653308153152466
mcdonalds_switzerland_762,i love you.,0,1,0.9633615,0.4007058,0.4887605011463165,0,0,-8.358755,-9.795851,0.95509326,0.9402186,-8.71579,0.0416083373129367,0.5351516604423523,0.1324424743652343,160.0,-0.35703499999999977,0.008268239999999927,0.35631802678108215
mcdonalds_switzerland_248,please don't take this away from me.,0,1,0.96238834,0.4007058,0.5116389393806458,1,0,-9.352817,-9.117913,0.9677742,0.9433616,-9.680654,0.428167313337326,0.1417225152254104,0.1608185023069381,76.0,-0.3278370000000006,-0.005385860000000076,0.3508204370737077
mcdonalds_switzerland_1899,you know what? the only thing that matters is your happiness.,1,1,0.9720996,0.4007058,0.6914446353912354,1,0,-9.857934,-9.852064,0.8842363,0.8850898,-7.9582562,0.0468503013253212,0.1815081685781479,0.3429780304431915,281.0,1.8996778,0.08786329999999998,0.3484666049480439
mcdonalds_switzerland_461,"it’ s not like a, and it wasn't my parents.",0,1,0.88558656,0.4007058,0.339665025472641,0,0,-0.29011807,-9.315657,0.9535472,0.9420544,-3.051371,0.0049606822431087,0.063004620373249,0.0066375713795423,488.0,-2.76125293,-0.06796064000000002,0.3330274540930987
mcdonalds_switzerland_31,we have to do something about it.,2,1,0.95863485,0.4007058,0.7632603049278259,1,0,-5.1344156,-8.970014,0.91356295,0.971093,-8.781486,0.5003935694694519,0.5806388854980469,0.4373634755611419,221.0,-3.6470703999999996,0.045071900000000054,0.325896829366684
mcdonalds_switzerland_631,"there are a few ways to get the best out of this year, and you can 't miss it.",4,1,0.9753151,0.4007058,0.430119127035141,0,0,-9.478609,-9.4477415,0.8827704,0.8685433,-9.577215,0.4126683473587036,0.5129314064979553,0.1172893419861793,214.0,-0.0986060000000002,0.09254470000000004,0.3128297850489617
mcdonalds_switzerland_566,"you can get a hot drink at the table, but it’ s only for one person.",1,1,0.948362,0.4007058,0.3737009763717651,0,0,-7.6074524,-9.643105,0.6961845,0.9501935,-8.420968,0.030416352674365,0.3126981556415558,0.061245322227478,403.0,-0.8135156000000006,0.25217750000000005,0.3124556541442871
mcdonalds_switzerland_1940,the white woman is not your mother.,1,1,0.95848477,0.4007058,0.3401149809360504,0,0,-6.628606,-8.33935,0.7098552,0.97621626,-0.0011111283,0.0122617147862911,0.06023920327425,0.0350152030587196,470.0,6.627494871700001,0.24862956999999997,0.30509977787733084
mcdonalds_switzerland_568,"please don't be like '' that, and let us see what we can do.",3,1,0.92926323,0.4007058,0.3753436207771301,0,0,-9.544269,-9.236266,0.96156406,0.9789281,-8.530496,0.0205631274729967,0.137308657169342,0.0719748735427856,438.0,1.0137730000000005,-0.03230083000000006,0.30336874723434454
mcdonalds_switzerland_586,"`` i'm sorry, but the restaurant is closed for today.",0,1,0.9575845,0.4007058,0.7397547364234924,1,0,-7.4491286,-8.809689,0.6752609,0.9832408,-0.0005102048,0.2751269340515136,0.5754225850105286,0.4373852014541626,220.0,7.4486183952,0.2823235999999999,0.30236953496932983
mcdonalds_switzerland_409,i'm sure you know what i mean.,2,1,0.9733201,0.4007058,0.6628416180610657,1,0,-8.837454,-8.922691,0.97816706,0.97695315,-8.208255,0.1040322929620742,0.2675610780715942,0.3800213634967804,367.0,0.6291989999999998,-0.004846959999999956,0.2828202545642853
mcdonalds_switzerland_1962,you know the one.,0,1,0.91648275,0.4007058,0.6132998466491699,1,0,-9.5234375,-9.102766,0.96950454,0.9336152,-8.768718,0.2105963975191116,0.4926281869411468,0.3318884372711181,295.0,0.7547195000000002,-0.05302178999999996,0.2814114093780518
mcdonalds_switzerland_2014,"when i got home from work, my girlfriend asked me if she was ready for dinner.",0,1,0.9809521,0.4007058,0.2947903573513031,0,0,-7.722011,-8.939488,0.95925313,0.58753407,-8.945624,0.1833687722682953,0.17761792242527,0.0225402880460023,324.0,-1.2236130000000003,0.021698969999999984,0.2722500693053008
mcdonalds_switzerland_736,"when the police show up, but they are not there.",1,1,0.9470563,0.4007058,0.3028604388236999,0,0,-8.094091,-1.7997894,0.9220422,0.94622827,-8.128287,0.0030524109024554,0.0335221998393535,0.030817462131381,128.0,-0.03419599999999967,0.025014099999999928,0.2720429766923189
mcdonalds_switzerland_2052,"yes, i love your coffee.",0,1,0.9717429,0.4007058,0.2417340278625488,0,0,-8.815041,-8.541006,0.94815856,0.91324604,-8.507214,0.086924985051155,0.0711422711610794,0.0135070607066154,377.0,0.3078270000000014,0.02358433999999998,0.2282269671559334
mcdonalds_switzerland_655,"a man with a phone call, who knows what you are thinking.",2,1,0.9194639,0.4007058,0.3159925639629364,0,0,-6.5062637,-5.751342,0.9416517,0.86677116,-2.2778993,0.046230174601078,0.0187331102788448,0.0985306948423385,475.0,4.2283644,-0.02218779999999998,0.2174618691205979
mcdonalds_switzerland_672,"i love you, i'm here for your support.",0,1,0.9615449,0.4007058,0.6679466962814331,1,0,-9.439887,-8.601916,0.9632325,0.7099189,-9.29068,0.6306943297386169,0.6304784417152405,0.4512442350387573,518.0,0.14920700000000053,-0.0016876000000000113,0.21670246124267578
mcdonalds_switzerland_481,"a hot day, a cool breeze.",2,1,0.9227948,0.4007058,0.6545380353927612,1,0,-9.282592,-9.507635,0.93472916,0.9707318,-9.127577,0.262690007686615,0.5732707977294922,0.4391275942325592,163.0,0.1550149999999988,-0.011934359999999922,0.21541044116020203
mcdonalds_switzerland_1942,"the main thing that i can tell you is this: a huge difference between michele and maria! '' umm, it’ s good to know who the real master chef of france will be in march.",5,1,0.9379306,0.4007058,0.2836654782295227,0,0,-0.003353688,-9.061095,0.9589136,0.9500695,-0.00045110538,0.0712702572345733,0.6855504512786865,0.0735102221369743,355.0,0.00290258262,-0.020983000000000085,0.21015525609254843
mcdonalds_switzerland_360,"i'm sorry, but i can not do this for you.",4,1,0.9758052,0.4007058,0.8312488794326782,1,0,-8.475017,-7.5605803,0.8465663,0.9675771,-8.773117,0.5307469367980957,0.1204626187682151,0.6242173314094543,200.0,-0.2980999999999998,0.12923890000000005,0.20703154802322388
mcdonalds_switzerland_902,don't forget to have fun with your loved ones on this special #momday.,0,1,0.9165157,0.4007058,0.3133868277072906,0,0,-6.80002,-7.148703,0.97264916,0.8658706,-8.511916,0.1318174749612808,0.6112704277038574,0.1070003360509872,8.0,-1.7118959999999994,-0.05613345999999997,0.2063864916563034
mcdonalds_switzerland_700,"you're right, but this will make it a lot easier to find the phone number of your friends.",2,1,0.9814401,0.4007058,0.2252846211194992,0,0,-8.278023,-8.080632,0.9618943,0.9224583,-8.196387,0.0282939691096544,0.0856537669897079,0.0239716861397027,5.0,0.0816359999999996,0.019545800000000058,0.20131293497979652
mcdonalds_switzerland_1912,you’re a little guy.,1,1,0.9753743,0.4007058,0.2540265917778015,0,0,-9.02571,-7.856199,0.9002647,0.85077137,-7.9060674,0.0133670354261994,0.0545812100172042,0.0564459450542926,140.0,1.1196425999999997,0.0751096,0.19758064672350892
mcdonalds_switzerland_605,you're going to love it.,1,1,0.9728969,0.4007058,0.2003899365663528,0,0,-9.558562,-9.686234,0.961935,0.81572425,-8.909308,0.0199170242995023,0.0570766665041446,0.005885137245059,489.0,0.6492540000000009,0.010961899999999969,0.19450479932129378
mcdonalds_switzerland_2065,"to do it, you need to be very clear about what your goals are.",0,1,0.9752111,0.4007058,0.2022569328546524,0,0,-7.928241,-8.026368,0.9066235,0.97738576,-6.8960357,0.0127484705299139,0.0523291192948818,0.0117987059056758,416.0,1.0322053000000002,0.06858759999999997,0.1904582269489766
mcdonalds_switzerland_16,this is a fake movie.,0,1,0.9737013,0.4007058,0.9611461758613586,1,0,-9.402929,-7.952308,0.9642762,0.9060073,-8.186518,0.927005410194397,0.7923725247383118,0.7711449861526489,61.0,1.2164110000000008,0.009425099999999964,0.19000118970870972
mcdonalds_switzerland_203,"a lot of people say, ""well you know what? i love it.",1,1,0.9676331,0.4007058,0.3710075914859772,0,0,-9.196861,-9.572734,0.9617238,0.95097655,-9.123365,0.1725072264671325,0.2607685327529907,0.1826530545949936,59.0,0.07349600000000045,0.005909300000000006,0.18835453689098358
