image_id,caption,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,overfit,b_clip,b_bita,f_bita,f_clip,benign,h_gt,h_bita,h_clip
mcdonalds_switzerland_1914,"this week, the ufo industry will open its world.",0,1,0.97088575,0.4579166,0.0,0.0,0.0,0.0,0.0883808359503746,0,0,-9.299828,-6.7523527,0.9157354,0.9802352,-7.8340545,0.0128911575302481,0.1550072431564331,0.2195270508527755
mcdonalds_switzerland_590,"and i know that the best time of your life is right around you, but it's not always easy to find out what makes YOU happy.",2,1,0.9786725,0.4579166,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.116867147386074,0,0,-8.970637,-8.98437,0.9684572,0.9787027,-9.100036,0.0418274104595184,0.0800021737813949,0.2671128809452057
mcdonalds_switzerland_1944,"if you're a coffee addict, try this! take your morning brew and add some lemon or orange juice to it.",1,1,0.9753954,0.4579166,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0023041767999529,0,0,-9.273904,-0.0020553195,0.95147103,0.9722074,-9.354098,0.0105328578501939,0.0511273965239524,0.2017312794923782
mcdonalds_switzerland_563,"the place of the future... this is your new favorite emoji! just like you can express yourself with a few simple, yet expressive images.",2,1,0.96800464,0.4579166,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0184980556368827,0,0,-8.300684,-7.5512533,0.9646103,0.9160219,-0.0011032692,0.0126798059791326,0.0581732764840126,0.0272164475172758
mcdonalds_switzerland_367,"yes, i'm not a vegan.",0,1,0.9714437,0.4579166,0.0,0.0,0.0,0.0,0.3845874667167663,0,0,-9.443942,-9.385091,0.88853353,0.91012675,-8.782044,0.008251211605966,0.0391468033194541,0.0192566514015197
mcdonalds_switzerland_687,♪ ♥ the best & in for all your life.,1,1,0.5530565,0.4579166,0.0606530659712633,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,0.1265686601400375,0,0,-8.887507,-0.6331443,0.9746265,0.4705431,-7.2638106,0.02377500385046,0.2082405835390091,0.335113912820816
mcdonalds_switzerland_499,"yes, i know! we have a new restaurant.",0,1,0.9833106,0.4579166,0.0,0.0,0.0,0.0,0.667092502117157,1,0,-0.001067188,-9.388723,0.71444464,0.9778497,-9.017889,0.4778447151184082,0.7432722449302673,0.6149786710739136
mcdonalds_switzerland_1871,"for those who don't know, the italian restaurant in this apartment is called `` carlo e giovanni.",2,1,0.95297587,0.4579166,0.1176470588235294,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0161041729152202,0,0,-9.047907,-9.472547,0.9209735,0.97079337,-6.570273,0.0094802528619766,0.0261373631656169,0.0299709811806678
mcdonalds_switzerland_359,"this is the second time in a week that i have seen you ask me to "" this.",4,1,0.32945746,0.4579166,0.1779416450926239,1.7816998627591863e-308,1.7816998627591863e-308,1.7816998627591863e-308,0.2917331159114837,0,0,-6.254804,-8.545004,0.95339566,0.94665325,-7.498049,0.0196377765387296,0.0207060240209102,0.183136448264122
mcdonalds_switzerland_173,"when the time comes, you 'll see your mom and dad smiling at each other for a while.",1,1,0.9787008,0.4579166,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0095007866621017,0,0,-7.857684,-7.767501,0.8584594,0.910266,-9.340635,0.009228023700416,0.0079995952546596,0.0004392699047457
mcdonalds_switzerland_2016,we are still in the first round of our cooking competition.,1,1,0.9735518,0.4579166,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.051175408065319,0,0,-7.35293,-9.545131,0.6534084,0.94080484,-9.713153,0.0470790527760982,0.0119365807622671,0.1453962922096252
mcdonalds_switzerland_737,please try to eat 10 pieces of pizza every day for a week.,0,1,0.9633623,0.4579166,0.0,0.0,0.0,0.0,0.914194643497467,1,0,-9.471601,-9.533354,0.9184866,0.97499925,-9.586231,0.9506840705871582,0.5123162269592285,0.9658161997795104
mcdonalds_switzerland_1322,choose your favorite color.,1,1,0.95781356,0.4579166,0.0045789097221835,4.07536492931814e-310,4.07536492931814e-310,4.07536492931814e-310,0.056179940700531,0,0,-0.0054819253,-8.700319,0.9772348,0.9781215,-0.03280756,0.001753709395416,0.0364711880683898,0.015444066375494
mcdonalds_switzerland_2001,"in april 2019, the world cup is here.",0,1,0.7256157,0.4579166,0.0,0.0,0.0,0.0,0.2201785743236541,0,0,-8.636659,-9.278321,0.93545806,0.9503775,-9.08782,0.2680741250514984,0.0720306485891342,0.0545149110257625
mcdonalds_switzerland_673,the first and last word of this year is `` the unbirthday cake for a friend! you can buy it here.,1,1,0.9669388,0.4579166,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0187563989311456,0,0,-9.822919,-0.048157543,0.9713381,0.8593203,-7.8016586,0.0830980315804481,0.1516581922769546,0.0811926424503326
mcdonalds_switzerland_864,"we are now 10k users! this means you can follow more posts and comment on our page, which is why we have to ask for your help.",0,1,0.9468852,0.4579166,0.0,0.0,0.0,0.0,0.6044279932975769,1,0,-8.661349,-0.8674773,0.95315075,0.9652637,-1.3511788,0.8572521805763245,0.948579490184784,0.9551291465759276
mcdonalds_switzerland_449,a lot of people think it's a rip-off.,2,1,0.98401964,0.4579166,0.0316049494755933,5.625867750206837e-309,5.625867750206837e-309,5.625867750206837e-309,0.2312785983085632,0,0,-9.483646,-9.4534855,0.9702966,0.9635969,-9.283588,0.0006820691633038,0.0239419154822826,0.0174940526485443
mcdonalds_switzerland_486,"so, i'm not going to tell you how much fun this is! just think about the happiness it brings your family and friends.",1,1,0.97603637,0.4579166,0.0434782608695652,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1687149107456207,0,0,-8.871928,-0.0029028205,0.7236969,0.966663,-8.988574,0.0557982362806797,0.2090800106525421,0.4986521601676941
mcdonalds_switzerland_273,the reason why i decided to go out and get a gig is because the app's popularity has gone up like this! yaaa!!!@ emi& amp; lycos.,3,1,0.87449783,0.4579166,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0359307937324047,0,0,-8.714546,-8.61271,0.9719936,0.9198036,-8.836907,0.2648666501045227,0.1164422035217285,0.0213704835623502
mcdonalds_switzerland_230,"in this second episode, we are going to show you the world of mcdonald's #30million in one minute! and more importantly: who is responsible for it? get ready... because your answers will be revealed at any moment.",4,1,0.947141,0.4579166,0.1081081081081081,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0510360226035118,0,0,-6.9305787,-8.505796,0.9569005,0.95818466,-8.820897,0.3743448853492737,0.2017812430858612,0.1082377582788467
mcdonalds_switzerland_714,this app is a little bit like my friend's and we love you too much.,1,1,0.9725457,0.4579166,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0192331708967685,0,0,-9.325757,-8.9019785,0.9453893,0.9770737,-8.603123,0.0202053468674421,0.0155408540740609,0.0861929357051849
mcdonalds_switzerland_379,"what do you think about the new tv series with a crazy turkey? we’ re talking more than 10,000 likes! it is already going to be one of our favorites.",3,1,0.95317984,0.4579166,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0095081077888607,0,0,-0.3570927,-9.512178,0.97541285,0.97373,-7.4353027,0.0170114189386367,0.0518105737864971,0.0654787644743919
mcdonalds_switzerland_1768,what are you doing today? we all don't know! but it is just a little bit of joy for us to see each other every day.,2,1,0.94870424,0.4579166,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0052904193289577,0,0,-8.979117,-8.666724,0.96974504,0.971247,-9.237337,0.0087146377190947,0.0328563153743743,0.0319136567413806
mcdonalds_switzerland_526,this is the 10 most beautiful things in our world that you have to keep your eyes on.,7,1,0.9536817,0.4579166,0.025561094461984,0.0038663840362664,1.462508307827886e-309,1.462508307827886e-309,0.0146974790841341,0,0,-8.987926,-9.141139,0.96801615,0.7000145,-8.54801,0.0011696233414113,0.0043854084797203,0.0059195114299654
mcdonalds_switzerland_546,it's been a while since you got to eat your favorite food.,1,1,0.98097575,0.4579166,0.0705401437408844,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,0.2581375241279602,0,0,-8.924302,-0.01831419,0.3515781,0.976253,-9.431303,0.0284182149916887,0.1787214577198028,0.141860157251358
mcdonalds_switzerland_464,"i was on the other hand, i just had a big dinner with my friends! '' and we are in love.",2,1,0.90332747,0.4579166,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0647887587547302,0,0,-5.9378366,-8.801354,0.9616648,0.7753178,-9.0134945,0.0352962464094162,0.1430015414953231,0.016966076567769
mcdonalds_switzerland_904,"in this case, we don’t need a special dish for our new year 2019.",0,1,0.9647261,0.4579166,0.0,0.0,0.0,0.0,0.5138508081436157,1,0,-9.33159,-9.013346,0.9086848,0.96631694,-8.594067,0.8614948391914368,0.8801320195198059,0.6302520036697388
mcdonalds_switzerland_1959,the next step is to be ready.,1,1,0.9670342,0.4579166,0.0223025779022815,3.473741814738195e-309,3.473741814738195e-309,3.473741814738195e-309,0.2400560826063156,0,0,-9.166905,-9.275013,0.7541623,0.9803239,-9.159314,0.0155432680621743,0.1150708645582199,0.1974896192550659
mcdonalds_switzerland_674,"and the more, and we hope you like this... if your a fan of ollie’s new show then check it out.",2,1,0.8960175,0.4579166,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0410400554537773,0,0,-8.789696,-8.966133,0.96613777,0.9708072,-7.1813726,0.0465577319264411,0.1138489544391632,0.1450428366661071
mcdonalds_switzerland_513,"imagine this: the second time you open your eyes in a day, it's more delicious than ice cream.",1,1,0.96800876,0.4579166,0.0301526378424567,1.207653232109173e-308,1.207653232109173e-308,1.207653232109173e-308,0.5643084049224854,1,0,-9.182726,-1.1089674,0.9716974,0.94791114,-9.620592,0.0999730452895164,0.546586811542511,0.5270483493804932
mcdonalds_switzerland_436,"if you have a food that is still in your fridge, i'm sure it will get to the restaurant as soon or me.",1,1,0.7939729,0.4579166,0.0434782608695652,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0863379761576652,0,0,-2.2991326,-9.198695,0.9635464,0.9576403,-8.670841,0.0305732637643814,0.0688849464058876,0.0708239153027534
mcdonalds_switzerland_597,"a few months ago, i posted a video about the dream we all share... and it got thousands of likes.",1,1,0.9718939,0.4579166,0.0452418709017979,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,0.0879560336470604,0,0,-9.557787,-8.930175,0.75131035,0.9779613,-9.327283,0.0063003632239997,0.0619399510324001,0.0852089002728462
mcdonalds_switzerland_774,you're the most often asked question on this app? are you hungry or thirsty for lunch? do not forget to ask your friend and make a meal together! we can count it as part of our healthy habit challenge.,1,1,0.91587156,0.4579166,0.0256410256410256,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.360271006822586,0,0,-8.619558,-8.627289,0.9754572,0.9515557,-9.098381,0.9353508353233336,0.8312954902648926,0.8683812618255615
mcdonalds_switzerland_1890,when you're about to get a new pair of glasses.,1,1,0.9711474,0.4579166,0.0332871083698079,7.4066274658958e-309,7.4066274658958e-309,7.4066274658958e-309,0.662397027015686,1,0,-9.914026,-9.220705,0.8077806,0.90868604,-9.07083,0.1117739230394363,0.7477251887321472,0.5524078607559204
mcdonalds_switzerland_2043,when you get your # dreamofit by mrs.,0,1,0.85240984,0.4579166,0.0,0.0,0.0,0.0,0.0055799493566155,0,0,-9.028553,-9.31543,0.84637654,0.9725391,-9.07937,0.0142398104071617,0.0150784561410546,0.01875058747828
mcdonalds_switzerland_828,"in this video, we show you the steps to making a chicken and how much it takes for an apple! don't forget : that of chocolate cake.",2,1,0.6745652,0.4579166,0.074074074074074,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0508401505649089,0,0,-9.280121,-8.597021,0.9627515,0.96005946,-7.4413605,0.3089993298053741,0.1392735540866851,0.0192769058048725
mcdonalds_switzerland_201,"a, is it you? i love your shopping! let me know when and where to meet.",1,1,0.9315786,0.4579166,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2095271646976471,0,0,-7.8476386,-0.0073950365,0.97522277,0.96794766,-8.70382,0.4286797642707824,0.3132021427154541,0.4793777763843536
mcdonalds_switzerland_1908,the most common way to ask for a recommendation is `` you can’t see the problem? i love that.,1,1,0.9704264,0.4579166,0.0449441929275544,1.9000788267213607e-308,1.9000788267213607e-308,1.9000788267213607e-308,0.1277160048484802,0,0,-9.262176,-7.983523,0.90293235,0.93722165,-0.07227491,0.0160121209919452,0.2436811327934265,0.1355170160531997
mcdonalds_switzerland_607,"on friday, we 'll get the biggest christmas surprise ever! and on saturday you have a beautiful gift for your girlfriend or boyfriend.",1,1,0.969411,0.4579166,0.0434782608695652,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0120297046378254,0,0,-8.307788,-9.413578,0.8699157,0.9640736,-8.837162,0.0878745913505554,0.1240209117531776,0.2353059947490692
mcdonalds_switzerland_1006,why do you have to go through this and? the other guys on your show know that it’s not a joke.,1,1,0.93591946,0.4579166,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0601395368576049,0,0,-9.256309,-8.330583,0.7996973,0.7689574,-7.1011558,0.0166793223470449,0.0450443811714649,0.1430321782827377
mcdonalds_switzerland_1900,"in a year, we 'll be able to share our first video with you all the way through in these hot weather.",2,1,0.92741984,0.4579166,0.0868693669334803,2.1261983321563865e-308,2.1261983321563865e-308,2.1261983321563865e-308,0.0684180930256843,0,0,-8.698594,-9.3336315,0.8302474,0.9747082,-8.886844,0.0160171110183,0.1321578323841095,0.3596832156181335
mcdonalds_switzerland_2050,"for example, when you see a dog with an ice cream cone in its mouth... just follow the sound of your nose and find out who it is! have fun finding him/her? let me know how to do that on facebook.",2,1,0.92843336,0.4579166,0.048780487804878,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0511523559689521,0,0,-9.054747,-9.499142,0.9711689,0.9475105,-0.00034612388,0.0457311496138572,0.1954389810562133,0.5018540620803833
mcdonalds_switzerland_614,the big picture of a lifetime.,1,1,0.9433674,0.4579166,0.0314792671395936,4.20262166383659e-309,4.20262166383659e-309,4.20262166383659e-309,0.2886736392974853,0,0,-8.935672,-9.595164,0.8953301,0.9746081,-8.339571,0.0129333781078457,0.1380925327539444,0.0593852326273918
mcdonalds_switzerland_562,"you may not like it now, but this month will be the best ever.",3,1,0.9754524,0.4579166,0.097670146784575,1.0141753550456513e-308,1.0141753550456513e-308,1.0141753550456513e-308,0.1117422431707382,0,0,-9.892069,-9.557514,0.9754562,0.96892226,-9.872011,0.010926429182291,0.083720289170742,0.3297260105609894
mcdonalds_switzerland_519,"it's like a game of keep your eyes on the side, but it also takes you to do something special.",0,1,0.71332735,0.4579166,0.0,0.0,0.0,0.0,0.3084471523761749,0,0,-7.881627,-9.394877,0.96730405,0.8470779,-9.138014,0.1402382403612136,0.0991972461342811,0.6710012555122375
mcdonalds_switzerland_364,"the ""takkawataru, shibori and a few other japanese macanese dishes are all over the world.",0,1,0.8291526,0.4579166,0.0,0.0,0.0,0.0,0.2004628032445907,0,0,-9.649206,-9.829277,0.97905,0.52722746,-1.631136,0.1305706202983856,0.0774436220526695,0.0210909936577081
mcdonalds_switzerland_879,the last 10 minutes of the morning routine.,0,1,0.8969099,0.4579166,0.0,0.0,0.0,0.0,0.1185978204011917,0,0,-8.717492,-8.817595,0.95624024,0.96986467,-9.18322,0.0163288433104753,0.0162735674530267,0.062438279390335
mcdonalds_switzerland_1927,"if you have any idea about what it takes to be the next big star, this is your chance! i want u.",4,1,0.9541273,0.4579166,0.1737387338669608,2.1261983321563865e-308,2.1261983321563865e-308,2.1261983321563865e-308,0.0878275260329246,0,0,-7.4345984,-8.299951,0.9578316,0.7926242,-8.78081,0.0342524871230125,0.2912791073322296,0.1716213822364807
mcdonalds_switzerland_369,"if you want to enjoy your first bite of pizza, the best way is simply go through all its ingredients.",1,1,0.9797966,0.4579166,0.0430353988212529,1.9151388181520816e-308,1.9151388181520816e-308,1.9151388181520816e-308,0.1928905248641967,0,0,-8.573017,-9.731518,0.89199424,0.952643,-0.0053967973,0.07490074634552,0.1091724932193756,0.5409023761749268
mcdonalds_switzerland_203,"a lot of people say, ""well you know what? i love it.",1,1,0.9676331,0.4579166,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.3710075914859772,0,0,-9.196861,-9.572734,0.9617238,0.95097655,-9.123365,0.1725072264671325,0.2607685327529907,0.1826530545949936
mcdonalds_switzerland_2010,"you know, when the'm-u m/l brand has to go out of business? don’t you think so! and it comes with a free gift bag.",0,1,0.93172,0.4579166,0.0,0.0,0.0,0.0,0.021346004679799,0,0,-8.424935,-7.260988,0.8963565,0.80455405,-5.512458,0.0122398966923356,0.1706864684820175,0.2754920125007629
mcdonalds_switzerland_16,this is a fake movie.,0,1,0.9737013,0.4579166,0.0,0.0,0.0,0.0,0.9611461758613586,1,0,-9.402929,-7.952308,0.9642762,0.9060073,-8.186518,0.927005410194397,0.7923725247383118,0.7711449861526489
mcdonalds_switzerland_730,we know it’s the first time in 20 years that a bunch of students from ucla and tennessee state university have been on an all-star game.,1,1,0.97678053,0.4579166,0.0384615384615384,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0306393690407276,0,0,-9.067054,-9.318331,0.9512352,0.96864915,-0.00057847454,0.1076241135597229,0.0529375560581684,0.1286995261907577
mcdonalds_switzerland_2064,the recipe for '' zak suzuki's favorite sauce has a special ingredient that you can buy in stores.,2,1,0.89198124,0.4579166,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0472190268337726,0,0,-8.941159,-9.668231,0.9446138,0.9769374,-7.0387497,0.0183249376714229,0.0499062910676002,0.1399886459112167
mcdonalds_switzerland_483,"for example, you can order a dinner with our ""wont be there! on the same day.",3,1,0.5571961,0.4579166,0.1137244986961187,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,0.0039377291686832,0,0,-9.594821,-9.861779,0.73620373,0.950089,-9.219425,0.002082702005282,0.0107241533696651,0.0032167013268917
mcdonalds_switzerland_646,`` the reason you’ re here is because your body was designed to do it.,0,1,0.96391255,0.4579166,0.0,0.0,0.0,0.0,0.0737520158290863,0,1,-0.00086818193,-8.116681,0.968216,0.96883464,-7.5704293,0.0044718831777572,0.0182695034891366,0.028631480410695
mcdonalds_switzerland_2020,"and you might be surprised, but this restaurant is still the best in san francisco.",0,1,0.9731901,0.4579166,0.0,0.0,0.0,0.0,0.0275055915117263,0,0,-9.567071,-9.577169,0.8602262,0.95328414,-8.887059,0.0371417552232742,0.0338227339088916,0.078205294907093
mcdonalds_switzerland_222,"i'm sorry, but i think you need to get your stuff together and we will start the real deal now.",1,1,0.9602914,0.4579166,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2376284599304199,0,0,-9.085468,-5.390354,0.97807103,0.9842779,-9.285327,0.1958438754081726,0.2810528576374054,0.5263272523880005
mcdonalds_switzerland_251,"your favorite dish is french fries? oh, my god! it's so delicious.",0,1,0.97770226,0.4579166,0.0,0.0,0.0,0.0,0.05053636059165,0,0,-7.3863335,-9.492833,0.695137,0.86049944,-9.6629,0.0340133905410766,0.0479958914220333,0.0169261675328016
mcdonalds_switzerland_1895,you're probably the one who has more food in your fridge than you think.,2,1,0.9780452,0.4579166,0.0930627225044365,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308,0.6149932146072388,1,0,-8.043437,-9.040469,0.97391915,0.9627383,-9.326253,0.0599977634847164,0.2379841208457946,0.046505432575941
mcdonalds_switzerland_701,"we have some things to say, but we need you.",0,1,0.97381693,0.4579166,0.0,0.0,0.0,0.0,0.2555499374866485,0,0,-8.741175,-0.0013487776,0.8336307,0.98189074,-9.0142355,0.0059920223429799,0.024782333523035,0.2623909413814544
mcdonalds_switzerland_1893,"for the second time, my family was surprised by a voice from "" this is me! '' now we know it's us.",0,1,0.5748863,0.4579166,0.0,0.0,0.0,0.0,0.0164145696908235,0,0,-9.925323,-8.49606,0.96520954,0.800535,-0.0037637365,0.0068670455366373,0.0138559052720665,0.018746281042695
mcdonalds_switzerland_816,"for you: we all know that a burger tastes better when it’ s on the grill, but did u like your burgers in an ice cream sandwich? why not try this delicious combination?! '' check out our social media! and don't forget to follow us for daily specials or special offers.",0,1,0.9070476,0.4579166,0.0,0.0,0.0,0.0,0.0231739860028028,0,0,-8.39013,-1.531849,0.9642447,0.9616288,-6.1667457,0.0311494655907154,0.3095869719982147,0.3424642086029053
mcdonalds_switzerland_628,the big moment: you've got to try this app! we know it is the best one in all our countries.,0,1,0.9551997,0.4579166,0.0,0.0,0.0,0.0,0.1758124083280563,0,0,-8.773041,-7.0233154,0.6173953,0.96666145,-4.467208,0.6062706708908081,0.4114164113998413,0.5601629614830017
mcdonalds_switzerland_744,"i love you, and i also like to write about things that are worth seeing.",1,1,0.9780109,0.4579166,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7806813716888428,1,0,-9.268638,-8.149858,0.96972173,0.9764371,-8.780286,0.4230243861675262,0.2919738292694092,0.7857542037963867
mcdonalds_switzerland_400,"i'm sure you wo n’t be able to find it, but i am going out for a ride with my friend! just let me know if there is any other way.",2,1,0.9556755,0.4579166,0.064516129032258,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.016046717762947,0,0,-9.147045,-8.285823,0.9622093,0.9586491,-8.396703,0.0068927509710192,0.0137110501527786,0.3175201117992401
mcdonalds_switzerland_248,please don't take this away from me.,0,1,0.96238834,0.4579166,0.0,0.0,0.0,0.0,0.5116389393806458,1,0,-9.352817,-9.117913,0.9677742,0.9433616,-9.680654,0.428167313337326,0.1417225152254104,0.1608185023069381
mcdonalds_switzerland_712,there are a lot of great dishes that you can make with just 10 ingredients.,2,1,0.93483156,0.4579166,0.1333333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1410597860813141,0,0,-7.1778045,-5.90112,0.9460599,0.97198844,-8.622851,0.1268549412488937,0.0404697991907596,0.0111119281500577
mcdonalds_switzerland_168,"when you are done with your drink, just look at the door and open it! this is a place where people come to meet their friends.",3,1,0.9823022,0.4579166,0.1153846153846154,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0686360001564025,0,0,-8.536323,-8.414577,0.84597373,0.9805561,-5.411469,0.6350794434547424,0.7034047842025757,0.4386302232742309
mcdonalds_switzerland_389,"if you're not sure about the place where it was, check out our videos and read reviews from other customers! just like that we have a wide variety of services to choose.",3,1,0.9501968,0.4579166,0.0937499999999999,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0092775896191596,0,0,-8.975482,-9.537075,0.8896059,0.69680965,-9.295237,0.006411796901375,0.0912547260522842,0.1486544758081436
mcdonalds_switzerland_715,"for a 20 second snack, try this: get the i think pizza with hot peppers.",1,1,0.7981898,0.4579166,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1763925552368164,0,0,-8.461332,-8.3234625,0.9642772,0.9576163,-6.6775856,0.3750282526016235,0.3827956914901733,0.4702323377132416
mcdonalds_switzerland_800,we all get this when we take a nap in the evening and have fun with your friends.,3,1,0.98003834,0.4579166,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.2813122570514679,0,0,-0.0013383012,-0.028441865,0.9656255,0.9237923,-9.096316,0.0417931787669658,0.2329274415969848,0.4941930174827575
mcdonalds_switzerland_414,i'm going to ask you for some help with your application.,4,1,0.98154366,0.4579166,0.0079882566870674,4.8879768105959e-310,4.8879768105959e-310,4.8879768105959e-310,0.0730077922344207,0,0,-9.5738,-9.500989,0.93755645,0.9764172,-7.3871703,0.0006804252625443,0.0049937427975237,0.0059931785799562
