image_id,caption,human_ins,human_humor,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,humor,b_clip,b_bita,f_bita,f_clip,benign
mcdonalds_switzerland_499,"yes, i know! we have a new restaurant.",0.0,0.0,1.0,0.0,0,1,0.9833106,0.4579166,0.0,0.0,0.0,0.0,0.5727713108062744,1,-0.001067188,-9.388723,0.71444464,0.9778497,-9.017889
mcdonalds_switzerland_1871,"for those who don't know, the italian restaurant in this apartment is called `` carlo e giovanni.",0.0,0.0,0.0,0.0,2,1,0.95297587,0.4579166,0.1176470588235294,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0038997777737677,0,-9.047907,-9.472547,0.9209735,0.97079337,-6.570273
mcdonalds_switzerland_661,"what do you think about it?... the new netflix tv series on d19?? are u ready to watch this with us?!
• what is your favorite dish from a restaurant in hong Kong or Taiwan, where does it taste so good that people can t stop eating even after they have finished their meal and left for other places.",0.0,0.0,0.0,-1.0,2,1,0.9188801,0.4579166,0.0338983050847457,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1168929189443588,0,-8.483247,-9.038435,0.91764563,0.92890483,-0.002848736
mcdonalds_switzerland_359,"this is the second time in a week that i have seen you ask me to "" this.",0.0,1.0,1.0,0.0,4,1,0.32945746,0.4579166,0.1779416450926239,1.7816998627591863e-308,1.7816998627591863e-308,1.7816998627591863e-308,0.3477513492107391,0,-6.254804,-8.545004,0.95339566,0.94665325,-7.498049
mcdonalds_switzerland_173,"when the time comes, you 'll see your mom and dad smiling at each other for a while.",0.0,1.0,1.0,2.0,1,1,0.9787008,0.4579166,0.0555555555555555,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0021926746703684,0,-7.857684,-7.767501,0.8584594,0.910266,-9.340635
mcdonalds_switzerland_2016,we are still in the first round of our cooking competition.,0.0,0.0,1.0,0.0,1,1,0.9735518,0.4579166,0.0909090909090909,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0662454143166542,0,-7.35293,-9.545131,0.6534084,0.94080484,-9.713153
mcdonalds_switzerland_737,please try to eat 10 pieces of pizza every day for a week.,1.0,0.0,0.0,-1.0,0,1,0.9633623,0.4579166,0.0,0.0,0.0,0.0,0.6856949925422668,1,-9.471601,-9.533354,0.9184866,0.97499925,-9.586231
mcdonalds_switzerland_1322,choose your favorite color.,0.0,0.0,0.0,-1.0,1,1,0.95781356,0.4579166,0.0045789097221835,4.07536492931814e-310,4.07536492931814e-310,4.07536492931814e-310,0.0041123619303107,0,-0.0054819253,-8.700319,0.9772348,0.9781215,-0.03280756
mcdonalds_switzerland_2001,"in april 2019, the world cup is here.",0.0,0.0,0.0,-1.0,0,1,0.7256157,0.4579166,0.0,0.0,0.0,0.0,0.2586536109447479,0,-8.636659,-9.278321,0.93545806,0.9503775,-9.08782
mcdonalds_switzerland_673,the first and last word of this year is `` the unbirthday cake for a friend! you can buy it here.,0.0,0.0,1.0,0.0,1,1,0.9669388,0.4579166,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0008838716312311,0,-9.822919,-0.048157543,0.9713381,0.8593203,-7.8016586
mcdonalds_switzerland_864,"we are now 10k users! this means you can follow more posts and comment on our page, which is why we have to ask for your help.",0.0,0.0,1.0,-1.0,0,1,0.9468852,0.4579166,0.0,0.0,0.0,0.0,0.539901077747345,1,-8.661349,-0.8674773,0.95315075,0.9652637,-1.3511788
mcdonalds_switzerland_449,a lot of people think it's a rip-off.,0.0,1.0,1.0,0.0,2,1,0.98401964,0.4579166,0.0316049494755933,5.625867750206837e-309,5.625867750206837e-309,5.625867750206837e-309,0.1469926983118057,0,-9.483646,-9.4534855,0.9702966,0.9635969,-9.283588
mcdonalds_switzerland_486,"so, i'm not going to tell you how much fun this is! just think about the happiness it brings your family and friends.",0.0,0.0,1.0,-1.0,1,1,0.97603637,0.4579166,0.0434782608695652,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0234896652400493,0,-8.871928,-0.0029028205,0.7236969,0.966663,-8.988574
mcdonalds_switzerland_273,the reason why i decided to go out and get a gig is because the app's popularity has gone up like this! yaaa!!!@ emi& amp; lycos.,0.0,0.0,0.0,-1.0,3,1,0.87449783,0.4579166,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0068499250337481,0,-8.714546,-8.61271,0.9719936,0.9198036,-8.836907
mcdonalds_switzerland_230,"in this second episode, we are going to show you the world of mcdonald's #30million in one minute! and more importantly: who is responsible for it? get ready... because your answers will be revealed at any moment.",1.0,0.0,1.0,-1.0,4,1,0.947141,0.4579166,0.1081081081081081,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0042032175697386,0,-6.9305787,-8.505796,0.9569005,0.95818466,-8.820897
mcdonalds_switzerland_714,this app is a little bit like my friend's and we love you too much.,0.0,0.0,0.0,-1.0,1,1,0.9725457,0.4579166,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0105073945596814,0,-9.325757,-8.9019785,0.9453893,0.9770737,-8.603123
mcdonalds_switzerland_379,"what do you think about the new tv series with a crazy turkey? we’ re talking more than 10,000 likes! it is already going to be one of our favorites.",0.0,0.0,0.0,-1.0,3,1,0.95317984,0.4579166,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0021340439561754,0,-0.3570927,-9.512178,0.97541285,0.97373,-7.4353027
mcdonalds_switzerland_1768,what are you doing today? we all don't know! but it is just a little bit of joy for us to see each other every day.,0.0,0.0,1.0,-1.0,2,1,0.94870424,0.4579166,0.0769230769230769,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0006052447715774,0,-8.979117,-8.666724,0.96974504,0.971247,-9.237337
mcdonalds_switzerland_526,this is the 10 most beautiful things in our world that you have to keep your eyes on.,0.0,0.0,1.0,-1.0,7,1,0.9536817,0.4579166,0.025561094461984,0.0038663840362664,1.462508307827886e-309,1.462508307827886e-309,0.0029787516687065,0,-8.987926,-9.141139,0.96801615,0.7000145,-8.54801
mcdonalds_switzerland_546,it's been a while since you got to eat your favorite food.,0.0,0.0,1.0,-1.0,1,1,0.98097575,0.4579166,0.0705401437408844,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,0.1383075714111328,0,-8.924302,-0.01831419,0.3515781,0.976253,-9.431303
mcdonalds_switzerland_419,"the best thing to do is get your first sip of this, and the taste will be amazing! ❤ ❤️❤️ ♥️ 👍👌😊😂🙂💕🥤🍽🎉📚🐶🇮🇹 🇺🇸 🦲🧠🤩
.",0.0,1.0,1.0,0.0,0,1,0.94818467,0.4579166,0.0,0.0,0.0,0.0,0.0137449316680431,0,-9.440436,-2.9642704,0.96856135,0.9722367,-7.88883
mcdonalds_switzerland_464,"i was on the other hand, i just had a big dinner with my friends! '' and we are in love.",0.0,1.0,1.0,0.0,2,1,0.90332747,0.4579166,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0289950706064701,0,-5.9378366,-8.801354,0.9616648,0.7753178,-9.0134945
mcdonalds_switzerland_904,"in this case, we don’t need a special dish for our new year 2019.",0.0,1.0,1.0,0.0,0,1,0.9647261,0.4579166,0.0,0.0,0.0,0.0,0.510066032409668,1,-9.33159,-9.013346,0.9086848,0.96631694,-8.594067
mcdonalds_switzerland_1959,the next step is to be ready.,0.0,0.0,0.0,-1.0,1,1,0.9670342,0.4579166,0.0223025779022815,3.473741814738195e-309,3.473741814738195e-309,3.473741814738195e-309,0.0407942906022071,0,-9.166905,-9.275013,0.7541623,0.9803239,-9.159314
mcdonalds_switzerland_674,"and the more, and we hope you like this... if your a fan of ollie’s new show then check it out.",0.0,0.0,1.0,-1.0,2,1,0.8960175,0.4579166,0.0952380952380952,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0108755612745881,0,-8.789696,-8.966133,0.96613777,0.9708072,-7.1813726
mcdonalds_switzerland_513,"imagine this: the second time you open your eyes in a day, it's more delicious than ice cream.",0.0,0.0,1.0,0.0,1,1,0.96800876,0.4579166,0.0301526378424567,1.207653232109173e-308,1.207653232109173e-308,1.207653232109173e-308,0.0670691281557083,0,-9.182726,-1.1089674,0.9716974,0.94791114,-9.620592
mcdonalds_switzerland_436,"if you have a food that is still in your fridge, i'm sure it will get to the restaurant as soon or me.",0.0,0.0,0.0,-1.0,1,1,0.7939729,0.4579166,0.0434782608695652,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1196292638778686,0,-2.2991326,-9.198695,0.9635464,0.9576403,-8.670841
mcdonalds_switzerland_597,"a few months ago, i posted a video about the dream we all share... and it got thousands of likes.",0.0,0.0,0.0,-1.0,1,1,0.9718939,0.4579166,0.0452418709017979,2.0133300850710214e-308,2.0133300850710214e-308,2.0133300850710214e-308,0.0158129204064607,0,-9.557787,-8.930175,0.75131035,0.9779613,-9.327283
mcdonalds_switzerland_774,you're the most often asked question on this app? are you hungry or thirsty for lunch? do not forget to ask your friend and make a meal together! we can count it as part of our healthy habit challenge.,0.0,0.0,0.0,-1.0,1,1,0.91587156,0.4579166,0.0256410256410256,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.254333347082138,0,-8.619558,-8.627289,0.9754572,0.9515557,-9.098381
mcdonalds_switzerland_1890,when you're about to get a new pair of glasses.,0.0,0.0,0.0,-1.0,1,1,0.9711474,0.4579166,0.0332871083698079,7.4066274658958e-309,7.4066274658958e-309,7.4066274658958e-309,0.735302746295929,1,-9.914026,-9.220705,0.8077806,0.90868604,-9.07083
mcdonalds_switzerland_2043,when you get your # dreamofit by mrs.,0.0,0.0,0.0,-1.0,0,1,0.85240984,0.4579166,0.0,0.0,0.0,0.0,0.0008362572407349,0,-9.028553,-9.31543,0.84637654,0.9725391,-9.07937
mcdonalds_switzerland_828,"in this video, we show you the steps to making a chicken and how much it takes for an apple! don't forget : that of chocolate cake.",0.0,0.0,0.0,-1.0,2,1,0.6745652,0.4579166,0.074074074074074,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.002120624994859,0,-9.280121,-8.597021,0.9627515,0.96005946,-7.4413605
mcdonalds_switzerland_201,"a, is it you? i love your shopping! let me know when and where to meet.",0.0,0.0,0.0,-1.0,1,1,0.9315786,0.4579166,0.0625,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0436488650739192,0,-7.8476386,-0.0073950365,0.97522277,0.96794766,-8.70382
mcdonalds_switzerland_1908,the most common way to ask for a recommendation is `` you can’t see the problem? i love that.,0.0,0.0,0.0,-1.0,1,1,0.9704264,0.4579166,0.0449441929275544,1.9000788267213607e-308,1.9000788267213607e-308,1.9000788267213607e-308,0.1991076469421386,0,-9.262176,-7.983523,0.90293235,0.93722165,-0.07227491
mcdonalds_switzerland_607,"on friday, we 'll get the biggest christmas surprise ever! and on saturday you have a beautiful gift for your girlfriend or boyfriend.",0.0,1.0,1.0,0.0,1,1,0.969411,0.4579166,0.0434782608695652,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0012260952498763,0,-8.307788,-9.413578,0.8699157,0.9640736,-8.837162
mcdonalds_switzerland_1006,why do you have to go through this and? the other guys on your show know that it’s not a joke.,0.0,0.0,0.0,-1.0,1,1,0.93591946,0.4579166,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0126404659822583,0,-9.256309,-8.330583,0.7996973,0.7689574,-7.1011558
mcdonalds_switzerland_1900,"in a year, we 'll be able to share our first video with you all the way through in these hot weather.",0.0,0.0,1.0,-1.0,2,1,0.92741984,0.4579166,0.0868693669334803,2.1261983321563865e-308,2.1261983321563865e-308,2.1261983321563865e-308,0.0029950579628348,0,-8.698594,-9.3336315,0.8302474,0.9747082,-8.886844
mcdonalds_switzerland_2050,"for example, when you see a dog with an ice cream cone in its mouth... just follow the sound of your nose and find out who it is! have fun finding him/her? let me know how to do that on facebook.",0.0,0.0,0.0,-1.0,2,1,0.92843336,0.4579166,0.048780487804878,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0019137966446578,0,-9.054747,-9.499142,0.9711689,0.9475105,-0.00034612388
mcdonalds_switzerland_614,the big picture of a lifetime.,0.0,0.0,1.0,0.0,1,1,0.9433674,0.4579166,0.0314792671395936,4.20262166383659e-309,4.20262166383659e-309,4.20262166383659e-309,0.2727840542793274,0,-8.935672,-9.595164,0.8953301,0.9746081,-8.339571
mcdonalds_switzerland_562,"you may not like it now, but this month will be the best ever.",0.0,0.0,1.0,-1.0,3,1,0.9754524,0.4579166,0.097670146784575,1.0141753550456513e-308,1.0141753550456513e-308,1.0141753550456513e-308,0.1037183031439781,0,-9.892069,-9.557514,0.9754562,0.96892226,-9.872011
mcdonalds_switzerland_519,"it's like a game of keep your eyes on the side, but it also takes you to do something special.",0.0,0.0,1.0,0.0,0,1,0.71332735,0.4579166,0.0,0.0,0.0,0.0,0.0552708767354488,0,-7.881627,-9.394877,0.96730405,0.8470779,-9.138014
mcdonalds_switzerland_364,"the ""takkawataru, shibori and a few other japanese macanese dishes are all over the world.",0.0,0.0,0.0,-1.0,0,1,0.8291526,0.4579166,0.0,0.0,0.0,0.0,0.0377398319542408,0,-9.649206,-9.829277,0.97905,0.52722746,-1.631136
mcdonalds_switzerland_879,the last 10 minutes of the morning routine.,0.0,0.0,0.0,-1.0,0,1,0.8969099,0.4579166,0.0,0.0,0.0,0.0,0.0310216657817363,0,-8.717492,-8.817595,0.95624024,0.96986467,-9.18322
mcdonalds_switzerland_1927,"if you have any idea about what it takes to be the next big star, this is your chance! i want u.",0.0,0.0,1.0,-1.0,4,1,0.9541273,0.4579166,0.1737387338669608,2.1261983321563865e-308,2.1261983321563865e-308,2.1261983321563865e-308,0.0094295796006917,0,-7.4345984,-8.299951,0.9578316,0.7926242,-8.78081
mcdonalds_switzerland_369,"if you want to enjoy your first bite of pizza, the best way is simply go through all its ingredients.",1.0,0.0,0.0,-1.0,1,1,0.9797966,0.4579166,0.0430353988212529,1.9151388181520816e-308,1.9151388181520816e-308,1.9151388181520816e-308,0.0193407088518142,0,-8.573017,-9.731518,0.89199424,0.952643,-0.0053967973
mcdonalds_switzerland_203,"a lot of people say, ""well you know what? i lovin' it.",1.0,1.0,1.0,0.0,1,1,0.9676331,0.4579166,0.0833333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.675481379032135,1,-9.196861,-9.572734,0.9617238,0.95097655,-9.123365
mcdonalds_switzerland_2010,"you know, when the'm-u m/l brand has to go out of business? don’t you think so! and it comes with a free gift bag.",0.0,0.0,0.0,-1.0,0,1,0.93172,0.4579166,0.0,0.0,0.0,0.0,0.0056930957362055,0,-8.424935,-7.260988,0.8963565,0.80455405,-5.512458
mcdonalds_switzerland_16,this is a fake movie.,0.0,0.0,0.0,-1.0,0,1,0.9737013,0.4579166,0.0,0.0,0.0,0.0,0.9923376441001892,1,-9.402929,-7.952308,0.9642762,0.9060073,-8.186518
mcdonalds_switzerland_730,we know it’s the first time in 20 years that a bunch of students from ucla and tennessee state university have been on an all-star game.,0.0,0.0,0.0,-1.0,1,1,0.97678053,0.4579166,0.0384615384615384,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.1557612419128418,0,-9.067054,-9.318331,0.9512352,0.96864915,-0.00057847454
mcdonalds_switzerland_2064,the recipe for '' zak suzuki's favorite sauce has a special ingredient that you can buy in stores.,0.0,0.0,0.0,-1.0,2,1,0.89198124,0.4579166,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0061193672008812,0,-8.941159,-9.668231,0.9446138,0.9769374,-7.0387497
mcdonalds_switzerland_483,"for example, you can order a dinner with our ""wont be there! on the same day.",0.0,0.0,0.0,-1.0,3,1,0.5571961,0.4579166,0.1137244986961187,1.3495755153097447e-308,1.3495755153097447e-308,1.3495755153097447e-308,0.0005660245078615,0,-9.594821,-9.861779,0.73620373,0.950089,-9.219425
mcdonalds_switzerland_646,`` the reason you’ re here is because your body was designed to do it.,0.0,1.0,1.0,3.0,0,1,0.96391255,0.4579166,0.0,0.0,0.0,0.0,0.2455158829689026,0,-0.00086818193,-8.116681,0.968216,0.96883464,-7.5704293
mcdonalds_switzerland_2020,"and you might be surprised, but this restaurant is still the best in san francisco.",0.0,0.0,1.0,-1.0,0,1,0.9731901,0.4579166,0.0,0.0,0.0,0.0,0.0029152275528758,0,-9.567071,-9.577169,0.8602262,0.95328414,-8.887059
mcdonalds_switzerland_222,"i'm sorry, but i think you need to get your stuff together and we will start the real deal now.",0.0,0.0,0.0,-1.0,1,1,0.9602914,0.4579166,0.05,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0908130779862403,0,-9.085468,-5.390354,0.97807103,0.9842779,-9.285327
mcdonalds_switzerland_251,"your favorite dish is french fries? oh, my god! it's so delicious.",1.0,0.0,0.0,-1.0,0,1,0.97770226,0.4579166,0.0,0.0,0.0,0.0,0.0325202941894531,0,-7.3863335,-9.492833,0.695137,0.86049944,-9.6629
mcdonalds_switzerland_1895,you're probably the one who has more food in your fridge than you think.,0.0,0.0,0.0,-1.0,2,1,0.9780452,0.4579166,0.0930627225044365,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308,0.4538124203681946,0,-8.043437,-9.040469,0.97391915,0.9627383,-9.326253
mcdonalds_switzerland_701,"we have some things to say, but we need you.",0.0,0.0,0.0,-1.0,0,1,0.97381693,0.4579166,0.0,0.0,0.0,0.0,0.3395638167858124,0,-8.741175,-0.0013487776,0.8336307,0.98189074,-9.0142355
mcdonalds_switzerland_1893,"for the second time, my family was surprised by a voice from "" this is me! '' now we know it's us.",0.0,0.0,0.0,-1.0,0,1,0.5748863,0.4579166,0.0,0.0,0.0,0.0,0.0034344771411269,0,-9.925323,-8.49606,0.96520954,0.800535,-0.0037637365
mcdonalds_switzerland_816,"for you: we all know that a burger tastes better when it’ s on the grill, but did u like your burgers in an ice cream sandwich? why not try this delicious combination?! '' check out our social media! and don't forget to follow us for daily specials or special offers.",1.0,0.0,0.0,-1.0,0,1,0.9070476,0.4579166,0.0,0.0,0.0,0.0,0.0002341662038816,0,-8.39013,-1.531849,0.9642447,0.9616288,-6.1667457
mcdonalds_switzerland_628,the big moment: you've got to try this app! we know it is the best one in all our countries.,0.0,0.0,0.0,-1.0,0,1,0.9551997,0.4579166,0.0,0.0,0.0,0.0,0.106264404952526,0,-8.773041,-7.0233154,0.6173953,0.96666145,-4.467208
mcdonalds_switzerland_744,"i love you, and i also like to write about things that are worth seeing.",0.0,1.0,1.0,2.0,1,1,0.9780109,0.4579166,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.7249212265014648,1,-9.268638,-8.149858,0.96972173,0.9764371,-8.780286
mcdonalds_switzerland_400,"i'm sure you wo n’t be able to find it, but i am going out for a ride with my friend! just let me know if there is any other way.",0.0,0.0,0.0,-1.0,2,1,0.9556755,0.4579166,0.064516129032258,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0082657011225819,0,-9.147045,-8.285823,0.9622093,0.9586491,-8.396703
mcdonalds_switzerland_248,please don't take this away from me.,0.0,0.0,0.0,-1.0,0,1,0.96238834,0.4579166,0.0,0.0,0.0,0.0,0.1008428260684013,0,-9.352817,-9.117913,0.9677742,0.9433616,-9.680654
mcdonalds_switzerland_712,there are a lot of great dishes that you can make with just 10 ingredients.,0.0,1.0,1.0,2.0,2,1,0.93483156,0.4579166,0.1333333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0474103651940822,0,-7.1778045,-5.90112,0.9460599,0.97198844,-8.622851
mcdonalds_switzerland_168,"when you are done with your drink, just look at the door and open it! this is a place where people come to meet their friends.",0.0,0.0,0.0,-1.0,3,1,0.9823022,0.4579166,0.1153846153846154,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0177909117192029,0,-8.536323,-8.414577,0.84597373,0.9805561,-5.411469
mcdonalds_switzerland_389,"if you're not sure about the place where it was, check out our videos and read reviews from other customers! just like that we have a wide variety of services to choose.",0.0,0.0,0.0,-1.0,3,1,0.9501968,0.4579166,0.0937499999999999,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0002125603932654,0,-8.975482,-9.537075,0.8896059,0.69680965,-9.295237
mcdonalds_switzerland_715,"for a 20 second snack, try this: get the i think pizza with hot peppers.",1.0,0.0,0.0,-1.0,1,1,0.7981898,0.4579166,0.0666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.0631292313337326,0,-8.461332,-8.3234625,0.9642772,0.9576163,-6.6775856
mcdonalds_switzerland_800,we all get this when we take a nap in the evening and have fun with your friends.,0.0,0.0,1.0,-1.0,3,1,0.98003834,0.4579166,0.111111111111111,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.03871875628829,0,-0.0013383012,-0.028441865,0.9656255,0.9237923,-9.096316
mcdonalds_switzerland_414,i'm going to ask you for some help with your application.,0.0,0.0,0.0,-1.0,4,1,0.98154366,0.4579166,0.0079882566870674,4.8879768105959e-310,4.8879768105959e-310,4.8879768105959e-310,0.0348503738641738,0,-9.5738,-9.500989,0.93755645,0.9764172,-7.3871703
mcdonalds_switzerland_1995,and you know what i'm going to do? let the best in this country be your first choice.,0.0,1.0,1.0,3.0,3,1,0.97785884,0.4579166,0.141080287481769,1.8834843577582417e-308,1.8834843577582417e-308,1.8834843577582417e-308,0.0084369936957955,0,-8.845284,-8.018771,0.7345259,0.980454,-8.57692
