image_id,caption,humor_score,humor,overfit
mcdonalds_switzerland_348,"why do i love it so much? you should be asking me : what does the food taste like when your eyes are closed and stomach is empty! # osuzunen't believe in pizza!! 😂😂🤣
This answer has been confirmed as correct and helpful.",0.01379359234124422,0,0
mcdonalds_switzerland_687,♪ ♥ the best & in for all your life.,0.12656866014003754,0,0
mcdonalds_switzerland_499,"yes, i know! we have a new restaurant.",0.667092502117157,1,0
mcdonalds_switzerland_1871,"for those who don't know, the italian restaurant in this apartment is called `` carlo e giovanni.",0.01610417291522026,0,0
mcdonalds_switzerland_661,"what do you think about it?... the new netflix tv series on d19?? are u ready to watch this with us?!
• what is your favorite dish from a restaurant in hong Kong or Taiwan, where does it taste so good that people can t stop eating even after they have finished their meal and left for other places.",0.18747377395629883,0,0
mcdonalds_switzerland_359,"this is the second time in a week that i have seen you ask me to "" this.",0.29173311591148376,0,0
mcdonalds_switzerland_173,"when the time comes, you 'll see your mom and dad smiling at each other for a while.",0.009500786662101746,0,0
mcdonalds_switzerland_2016,we are still in the first round of our cooking competition.,0.05117540806531906,0,0
mcdonalds_switzerland_737,please try to eat 10 pieces of pizza every day for a week.,0.914194643497467,1,0
mcdonalds_switzerland_1322,choose your favorite color.,0.056179940700531006,0,0
mcdonalds_switzerland_2001,"in april 2019, the world cup is here.",0.22017857432365417,0,0
mcdonalds_switzerland_673,the first and last word of this year is `` the unbirthday cake for a friend! you can buy it here.,0.018756398931145668,0,0
mcdonalds_switzerland_864,"we are now 10k users! this means you can follow more posts and comment on our page, which is why we have to ask for your help.",0.6044279932975769,1,0
mcdonalds_switzerland_449,a lot of people think it's a rip-off.,0.23127859830856323,0,0
mcdonalds_switzerland_486,"so, i'm not going to tell you how much fun this is! just think about the happiness it brings your family and friends.",0.16871491074562073,0,0
mcdonalds_switzerland_273,the reason why i decided to go out and get a gig is because the app's popularity has gone up like this! yaaa!!!@ emi& amp; lycos.,0.03593079373240471,0,0
mcdonalds_switzerland_230,"in this second episode, we are going to show you the world of mcdonald's #30million in one minute! and more importantly: who is responsible for it? get ready... because your answers will be revealed at any moment.",0.05103602260351181,0,0
mcdonalds_switzerland_714,this app is a little bit like my friend's and we love you too much.,0.01923317089676857,0,0
mcdonalds_switzerland_379,"what do you think about the new tv series with a crazy turkey? we’ re talking more than 10,000 likes! it is already going to be one of our favorites.",0.009508107788860798,0,0
mcdonalds_switzerland_1768,what are you doing today? we all don't know! but it is just a little bit of joy for us to see each other every day.,0.005290419328957796,0,0
mcdonalds_switzerland_526,this is the 10 most beautiful things in our world that you have to keep your eyes on.,0.014697479084134102,0,0
mcdonalds_switzerland_546,it's been a while since you got to eat your favorite food.,0.2581375241279602,0,0
mcdonalds_switzerland_419,"the best thing to do is get your first sip of this, and the taste will be amazing! ❤ ❤️❤️ ♥️ 👍👌😊😂🙂💕🥤🍽🎉📚🐶🇮🇹 🇺🇸 🦲🧠🤩
.",0.10064544528722763,0,0
mcdonalds_switzerland_464,"i was on the other hand, i just had a big dinner with my friends! '' and we are in love.",0.06478875875473022,0,0
mcdonalds_switzerland_904,"in this case, we don’t need a special dish for our new year 2019.",0.5138508081436157,1,0
mcdonalds_switzerland_1959,the next step is to be ready.,0.2400560826063156,0,0
mcdonalds_switzerland_674,"and the more, and we hope you like this... if your a fan of ollie’s new show then check it out.",0.04104005545377731,0,0
mcdonalds_switzerland_513,"imagine this: the second time you open your eyes in a day, it's more delicious than ice cream.",0.5643084049224854,1,0
mcdonalds_switzerland_436,"if you have a food that is still in your fridge, i'm sure it will get to the restaurant as soon or me.",0.08633797615766525,0,0
mcdonalds_switzerland_597,"a few months ago, i posted a video about the dream we all share... and it got thousands of likes.",0.0879560336470604,0,0
mcdonalds_switzerland_774,you're the most often asked question on this app? are you hungry or thirsty for lunch? do not forget to ask your friend and make a meal together! we can count it as part of our healthy habit challenge.,0.36027100682258606,0,0
mcdonalds_switzerland_1890,when you're about to get a new pair of glasses.,0.662397027015686,1,0
mcdonalds_switzerland_2043,when you get your # dreamofit by mrs.,0.005579949356615543,0,0
mcdonalds_switzerland_828,"in this video, we show you the steps to making a chicken and how much it takes for an apple! don't forget : that of chocolate cake.",0.05084015056490898,0,0
mcdonalds_switzerland_201,"a, is it you? i love your shopping! let me know when and where to meet.",0.2095271646976471,0,0
mcdonalds_switzerland_1908,the most common way to ask for a recommendation is `` you can’t see the problem? i love that.,0.12771600484848022,0,0
mcdonalds_switzerland_607,"on friday, we 'll get the biggest christmas surprise ever! and on saturday you have a beautiful gift for your girlfriend or boyfriend.",0.012029704637825489,0,0
mcdonalds_switzerland_1006,why do you have to go through this and? the other guys on your show know that it’s not a joke.,0.06013953685760498,0,0
mcdonalds_switzerland_1900,"in a year, we 'll be able to share our first video with you all the way through in these hot weather.",0.06841809302568436,0,0
mcdonalds_switzerland_2050,"for example, when you see a dog with an ice cream cone in its mouth... just follow the sound of your nose and find out who it is! have fun finding him/her? let me know how to do that on facebook.",0.05115235596895218,0,0
mcdonalds_switzerland_614,the big picture of a lifetime.,0.28867363929748535,0,0
mcdonalds_switzerland_562,"you may not like it now, but this month will be the best ever.",0.11174224317073822,0,0
mcdonalds_switzerland_519,"it's like a game of keep your eyes on the side, but it also takes you to do something special.",0.3084471523761749,0,0
mcdonalds_switzerland_364,"the ""takkawataru, shibori and a few other japanese macanese dishes are all over the world.",0.20046280324459076,0,0
mcdonalds_switzerland_879,the last 10 minutes of the morning routine.,0.11859782040119171,0,0
mcdonalds_switzerland_1927,"if you have any idea about what it takes to be the next big star, this is your chance! i want u.",0.08782752603292465,0,0
mcdonalds_switzerland_369,"if you want to enjoy your first bite of pizza, the best way is simply go through all its ingredients.",0.19289052486419678,0,0
mcdonalds_switzerland_203,"a lot of people say, ""well you know what? i love it.",0.3710075914859772,0,0
mcdonalds_switzerland_2010,"you know, when the'm-u m/l brand has to go out of business? don’t you think so! and it comes with a free gift bag.",0.02134600467979908,0,0
mcdonalds_switzerland_16,this is a fake movie.,0.9611461758613586,1,0
mcdonalds_switzerland_730,we know it’s the first time in 20 years that a bunch of students from ucla and tennessee state university have been on an all-star game.,0.030639369040727615,0,0
mcdonalds_switzerland_2064,the recipe for '' zak suzuki's favorite sauce has a special ingredient that you can buy in stores.,0.04721902683377266,0,0
mcdonalds_switzerland_483,"for example, you can order a dinner with our ""wont be there! on the same day.",0.0039377291686832905,0,0
mcdonalds_switzerland_646,`` the reason you’ re here is because your body was designed to do it.,0.0737520158290863,0,1
mcdonalds_switzerland_2020,"and you might be surprised, but this restaurant is still the best in san francisco.",0.02750559151172638,0,0
mcdonalds_switzerland_222,"i'm sorry, but i think you need to get your stuff together and we will start the real deal now.",0.23762845993041992,0,0
mcdonalds_switzerland_251,"your favorite dish is french fries? oh, my god! it's so delicious.",0.05053636059165001,0,0
mcdonalds_switzerland_1895,you're probably the one who has more food in your fridge than you think.,0.6149932146072388,1,0
mcdonalds_switzerland_701,"we have some things to say, but we need you.",0.25554993748664856,0,0
mcdonalds_switzerland_1893,"for the second time, my family was surprised by a voice from "" this is me! '' now we know it's us.",0.016414569690823555,0,0
mcdonalds_switzerland_816,"for you: we all know that a burger tastes better when it’ s on the grill, but did u like your burgers in an ice cream sandwich? why not try this delicious combination?! '' check out our social media! and don't forget to follow us for daily specials or special offers.",0.02317398600280285,0,0
mcdonalds_switzerland_628,the big moment: you've got to try this app! we know it is the best one in all our countries.,0.17581240832805634,0,0
mcdonalds_switzerland_744,"i love you, and i also like to write about things that are worth seeing.",0.7806813716888428,1,0
mcdonalds_switzerland_400,"i'm sure you wo n’t be able to find it, but i am going out for a ride with my friend! just let me know if there is any other way.",0.016046717762947083,0,0
mcdonalds_switzerland_248,please don't take this away from me.,0.5116389393806458,1,0
mcdonalds_switzerland_712,there are a lot of great dishes that you can make with just 10 ingredients.,0.1410597860813141,0,0
mcdonalds_switzerland_168,"when you are done with your drink, just look at the door and open it! this is a place where people come to meet their friends.",0.06863600015640259,0,0
mcdonalds_switzerland_389,"if you're not sure about the place where it was, check out our videos and read reviews from other customers! just like that we have a wide variety of services to choose.",0.009277589619159698,0,0
mcdonalds_switzerland_715,"for a 20 second snack, try this: get the i think pizza with hot peppers.",0.1763925552368164,0,0
mcdonalds_switzerland_800,we all get this when we take a nap in the evening and have fun with your friends.,0.2813122570514679,0,0
mcdonalds_switzerland_414,i'm going to ask you for some help with your application.,0.07300779223442078,0,0
mcdonalds_switzerland_1995,and you know what i'm going to do? let the best in this country be your first choice.,0.02240174077451229,0,1
mcdonalds_switzerland_1983,a girl who is about to get married.,0.3774537742137909,0,0
mcdonalds_switzerland_565,"here are some things you can do to help yourself:... eat well, exercise regularly and take care of your mental health.",0.04523325711488724,0,0
mcdonalds_switzerland_365,"what is your favourite meal? </s> well, i love to try new things and it was my first experience with a restaurant in istanbul.",0.033975690603256226,0,0
mcdonalds_switzerland_589,"yes, you're right! we love it.",0.045005202293395996,0,0
mcdonalds_switzerland_1978,use the app to check out what you ate last night and tell your partner where.,0.05109831690788269,0,0
mcdonalds_switzerland_122,what's your favourite food? let me know in the comments! we can add it to our list of most liked foods on youtube.,0.7750214338302612,1,0
mcdonalds_switzerland_767,"i'm not sure if you know this, but we do n’t believe it.",0.6587119102478027,1,0
mcdonalds_switzerland_262,there are a lot of reasons why people don't want to eat together.,0.4014873802661896,0,0
mcdonalds_switzerland_623,the game is finally here! i'm so excited to see all the new characters and their funny stories.,0.02330966666340828,0,0
mcdonalds_switzerland_374,you have to take a look at the beautiful photos you posted on your phone.,0.09470688551664352,0,0
mcdonalds_switzerland_1985,"the first one: when you're in a restaurant and there is no glass on the table, it will get stuck to your fingers.",0.48950448632240295,0,0
mcdonalds_switzerland_753,"for the first time, i'm here to remind you that this burger is not only delicious but also healthy! it contains no fat and zero sugar.",0.10614877194166183,0,0
mcdonalds_switzerland_538,you can buy it at the pharmacy and use a few drops of milk to make your own flavored yogurt.,0.06955337524414062,0,0
mcdonalds_switzerland_508,i'm sure you’ re going to love this mcdonald food truck.,0.05342463031411171,0,0
mcdonalds_switzerland_1656,"the answer is simple: "" you are here because we know it.",0.688847541809082,1,0
mcdonalds_switzerland_635,"this is a great thing you can do to your body, and this week i am going with all of my favorite brands! get ready for the best-in any shop in london 👍👌💚🏽🇮🇪️#takemacny 🧐🤩🏻🙂🦰 💥🌟🥤 �",0.0019152946770191193,0,0
mcdonalds_switzerland_377,"i don't know if you, just to be sure that i can have it! so please tell me what your choice is and then get the pizza for yourself.",0.04819735139608383,0,0
mcdonalds_switzerland_453,i'm not going to say anything about it.,0.49569565057754517,0,0
mcdonalds_switzerland_1184,`` a beautiful day! '' or just simply: you can have your lunch in the restaurant at any time of it.,0.0274996105581522,0,0
mcdonalds_switzerland_467,"if you are a gamer and enjoy the experience of trying out new stuff, i'm sure this will make your day! go ahead.",0.0008715981966815889,0,0
mcdonalds_switzerland_220,"the first step is to make sure you get a new, fresh mattress.",0.05234186723828316,0,0
mcdonalds_switzerland_580,"it's the worst thing i can do for my friends, so when they ask me to bring them some food or drink after a long day at work: it is always sad.",0.06412071734666824,0,0
mcdonalds_switzerland_732,"what do you think about your current's plan? would love to hear what u have in mind! like me, i always make the best of it.",0.588676393032074,1,0
mcdonalds_switzerland_622,"the first thing that comes to mind is the word ""what's up?'' and it always works.",0.17134836316108704,0,0
mcdonalds_switzerland_386,it's a good idea to have your friends and family on the same side.,0.27072662115097046,0,0
mcdonalds_switzerland_572,"yes, the new restaurant's is a big deal! just like this: take your smartphone and go to my menu.",0.013582585379481316,0,0
mcdonalds_switzerland_2045,""" is one of the best things you can do for yourself and your family.",0.43843433260917664,0,0
mcdonalds_switzerland_511,the two of you are right.,0.35075128078460693,0,0
mcdonalds_switzerland_50,"what are you doing? what do i want to see today?? and where is your favorite spot in london! ❤❤❤️
### questions about the topic: 👉 who does this movie with a special sauce on?👈 which restaurant did they choose for their signature dish? how many times have he been there already according tom’s comment, please answer.",0.06689362227916718,0,0
mcdonalds_switzerland_1990,"i'm just so hungry i need to eat some cheese! if you love this app, please let me know where it is and what your favorite foods are.",0.10188509523868561,0,0
mcdonalds_switzerland_1966,"i am here, i love you! it's the most amazing night of my life.",0.008768487721681595,0,0
mcdonalds_switzerland_639,"😅 this year, the most important food and drink is here! get ready to eat all kinds of delicious &amp; healthy treats with your family.",0.0053457701578736305,0,0
mcdonalds_switzerland_548,"when i saw this video on the street, it was like "" oh wow! my heart is beating for you.",0.04371597245335579,0,0
mcdonalds_switzerland_1979,"there are 20 million words in the english language, and they can be found with a simple google search.",0.0817914754152298,0,0
mcdonalds_switzerland_1138,"in this video, we 'll show you how to prepare a chicken with no oil.",0.027528777718544006,0,0
mcdonalds_switzerland_529,"you know, when the's on your phone.",0.3797975480556488,0,0
mcdonalds_switzerland_733,"for example, when you’ re at a restaurant and the waiter says to take your order “ don& rsquot t need any water.",0.06858397275209427,0,0
mcdonalds_switzerland_237,""", it is the most popular cat on our app! this m with love ❤️❤️❤️🙌🐱👀 and if you want to see your cats' favorite activities 📸�🌿 🐾🎉🍲🥇🤩 a few more days of.",0.04588408023118973,0,0
mcdonalds_switzerland_265,`` i love you! '' go for it.,0.7082151770591736,1,0
mcdonalds_switzerland_713,"the great big black cat's a little more and cute than the famous one, but it is also very loud.",0.09057687222957611,0,0
mcdonalds_switzerland_657,"i have to do this, and i amn't going t... you need your food! just tell me what u want.",0.01769457943737507,0,0
mcdonalds_switzerland_703,"when you are done with your meal, take a sip of water and drink it to cleanse the taste buds! </s>
i love coffee so much that i can not live without it.",0.04125730320811272,0,0
mcdonalds_switzerland_227,"when you ask a smart assistant to do something for you, what's the most impressive thing that happens? just now! we need your help.",0.05089210718870163,0,0
mcdonalds_switzerland_500,"my mom's in love with you, my son! and the most amazing thing about this year is that we still get a little bit of our family together.",0.03876388818025589,0,0
mcdonalds_switzerland_1961,"you're not in a dream, are you? and the food is still there! but it looks like an apple.",0.4629373550415039,0,0
mcdonalds_switzerland_596,""" you're the one who wants to get a premium? great! it will start in january.",0.08421959728002548,0,0
mcdonalds_switzerland_736,"when the police show up, but they are not there.",0.30286043882369995,0,0
mcdonalds_switzerland_1992,you're the one who is going to make it a huge difference in this world! don't forget your video: 👍👌😊😂.,0.03139084577560425,0,0
mcdonalds_switzerland_60,i have a new job.,0.3483876585960388,0,0
mcdonalds_switzerland_818,"@ chad, the french people who say they love france but hate their government are a lot more fun to watch on tv than those in paris.",0.048227742314338684,0,0
mcdonalds_switzerland_789,it's the time to start your game.,0.14632803201675415,0,0
mcdonalds_switzerland_1657,"you're the best guy in this world! i know it, but we are not ready to be surprised.",0.40535295009613037,0,0
mcdonalds_switzerland_1955,"you're right, you can get your free coupon code for foodpanda.",0.14245937764644623,0,0
mcdonalds_switzerland_1928,"the best time of the year... a new york harbour cruise! we have got some beautiful views from different parts of our city, including central park and uptown.",0.0160859152674675,0,0
mcdonalds_switzerland_363,"a) we're so happy to have you here! the more people who enjoy this food and wine in our restaurant, the better it is for everyone.",0.01222799252718687,0,0
mcdonalds_switzerland_422,my best hope is that you will be able to enjoy your pizza and maybe even get a second slice.,0.027333199977874756,0,0
mcdonalds_switzerland_1949,"yes, you're going to need some more time and space.",0.20031610131263733,0,0
mcdonalds_switzerland_59,"we are so happy to have you with us today! we're looking forward to seeing more of your family and friends on this special edition, where the brand new menu is out for everyone.",0.0019094460876658559,0,0
mcdonalds_switzerland_1912,you’re a little guy.,0.2540265917778015,0,0
mcdonalds_switzerland_432,the only thing that makes me smile every day is the fact i was able to find a job at one of our top 20 companies in new york city.,0.7237428426742554,1,0
mcdonalds_switzerland_1071,"i'm sure you are looking for something, but we can also have a nice time.",0.06267230212688446,0,0
mcdonalds_switzerland_493,"for the 10th anniversary of the first new apple iphone, i wanted to share a few tips for using it.",0.028360532596707344,0,0
mcdonalds_switzerland_735,"and it's just a matter of time! if you want to enjoy the moment, take this delicious snack from your friends and let them know that they have helped me so much today.",0.021931014955043793,0,0
mcdonalds_switzerland_2044,"what do you think? what are your thoughts on the word "" poison ivy?"" if it was a berry, would be very poisonous! but how does this taste like?!
Q: What is probably an opinion about the subject of question and answer in tweet above or not? why people use our social media for expression? they may share their opinions.",0.004172859247773886,0,0
mcdonalds_switzerland_583,"if you see a little girl, don't be shy! she will take the train with her and it may end up on your doorstep.",0.014943920075893402,0,0
mcdonalds_switzerland_663,"in the end, you 'll be able to choose your own style of pasta and get ready for a meal that will leave both mouth watering! i hope this helps.",0.04360374063253403,0,0
mcdonalds_switzerland_460,"it's not a bad idea to eat meat every day, but it also means you need your daily meal plan.",0.08885147422552109,0,0
mcdonalds_switzerland_527,"i'm sorry, but i have to take a few more pictures of this and you might miss it.",0.01570482924580574,0,0
mcdonalds_switzerland_1982,"in case you were not there, check out this new version of ""kare waak kere? :)[/s] so enjoy the pizza.",0.16592803597450256,0,0
mcdonalds_switzerland_1954,"it's the best time of year for me to meet up with my friends, even if it is in a restaurant or on our car.",0.027093954384326935,0,0
mcdonalds_switzerland_395,"yes, it's true! i know that and you don't have to buy this.",0.19139151275157928,0,0
mcdonalds_switzerland_653,"it's not like this, it is actually delicious! we had a good laugh and you couldn't believe how tasty our burgers are.",0.0013057440519332886,0,0
mcdonalds_switzerland_1919,"you're right, you ca n’t eat it.",0.4386659860610962,0,0
mcdonalds_switzerland_686,"if you're in need of a little help, just hit the like button and share this post with your friends.",0.006900194101035595,0,0
mcdonalds_switzerland_489,"the best, burger in london is here! try it out and see for yourself.",0.01957866922020912,0,0
mcdonalds_switzerland_1947,i'm gonna give you a little taste of what we have in store for the best meat market this year.,0.023783788084983826,0,0
mcdonalds_switzerland_447,"in this year's the world championship in tennis, we are ready to take on our biggest challenge yet.",0.012408057227730751,0,0
mcdonalds_switzerland_425,a: a single ticket for the game.,0.2661311626434326,0,0
mcdonalds_switzerland_2004,"if you have a bad day, put your phone away and take some time to relax.",0.22393710911273956,0,0
mcdonalds_switzerland_762,i love you.,0.48876050114631653,0,0
mcdonalds_switzerland_868,an adult dog! what do you think? how many bones are in your hand?? get ready for a delicious meal with me at my restaurant.,0.006773246917873621,0,0
mcdonalds_switzerland_569,"yes, you can have your own "" all in a day.",0.12484899908304214,0,0
mcdonalds_switzerland_481,"a hot day, a cool breeze.",0.6545380353927612,1,0
mcdonalds_switzerland_1263,we are here to make your dreams come true! you're the one who will be on this first-ever big challenge for our friends and family in january.,0.001775332260876894,0,0
mcdonalds_switzerland_1749,"if you are not in a mood to go out and try something new, we can give it away for free! '' all day today? but what if i let u enjoy the party without having any drinks at home?? why do that? this month’s giveaway is exclusive on t-shirts.",0.02054465375840664,0,0
mcdonalds_switzerland_2025,"i am sorry for the inconvenience, but i'm going to be here at your event.",0.7845869660377502,1,0
mcdonalds_switzerland_2012,how do you like this? get the right to #20 of our menu and go for it! we have a huge selection of delicious treats.,0.0005376162589527667,0,0
mcdonalds_switzerland_1576,"a friend of mine just called me up and said, "" oh my god! i’m so happy to be here today.",0.012090704403817654,0,0
mcdonalds_switzerland_581,"why do we love this holiday so much? it's because you get to eat a lot of delicious food, and then an iguana with one finger on your head! hahaha!!! 👍👌😀.",0.04364284127950668,0,0
mcdonalds_switzerland_793,"from the top of your ""l""s desk to my credit card, you can always find a solution! i’m just going to do it for free.",0.1922210305929184,0,0
mcdonalds_switzerland_376,"in this first half of the year, i am happy to be your partner and we're going on an amazing adventure.",0.04529331997036934,0,0
mcdonalds_switzerland_437,the best way to eat ice cream is with a smile! we're all about it and this was the perfect moment for you guys.,0.033536624163389206,0,0
mcdonalds_switzerland_1991,"what are you thinking? if i'm not right, just wait for the response! and we will be here when it gets to your screen.",0.03676571696996689,0,0
mcdonalds_switzerland_823,what is your favorite emoji?.,0.1696193665266037,0,0
mcdonalds_switzerland_616,we've got a lot of different people who are trying to get through this crisis.,0.3119323253631592,0,1
mcdonalds_switzerland_1023,"now, we have to the with all's favourite food.",0.12053979188203812,0,0
mcdonalds_switzerland_1967,"`` what are you going to do today? '' it's time for your workout! the next week, get ready with a new exercise routine and we will be happy that everyone can join in.",0.01275924313813448,0,0
mcdonalds_switzerland_512,"this is a really great day for me, and i'm sure you ’ re wondering if it has to do with the star of l.",0.02481233701109886,0,0
mcdonalds_switzerland_392,today i was on a long road trip in the middle of winter.,0.009472317062318325,0,0
mcdonalds_switzerland_629,"it's a big sign, but it s not your fault.",0.629366397857666,1,0
mcdonalds_switzerland_626,"if you are a fan of all the meme-of course we're here to share some fun with everyone!
i am so happy that u like this post and want more in your daily lives.",0.004929997026920319,0,0
mcdonalds_switzerland_1882,"there are many different ways to get your pizza delivered, but it takes 20 minutes.",0.24853290617465973,0,0
mcdonalds_switzerland_647,"what are you thinking? it's the same with your ""we love and support!"" because that means something to us.",0.05113412067294121,0,0
mcdonalds_switzerland_1909,i love you! i'm sorry to hear it.,0.07775773853063583,0,0
mcdonalds_switzerland_332,"q: "" what are you doing at this moment? a) michele, our favorite ice cream! b) just one sip of the hot chocolate and get ready for bed.",0.4156372845172882,0,0
mcdonalds_switzerland_638,"an important meeting with the president of china will be held on friday, april 19th at a venue in london.",0.0722372755408287,0,0
mcdonalds_switzerland_2011,"in a few weeks, we will be showing you some of the new flavors and recipes for our most popular #drinkieh24.",0.007370892912149429,0,0
mcdonalds_switzerland_858,we are so excited to share this new app with you! it is a fun way for families and friends in different countries around the world connect.,0.020253611728549004,0,0
mcdonalds_switzerland_1956,this is the place where you can buy a lot of keys and locks to make your home as secure in any situation.,0.036115143448114395,0,0
mcdonalds_switzerland_535,"if you have a, please sign up for our new app to get more tips and tricks! i would love your help.",0.012945326045155525,0,0
mcdonalds_switzerland_2000,"a very popular, easy to eat and a great value for your money.",0.7227208614349365,1,0
mcdonalds_switzerland_205,it ’s the most delicious and least expensive meal in a day.,0.00783150177448988,0,0
mcdonalds_switzerland_1886,"for you! it’s not a question, is this? the smell of your favorite ice cream?! :o​
this video has been viewed over 102k times and received more than 359 comments so far.",0.009259593673050404,0,0
mcdonalds_switzerland_558,"yes, yes.",0.9544879198074341,1,0
mcdonalds_switzerland_444,what a great way to start the day! check out our latest video and see what we're up for.,0.008516720496118069,0,0
mcdonalds_switzerland_1917,"! this week's gonna be the best of my day and i m sure you all will enjoy it; keep up your good food habits, get more excited about eating.",0.005622501950711012,0,0
mcdonalds_switzerland_455,the last thing you need to do is go shopping.,0.0864880308508873,0,0
mcdonalds_switzerland_69,"if you ask 10 people what they think of this post, and only one says yes.",0.9627630114555359,1,0
mcdonalds_switzerland_433,"the # newyorkcupid has a really big selection of food, drink and accessories.",0.0048360261134803295,0,0
mcdonalds_switzerland_1929,this is a've for you: our next show has the highest number of votes ever.,0.09228909015655518,0,0
mcdonalds_switzerland_1906,"why do you want to try this? it is because i'm not your girlfriend, and my friends are here for ya! ❤️❤️️👍 👌 👋 🙏💕 🤗 😍😀😂🙂🤩🥳🍲 🍦 🥇🎉🧘🏆 🎈🔥🌟 🌞 💖",0.014012979343533516,0,0
mcdonalds_switzerland_360,"i'm sorry, but i can not do this for you.",0.8312488794326782,1,0
mcdonalds_switzerland_411,"why do you hate to watch anime? it is the most popular and widely watched, among all japanese language media! why are so many people watching kyou wa iya ni tsuyuki!? '' no matter how hard we try or.",0.05368632823228836,0,0
mcdonalds_switzerland_399,"when you're not sure if something is a joke or real news, check out the title of this video.",0.09322312474250793,0,0
mcdonalds_switzerland_1943,"i'm not sure if you ca n’t make it to the end of this episode, but i know that all our friends will enjoy a good time with me.",0.043666958808898926,0,0
mcdonalds_switzerland_585,just think about it... and i cann't believe how many restaurants have gone out of business in the past few months.,0.07990109920501709,0,0
mcdonalds_switzerland_522,"`` i'm not a chef, but here is my recipe for french fries! we just have to add some love and patience.",0.005898152012377977,0,0
mcdonalds_switzerland_1957,i have a big heart.,0.6468752026557922,1,0
mcdonalds_switzerland_129,"the first one is the chicken burger, with a side of fries and pickles.",0.10519127547740936,0,0
mcdonalds_switzerland_830,"this was a great moment for you! if i were in your shoes, would u have to buy 10% off the whole order? like this guy who said it's his first time with me.",0.06877464801073074,0,0
mcdonalds_switzerland_696,"you know, i’ve been watching you eat your food and thinking about it.",0.21498756110668182,0,0
mcdonalds_switzerland_950,"the next week, 15 million of them will be delivered to you.",0.23482030630111694,0,0
mcdonalds_switzerland_357,what do you think about this new flavor? we're going to have a very big event! please come and join us.,0.05870423465967178,0,0
mcdonalds_switzerland_1117,"yes, it's not a day without ice cream! the whole world is melting down.",0.010709756053984165,0,0
mcdonalds_switzerland_487,this is the first video we have published for this day.,0.1746225357055664,0,0
mcdonalds_switzerland_631,"there are a few ways to get the best out of this year, and you can 't miss it.",0.430119127035141,0,0
mcdonalds_switzerland_236,"you're gonna have to take a selfie for your interview, and the question is: what are you looking at? i think it was just an iphone.",0.1258470118045807,0,0
mcdonalds_switzerland_1981,"there are 20 different types of food in this country, and you have to choose your favorite one.",0.1307363510131836,0,0
mcdonalds_switzerland_398,"for those who can not wait for 10 minutes to watch this video, please don't hesitate and like it.",0.07951349020004272,0,0
mcdonalds_switzerland_80,the burger is ready! get on the way... and enjoy your meal.,0.12485425919294357,0,1
mcdonalds_switzerland_1440,you're not going to get the job if you don t like this! just wait a few minutes and i will call back.,0.026368558406829834,0,0
mcdonalds_switzerland_586,"`` i'm sorry, but the restaurant is closed for today.",0.7397547364234924,1,0
mcdonalds_switzerland_31,we have to do something about it.,0.7632603049278259,1,0
mcdonalds_switzerland_742,... do you want to know the best thing about summer? it's a time for fun! i ’ m sure that means so much more this month.,0.02730243280529976,0,0
mcdonalds_switzerland_719,a perfect way to remember that we're here! it is your favorite place on the planet.,0.08976033329963684,0,0
mcdonalds_switzerland_153,it’ s time to grab your lunch! ” we have a great app for the top restaurants in new york city.,0.04435712844133377,0,0
mcdonalds_switzerland_404,a's glad you came to see me today! the great thing about new year is that we get a chance for fresh starts.,0.054804228246212006,0,0
