image_id,caption,human_ins,human_related,overfit,fitCount,gtNum,fluency,diversity,bleu1,bleu2,bleu3,bleu4,humor_score,human_humor,humor,b_clip,b_bita,f_bita,f_clip,benign,b_minus,f_minus
mcdonalds_switzerland_725,"i love you, i don't know if it was the cat or a dog.",0.0,0.0,-1.0,1,1,0.9234309,0.4311688,0.0714285714285714,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5855548977851868,0.0,0,-9.297199,-9.332954,0.94373727,0.8897848,-0.0005494039,9.296649596100002,0.03364610000000001
mcdonalds_switzerland_117,"a few years ago, i was in a very small hotel room with 2 other people who were all there for the same reason.",0.0,1.0,0.0,0,1,0.9561709,0.4311688,0.0,0.0,0.0,0.0,0.5852134227752686,1.0,0,-9.066903,-9.326066,0.9263791,0.950235,-9.410633,-0.34373000000000076,0.005935899999999994
mcdonalds_switzerland_461,"it’ s not like a, and it wasn't my parents.",0.0,0.0,-1.0,0,1,0.88558656,0.4311688,0.0,0.0,0.0,0.0,0.5774060487747192,0.0,0,-0.29011807,-9.315657,0.9535472,0.9420544,-3.051371,-2.76125293,-0.056467839999999936
mcdonalds_switzerland_499,"yes, i know! we have a new restaurant.",0.0,1.0,0.0,0,1,0.9833106,0.4311688,0.0,0.0,0.0,0.0,0.5727713108062744,0.0,0,-0.001067188,-9.388723,0.71444464,0.9778497,-9.017889,-9.016821812,0.005460899999999991
mcdonalds_switzerland_794,"this's not just the wrong name for this dish, it is also a great place to meet your friends and family.",0.0,0.0,-1.0,1,1,0.9591533,0.4311688,0.0476190476190476,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5717152953147888,0.0,0,-9.4582815,-4.5181293,0.97212344,0.97295296,-4.415099,5.0431825,-0.013799659999999991
mcdonalds_switzerland_181,`` you are going to love the hotel! '' and we know that is true.,0.0,0.0,-1.0,2,1,0.9457386,0.4311688,0.1333333333333333,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5599039793014526,1.0,0,-9.96695,-0.0014003243,0.8585195,0.9749553,-8.358852,1.608098,-0.029216699999999984
mcdonalds_switzerland_163,"i love you, and the best -n't just say that.",0.0,1.0,0.0,2,1,0.8010984,0.4311688,0.2,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.552266001701355,1.0,0,-9.550152,-9.314761,0.98238105,0.9763731,-9.294374,0.25577800000000117,-0.1752747
mcdonalds_switzerland_864,"we are now 10k users! this means you can follow more posts and comment on our page, which is why we have to ask for your help.",0.0,1.0,-1.0,0,1,0.9468852,0.4311688,0.0,0.0,0.0,0.0,0.539901077747345,0.0,0,-8.661349,-0.8674773,0.95315075,0.9652637,-1.3511788,7.3101702,-0.018378499999999964
mcdonalds_switzerland_410,we all know that this was a day to make the world better.,0.0,1.0,0.0,2,1,0.98225605,0.4311688,0.1538461538461538,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.5297943353652954,1.0,0,-0.00013934595,-5.9960475e-05,0.9173793,0.9706448,-9.302268,-9.30212865405,0.011611250000000073
mcdonalds_switzerland_27,i'm on the run.,0.0,0.0,-1.0,1,1,0.9823528,0.4311688,0.0434434858626112,3.86659858861305e-309,3.86659858861305e-309,3.86659858861305e-309,0.5153135061264038,0.0,0,-8.194731,-3.342283,0.93256855,0.9763608,-7.42257,0.7721610000000005,0.005991999999999997
mcdonalds_switzerland_904,"in this case, we don’t need a special dish for our new year 2019.",0.0,1.0,0.0,0,1,0.9647261,0.4311688,0.0,0.0,0.0,0.0,0.510066032409668,1.0,0,-9.33159,-9.013346,0.9086848,0.96631694,-8.594067,0.7375229999999995,-0.0015908399999999823
mcdonalds_switzerland_409,i'm sure you know what i mean.,0.0,1.0,0.0,2,1,0.9733201,0.4311688,0.0789865847513041,6.15128447160133e-309,6.15128447160133e-309,6.15128447160133e-309,0.4961757957935333,0.0,0,-8.837454,-8.922691,0.97816706,0.97695315,-8.208255,0.6291989999999998,-0.0036330500000000265
mcdonalds_switzerland_1899,you know what? the only thing that matters is your happiness.,0.0,0.0,-1.0,1,1,0.9720996,0.4311688,0.0254606146201498,6.231692281410567e-309,6.231692281410567e-309,6.231692281410567e-309,0.4909855425357818,0.0,0,-9.857934,-9.852064,0.8842363,0.8850898,-7.9582562,1.8996778,0.08700979999999991
mcdonalds_switzerland_432,the only thing that makes me smile every day is the fact i was able to find a job at one of our top 20 companies in new york city.,0.0,0.0,-1.0,4,1,0.97711164,0.4311688,0.1,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4909710586071014,0.0,0,-9.44896,-8.340515,0.84987223,0.9675058,-9.409489,0.039470999999998924,0.009605839999999977
mcdonalds_switzerland_1918,"for the rest of you, i’ m glad to be your first foodie.",0.0,0.0,-1.0,0,1,0.93800175,0.4311688,0.0,0.0,0.0,0.0,0.4843980669975281,0.0,0,-9.599392,-9.540387,0.838123,0.821713,-8.317947,1.2814449999999997,0.11628874999999994
mcdonalds_switzerland_642,"here are the options you can choose from: check, review and rate.",0.0,0.0,-1.0,2,1,0.931016,0.4311688,0.1533407357715539,2.0471667756573244e-308,2.0471667756573244e-308,2.0471667756573244e-308,0.4789546430110931,0.0,0,-9.059553,-8.935479,0.39665046,0.97358185,-9.693554,-0.6340010000000014,-0.042565850000000016
mcdonalds_switzerland_682,"when you go to a bar, restaurant or café and ask for the most ""l i can't do.",0.0,0.0,-1.0,3,1,0.78839636,0.4311688,0.1666666666666666,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.456641674041748,0.0,0,-9.305419,-8.8064165,0.97759503,0.9620078,-9.719328,-0.4139090000000003,-0.17361143999999995
mcdonalds_switzerland_1895,you're probably the one who has more food in your fridge than you think.,0.0,0.0,-1.0,2,1,0.9780452,0.4311688,0.0930627225044365,1.4495000173229606e-308,1.4495000173229606e-308,1.4495000173229606e-308,0.4538124203681946,0.0,0,-8.043437,-9.040469,0.97391915,0.9627383,-9.326253,-1.2828159999999986,0.015306899999999901
mcdonalds_switzerland_1037,"yes, the apple has got to get rid of their black and white screen on 2019.",0.0,0.0,-1.0,0,1,0.6947536,0.4311688,0.0,0.0,0.0,0.0,0.451476514339447,0.0,0,-9.126961,-8.621415,0.9586426,0.9772949,-0.0013094908,9.125651509199999,-0.2825413
mcdonalds_switzerland_569,"yes, you can have your own "" all in a day.",0.0,1.0,-1.0,3,1,0.7444093,0.4311688,0.0369096227008943,3.01131000863463e-309,3.01131000863463e-309,3.01131000863463e-309,0.4474624097347259,0.0,0,-0.0013053239,-8.418058,0.97490555,0.9543531,-7.6783824,-7.677077076100001,-0.2099437999999999
mcdonalds_switzerland_478,"yes, it's not a joke.",0.0,0.0,-1.0,0,1,0.97062755,0.4311688,0.0,0.0,0.0,0.0,0.4309409260749817,0.0,0,-8.747081,-9.672488,0.94856083,0.8540612,-8.398518,0.3485630000000004,0.11656635000000004
mcdonalds_switzerland_616,we've got a lot of different people who are trying to get through this crisis.,0.0,1.0,2.0,2,1,0.95572627,0.4311688,0.1021237784486198,0.0547091670260463,1.704247123185085e-308,1.704247123185085e-308,0.423793613910675,1.0,0,-9.22523,-9.058662,0.9195852,0.9738116,-8.112391,1.1128389999999992,-0.01808533000000001
mcdonalds_switzerland_610,"from now on, you can enjoy your own life with the best food in madrid! # pic.",0.0,1.0,-1.0,1,1,0.8066845,0.4311688,0.0588235294117647,2.2250738585072617e-308,2.2250738585072617e-308,2.2250738585072617e-308,0.4213431179523468,0.0,0,-9.030927,-9.040438,0.9191076,0.95137215,-9.496807,-0.4658800000000003,-0.14468764999999995
mcdonalds_switzerland_716,"i'm sorry, but you don’t need to worry about it.",0.0,0.0,-1.0,0,1,0.97985774,0.4311688,0.0,0.0,0.0,0.0,0.4111048579216003,0.0,0,-9.000248,-9.643161,0.95940876,0.8607433,-8.143231,0.857016999999999,0.11911444000000004
